"N˙mero Contrato";"CÛdigo ”rg„o Superior";"Nome ”rg„o Superior";"CÛdigo ”rg„o";"Nome ”rg„o";"CÛdigo UG";"Nome UG";"N˙mero Termo Aditivo";"Data PublicaÁ„o";"Objeto"
"122017";"41000";"MINISTERIO DAS COMUNICACOES";"41000";"MINISTERIO DAS COMUNICACOES";"925150";"TELECOMUNICA«’ES BRASILEIRAS S.A.";"12017";"21/11/2017";"OBJETO: AlteraÁ„o quantitativa, visando atender o interesse da Telebras, mediante o acrÈscimo ao valor do contrato original, no percentual de 4,13%"
"122017";"41000";"MINISTERIO DAS COMUNICACOES";"41000";"MINISTERIO DAS COMUNICACOES";"925150";"TELECOMUNICA«’ES BRASILEIRAS S.A.";"12018";"21/11/2017";"OBJETO: Termo aditivo a alteraÁ„o quantitativa, visando atender o interesse da Telebras, mediante o acrÈscimo ao valor do contrato original, no percentual de 4,13%, em raz„o do aumento da demanda."
"122017";"41000";"MINISTERIO DAS COMUNICACOES";"41000";"MINISTERIO DAS COMUNICACOES";"925150";"TELECOMUNICA«’ES BRASILEIRAS S.A.";"22018";"03/01/2018";"OBJETO: Termo Aditivo a prorrogaÁ„o do contrato nÅ 012/2017/2200 pelo perÌodo de 12 meses, a contar da data de 03 de fevereiro de 2018."
"13082016";"32000";"MINISTERIO DE MINAS E ENERGIA";"91081";"FURNAS-CENTRAIS ELETRICAS S.A.";"926524";"AMAZONAS GERA«√O E TRANSMISS√O DE ENERGIA S.A";"12016";"20/02/2018";"OBJETO: ServiÁos (impressao, copia e digitalizaÁao)com fornecimento de equipamentos a serem distribuidos"
"13082016";"32000";"MINISTERIO DE MINAS E ENERGIA";"91081";"FURNAS-CENTRAIS ELETRICAS S.A.";"926524";"AMAZONAS GERA«√O E TRANSMISS√O DE ENERGIA S.A";"12018";"10/05/2019";"OBJETO: Impressao,copia e digitalizaÁao c fornecimento de equipamentos"
"192017";"41000";"MINISTERIO DAS COMUNICACOES";"41000";"MINISTERIO DAS COMUNICACOES";"925150";"TELECOMUNICA«’ES BRASILEIRAS S.A.";"12017";"16/05/2017";"OBJETO: AlteraÁ„o quantitativa visando atender o interesse da telebras mediante o acrÈscimo ao valor do contrato original no percentual de 11,18%, em raz„o da necessidade de atender o ibama e o ministÈrio do turismo"
"42017";"36000";"MINISTERIO DA SAUDE";"36000";"MINISTERIO DA SAUDE";"926171";"EMP. BRAS. DE HEMODERIVADOS E BIOTECNOLOGIA";"12017";"30/06/2017";"OBJETO: Alterar os itens 2.14 e 2.15 da Cl·usula Segunda do Contrato n∫ 04/2017."
"42017";"20000";"PRESIDENCIA DA REPUBLICA";"20213";"EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTU¡RIA";"125204";"AEROPORTO DE SANTAR…M/SBSN";"12017";"05/09/2017";"Objeto: AlteraÁ„o contratual, a partir de 01/08/2017"
"42017";"36000";"MINISTERIO DA SAUDE";"36000";"MINISTERIO DA SAUDE";"926171";"EMP. BRAS. DE HEMODERIVADOS E BIOTECNOLOGIA";"22018";"07/02/2018";"OBJETO: Prorrogar a vigÍncia contratual por 12 meses."
"52017";"20000";"PRESIDENCIA DA REPUBLICA";"20213";"EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTU¡RIA";"125200";"CENTRO DE SUPORTE ADMINISTRATIVO DE BELEM";"12017";"11/07/2017";"Objeto: DesoneraÁ„o da folha de pagamento conforme leis n  12.546/2011 e 13.161/2015, solicitado pela contratada atravÈs do ofÌcio n  036/delc-ss/2017"
"52017";"41000";"MINISTERIO DAS COMUNICACOES";"41000";"MINISTERIO DAS COMUNICACOES";"925150";"TELECOMUNICA«’ES BRASILEIRAS S.A.";"12018";"05/02/2018";"OBJETO: ProrrogaÁ„o do prazo de vigÍncia do contrato original pelo perÌodo de doze meses, contados a partir de 02/02/2018"
"52017";"41000";"MINISTERIO DAS COMUNICACOES";"41000";"MINISTERIO DAS COMUNICACOES";"925150";"TELECOMUNICA«’ES BRASILEIRAS S.A.";"12018";"05/02/2018";"OBJETO: ProrrogaÁ„o do prazo de vigÍncia do Contrato Original pelo perÌodo de 12 meses, contados a partir de 02 de fevereiro de 2018."
"52017";"41000";"MINISTERIO DAS COMUNICACOES";"41000";"MINISTERIO DAS COMUNICACOES";"925150";"TELECOMUNICA«’ES BRASILEIRAS S.A.";"22019";"21/01/2019";"OBJETO: ProrrogaÁ„o do contrato nÅ 005/2017/3600-TB, pelo perÌodo de 12 meses, a contar da data de 02 de fevereiro de 2019."
"52017";"41000";"MINISTERIO DAS COMUNICACOES";"41000";"MINISTERIO DAS COMUNICACOES";"925150";"TELECOMUNICA«’ES BRASILEIRAS S.A.";"32019";"18/12/2019";"OBJETO: ProrrogaÁ„o do contrato nÅ 005/2017/3600-TB pelo perÌodo de 12 meses a contar de 02 defevereiro de 2020."
"82017";"20000";"PRESIDENCIA DA REPUBLICA";"20213";"EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTU¡RIA";"125151";"AEROPORTO DE JO√O PESSOA/SBJP";"12017";"14/08/2017";"Objeto: ProrrogaÁ„o do prazo contratual por mais 30 meses, com inÌcio em 06/08/2017 e tÈrmino em 05/02/2020 e  repactuaÁ„o/revis„o/supress„o a partir de 01/08/2017 alterando o valor mensal para r$ 69.581,25."
"82017";"20000";"PRESIDENCIA DA REPUBLICA";"20213";"EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTU¡RIA";"125151";"AEROPORTO DE JO√O PESSOA/SBJP";"22017";"09/11/2017";"Objeto: Ta0072-sv/2017/0032', '20171101','acrÈscimo a partir de 01/11/17 da rubrica dsr, passando o valor mensal de 69.581,25 para 69.813,41"
"866072017";"32000";"MINISTERIO DE MINAS E ENERGIA";"91081";"FURNAS-CENTRAIS ELETRICAS S.A.";"925148";"SUPERINTEND NCIA DE GERA«√O HIDR¡ULICA - OGH";"12018";"06/03/2018";"OBJETO: AlteraÁ„os das cl·usulas 3™, 4™ e 29™, alterando valor e prrogando prazo"
"866162017";"32000";"MINISTERIO DE MINAS E ENERGIA";"91081";"FURNAS-CENTRAIS ELETRICAS S.A.";"925145";"REGIONAL DE TRANSMISS√O DO PAR¡";"12017";"23/05/2017";"OBJETO: ProrrogaÁ„o do prazo de execuÁ„o dos serviÁos por mais 60 dias."
"866472017";"32000";"MINISTERIO DE MINAS E ENERGIA";"91081";"FURNAS-CENTRAIS ELETRICAS S.A.";"925145";"REGIONAL DE TRANSMISS√O DO PAR¡";"12018";"22/05/2018";"OBJETO: ProrrogaÁ„o do prazo de execuÁ„o do contrato por mais 12 meses a contar de 27/02/2018,."
"866722017";"32000";"MINISTERIO DE MINAS E ENERGIA";"91081";"FURNAS-CENTRAIS ELETRICAS S.A.";"925143";"REGIONAL DE TRANSMISS√O DO MARANH√O";"32018";"08/01/2018";"OBJETO: O presente Termo Aditivo tem por objeto a prorrogaÁ„o da vigÍncia do contrato original por mais 12 meses."
"42017";"15000";"JustiÁa do Trabalho";"15000";"JustiÁa do Trabalho - Unidades com vÌnculo di";"080023";"TRIBUNAL REGIONAL DO TRABALHO DA 20A.REGIAO";"12017";"07/11/2017";"OBJETO: AcrÈscimo de serviÁos"
"42017";"15000";"JustiÁa do Trabalho";"15000";"JustiÁa do Trabalho - Unidades com vÌnculo di";"080023";"TRIBUNAL REGIONAL DO TRABALHO DA 20A.REGIAO";"22018";"26/02/2018";"OBJETO: ProrrogaÁ„o do prazo da vigÍncia contratual, por mais doze meses, compreendendo o perÌodo de 14/02/2018 a 13/02/2019"
"42017";"15000";"JustiÁa do Trabalho";"15000";"JustiÁa do Trabalho - Unidades com vÌnculo di";"080023";"TRIBUNAL REGIONAL DO TRABALHO DA 20A.REGIAO";"32020";"14/02/2019";"OBJETO: ProrrogaÁ„o da vigÍncia, compreendendo o perÌodo de 14/02/2019 a 13/02/2020."
"42017";"12000";"JustiÁa Federal";"12000";"JustiÁa Federal - Unidades com vÌnculo direto";"090030";"TRIBUNAL REGIONAL FEDERAL DA 4A.REGIAO";"12017";"31/10/2017";"OBJETO: AcrÈscimo de 28 horas das previstas na Cl·usula 1.2.1 'a' do Contrato, cujo objeto È a prestaÁ„o de consultoria especializada em educaÁ„o corporativa."
"142017";"20000";"PresidÍncia da Rep˙blica";"20101";"PresidÍncia da Rep˙blica";"110001";"SECRETARIA ESPECIAL DE ADMINISTRACAO/PR";"000012018";"22/01/2018";"Objetivo: PRORROGACAO DE VIG NCIA CONTRATUAL."
"142017";"20000";"PresidÍncia da Rep˙blica";"20101";"PresidÍncia da Rep˙blica";"110001";"SECRETARIA ESPECIAL DE ADMINISTRACAO/PR";"000022019";"04/02/2019";"Objetivo: PRORROGA«√O DO PRAZO DE VIG NCIA."
"142017";"20000";"PresidÍncia da Rep˙blica";"20101";"PresidÍncia da Rep˙blica";"110001";"SECRETARIA ESPECIAL DE ADMINISTRACAO/PR";"000032020";"05/02/2020";"Objetivo: PRORROGA«√O CONTRATUAL."
"142017";"20000";"PresidÍncia da Rep˙blica";"20101";"PresidÍncia da Rep˙blica";"110001";"SECRETARIA ESPECIAL DE ADMINISTRACAO/PR";"000042021";"01/02/2021";"Objetivo: PRORROGA«√O DO PRAZO DE VIG NCIA"
"142017";"20000";"PresidÍncia da Rep˙blica";"20101";"PresidÍncia da Rep˙blica";"110001";"SECRETARIA ESPECIAL DE ADMINISTRACAO/PR";"12018";"22/01/2018";"Objeto: Prorrogacao de vigÍncia contratual."
"142017";"20000";"PresidÍncia da Rep˙blica";"20101";"PresidÍncia da Rep˙blica";"110001";"SECRETARIA ESPECIAL DE ADMINISTRACAO/PR";"22019";"04/02/2019";"Objeto: ProrrogaÁ„o do prazo de vigÍncia."
"142017";"20000";"PresidÍncia da Rep˙blica";"20101";"PresidÍncia da Rep˙blica";"110001";"SECRETARIA ESPECIAL DE ADMINISTRACAO/PR";"32020";"05/02/2020";"Objeto: ProrrogaÁ„o contratual."
"12017";"63000";"Advocacia-Geral da Uni„o";"63000";"Advocacia-Geral da Uni„o - Unidades com vÌncu";"110096";"SUPERINTENDENCIA ADMINISTRACAO EM PERNAMBUCO";"000012018";"08/03/2018";"Objetivo: PRORROGA«√O DA VIGENCIA POR 06 MESES ESUPRESS√O DE 19,53 % DO VALOR INICIAL ATUALIZADO."
"12017";"63000";"Advocacia-Geral da Uni„o";"63000";"Advocacia-Geral da Uni„o - Unidades com vÌncu";"110096";"SUPERINTENDENCIA ADMINISTRACAO EM PERNAMBUCO";"000022018";"12/09/2018";"Objetivo: PRORROGA«√O DA VIGENCIA DO CONTRATO POR 12 MESES."
"12017";"63000";"Advocacia-Geral da Uni„o";"63000";"Advocacia-Geral da Uni„o - Unidades com vÌncu";"110096";"SUPERINTENDENCIA ADMINISTRACAO EM PERNAMBUCO";"000032018";"03/10/2018";"Objetivo: PRORROGA«√O"
"12017";"63000";"Advocacia-Geral da Uni„o";"63000";"Advocacia-Geral da Uni„o - Unidades com vÌncu";"110096";"SUPERINTENDENCIA ADMINISTRACAO EM PERNAMBUCO";"000042019";"04/09/2019";"Objetivo: PRORROGA«√O DA VIGENCIA DO CONTRATO POR 12 MESES E ALTERA«√O DA RAZ√O SOCIAL DA CONTRATADA."
"12017";"63000";"Advocacia-Geral da Uni„o";"63000";"Advocacia-Geral da Uni„o - Unidades com vÌncu";"110096";"SUPERINTENDENCIA ADMINISTRACAO EM PERNAMBUCO";"000052020";"02/09/2020";"Objetivo: PRORROGA«√O DA VIGENCIA POR 12 MESES EREVIS√O DA PLANILHA DO CONTRATO."
"12017";"63000";"Advocacia-Geral da Uni„o";"63000";"Advocacia-Geral da Uni„o - Unidades com vÌncu";"110096";"SUPERINTENDENCIA ADMINISTRACAO EM PERNAMBUCO";"000062021";"24/08/2021";"Objetivo: PRORROGAR A VIG NCIA CONTRATUAL POR 06 (SEIS) MESES."
"12017";"63000";"Advocacia-Geral da Uni„o";"63000";"Advocacia-Geral da Uni„o - Unidades com vÌncu";"110096";"SUPERINTENDENCIA ADMINISTRACAO EM PERNAMBUCO";"12018";"08/03/2018";"Objeto: ProrrogaÁ„o da vigencia por 06 meses e supress„o de 19,53 % do valor inicial atualizado."
"12017";"63000";"Advocacia-Geral da Uni„o";"63000";"Advocacia-Geral da Uni„o - Unidades com vÌncu";"110096";"SUPERINTENDENCIA ADMINISTRACAO EM PERNAMBUCO";"22018";"12/09/2018";"Objeto: ProrrogaÁ„o da vigencia do contrato por 12 meses."
"12017";"63000";"Advocacia-Geral da Uni„o";"63000";"Advocacia-Geral da Uni„o - Unidades com vÌncu";"110096";"SUPERINTENDENCIA ADMINISTRACAO EM PERNAMBUCO";"42019";"04/09/2019";"Objeto: ProrrogaÁ„o da vigencia do contrato por 12 meses e alteraÁ„o da raz„o social da contratada."
"12017";"63000";"Advocacia-Geral da Uni„o";"63000";"Advocacia-Geral da Uni„o - Unidades com vÌncu";"110096";"SUPERINTENDENCIA ADMINISTRACAO EM PERNAMBUCO";"52020";"02/09/2020";"Objeto: ProrrogaÁ„o da vigencia por 12 meses e revis„o da planilha do contrato."
"42017";"63000";"Advocacia-Geral da Uni„o";"63000";"Advocacia-Geral da Uni„o - Unidades com vÌncu";"110096";"SUPERINTENDENCIA ADMINISTRACAO EM PERNAMBUCO";"12018";"08/03/2018";"Objeto: ProrrogaÁ„o da vigencia por 12 meses e acrÈscimo de 2,40 % ao valor inicial atualizado."
"42017";"63000";"Advocacia-Geral da Uni„o";"63000";"Advocacia-Geral da Uni„o - Unidades com vÌncu";"110096";"SUPERINTENDENCIA ADMINISTRACAO EM PERNAMBUCO";"22019";"01/03/2019";"Objeto: ProrrogaÁ„o da vigencia contratual por 3 meses e supress„o de 20,93 % do valor do contrato."
"42017";"63000";"Advocacia-Geral da Uni„o";"63000";"Advocacia-Geral da Uni„o - Unidades com vÌncu";"110096";"SUPERINTENDENCIA ADMINISTRACAO EM PERNAMBUCO";"32019";"09/05/2019";"Objeto: ProrrogaÁ„o da vigencia contratual por 03 meses."
"12017";"63000";"Advocacia-Geral da Uni„o";"63000";"Advocacia-Geral da Uni„o - Unidades com vÌncu";"110097";"SUPERINTENDENCIA ADMINISTRACAO NO RIO G. SUL";"12017";"28/11/2017";"Objeto: Prorrogar o prazo de vigÍncia contratual por mais 12(doze) meses."
"12017";"63000";"Advocacia-Geral da Uni„o";"63000";"Advocacia-Geral da Uni„o - Unidades com vÌncu";"110097";"SUPERINTENDENCIA ADMINISTRACAO NO RIO G. SUL";"12018";"25/07/2018";"Objeto: Supress„o da prestaÁ„o dos serviÁos na Procuradoria Seccional Federal em Criciuma/SC, totalizando 12,95% do valor original do contrato."
