"Número Contrato";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Número Apostilamento";"Descrição Apostilamento";"Valor Apostilamento";"Data de inclusão";"Situação Apostilamento"
"12017";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193111";"IBAMA - SUPERINTENDENCIA ESTADUAL/MG";"00000000000000001";"DEFERIMENTO DO PEDIDO DE REPACTUAçãO DOS VALORES CONTRATUAIS, DADA A ENTRAD                                           A EM VIGOR DA CCT/MG000967/2017.";"4638,70";"28/11/2017";"Encerrado"
"274142017";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130016";"LABORATÓRIO FEDERAL DE DEFESA AGROPECURIO/PE";"000000000001/2018";"REGISTRAR A RENOVAçãO AUTOMáTICA DO CONTRATO Nº 5027414/2017, CONFORME SUA                                                               CLáUSULA 5ª.";"912564,90";"12/01/2018";"Encerrado"
"12017";"24000";"MINISTERIO DA CIENCIA,TECNOLOGIA E INOVAÇÃO";"24000";"MINISTERIO DA CIENCIA,TECNOLOGIA E INOVAÇÃO";"240101";"MCT-COORD. GERAL DE RECURSOS LOGÍSTICOS/DF";"00000000000012017";"REPACTUAçãO DOS VALORES CCT 2017";"37416,90";"09/10/2017";"Encerrado"
"12017";"24000";"MINISTERIO DA CIENCIA,TECNOLOGIA E INOVAÇÃO";"24000";"MINISTERIO DA CIENCIA,TECNOLOGIA E INOVAÇÃO";"240124";"MUSEU DE ASTRONOMIA E CIENCIAS AFINS";"000000000001/2017";"Repactuação dos preços do contrato com base na Convenção Coletiva de Trabalho 2017/2018 SEAC/RJ (CNPJ: 34.037.150/0001-91) e SEEAC/RJ (CNPJ: 34.273.02                     9/0001-69), registrada no MTE sob o nº. RJ000756/2017.";"17984,60";"29/06/2017";"Encerrado"
"42017";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170038";"SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - CE";"000000000010/2017";"Repactuação 2017 do Contrato, pelo advento da CCT 2017, que majorou o salário, auxílio alimentação, cesta básica e assistência médica, além do aumento                   da tarifa de transporte público de Juazeiro do Norte/CE.";"4237,20";"31/08/2017";"Encerrado"
"12017";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170045";"SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - RN";"00000000000012017";"EM RAZÃO DA CCT Nº RN000049/2017 QUE REAJUSTOU O SALÁRIO BASE DA CATEGORIA                                     PARA R$ 960,00 A PARTIR DE 01/01/2017.";"1368,60";"05/12/2017";"Encerrado"
"22017";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170045";"SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - RN";"00000000000012017";"Em razão da Convenção Coletiva de Trabalho Registro MTE sob nº RN000432/2015 e Termo Aditivo nº RN000113/2017, que reajustou o preço do salário e benefícios dos trabalhadores do Sindicato dos Trabalhadores em Asseio, Conserva                       ção, Higienização e Limpeza Urbana do RN - SINDLIMP.";"2808,70";"15/05/2017";"Encerrado"
"22017";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170055";"SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF/PE";"000000000001/2017";"Repactuação do contrato pela Convenção Coletica da categoria, a partir de junho/2017. esclareço que o valor fivou a menor para corrigir as diárias que                                          foi incluido quando da licitação.";"639,30";"01/12/2017";"Encerrado"
"32017";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170064";"SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF/AL";"00000000000032017";"REPACTUAR O CONTRATO ORIGINAL COM FUNDAMENTO NA CONVENÇÃO COLETIVA DE TRABALHO (CCT) 2017/2017, DO SINCATO DE EMPREGADOS DE EMPRESAS DE ASSEIO, CONSER VAÇÃO E LIMPEZA URBANA NO ESTADO DE ALAGOAS - COM REGISTRO NO MTE SOB O N                            000025/2017, COM DATA DE REGISTRO EM 23/01/2017.";"39242,50";"17/11/2017";"Encerrado"
"32017";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170064";"SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF/AL";"00000000000022018";"O presente Termo de Apostilamento tem como objeto repactuar o Contrato original com fundamento na Convenção Coletiva de Trabalho (CCT) 2018/2018, do Sinsicato dos Empregados de Empresas de Asseio, Conservação e Limpeza UrbanaUrbana no Estado de Alagoas - com registro no MTE sob o nº AL000056/2018, c                                            om data de registro 12/03/2018.";"23626,20";"26/06/2018";"Encerrado"
