"N˙mero Contrato";"CÛdigo ”rg„o Superior";"Nome ”rg„o Superior";"CÛdigo ”rg„o";"Nome ”rg„o";"CÛdigo UG";"Nome UG";"N˙mero Termo Aditivo";"Data PublicaÁ„o";"Objeto"
"132017";"20000";"PRESIDENCIA DA REPUBLICA";"20213";"EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTU¡RIA";"125012";"AEROPORTO DO RJ - SANTOS DUMONT/SBRJ";"12017";"13/12/2017";"Objeto: AlteraÁ„o de raz„o social (de 01db brasil para acoem brasil) e retificaÁ„o de cÛdigo orÁament·rio."
"15512017";"32000";"MINISTERIO DE MINAS E ENERGIA";"91081";"FURNAS-CENTRAIS ELETRICAS S.A.";"926524";"AMAZONAS GERA«√O E TRANSMISS√O DE ENERGIA S.A";"12017";"09/08/2018";"OBJETO: AquisiÁao de frutas e verduras, hortalicas legumes peixe p alimentaÁao de mamiferos aquaticos e terrestres."
"15512017";"32000";"MINISTERIO DE MINAS E ENERGIA";"91081";"FURNAS-CENTRAIS ELETRICAS S.A.";"926524";"AMAZONAS GERA«√O E TRANSMISS√O DE ENERGIA S.A";"22019";"15/05/2019";"OBJETO: AuisiÁao de frutas, verduras e hoetali Áas, legumes e peixes p alimentaÁao"
"16272017";"32000";"MINISTERIO DE MINAS E ENERGIA";"91081";"FURNAS-CENTRAIS ELETRICAS S.A.";"926524";"AMAZONAS GERA«√O E TRANSMISS√O DE ENERGIA S.A";"12018";"25/06/2018";"OBJETO: PrestaÁao de serviÁos de manutenÁao, instalaÁao e desistalaÁao de equipamentos de climatizaÁao e refrigeraÁao"
"16272017";"32000";"MINISTERIO DE MINAS E ENERGIA";"91081";"FURNAS-CENTRAIS ELETRICAS S.A.";"926524";"AMAZONAS GERA«√O E TRANSMISS√O DE ENERGIA S.A";"22017";"20/03/2018";"OBJETO: Empresa especializada p prestaÁa0 de serviÁos de manutenÁao, instalaÁao e desinstalaÁao de equipamentos de climatizaÁao e refrigeraÁoda AMGT - Unidade de Manaus e UHE Balbina"
"16272017";"32000";"MINISTERIO DE MINAS E ENERGIA";"91081";"FURNAS-CENTRAIS ELETRICAS S.A.";"926524";"AMAZONAS GERA«√O E TRANSMISS√O DE ENERGIA S.A";"22018";"25/06/2018";"OBJETO: PrestaÁao de serviÁos de manutenÁao instalaÁao e desinstalaÁao de equipamentos de climatizaÁao e refrigeraÁao da AMGT"
"16272017";"32000";"MINISTERIO DE MINAS E ENERGIA";"91081";"FURNAS-CENTRAIS ELETRICAS S.A.";"926524";"AMAZONAS GERA«√O E TRANSMISS√O DE ENERGIA S.A";"32019";"24/06/2019";"OBJETO: Prestacao  de serviÁos de manutenÁao e instalaÁao e desinstalaÁao de eq de climatizaÁao e refrigeracao da AMGT"
"202017";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"925185";"COMPANHIA DE ARMAZ…NS E SILOS DO EST. DE MG";"12017";"26/07/2017";"OBJETO: Constitui o acrÈscimo de 25% ( vinte  ecinco por cento) ao valor contratado  referenteda Unidade de CapinÛpolis, para assim atender ademanda de lenha para a Unidade  nos  termos dacl·usola dÈcima nona do contrato nÅ 020/2017."
"332017";"20000";"PRESIDENCIA DA REPUBLICA";"20213";"EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTU¡RIA";"125040";"AEROPORTO DE CUIAB¡/SBCY";"12017";"13/06/2018";"Objeto: RepactuaÁ„o de preÁos decorrente de sal·rios e benefÌcios cct 2018/2019, a apartir de 01/01/2018 e supress„o contratual a apartir de 01/06/2018, resultante da supress„o de 4 postos de trabalho de vigilante noturno e 4 diurno."
"867622017";"32000";"MINISTERIO DE MINAS E ENERGIA";"91081";"FURNAS-CENTRAIS ELETRICAS S.A.";"925142";"REGIONAL DE GERA«√O E TRANSMISS√O DO AMAP¡";"12018";"25/09/2018";"OBJETO: ProrrogaÁ„o do prazo por mais 12 meses e repactuaÁ„o de preÁo"
"867622017";"32000";"MINISTERIO DE MINAS E ENERGIA";"91081";"FURNAS-CENTRAIS ELETRICAS S.A.";"925142";"REGIONAL DE GERA«√O E TRANSMISS√O DO AMAP¡";"22019";"12/08/2019";"OBJETO: ProrrogaÁ„o do prazo por mais 12 meses e acrescimo de valor"
"867922017";"32000";"MINISTERIO DE MINAS E ENERGIA";"91081";"FURNAS-CENTRAIS ELETRICAS S.A.";"925148";"SUPERINTEND NCIA DE GERA«√O HIDR¡ULICA - OGH";"12018";"01/02/2018";"OBJETO: Constitu objeto deste termo a alteraÁ„o das cl·usulas quarta e quinta, alterando valor contratual."
"82017";"15000";"JustiÁa do Trabalho";"15000";"JustiÁa do Trabalho - Unidades com vÌnculo di";"080023";"TRIBUNAL REGIONAL DO TRABALHO DA 20A.REGIAO";"12017";"04/09/2017";"OBJETO: ProrrogaÁ„o da vigencia contratual, por mais doze meses, compreendendo o perÌodo de 01092017 a 30/082018"
"212017";"20000";"PresidÍncia da Rep˙blica";"20101";"PresidÍncia da Rep˙blica";"110001";"SECRETARIA ESPECIAL DE ADMINISTRACAO/PR";"000012018";"21/05/2018";"Objetivo: PRORROGA«√O DE VIG NCIA CONTRATUAL."
"212017";"20000";"PresidÍncia da Rep˙blica";"20101";"PresidÍncia da Rep˙blica";"110001";"SECRETARIA ESPECIAL DE ADMINISTRACAO/PR";"000022018";"15/01/2019";"Objetivo: ACRESCIMO DE SERVI«OS."
"212017";"20000";"PresidÍncia da Rep˙blica";"20101";"PresidÍncia da Rep˙blica";"110001";"SECRETARIA ESPECIAL DE ADMINISTRACAO/PR";"000032019";"03/06/2019";"Objetivo: PRORROGA«√O DO PRAZO DE VIG NCIA."
"212017";"20000";"PresidÍncia da Rep˙blica";"20101";"PresidÍncia da Rep˙blica";"110001";"SECRETARIA ESPECIAL DE ADMINISTRACAO/PR";"000042020";"29/04/2020";"Objetivo: PRORROGA«√O DA VIG NCIA CONTRATUAL."
"212017";"20000";"PresidÍncia da Rep˙blica";"20101";"PresidÍncia da Rep˙blica";"110001";"SECRETARIA ESPECIAL DE ADMINISTRACAO/PR";"000052021";"05/05/2021";"Objetivo: PRORROGA«√O DO PRAZO DE VIG NCIA"
"212017";"20000";"PresidÍncia da Rep˙blica";"20101";"PresidÍncia da Rep˙blica";"110001";"SECRETARIA ESPECIAL DE ADMINISTRACAO/PR";"000062022";"15/02/2022";"Objetivo: ALTERA«√O DA RAZ√O SOCIAL DA CONTRATADA"
"212017";"20000";"PresidÍncia da Rep˙blica";"20101";"PresidÍncia da Rep˙blica";"110001";"SECRETARIA ESPECIAL DE ADMINISTRACAO/PR";"000212017";"30/05/2022";"Objetivo: PRORROGA«√O DA VIG NCIA CONTRATUAL"
"212017";"20000";"PresidÍncia da Rep˙blica";"20101";"PresidÍncia da Rep˙blica";"110001";"SECRETARIA ESPECIAL DE ADMINISTRACAO/PR";"12018";"21/05/2018";"Objeto: ProrrogaÁ„o de vigÍncia contratual."
"212017";"20000";"PresidÍncia da Rep˙blica";"20101";"PresidÍncia da Rep˙blica";"110001";"SECRETARIA ESPECIAL DE ADMINISTRACAO/PR";"22018";"15/01/2019";"Objeto: Acrescimo de serviÁos."
"212017";"20000";"PresidÍncia da Rep˙blica";"20101";"PresidÍncia da Rep˙blica";"110001";"SECRETARIA ESPECIAL DE ADMINISTRACAO/PR";"32019";"03/06/2019";"Objeto: ProrrogaÁ„o do prazo de vigÍncia."
"212017";"20000";"PresidÍncia da Rep˙blica";"20101";"PresidÍncia da Rep˙blica";"110001";"SECRETARIA ESPECIAL DE ADMINISTRACAO/PR";"42020";"29/04/2020";"Objeto: ProrrogaÁ„o da vigÍncia contratual."
"62017";"63000";"Advocacia-Geral da Uni„o";"63000";"Advocacia-Geral da Uni„o - Unidades com vÌncu";"110102";"SUPERINTENDENCIA ADMINISTRACAO RIO DE JANEIRO";"12018";"01/03/2018";"Objeto: Alterar a representaÁ„o do contrato, alterando-se o pre‚mbulo onde consta SuperintendÍncia de AdministraÁ„o no Rio de Janeiro/RJ par a Unidade de Atendimento em Minas Gerais."
"5342017";"20000";"PresidÍncia da Rep˙blica";"20101";"PresidÍncia da Rep˙blica";"110120";"AGENCIA BRASILEIRA DE INTELIGENCIA";"22019";"10/04/2019";"InformaÁ„o protegida por sigilo nos termos da legislaÁ„o vigente"
"5342017";"20000";"PresidÍncia da Rep˙blica";"20101";"PresidÍncia da Rep˙blica";"110120";"AGENCIA BRASILEIRA DE INTELIGENCIA";"32020";"15/04/2020";"InformaÁ„o protegida por sigilo nos termos da legislaÁ„o vigente"
"232017";"63000";"Advocacia-Geral da Uni„o";"63000";"Advocacia-Geral da Uni„o - Unidades com vÌncu";"110161";"SUPERINTENDENCIA DE ADM. NO DISTRITO FEDERAL";"000012018";"03/04/2018";"Objetivo: PRORROGAR VIG NCIA"
"232017";"63000";"Advocacia-Geral da Uni„o";"63000";"Advocacia-Geral da Uni„o - Unidades com vÌncu";"110161";"SUPERINTENDENCIA DE ADM. NO DISTRITO FEDERAL";"000022019";"26/06/2019";"Objetivo: PRORROGA VIG NCIA E REPACTUA"
"232017";"63000";"Advocacia-Geral da Uni„o";"63000";"Advocacia-Geral da Uni„o - Unidades com vÌncu";"110161";"SUPERINTENDENCIA DE ADM. NO DISTRITO FEDERAL";"12018";"03/04/2018";"Objeto: Prorrogar, o prazo de vigÍncia do Contrato n∫ 023/2017-AGU, por mais 12 (doze) meses, tendo por termo inicial o dia 11 de abril de 2018 e final o dia 10 de abril de 2019, de acordo com o que dispıe o Inciso II, do art.57, da Lei n∫ 8.666/93."
"232017";"63000";"Advocacia-Geral da Uni„o";"63000";"Advocacia-Geral da Uni„o - Unidades com vÌncu";"110161";"SUPERINTENDENCIA DE ADM. NO DISTRITO FEDERAL";"22019";"26/03/2019";"Objeto: Prorrogar, o prazo de vigÍncia do Contrato n∫ 023/2017-AGU, por mais 6 (seis) meses, tendo por termo inicial o dia 11 de abril de 2019 e termo final 11 de outubro de 2019 ou atÈ a conclus„o de procedimento licitatÛrio, o que ocorrer primeiro, de acordo com o que dispıe o Inciso II, do art. 57, da Lei n∫ 8.666/93, bem como, repactuar o valor atualmente contratado."
