"N˙mero Contrato";"CÛdigo ”rg„o Superior";"Nome ”rg„o Superior";"CÛdigo ”rg„o";"Nome ”rg„o";"CÛdigo UG";"Nome UG";"N˙mero Termo Aditivo";"Data PublicaÁ„o";"Objeto"
"172015";"32000";"MINISTERIO DE MINAS E ENERGIA";"91081";"FURNAS-CENTRAIS ELETRICAS S.A.";"926524";"AMAZONAS GERA«√O E TRANSMISS√O DE ENERGIA S.A";"22016";"01/08/2016";"OBJETO: PrestaÁao de serviÁos de radio taxi"
"172015";"32000";"MINISTERIO DE MINAS E ENERGIA";"91081";"FURNAS-CENTRAIS ELETRICAS S.A.";"926524";"AMAZONAS GERA«√O E TRANSMISS√O DE ENERGIA S.A";"22017";"30/08/2016";"OBJETO: ServiÁos de radio taxi e diarias"
"172015";"32000";"MINISTERIO DE MINAS E ENERGIA";"91081";"FURNAS-CENTRAIS ELETRICAS S.A.";"926524";"AMAZONAS GERA«√O E TRANSMISS√O DE ENERGIA S.A";"42018";"06/07/2018";"OBJETO: PrestaÁao de serviÁos de radio taxi"
"192015";"32000";"MINISTERIO DE MINAS E ENERGIA";"91081";"FURNAS-CENTRAIS ELETRICAS S.A.";"926524";"AMAZONAS GERA«√O E TRANSMISS√O DE ENERGIA S.A";"32016";"19/08/2016";"OBJETO: ServiÁos de agenciamento de viagem"
"192015";"32000";"MINISTERIO DE MINAS E ENERGIA";"91081";"FURNAS-CENTRAIS ELETRICAS S.A.";"926524";"AMAZONAS GERA«√O E TRANSMISS√O DE ENERGIA S.A";"42017";"10/07/2017";"OBJETO: Agenciamento de viagens"
"192015";"32000";"MINISTERIO DE MINAS E ENERGIA";"91081";"FURNAS-CENTRAIS ELETRICAS S.A.";"926524";"AMAZONAS GERA«√O E TRANSMISS√O DE ENERGIA S.A";"42018";"10/07/2017";"OBJETO: ServiÁos de gerewnciamento de viagens"
"192015";"32000";"MINISTERIO DE MINAS E ENERGIA";"91081";"FURNAS-CENTRAIS ELETRICAS S.A.";"926524";"AMAZONAS GERA«√O E TRANSMISS√O DE ENERGIA S.A";"52018";"23/05/2018";"OBJETO: ServiÁos de agenciamento de viagens"
"19322017";"32000";"MINISTERIO DE MINAS E ENERGIA";"91081";"FURNAS-CENTRAIS ELETRICAS S.A.";"926524";"AMAZONAS GERA«√O E TRANSMISS√O DE ENERGIA S.A";"12018";"25/01/2018";"OBJETO: Empresa contratada p realizar serviÁos de desratizaÁao,descupinizaÁao,desmorcegaÁao, borrifaÁao contra o mosquito AEGES nas instalaÁoes da Amazonas GeraÁao e Transmissao de energiaS/A"
"19322017";"32000";"MINISTERIO DE MINAS E ENERGIA";"91081";"FURNAS-CENTRAIS ELETRICAS S.A.";"926524";"AMAZONAS GERA«√O E TRANSMISS√O DE ENERGIA S.A";"22017";"14/03/2019";"OBJETO: ServiÁos de desintetizaÁao, desratizaÁao descupinizaÁao, desmorcegaÁao e borrifaÁao contra o mosquito aeges"
"19322017";"32000";"MINISTERIO DE MINAS E ENERGIA";"91081";"FURNAS-CENTRAIS ELETRICAS S.A.";"926524";"AMAZONAS GERA«√O E TRANSMISS√O DE ENERGIA S.A";"22019";"14/03/2019";"OBJETO: Empresa contratada para realizar serviÁos de desintetizaÁao, desratizaÁao, descupinizaÁao e borrifaÁao"
"19342017";"32000";"MINISTERIO DE MINAS E ENERGIA";"91081";"FURNAS-CENTRAIS ELETRICAS S.A.";"926524";"AMAZONAS GERA«√O E TRANSMISS√O DE ENERGIA S.A";"12017";"03/08/2018";"OBJETO: ServiÁo de atendimento medico e enfermeiro farmaceutico auxiliar de enfermagem na unidade de pronto atendimento de urgencia de balbina"
"202017";"36000";"MINISTERIO DA SAUDE";"36000";"MINISTERIO DA SAUDE";"926174";"EMPR. BRAS. DE HEMODERIVADOS E BIOECNOLOGIA";"12018";"01/02/2018";"OBJETO: Supress„o de 25% do valor do contrato."
"272017";"20000";"PRESIDENCIA DA REPUBLICA";"20213";"EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTU¡RIA";"125140";"CENTRO DE SUPORTE ADMINISTRATIVO DE RECIFE";"12017";"22/02/2018";"Objeto: AcrÈscimo para inclus„o dos serviÁos para o servidor fÌsico dell r720 (service tag: 93sk6w1) do sbjp, a partir de 17/02/2018."
