"N˙mero Contrato";"CÛdigo ”rg„o Superior";"Nome ”rg„o Superior";"CÛdigo ”rg„o";"Nome ”rg„o";"CÛdigo UG";"Nome UG";"N˙mero Apostilamento";"DescriÁ„o Apostilamento";"Valor Apostilamento";"Data de inclus„o";"SituaÁ„o Apostilamento"
"402017";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GEST√O";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GEST√O";"201013";"COORDENA«√O DE EXECU«√O ORC. E FINANCEIRA";"000000000011/2018";"REPACTUA«√O DE VALORES, COM BASE NA CCT/2018.";"9563,40";"11/04/2018";"Encerrado"
"62017";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GEST√O";"20202";"FUNDACAO ESCOLA NACIONAL DE ADM. PUBLICA";"114702";"ENAP-ESCOLA NACIONAL DE ADM.PUBLICA/DF";"000000000001/2017";"REGISTRAR OS NOVOS VALORES CONTRATUAIS, COM EFEITOS FINANCEIROS A PARTIR DE9 DE JULHO DE 2017, REFERENTES ‡ REPACTUAÁ„O DE PREÁOS EM VIRTUDE DA CELEBRACAO DA CONVENÁ„O COLETIVA DE TRABALHO 2017/2017 ENTRE O SINDICATO DAS EMPRESAS DE ASSEIO, CONSERVACAO, TRABALHOS TEMPORARIO E SERVICOS TERCEIRIZAVEISDO DF E O SIN DOS TRA EM E DE T T DE P U I E E T E DE T CARGAS DF, REGISTRA";"24893,20";"10/10/2017";"Encerrado"
"72017";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GEST√O";"20202";"FUNDACAO ESCOLA NACIONAL DE ADM. PUBLICA";"114702";"ENAP-ESCOLA NACIONAL DE ADM.PUBLICA/DF";"000000000002/2018";"REGISTRAR O NOVO VALOR CONTRATUAL REFERENTE ‡ REPACTUACAO DO CONTRATO, EM VIRTUDE DA CCT 2018/2018 SINDISERVICOS - SEAC/DF, EM QUE FICARAM ESTABELECID                 OS OS REAJUTES SALARIAIS DA CATEGORIA E OUTROS BENEFICIOS.";"44285,60";"21/03/2018";"Encerrado"
"82017";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GEST√O";"20202";"FUNDACAO ESCOLA NACIONAL DE ADM. PUBLICA";"114702";"ENAP-ESCOLA NACIONAL DE ADM.PUBLICA/DF";"000000000002/2018";"REGISTRAR OS NOVOS VALORES CONTRATUAIS, COM EFEITOS FINANCEIROS A PARTIR DE1∫ DE OUTUBRO DE 2017, REFERENTES AO REAJUSTE DOS PREÁOS PRATICADOS NO CONT  RATO, EM OBSERV‚NCIA ‡ CL·USULA DÈCIMA OITAVA - DO REAJUSTE E DA REVIS„O.";"10806,30";"03/04/2018";"Encerrado"
"142017";"24000";"MINISTERIO DA CIENCIA,TECNOLOGIA E INOVA«√O";"24000";"MINISTERIO DA CIENCIA,TECNOLOGIA E INOVA«√O";"240101";"MCT-COORD. GERAL DE RECURSOS LOGÕSTICOS/DF";"00000000000012017";"REPACTUAÁ„O DOS CARGOS DE MOTORISTAS.";"58447,20";"14/09/2017";"Encerrado"
"142017";"24000";"MINISTERIO DA CIENCIA,TECNOLOGIA E INOVA«√O";"24000";"MINISTERIO DA CIENCIA,TECNOLOGIA E INOVA«√O";"240101";"MCT-COORD. GERAL DE RECURSOS LOGÕSTICOS/DF";"000000000002/2018";"VALORES REAJUSTADOS APÛS AN·LISE DA PLANILHA, CONSIDERANDO OS VALORES REFER ENTES AO AVISO PRÈVIO TRABALHADO E INCIDÍNCIA DOS ENCARGOS PREVISTOS, POIS         APENAS SER· RETIRADOS DA PLANILHA APÛS 01 ANO DE CONTRATO VIGÍNTE.";"2372,10";"28/02/2018";"Encerrado"
"142017";"24000";"MINISTERIO DA CIENCIA,TECNOLOGIA E INOVA«√O";"24000";"MINISTERIO DA CIENCIA,TECNOLOGIA E INOVA«√O";"240101";"MCT-COORD. GERAL DE RECURSOS LOGÕSTICOS/DF";"000000000001/2018";"REPACTUAÁ„O APOS CONVENÁ„O COLETIVA.";"255084,40";"08/02/2018";"Encerrado"
"402017";"24000";"MINISTERIO DA CIENCIA,TECNOLOGIA E INOVA«√O";"24000";"MINISTERIO DA CIENCIA,TECNOLOGIA E INOVA«√O";"240107";"INSTITUTO NACIONAL DE PESQUISAS ESPACIAIS";"003.06.004.1/2018";"REPACTUA«√O DO VALOR MENSAL DO CONTRATO, EM CONFORMIDADE COM A NOTA T…CNICA                                            89/2017/SEI-INPE, DE 05/07/2018";"2457,80";"10/07/2018";"Encerrado"
"82017";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170072";"DELEGACIA DA REC.FEDERAL EM ARACAJU/SE";"00000000000022018";"REPACTUAÁ„O DO VALOR DO CONTRATO  DRF/AJU N∫ 08/2017, CONFORME INSTRUÁ„O CO                                                       NSTANTE DO PROCESSO.";"1189,80";"23/07/2018";"Efetivado"
"22017";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170092";"DELEGACIA DA REC.FEDERAL EM J.DE FORA/MG";"000000000001/2018";"REPACTUAÁ„O DO PREÁO MENSAL, CONFORME DISPıE CL·USULA DÈCIMA PRIMEIRA DO CO                           NTRATO, DE ACORDO COM AS ALTERAÁıES DA CCT/2018.";"1354,20";"21/05/2018";"Encerrado"
