"Número Contrato";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Número Apostilamento";"Descrição Apostilamento";"Valor Apostilamento";"Data de inclusão";"Situação Apostilamento"
"122016";"20000";"PRESIDENCIA DA REPUBLICA";"20214";"AGENCIA NACIONAL DE AVIAÇÃO CIVIL - ANAC";"113214";"AGENCIA NACIONAL DE AVIACAO CIVIL - ANAC";"000000000001/2017";"Trata-se de apostilamento em decorrência da concessão da 1ª repactuação porforça das seguintes ocorrências: reajuste tarifário no transporte público apartir de 01/01/2017; homologação da CCT 2017/2018 das categorias de trabalhadores envolvidos na presente contratação a partir de 01/01/2017; e redução do percentual de 1,94% para 0,194% dos custos relativos à provisão para o";"70870,00";"30/11/2017";"Encerrado"
"42016";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193107";"IBAMA - SUPERINTENDENCIA ESTADUAL/ES";"000000000009/2018";"REPACTUAçãO DE VALORES CONTRATADOS COM BASE NA CCT/2017, REFERENTE AO EXERC                                 íCIO DE 2018 - DE 01/01/2018 A 31/08/2018.";"1509,60";"06/02/2018";"Encerrado"
"42016";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193107";"IBAMA - SUPERINTENDENCIA ESTADUAL/ES";"00000000000232017";"CONCESSÃO DE REPACTUAÇÃO COM BASE NA CCT 2017.";"2162,80";"28/11/2017";"Encerrado"
"52016";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193107";"IBAMA - SUPERINTENDENCIA ESTADUAL/ES";"000000000015/2018";"REPACTUAçãO DOS VALORES CONTRATADOS EM RAZãO DA CCT 2017, REFERENTE AO EXER                                CíCIO DE 2018 - DE 01/01/2018 A 31/08/2018.";"24744,30";"29/01/2018";"Encerrado"
"52016";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193107";"IBAMA - SUPERINTENDENCIA ESTADUAL/ES";"00000000000242017";"CONCESSÃO DE REPACTUAÇÃO DOS VALORES CONTRATADOS COM BASE NA CCT 2017.";"32147,60";"28/11/2017";"Encerrado"
"42016";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193125";"IBAMA - SUPERINTENDENCIA ESTADUAL/SC";"000000000006/2018";"REPACTUAçãO DO CARGO DE VIGILANTE ARMADO, CONFORME CONVENçãO COLETIVA DE TR ABALHO Nº SC000305/2018, A PARTIR DE 1º DE FEVEREIRO DE 2018; REEQUILíBRIOECONôMICO-FINANCEIRO REFERENTE à ALTERAçãO NO VALOR DA TARIFA DE TRANSPORTECOLETIVO DA CIDADE DE FLORIANóPOLIS, CONFORME DECRETO Nº 18.260 DE 28 DE DE                                                            ZEMBRO DE 2017.";"4119,20";"26/03/2018";"Encerrado"
"202016";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130016";"LABORATÓRIO FEDERAL DE DEFESA AGROPECURIO/PE";"000000000001/2017";"CONCESSãO DA REPACTUAçãO SOBRE O VALOR DO CONTRATO Nº 20/2016, EM DECORRêNC IA DE APURADA VARIAçãO DOS CUSTOS DA PRESTAçãO DOS SERVIçOS, RELATIVAMENTEàS CATEGORIAS PROFISSIONAIS DE SECRETARIA - DATA BASE 01/05/2016, DIGITADOR- DATA BASE 01/09/2016, AUXILIAR DE ENGENHARIA - DATA BASE 01/10/2016, E DEAS DEMAIS CATEGORIAS ABRANGIDAS POR CONVENçãO COLETIVA DE TRABALHO COM DATA";"153631,90";"03/04/2017";"Encerrado"
"42016";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130028";"SUPERINT.FEDERAL DE AGRIC.PECUARIA E ABASTEC.";"00000000000012017";"REPACTUAçãO.";"13064,00";"10/05/2017";"Encerrado"
"172016";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130058";"LABORATÓRIO FEDERAL DE DEFESA AGROPECUÁRIA";"000000000018/2017";"ATENDER DESPESAS COM TERMO DE RECONHECIMENTO DE DíVIDA Nº 04/2017.";"2572,90";"05/05/2017";"Encerrado"
"172016";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130058";"LABORATÓRIO FEDERAL DE DEFESA AGROPECUÁRIA";"000000000027/2016";"Acertar parcelas do cronograma.";"0,00";"18/10/2016";"Encerrado"
