"Número Contrato";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Número Apostilamento";"Descrição Apostilamento";"Valor Apostilamento";"Data de inclusão";"Situação Apostilamento"
"552015";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GESTÃO";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GESTÃO";"201013";"COORDENAÇÃO DE EXECUÇÃO ORC. E FINANCEIRA";"000000000024/2016";"Complemento ao incremento da repactuação";"223311,20";"13/05/2016";"Encerrado"
"552015";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GESTÃO";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GESTÃO";"201013";"COORDENAÇÃO DE EXECUÇÃO ORC. E FINANCEIRA";"000000000006/2018";"Repactuação de Preços";"108411,60";"12/03/2018";"Encerrado"
"552015";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GESTÃO";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GESTÃO";"201013";"COORDENAÇÃO DE EXECUÇÃO ORC. E FINANCEIRA";"00000000000212017";"REPACTUAçãO DE PREçOS";"288665,20";"23/10/2017";"Encerrado"
"552015";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GESTÃO";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GESTÃO";"201013";"COORDENAÇÃO DE EXECUÇÃO ORC. E FINANCEIRA";"000000000009/2016";"REPACTUAçãO";"145637,70";"24/03/2016";"Encerrado"
"182015";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193099";"MMA-IBAMA - DEFIN/DF";"000000000057/2018";"Repactuação 2018";"89570,40";"10/07/2018";"Encerrado"
"182015";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193099";"MMA-IBAMA - DEFIN/DF";"000000000066/2016";"Repactuação dos preços.";"106908,70";"07/12/2016";"Encerrado"
"182015";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193099";"MMA-IBAMA - DEFIN/DF";"000000000055/2017";"EQUILIBRIO CONTRATUAL";"507763,30";"31/10/2017";"Encerrado"
"42015";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193106";"MMA-IBAMA-SUPERINTENDENCIA ESTADUAL/DF";"00000000001º02017";"Repactuação do contrato.";"87219,10";"20/10/2017";"Encerrado"
"42015";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193106";"MMA-IBAMA-SUPERINTENDENCIA ESTADUAL/DF";"000000000001/2016";"REPACTUAçãO.";"137906,80";"17/10/2016";"Encerrado"
"62015";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193113";"MMA-IBAMA-SUPERINTENDENCIA ESTADUAL/MT";"000000000001/2018";"Reajuste de preços de tarifas";"178,90";"14/03/2018";"Encerrado"
"122015";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193119";"IBAMA - SUPERINTENDENCIA ESTADUAL/RJ";"000000000005/2018";"CONCESSAO DA DIFERENçA DE REPACTUAçãO SOBRE O VALOR CONTRATUAL DOS SERVçOS ESPECIALIZADOS DE LIMPEZA E CONSERVAçãO PREDIAL (áREAS INTERNAS, EXTERNAS, ESQUADRIAS FACHADAS ENVIDRAçADAS) DE FORMA CONTíNUA E INDIRETA, ATRAVES DE EMPREITADA POR PREçO GLOBAL, NAS DEPENDENCIAS DA SEDE DA SUPES-RJ, CETAS E                                     ESCRITORIO REGIONAL DE ANGRA DOS REIS.";"31217,20";"08/05/2018";"Encerrado"
"122015";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193119";"IBAMA - SUPERINTENDENCIA ESTADUAL/RJ";"000000000004/2018";"Concessão da repactuação sobre o valor contratual dos serviços especializados de limpeza e conservação predial (áreas internas, externas, esquadrias/f achadas envidraçadas), de forma contínua e indireta, através de empreitadapor preço global, nas dependencias da sede da supes/RJ, Cetas em Seropédica                     e unidades descentralizadas (ESREG de Angra dos Reis).";"28095,40";"21/02/2018";"Encerrado"
"122015";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193119";"IBAMA - SUPERINTENDENCIA ESTADUAL/RJ";"000000000003/2017";"REPACTUAçãO SOBRE O VALOR CONTRATUAL MENSAL DOS SERVIçOS ESPECIALIZADOS DELIMPEZA E COONSERVAçãO PREDIAL NAS DEPENDENCIAS DA SUPES RJ, CETAS RJ E DES          CENTRALIZADAS, RELATIVA AO PERíODO DE JANEIRO A SETEMBRO DE 2017.";"29952,70";"20/02/2017";"Encerrado"
"122015";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193119";"IBAMA - SUPERINTENDENCIA ESTADUAL/RJ";"000000000002/2017";"CONCESSãO DA DIFERENçA DE REPACTUAçãO SOBRE O VALOR CONTRATUAL DOS SERVIçOS ESPECIALIZADOS DE LIMPEZA E CONSERVAÇÃO PREDIAL (ÁREAS INTERNAS, EXTRENAS,ESQUADRIAS/FACHADAS ENVIDRAÇADAS), DE FORMA CONTÍNUA E INDIRETA, ATRAVÉS DE EMPREITADA POR PREÇO GLOBAL, NAS DEPENDÊNCIAS DA SUPES/RJ, CETAS EM SEROPÉDICA/RJ E UNIDADES VINCULADAS (ESCRITÓRIO REGIONAL DE ANGRA DOS REIS E BASE";"19578,00";"24/01/2017";"Encerrado"
