"N˙mero Contrato";"CÛdigo ”rg„o Superior";"Nome ”rg„o Superior";"CÛdigo ”rg„o";"Nome ”rg„o";"CÛdigo UG";"Nome UG";"N˙mero Apostilamento";"DescriÁ„o Apostilamento";"Valor Apostilamento";"Data de inclus„o";"SituaÁ„o Apostilamento"
"12013";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GEST√O";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GEST√O";"201063";"SUPERINTENDENCIA DE ADMINISTRACAO DO MP RR";"000000000003/2015";"AlteraÁ„o do valor em virtude da convenÁ„o coletiva de trabalho para o perÌ                                                          odo de 2014/2015.";"27586,80";"03/12/2015";"Encerrado"
"12013";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GEST√O";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GEST√O";"201063";"SUPERINTENDENCIA DE ADMINISTRACAO DO MP RR";"000000000004/2016";"REPACTUAÁ„O DO VALOR CONTRATADO REFERENTE ‡ CONVENÁ„O COLETIVA DE TRABALHO                                               2016/2016 E VALE-TRANSPORTE.";"21214,20";"05/08/2016";"Encerrado"
"22013";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GEST√O";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GEST√O";"201063";"SUPERINTENDENCIA DE ADMINISTRACAO DO MP RR";"00000000000012016";"Para atender despesas com o primeiro reajuste Contrato SAMP/RR n∫ 002/2013,                                             para atender a PFN/RR em 2016.";"1296,00";"13/04/2016";"Encerrado"
"62013";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GEST√O";"20202";"FUNDACAO ESCOLA NACIONAL DE ADM. PUBLICA";"114702";"ENAP-ESCOLA NACIONAL DE ADM.PUBLICA/DF";"00000000000000030";"A RETIFICACAO DO VALOR DO CONTRATO, QUE PASSA DE R$ 7,30 PARA R$ 28.062,17, EM FUNÁ„O DE ERRO MATERIAL NO LANCAMENTO DE DADOS DO EDITAL DO PE N∫ 25/20                                                 12, NO SISTEMA COMPRASNET.";"28054,80";"25/02/2013";"Pendente"
"72013";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GEST√O";"20202";"FUNDACAO ESCOLA NACIONAL DE ADM. PUBLICA";"114702";"ENAP-ESCOLA NACIONAL DE ADM.PUBLICA/DF";"000000000003/2017";"Fixar os novos valores contratuais, com efeitos financeiros a partir de suaassinatura, referentes ao reajuste de preÁos do contrato n∫ 07/2013, firmado em 01/02/2013 com a empresa Lavanderia Padr„o, em virtude da correÁ„o pelo IPC-A de 5,3540%, correspondente ao perÌodo de janeiro/2016 a janeiro/201                     7. O valor anual estimado passa a ser de R$ 65.009,15.";"3259,50";"30/03/2017";"Encerrado"
"22013";"20000";"PRESIDENCIA DA REPUBLICA";"20214";"AGENCIA NACIONAL DE AVIA«√O CIVIL - ANAC";"113214";"AGENCIA NACIONAL DE AVIACAO CIVIL - ANAC";"000000000002/2016";"REGISTRO DA VARIAÁ„O DO VALOR DO CONTRATO N  02/ANAC/2013 EM DECORRÍNCIA DA                                       CONCESS„O DE REPACTUAÁ„O CONTRATUAL.";"293044,90";"07/01/2016";"Encerrado"
"22013";"20000";"PRESIDENCIA DA REPUBLICA";"20214";"AGENCIA NACIONAL DE AVIA«√O CIVIL - ANAC";"113214";"AGENCIA NACIONAL DE AVIACAO CIVIL - ANAC";"000000000001/2014";"REGISTRO DA VARIAÁ„O DO VALOR DO CONTRATO N  02/ANAC/2013, EM R$ 218.376,24 , EM DECORRÍNCIA DA CONCESS„O DA 1™ REPACTUAÁ„O DE VALORES DESTE CONTRATO,                 EM FUNÁ„O DAS CCTS DAS RESPECTIVAS CATEGORIAS CONTRATUAIS.";"218376,20";"30/07/2014";"Encerrado"
"22013";"20000";"PRESIDENCIA DA REPUBLICA";"20214";"AGENCIA NACIONAL DE AVIA«√O CIVIL - ANAC";"113214";"AGENCIA NACIONAL DE AVIACAO CIVIL - ANAC";"000000000003/2017";"Rregistro da variaÁ„o do valor do Contrato que se faz em decorrÍncia da concess„o de reajuste no percentual de 5,35%, tendo por base o IPCA/IBGE, conforme previsto no item 13.1 da Cl·usula DÈcima Terceira do Contrato Original                                                                          .";"193573,50";"01/06/2017";"Encerrado"
"32013";"20000";"PRESIDENCIA DA REPUBLICA";"20214";"AGENCIA NACIONAL DE AVIA«√O CIVIL - ANAC";"113214";"AGENCIA NACIONAL DE AVIACAO CIVIL - ANAC";"000000000002/2013";"REFORÁO DA NOTA DE EMPENHO PARA COBERTURA DE DESPESAS EVENTUAIS RELATIVAS A                                                O CONTRATO N  03/ANAC/2013.";"285215,90";"12/12/2013";"Encerrado"
"32013";"20000";"PRESIDENCIA DA REPUBLICA";"20214";"AGENCIA NACIONAL DE AVIA«√O CIVIL - ANAC";"113214";"AGENCIA NACIONAL DE AVIACAO CIVIL - ANAC";"00000000000000003";"SEGUNDA REPACTUAÁ„O DO CONTRATO 03/ANAC/2013";"40651,70";"24/10/2014";"Encerrado"
