"N˙mero Contrato";"CÛdigo ”rg„o Superior";"Nome ”rg„o Superior";"CÛdigo ”rg„o";"Nome ”rg„o";"CÛdigo UG";"Nome UG";"N˙mero Apostilamento";"DescriÁ„o Apostilamento";"Valor Apostilamento";"Data de inclus„o";"SituaÁ„o Apostilamento"
"1192013";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GEST√O";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GEST√O";"201013";"COORDENA«√O DE EXECU«√O ORC. E FINANCEIRA";"000000000037/2015";"REPACTUA«√O DE PRECOS.";"12498,90";"15/12/2015";"Encerrado"
"12014";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GEST√O";"20202";"FUNDACAO ESCOLA NACIONAL DE ADM. PUBLICA";"114702";"ENAP-ESCOLA NACIONAL DE ADM.PUBLICA/DF";"000000000002/2017";"REGISTRAR OS NOVOS VALORES CONTRATUAIS, COM EFEITOS FINANCEIROS A PARTIR DE1∫ DE JANEIRO DE 2017, REFERENTES ‡ REPACTUAÁ„O DE PREÁOS DO CONTRATO N∫ 1/2014, FIRMADO EM 13.1.2014, COM A APEC  SERVI«OS GERAIS LTDA (CNPJ : 00.087                  .163/0001-53), EM VIRTUDE DA CELEBRAÁ„O DA CCT 2017/2017.";"121232,80";"31/05/2017";"Encerrado"
"12014";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GEST√O";"20202";"FUNDACAO ESCOLA NACIONAL DE ADM. PUBLICA";"114702";"ENAP-ESCOLA NACIONAL DE ADM.PUBLICA/DF";"000000000002/2015";"REGISTRAR NOVOS VALORES CONTRATUAIS, RETROATIVO A 1∫ DE JANEIRO DE 2015,DEVIDO A REPACTUAÁ„O DE PREÁOS AO CONTRATO N∫ 01/2014, EM VIRTUDE DA CELEBRAÁA                             ı DA CONVENÁ„O COLETIVA DE TRABALHO 2015/2015.";"135789,20";"18/08/2015";"Encerrado"
"12014";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GEST√O";"20202";"FUNDACAO ESCOLA NACIONAL DE ADM. PUBLICA";"114702";"ENAP-ESCOLA NACIONAL DE ADM.PUBLICA/DF";"00000000000022016";"Anotar novos valores contratuais, com efeitos financeiros a partir de 13/01/2016, referentes ao reequilibrio economico do Contrato, em virtude da defa                                              sagem dos precos dos insumos.";"19638,00";"15/09/2016";"Encerrado"
"12014";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GEST√O";"20202";"FUNDACAO ESCOLA NACIONAL DE ADM. PUBLICA";"114702";"ENAP-ESCOLA NACIONAL DE ADM.PUBLICA/DF";"000000000002/2018";"REGISTRAR OS NOVOS VALORES CONTRATUAIS, COM EFEITOS FINANCEIROS A PARTIR DE1∫/JAN/2018, REFERENTES ‡ REPACTUAÁ„O DE PREÁOS DO CONTRATO EM VIRTUDE DA C          ELEBRAÁ„O DA CCT 2018/2018, ENTRE O SINDISERVI«OS/DF E O SEAC/DF.";"63078,00";"26/04/2018";"Encerrado"
"12014";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GEST√O";"20202";"FUNDACAO ESCOLA NACIONAL DE ADM. PUBLICA";"114702";"ENAP-ESCOLA NACIONAL DE ADM.PUBLICA/DF";"00000000000012016";"Registrar valores contratuais, com efeitos a partir de 01/01/2016, referent       es ‡ repactuaÁ„o de preÁos do Contrato, em virtude da CCT 2016/2016.";"178818,00";"29/07/2016";"Encerrado"
"12014";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GEST√O";"20202";"FUNDACAO ESCOLA NACIONAL DE ADM. PUBLICA";"114702";"ENAP-ESCOLA NACIONAL DE ADM.PUBLICA/DF";"000000000042/2014";"REPACTUAÁ„O, COM ACRÈSCIMO DE R$ 126.904,80 AO VALOR DO CONTRATO, A QUAL PA                                        SSA A VALER R$ 1.523.904,24 AO ANO.";"126904,80";"06/06/2014";"Encerrado"
"42014";"20000";"PRESIDENCIA DA REPUBLICA";"20214";"AGENCIA NACIONAL DE AVIA«√O CIVIL - ANAC";"113214";"AGENCIA NACIONAL DE AVIACAO CIVIL - ANAC";"000000000001/2016";"APOSTILAMENTO REFERENTE A REPACTUAÁ„O COM BASE NA CCT 01/2016 DA CATEGORIA DE LIMPEZA E CONSERVAÁ„O SENDO NOVOS VALORES ACRESCIDOS AO CONTRATO 04/ANA                                                                    C/2014.";"302646,70";"24/11/2016";"Encerrado"
"42014";"20000";"PRESIDENCIA DA REPUBLICA";"20214";"AGENCIA NACIONAL DE AVIA«√O CIVIL - ANAC";"113214";"AGENCIA NACIONAL DE AVIACAO CIVIL - ANAC";"000000000002/2016";"APOSTILAMENTO REFERENTE AO REFORÁO ORÁAMENT·RIO NO VALOR DE R$ 2.000,00 PARA O MÍS DE DEZEMBRO /2016 COMO COBERTURA DE DESPESAS COM MATERIAL DE HIGIEN                                                                         E.";"2000,00";"23/12/2016";"Encerrado"
"42014";"20000";"PRESIDENCIA DA REPUBLICA";"20214";"AGENCIA NACIONAL DE AVIA«√O CIVIL - ANAC";"113214";"AGENCIA NACIONAL DE AVIACAO CIVIL - ANAC";"000000000003/2017";"Concess„o da 2™ RepactuaÁ„o ao Contrato n∫ 04/ANAC/2014";"64522,90";"19/09/2017";"Encerrado"
