"N˙mero Contrato";"CÛdigo ”rg„o Superior";"Nome ”rg„o Superior";"CÛdigo ”rg„o";"Nome ”rg„o";"CÛdigo UG";"Nome UG";"N˙mero Apostilamento";"DescriÁ„o Apostilamento";"Valor Apostilamento";"Data de inclus„o";"SituaÁ„o Apostilamento"
"82013";"20000";"PRESIDENCIA DA REPUBLICA";"20214";"AGENCIA NACIONAL DE AVIA«√O CIVIL - ANAC";"113216";"UNIDADE REGIONAL DO RIO DE JANEIRO - ANAC";"000000000001/2013";"Concess„o da 1™ repactuaÁ„o de preÁos do Contrato 008/ANAC/2013.";"63436,50";"26/04/2013";"Encerrado"
"62013";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193099";"MMA-IBAMA - DEFIN/DF";"000000000076/2015";"REPACTUA«√O DE VALORES";"44321,20";"04/11/2015";"Encerrado"
"62013";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193099";"MMA-IBAMA - DEFIN/DF";"000000000064/2016";"REPACTUAÁ„O.";"33801,80";"11/11/2016";"Encerrado"
"72013";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193099";"MMA-IBAMA - DEFIN/DF";"000000000064/2014";"CONCESS„O DA REPACTUAÁ„O REFERENTE AO PERÌODO DE 01/03/2013 A 30/06/2013";"44330,60";"24/12/2014";"Encerrado"
"72013";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193099";"MMA-IBAMA - DEFIN/DF";"000000000077/2015";"REPACTUA«√O DE VALORES";"630432,80";"04/11/2015";"Encerrado"
"12013";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193101";"IBAMA - SUPERINTENDENCIA ESTADUAL/AL";"000000000001/2016";"RepactuaÁ„o devido ao Acordo coletivo AL000012/2016";"16808,80";"18/07/2016";"Encerrado"
"12013";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193101";"IBAMA - SUPERINTENDENCIA ESTADUAL/AL";"000000000003/2017";"RepactuaÁ„o decorrente da CCT";"12134,40";"13/12/2017";"Encerrado"
"12013";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193101";"IBAMA - SUPERINTENDENCIA ESTADUAL/AL";"000000000001/2015";"Devido a repactuaÁ„o do acordo coletivo e reajuste de passagem.";"26960,00";"28/09/2015";"Encerrado"
"12013";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193103";"IBAMA - SUPERINTENDENCIA ESTADUAL/BA";"00000000000000001";"A PRESENTE APOSTILA REFERE-SE ¿ ALTERA«√O DO TEXTO DISPOSTO NA CL¡USULA  SEGUNDA DO VALOR E DOS RESUSOS OR«AMENTARIOS DO PRIMEIRO TERMO ADITIVO AO CONTRATO N∫ 01/2013, TENDO EM VISTA A CONSTATA«√O DE ERRO NO LAN«AMENTO DO CRO                                                           NOGRAMA 02/2013.";"921,00";"08/07/2013";"Encerrado"
"12013";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193103";"IBAMA - SUPERINTENDENCIA ESTADUAL/BA";"000000000002/2014";"ALTERAÁ„O QUANTITATIVA DENTRO DO LIMITE DE 25% DO VALOR INICIAL ATUALIZADO                                                    DO CONTRATO N∫ 09/2013.";"23623,00";"17/12/2014";"Encerrado"
