"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Número Contrato";"Código Item Compra";"Descrição Item Compra";"Descrição Complementar Item Compra";"Quantidade Item";"Valor Item"
"52131";"Comando da Marinha";"783810";"CENTRO DE INTENDENCIA DA MARINHA EM NATAL";"12013";"0";"Não se aplica";"Não se aplica";"1";"303491,30"
"52121";"Comando do Exército";"160402";"6 BATALHAO DE ENGENHARIA DE COMBATE";"12013";"1604020700001201300001";"FORNECIMENTO DE AGUA E COLETA DE ESGOTO SANITARIO";"FORNECIMENTO DE ÁGUA E SANEAMENTO";"1";"120480,00"
"26427";"Instituto Federal da Bahia";"158407";"INST. FED.DA BAHIA/CAMPUS SIMOES FILHO";"12014";"1584070300001201400001";"CONCESSAO USO - AREA / IMOVEL PUBLICO";"CONCESSÃO À PESSOA JURÍDICA DE USO REMUNERADO DE ESPAÇO FÍSICO PARA EXPLORAÇÃO  DE CANTINA NO IFBA - CAMPUS SIMÕES FILHO, CONFORME EDITAL E SEUS ANEXOS.";"1";"9600,00"
"52121";"Comando do Exército";"160376";"1 REGIMENTO DE CAVALARIA MECANIZADO";"12016";"1603760500021201600001";"LOCACAO / MANUTENCAO  DE EQUIPAMENTOS PERMANENTES";"PRESTAÇÃO DE SERVIÇOS DE LOCAÇÃO DE UMA MÁQUINA COPIADORA DIGITAL COM AS SEGUI NTES ESPECIFICAÇÕES MÍNIMAS: 15 (QUINZE) CÓPIAS POR MINUTO, RESOLUÇÃO DE 600DP I, 64 (SESSENTA E QUATRO) NÍVEIS DE ESCALA DE CINZA, CAPACIDADE TOTAL PARA 135 0/1600 FOLHAS, CÓPIAS ATÉ TAMANHO A4 E IMPRESSORA DE REDE, ALIMENTADOR AUTOMÁT ICO DE ORIGINAIS/DOCUMENTOS E IMPRESSÃO FRENTE E VERSO AUTOMÁTICA, BANDEJA PRI NCIPAL AJUSTÁVEL PARA MAIS DE UM TIPO DE PAPEL, AMPLIAÇÃO/REDUÇÃO POR ZOOM: 50  % A 200 %, VIR ACOMPANHADO DE ESTABILIZADOR/TRANSFORMADOR COMPATÍVEL (CASO NE CESSÁRIO), COM FRANQUIA DE 4.000 CÓPIAS AO MÊS EM PROVEITO DO 1º REGIMENTO DE CAVALARIA MECANIZADO LOCALIZADO NA CIDADE DE ITAQUI-RS.";"12";"2118,00"
"52121";"Comando do Exército";"160202";"3º BATALHAO DE ENGENHARIA DE CONSTRUCAO";"12016";"1602020700001201500001";"ORTOPEDIA";"ATENDIMENTO MÉDICO NA ÁREA DE ORTOPEDIA.";"1";"150000,00"
"52121";"Comando do Exército";"160480";"BASE DE APOIO REGIONAL DE RIBEIRAO PRETO";"12016";"0";"Inválido";"Inválido";"270000";"1,00"
"52121";"Comando do Exército";"160480";"BASE DE APOIO REGIONAL DE RIBEIRAO PRETO";"12016";"0";"Inválido";"Inválido";"48920";"1,00"
"52121";"Comando do Exército";"160480";"BASE DE APOIO REGIONAL DE RIBEIRAO PRETO";"12016";"0";"Inválido";"Inválido";"7663";"1,00"
"26408";"Instituto Federal do Maranhão";"158288";"INST.FED.DO MARANHAO/CAMPUS CENTRO HISTORICO";"12016";"0";"Inválido";"Inválido";"12";"138,64"
"26408";"Instituto Federal do Maranhão";"158288";"INST.FED.DO MARANHAO/CAMPUS CENTRO HISTORICO";"12016";"0";"Inválido";"Inválido";"16800";"0,60"
