"N˙mero Contrato";"CÛdigo ”rg„o Superior";"Nome ”rg„o Superior";"CÛdigo ”rg„o";"Nome ”rg„o";"CÛdigo UG";"Nome UG";"N˙mero Apostilamento";"DescriÁ„o Apostilamento";"Valor Apostilamento";"Data de inclus„o";"SituaÁ„o Apostilamento"
"72015";"20000";"PRESIDENCIA DA REPUBLICA";"20214";"AGENCIA NACIONAL DE AVIA«√O CIVIL - ANAC";"113214";"AGENCIA NACIONAL DE AVIACAO CIVIL - ANAC";"000000000001/2016";"trata-se de apostilamento por forÁa de reajuste promovido no contrato 07/AN                                                                   AC/2015.";"128786,20";"26/08/2016";"Encerrado"
"72015";"20000";"PRESIDENCIA DA REPUBLICA";"20214";"AGENCIA NACIONAL DE AVIA«√O CIVIL - ANAC";"113214";"AGENCIA NACIONAL DE AVIACAO CIVIL - ANAC";"00000000000022017";"CONCESS„O DE REAJUSTE NO VALOR DE R$ 68875,65 AO VALOR GLOBAL DO CONTRATO 0                                              7/2015 COM BASE NO IPCA/IBGE.";"68875,60";"28/08/2017";"Encerrado"
"172015";"24000";"MINISTERIO DA CIENCIA,TECNOLOGIA E INOVA«√O";"20301";"COMISSAO NACIONAL DE ENERGIA NUCLEAR";"113201";"SAE-CNEN-COMIS.NACIONAL DE ENERGIA NUCLEAR/RJ";"00000000000012016";"REPACTUAÁ„O DE VALORES.";"1914,90";"08/04/2016";"Encerrado"
"72015";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193126";"IBAMA - SUPERINTENDENCIA ESTADUAL/SE";"00000000000000002";"VALOR REFERENTE A REPACTUA«√O DO CONTRATO 07/2015";"42176,30";"30/12/2016";"Pendente"
"72015";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193126";"IBAMA - SUPERINTENDENCIA ESTADUAL/SE";"02028000014201535";"Valor referente a repactuaÁ„o.";"45680,60";"30/12/2016";"Encerrado"
"22015";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130021";"SUPERINT.FEDERAL DE AGRIC.PECUARIA E ABASTEC.";"000000000001/2017";"REPACTUAÁ„O DECORRENTE DO DISSIDIO COLETIVO DA CATEGORIA REFERENTE A DATA                                                         BASE JANEIRO/2017.";"49614,80";"10/07/2017";"Encerrado"
"72015";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130029";"SUPERINT.FEDERAL DE AGRIC.PECUARIA E ABASTEC.";"210120024452014-1";"REFERE-SE ‡ REPACTUAÁ„O DO CONTRATO ADMINISTRATIVO SUPRA, RELATIVA AOS MESES DE MAIO/2015 E JUNHO/2015, FIRMADO ENTRE ESTA SUPERINTENDÍNCIA FEDERAL DE  AGRICULTURA NA BAHIA E A EMPRESA CCS SERVIÁOS ESPECIALIZADOS LTDA, AMPARO                                LEGAL . 8∫, DO ART. 65, DA LEI N∫ 8.666/93.";"2153,00";"30/06/2015";"Encerrado"
"72015";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130029";"SUPERINT.FEDERAL DE AGRIC.PECUARIA E ABASTEC.";"210120024452014-2";"Referente repactuaÁ„o do Contrato Administrativo 7/2015, relativa aos meses de JANEIRO a ABRIL/2016, firmado em esta SFA-BA e a empresa CCS ServiÁos E                                  specializados. com base na CCT 2016/2016.";"7875,60";"14/04/2016";"Encerrado"
"82015";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130058";"LABORAT”RIO FEDERAL DE DEFESA AGROPECU¡RIA";"000000000012/2017";"ATENDER DESPESAS COM TERMO DE RECONHECIMENTO DE DÌVIDA N∫ 03/2017.";"24852,30";"08/03/2017";"Encerrado"
"82015";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130058";"LABORAT”RIO FEDERAL DE DEFESA AGROPECU¡RIA";"000000000038/2016";"Atender despesa com Termo de Reconhecimento de dÌvida 02/2016.";"26759,70";"11/11/2016";"Encerrado"
