"N˙mero Contrato";"CÛdigo ”rg„o Superior";"Nome ”rg„o Superior";"CÛdigo ”rg„o";"Nome ”rg„o";"CÛdigo UG";"Nome UG";"N˙mero Termo Aditivo";"Data PublicaÁ„o";"Objeto"
"102014";"20000";"PRESIDENCIA DA REPUBLICA";"20213";"EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTU¡RIA";"125100";"AEROPORTO DE FLORIAN”POLIS/SBFL";"12014";"02/06/2014";"Objeto: Ta 1  repactuaÁ„o de valores contratuais a partir de 01/03/2014"
"112014";"20000";"PRESIDENCIA DA REPUBLICA";"20213";"EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTU¡RIA";"125090";"AEROPORTO DE CURITIBA/SBCT";"12014";"07/11/2014";"Objeto: T.a. 1  prorrogaÁ„o de prazo contratual de 18/02/2015 a 17/02/2016."
"112014";"20000";"PRESIDENCIA DA REPUBLICA";"20213";"EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTU¡RIA";"125090";"AEROPORTO DE CURITIBA/SBCT";"22014";"28/10/2015";"Objeto: T.a. 2  prorrogaÁ„o de prazo contratual de 18/02/2016 a 17/02/2017."
"12014";"20000";"PRESIDENCIA DA REPUBLICA";"20213";"EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTU¡RIA";"125040";"AEROPORTO DE CUIAB¡/SBCY";"12014";"22/01/2015";"Objeto: RepactuaÁ„o dos valores contratuais em virtude do aumento do sal·rio mÌnimo nacional efetivado pelo decreto n  8166 de 23/12/2013, publicado no dou de 24/12/2013"
"12014";"20000";"PRESIDENCIA DA REPUBLICA";"20213";"EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTU¡RIA";"125040";"AEROPORTO DE CUIAB¡/SBCY";"22014";"02/03/2016";"Objeto: ProrrogaÁ„o do prazo contratual por mais 24 meses, inÌcio 02/03/2016 e tÈrmino 01/03/2018"
"12014";"20000";"PRESIDENCIA DA REPUBLICA";"20213";"EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTU¡RIA";"125040";"AEROPORTO DE CUIAB¡/SBCY";"32014";"13/09/2016";"Objeto: RepactuaÁ„o contratual a partir de 01/012015  e 01/01/2016 devido a alteraÁ„o do sal·rio mÌnimo, reajuste da alÌquota do seguro de vida, reajute do vt e retificaÁ„o do ta n  007"
"122014";"20000";"PRESIDENCIA DA REPUBLICA";"20213";"EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTU¡RIA";"125090";"AEROPORTO DE CURITIBA/SBCT";"12014";"07/11/2014";"Objeto: T.a. 1  prorrogaÁ„o de prazo contratual."
"122014";"20000";"PRESIDENCIA DA REPUBLICA";"20213";"EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTU¡RIA";"125090";"AEROPORTO DE CURITIBA/SBCT";"22014";"28/10/2015";"Objeto: T.a. 2  prorrogaÁ„o de prazo"
"142014";"20000";"PRESIDENCIA DA REPUBLICA";"20213";"EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTU¡RIA";"125090";"AEROPORTO DE CURITIBA/SBCT";"12014";"26/12/2014";"Objeto: T.a. 1  repactuaÁ„o de valores contratuais e prorrogaÁ„o de prazo."
"142014";"20000";"PRESIDENCIA DA REPUBLICA";"20213";"EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTU¡RIA";"125090";"AEROPORTO DE CURITIBA/SBCT";"22014";"14/12/2015";"Objeto: T.a. 2  repactuaÁ„o dos valores e prorrogaÁ„o de prazo"
