"N˙mero Contrato";"CÛdigo ”rg„o Superior";"Nome ”rg„o Superior";"CÛdigo ”rg„o";"Nome ”rg„o";"CÛdigo UG";"Nome UG";"N˙mero Apostilamento";"DescriÁ„o Apostilamento";"Valor Apostilamento";"Data de inclus„o";"SituaÁ„o Apostilamento"
"322013";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GEST√O";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GEST√O";"201013";"COORDENA«√O DE EXECU«√O ORC. E FINANCEIRA";"000000000001/2015";"REPACTUACAO DE PRECOS DE R$ 42.083,90 PARA R$ 46.225,04 (MES).";"77601,20";"08/01/2015";"Encerrado"
"72013";"20000";"PRESIDENCIA DA REPUBLICA";"20116";"FUNDO DE IMPRENSA NACIONAL";"110245";"FUNDO DE IMPRENSA NACIONAL/EXEC.ORC.FINANC.";"000000000002/2017";"Reajuste do valor mensal do contrato, com base no IGp-DI no perÌodo de maio                                                          /2016 a maio/2017";"39067,40";"29/09/2017";"Encerrado"
"72013";"20000";"PRESIDENCIA DA REPUBLICA";"20116";"FUNDO DE IMPRENSA NACIONAL";"110245";"FUNDO DE IMPRENSA NACIONAL/EXEC.ORC.FINANC.";"000000000003/2016";"DiferenÁa a ser paga a empresa reference ao perÌodo de 2015 e 2016, relativ                            o ao reajuste, complemento do 2∫ apostilamento.";"45645,30";"30/12/2016";"Encerrado"
"72013";"20000";"PRESIDENCIA DA REPUBLICA";"20116";"FUNDO DE IMPRENSA NACIONAL";"110245";"FUNDO DE IMPRENSA NACIONAL/EXEC.ORC.FINANC.";"000000000002/2016";"Reajuste contratual do valor unit·rio da hora UST, que apÛs negociaÁ„o prop                 osta no OfÌcio n∫ 172/COLOG/CORAD/DIRGE-IN, de 28/06/2016.";"319242,10";"02/12/2016";"Encerrado"
"222013";"20000";"PRESIDENCIA DA REPUBLICA";"20214";"AGENCIA NACIONAL DE AVIA«√O CIVIL - ANAC";"113214";"AGENCIA NACIONAL DE AVIACAO CIVIL - ANAC";"000000000001/2014";"REGISTRO DA VARIAÁ„O DO VALOR DO CONTRATO N  22/ANAC/2013 EM R$ 26.491,91,EM DECORRÍNCIA DA CONCESS„O DA 1™ REPACTUAÁ„O DE VALORES DESTE CONTRATO, EM FUNÁ„O DAS CCTS 2014/2014 DAS CATEGORIAS DE RECEPCIONISTAS EM DIVERSOS EST                                                                       ADOS";"26491,90";"05/09/2014";"Encerrado"
"32013";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193101";"IBAMA - SUPERINTENDENCIA ESTADUAL/AL";"000000000001/2017";"REAJUSTE DEVIDO A CCT/2017";"18095,10";"26/09/2017";"Encerrado"
"32013";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193101";"IBAMA - SUPERINTENDENCIA ESTADUAL/AL";"000000000003/2016";"Retroativo concedido atravÈs do CCT n∫ AL2016000012/2016";"25914,40";"02/12/2016";"Encerrado"
"42013";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193112";"IBAMA-SUPERINTENDENCIA ESTADUAL/MS";"00000000000012014";"CUMPRIMENTO DA CLAUSULA 8 (OITAVA) DO CONTRATO";"21850,50";"20/06/2014";"Encerrado"
"82013";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193119";"IBAMA - SUPERINTENDENCIA ESTADUAL/RJ";"00000000000012016";"ACRESCIMO DE VALOR CONTRATUAL OCASIONADO PELA SUBSTITUIÁ„O DE DUAS CHAVES E                                                    LETRÙNICAS - 3Y.6153.D3";"1900,00";"14/03/2016";"Encerrado"
"102013";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130011";"INSTITUTO NAC. DE METEOROLOGIA";"00000000000000001";"AdequaÁ„o orÁament·ria ao exercÌcio de 2014, onde as despesas est„o estimad                                                         as em R$ 5.850,00.";"0,00";"16/04/2014";"Encerrado"
"112013";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130011";"INSTITUTO NAC. DE METEOROLOGIA";"00000000000000001";"AdequaÁ„o orÁament·ria ao exercÌcio de 2014, omde as despesas est„o estimad                                                           as em 16.668,00.";"0,00";"24/04/2014";"Encerrado"
"92013";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130011";"INSTITUTO NAC. DE METEOROLOGIA";"00000000000000001";"AdequaÁ„o orÁament·ria ao exercicio de 2014, onde as despesas est„o estimad                                                         as em R$ 2.235,00.";"0,00";"24/04/2014";"Encerrado"
