"N˙mero Contrato";"CÛdigo ”rg„o Superior";"Nome ”rg„o Superior";"CÛdigo ”rg„o";"Nome ”rg„o";"CÛdigo UG";"Nome UG";"N˙mero Termo Aditivo";"Data PublicaÁ„o";"Objeto"
"162018";"41000";"MINISTERIO DAS COMUNICACOES";"41000";"MINISTERIO DAS COMUNICACOES";"925150";"TELECOMUNICA«’ES BRASILEIRAS S.A.";"12019";"17/05/2019";"OBJETO: ProrrogaÁ„o do contrato pelo perÌodo de 12 meses a contar da data de 29/05/2019."
"162018";"41000";"MINISTERIO DAS COMUNICACOES";"41000";"MINISTERIO DAS COMUNICACOES";"925150";"TELECOMUNICA«’ES BRASILEIRAS S.A.";"22020";"12/05/2020";"OBJETO: ProrrogaÁ„o do Contrato n∫ 16/2018 pelo perÌodo de 12 meses, a contar da data de 29 de maio de 2020."
"22018";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"925185";"COMPANHIA DE ARMAZ…NS E SILOS DO EST. DE MG";"12019";"16/07/2019";"OBJETO: O objeto do presente instrumento constitui a porrogaÁ„o do contrato 002/2018, atÈ 30/12/2019"
"28332018";"32000";"MINISTERIO DE MINAS E ENERGIA";"91081";"FURNAS-CENTRAIS ELETRICAS S.A.";"926524";"AMAZONAS GERA«√O E TRANSMISS√O DE ENERGIA S.A";"22019";"25/09/2019";"OBJETO: Aquisicao de sistema de proteÁao, controle supervisao"
"28342018";"32000";"MINISTERIO DE MINAS E ENERGIA";"91081";"FURNAS-CENTRAIS ELETRICAS S.A.";"926524";"AMAZONAS GERA«√O E TRANSMISS√O DE ENERGIA S.A";"12019";"06/08/2019";"OBJETO: ExecuÁao de serviÁos especializados em manutenÁao predial e industrial nas unidades operacionais da AMGT"
"542018";"20000";"PRESIDENCIA DA REPUBLICA";"20213";"EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTU¡RIA";"125101";"AEROPORTO DE NAVEGANTES/SBNF";"12018";"19/07/2018";"Objeto: Supress„o contratual a partir de 09/07/2018, correspondente a uma reduÁ„o de 3,67% em relaÁ„o ao valor mensal atualizado."
"876882018";"32000";"MINISTERIO DE MINAS E ENERGIA";"91081";"FURNAS-CENTRAIS ELETRICAS S.A.";"925143";"REGIONAL DE TRANSMISS√O DO MARANH√O";"12019";"09/05/2019";"OBJETO: AlteraÁıes das cl·usulas 11™ e 12™ do contrato"
"876932018";"32000";"MINISTERIO DE MINAS E ENERGIA";"91081";"FURNAS-CENTRAIS ELETRICAS S.A.";"925143";"REGIONAL DE TRANSMISS√O DO MARANH√O";"12019";"03/05/2019";"OBJETO: Constitui objeto deste Termo Aditivo as alteraÁıes das seguintes Cl·usulas: Cl·usula 6™, Cl·usula 9™, Cl·usula 10™ e Cl·usula 11™."
"132018";"12000";"JustiÁa Federal";"12000";"JustiÁa Federal - Unidades com vÌnculo direto";"090030";"TRIBUNAL REGIONAL FEDERAL DA 4A.REGIAO";"12019";"28/05/2019";"OBJETO: ProrrogaÁ„o da vigÍncia do Contrato, cujo objeto È a prestaÁ„o de serviÁos de suporte tÈcnico ao software E2DOC, por mais 12 meses a partir do dia 28/05/2019."
"132018";"12000";"JustiÁa Federal";"12000";"JustiÁa Federal - Unidades com vÌnculo direto";"090030";"TRIBUNAL REGIONAL FEDERAL DA 4A.REGIAO";"22020";"26/05/2020";"OBJETO: ProrrogaÁ„o de vigÍncia do contrato de serviÁos de suporte tÈcnico ao software E2DOC, por mais 12 meses, a partir de 28/05/2020"
"142018";"12000";"JustiÁa Federal";"12000";"JustiÁa Federal - Unidades com vÌnculo direto";"090030";"TRIBUNAL REGIONAL FEDERAL DA 4A.REGIAO";"12019";"14/05/2019";"OBJETO: ProrrogaÁ„o da vigÍncia contratual, com a renovaÁ„o do plano de manutenÁ„o e suporte tÈcnico para 10 licenÁas do software SketchUP PRO, por mais 12 meses, a partir de 20/05/2019"
"112018";"63000";"Advocacia-Geral da Uni„o";"63000";"Advocacia-Geral da Uni„o - Unidades com vÌncu";"110096";"SUPERINTENDENCIA ADMINISTRACAO EM PERNAMBUCO";"000012019";"08/05/2019";"Objetivo: PRORROGA«√O DA VIGENCIA CONTRATUAL POR12 MESES."
