"N˙mero Contrato";"CÛdigo ”rg„o Superior";"Nome ”rg„o Superior";"CÛdigo ”rg„o";"Nome ”rg„o";"CÛdigo UG";"Nome UG";"N˙mero Apostilamento";"DescriÁ„o Apostilamento";"Valor Apostilamento";"Data de inclus„o";"SituaÁ„o Apostilamento"
"12018";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193112";"IBAMA-SUPERINTENDENCIA ESTADUAL/MS";"000000000001/2018";"POR ESTE TERMO E COM AMPARO NO .8∫ DO ARTIGO 65 DA LEI N∫ 8.666/93, ESTA SU PERINTENDÍNCIA DO IBAMA/MS, EM CUMPRIMENTO AO QUE DISPıE A CL·USULA 12™ DOCONTRATO N∫ 001/2018, DECLARA QUE PARA O PERÌODO DE 01/02/2018 A 31/01/2019 , O VALOR MENSAL ESTIMADO DO CONTRATO FOI ALTERADO PARA R$ 5.569,63 (CINCO MIL, QUINHENTOS E SESSENTA E NOVE REAIS E SESSENTA E TRÍS CENTAVOS), DESTA";"1925,50";"18/06/2018";"Encerrado"
"22018";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170163";"ALFANDEGA DO PORTO DE PARANAGUA PR";"0000000000001/208";"APOSTILAMENTO REALIZADO PARA INFORMAR EMPENHO REFERENTE AO ANO DE 2018.";"0,00";"15/03/2018";"Encerrado"
"12018";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170185";"DELEGACIA DA REC.FEDERAL EM STO ANGELO/RS";"00000000000012018";"ALTERAÁ„O DO VALOR ESTIMADO PARA O CONTRATO EM VIRTUDE DA INCLUS„O NO VALOR CONTRATUAL DA PREVIS„O DE PAGAMENTO DOS SERVIÁOS DE FORNECIMENTO DE ·GUA E                                                          COLETA DE ESGOTO.";"6360,00";"05/04/2018";"Encerrado"
"12018";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170334";"DELEGACIA DA RECEITA FEDERAL EM MARABA";"000000000001/2018";"APOSTILAMENTO DE ACORDO COM CCT/2018, ATUALIZANDO VALORES DE SALARIOS E VAL                                                              E ALIMENTACAO";"861,80";"26/04/2018";"Encerrado"
"372017";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170531";"SUPERINTEND NCIA DE ADMINISTRA«√O DO MF - DF";"000000000001/2018";"TEM POR FINALIDADE DE INDICAR A DOTAÁ„O ORÁAMENT·RIA QUE IR· CUSTEAR AS DES                                    PESAS DO CONTRATO NO EXERCÌCIO DE 2018.";"0,00";"25/05/2018";"Encerrado"
"12018";"25000";"MINISTERIO DA ECONOMIA";"25208";"SUPERINTENDENCIA DE SEGUROS PRIVADOS";"173039";"MF-SUSEP-SUPERINT.DE SEGUROS PRIVADOS/RJ";"0000DILIC1-3/2018";"1™ REPACTUA«√O";"87506,40";"24/07/2018";"Encerrado"
"52018";"26000";"MINISTERIO DA EDUCACAO";"26411";"INST.FED.DE EDUC.,CIENC.E TEC.DO SUDESTE MG";"158413";"INST.FED. DO SUDESTE DE MG/CAMPUS BARBACENA";"000000000001/2018";"REPACTUAÁ„O CONTRATUAL COM BASE NA CL·USULA SEXTA DO CONTRATO N∫ 12/2014, FACE A HOMOLOGAÁ„O DA CCT MG002602/2017, CARGOS: COZINHEIRO E OPERADOR DE CA                                                                       IXA.";"7394,10";"03/05/2018";"Encerrado"
"62018";"26000";"MINISTERIO DA EDUCACAO";"26411";"INST.FED.DE EDUC.,CIENC.E TEC.DO SUDESTE MG";"158413";"INST.FED. DO SUDESTE DE MG/CAMPUS BARBACENA";"000000000001/2018";"REPACUTAÁ„O CONTRATUAL REFERENTE A CL·USULA 9.2.59 DO CONTRATO ORIGINAL, RELATIVO AO LAUDO DE INSALUBRIDADE DE 20% PARA CARGO DE TRABALHADOR BRAÁAL, ACEITO PELA COMISS√O MULTICAMPI DE ANALISE E PREVEN«√O DE RISCOS DE AMBIENTE                                                                DE TRABALHO";"173728,80";"27/06/2018";"Encerrado"
"12018";"26000";"MINISTERIO DA EDUCACAO";"26436";"INST.FED.DE EDUC.,CIE.E TEC.SUL-RIO-GRANDENSE";"158126";"INST.FED.SUL R.GRANDENSE";"000000000003/2018";"COMPENSAÁ„O DECORRENTE DOS PAGAMENTOS MENSAIS EFETUADOS A MENOR, NO PERÌODO      COMPREENDIDO ENTRE A CCT N∫ RS000085/2018 DE 01/02/2018 A 31/03/2018.";"502,30";"02/04/2018";"Encerrado"
"22018";"26000";"MINISTERIO DA EDUCACAO";"26439";"INST.FED.DE EDUC.,CIENC.E TEC. DE S√O PAULO";"158578";"INST.FEDERAL DE S√O PAULO/CAMPUS HORTOL¬NDIA";"000000000001/2018";"APOSTILAMENTO AO CONTRATO N∫ 02/2018-HTO - VIGIL‚NCIA ARMADA E DESARMADA E         SEGURANÁA PATRIMONIAL, DEVIDO A NOVA CONVENÁ„O COLETIVA 2018/2018.";"9294,10";"29/03/2018";"Encerrado"
