"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Número Contrato";"Código Item Compra";"Descrição Item Compra";"Descrição Complementar Item Compra";"Quantidade Item";"Valor Item"
"52121";"Comando do Exército";"160065";"COMANDO DA 11A. REGIAO MILITAR";"12017";"1600650500007201600003";"REMOCAO DE ENFERMO / UTI MOVEL";"REMOÇÃO DE 01 (UM) PACIENTE EM AMBULÂNCIA UTI (TIPO 'D') DA GUARNIÇÃO DE LUZIÂ NIA/GO PARA BRASÍLIA/DF.";"10";"1096,26"
"52121";"Comando do Exército";"160065";"COMANDO DA 11A. REGIAO MILITAR";"12017";"1600650500007201600004";"REMOCAO DE ENFERMO / UTI MOVEL";"REMOÇÃO DE 01 (UM) PACIENTE EM AMBULÂNCIA UTI (TIPO 'D') DA GUARNIÇÃO DE DOMIC IANO RIBEIRO/GO PARA BRASÍLIA/DF.";"10";"2475,40"
"52121";"Comando do Exército";"160065";"COMANDO DA 11A. REGIAO MILITAR";"12017";"1600650500007201600002";"REMOCAO DE ENFERMO / UTI MOVEL";"REMOÇÃO DE 01 (UM) PACIENTE EM AMBULÂNCIA UTI (TIPO 'D') DA GUARNIÇÃO DE CRIST ALINA/GO PARA BRASÍLIA/DF.";"10";"2062,84"
"52121";"Comando do Exército";"160065";"COMANDO DA 11A. REGIAO MILITAR";"12017";"1600650500007201600001";"REMOCAO DE ENFERMO / UTI MOVEL";"REMOÇÃO DE 01 (UM) PACIENTE EM AMBULÂNCIA UTI (TIPO 'D') DA GUARNIÇÃO DE FORMO SA/GO PARA BRASÍLIA/DF.";"10";"1427,96"
"52121";"Comando do Exército";"160274";"25 BATALHAO LOGISTICO (ES)";"12017";"1680070500003201700001";"LOCACAO EQUIPAMENTOS DE IMPRESSAO";"LOCAÇÃO DE COPIADORAS, COM AS SEGUINTES CONFIGURAÇÕES MÍNIMAS:  - COPIADORA MO NOCROMÁTICA; FUNÇÃO: IMPRESSÃO, DIGITALIZAÇÃO, CÓPIA, FAX; FRENTE E VERSO AUTO MÁTICO; VELOCIDADE DE 40 PPM; RESOLUÇÃO DE 1200 X 1200 DPI; MEMÓRIA DE 512 MB;  GAVETA PARA ATÉ 520 FLS DE PAPEL; ALIMENTADOR PARA ATÉ 50 FLS; IMPRESSÃO DUPL EX EMBUTIDO; SISTEMA OPERACIONAL: WINDOWS 8 / 7 / VISTA / XP / 2008R2/ 2008 / 2003, MAC OS X 10.5 - 10.8, DIVERSOS LINUX /UNIX; SUPORTE À IMPRESSÃO DIRETA: USB DIRETA; RECURSOS DE IMPRESSÃO: IMPRESSÃO EM FRENTE E VERSO AUTOMÁTICA, IMP RESSÃO SEGURA; TIPOS DE ORIGINAIS: A4, CARTA E OFÍCIO; TIPOS DE PAPÉIS: PAPEL COMUM, PAPEL FINO, PAPEL GROSSO, PAPEL RECICLADO, PAPEL BOND, TRANSPARÊNCIAS, ENVELOPES OU ETIQUETAS; GRAMATURA DE PAPEL ATÉ 163 GR E SOFTWARE DE GERENCIAME NTO DE CÓPIAS E SUPRIMENTO(WEB).  INCLUINDO O FORNECIMENTO DE CILINDRO, TONNER  E REVELADOR E A PRESTAÇÃO DO SERVIÇO DE ASSISTÊNCIA TÉCNICA COM FORNECIMENTO DE PEÇAS, COM FRANQUIA DE 5.000(CINCO MIL) CÓPIAS POR MÊS POR EQUIPAMENTOS.";"3";"9027,00"
"26427";"Instituto Federal da Bahia";"158590";"INST. FED. DA BAHIA/CAMPUS FEIRA DE SANTANA";"12017";"1585900600005201700006";"'FARINHA MANDIOCA'";"'FARINHA MANDIOCA', APRESENTAÇÃO TAPIOCA, TIPO GRUPO SECA, TIPO 1";"150";"765,00"
"26427";"Instituto Federal da Bahia";"158590";"INST. FED. DA BAHIA/CAMPUS FEIRA DE SANTANA";"12017";"1585900600005201700013";"VERDURA IN NATURA*";"VERDURA IN NATURA*, TIPO BATATA DOCE, ESPÉCIE COMUM, APLICAÇÃO ALIMENTAÇÃO HUMANA";"150";"712,50"
"26427";"Instituto Federal da Bahia";"158590";"INST. FED. DA BAHIA/CAMPUS FEIRA DE SANTANA";"12017";"1585900600005201700004";"VERDURA IN NATURA*";"VERDURA IN NATURA*, TIPO CHUCHU";"60";"147,00"
"26427";"Instituto Federal da Bahia";"158590";"INST. FED. DA BAHIA/CAMPUS FEIRA DE SANTANA";"12017";"1585900600005201700009";"AIPIM IN NATURA";"AIPIM IN NATURA, APRESENTAÇÃO 1ª QUALIDADE, TIPO CASCA LISA, TAMANHO MÉDIO A GRANDE, CARACTERÍSTICAS ADICIONAIS SEM FUNGOS/SEM RACHADURAM E SUGIDADES/ CONSISTÊNCI A";"100";"370,00"
"26427";"Instituto Federal da Bahia";"158590";"INST. FED. DA BAHIA/CAMPUS FEIRA DE SANTANA";"12017";"1585900600005201700010";"FRUTA - CONCENTRADO / POLPA";"FRUTA - CONCENTRADO / POLPA, NOME FRUTA - CONCENTRADO / POLPA";"1420";"12922,00"
"26427";"Instituto Federal da Bahia";"158590";"INST. FED. DA BAHIA/CAMPUS FEIRA DE SANTANA";"12017";"1585900600005201700011";"FRUTA IN NATURA";"FRUTA IN NATURA, TIPO LARANJA, ESPÉCIE PERA";"120";"306,00"
"26427";"Instituto Federal da Bahia";"158590";"INST. FED. DA BAHIA/CAMPUS FEIRA DE SANTANA";"12017";"1585900600005201700003";"VERDURA IN NATURA*";"VERDURA IN NATURA*, TIPO CENOURA COM FOLHA, ESPÉCIE COMUM";"60";"246,00"
"26427";"Instituto Federal da Bahia";"158590";"INST. FED. DA BAHIA/CAMPUS FEIRA DE SANTANA";"12017";"1585900600005201700015";"VERDURA IN NATURA*";"VERDURA IN NATURA*, TIPO HORTELÃ, ESPÉCIE COMUM";"50";"70,00"
"26427";"Instituto Federal da Bahia";"158590";"INST. FED. DA BAHIA/CAMPUS FEIRA DE SANTANA";"12017";"1585900600005201700012";"CONDIMENTO*";"CONDIMENTO*, APRESENTAÇÃO NATURAL, MATÉRIA-PRIMA ALHO, ASPECTO FÍSICO EM CABEÇA, TIPO BRANCO, APLICAÇÃO INDÚSTRIA ALIMENTÍCIA";"10";"307,50"
"26427";"Instituto Federal da Bahia";"158590";"INST. FED. DA BAHIA/CAMPUS FEIRA DE SANTANA";"12017";"1585900600005201700007";"TOMATE IN - NATURA";"TOMATE IN - NATURA, NOME TOMATE IN - NATURA";"90";"306,00"
"26427";"Instituto Federal da Bahia";"158590";"INST. FED. DA BAHIA/CAMPUS FEIRA DE SANTANA";"12017";"1585900600005201700005";"VERDURA IN NATURA*";"VERDURA IN NATURA*, TIPO COENTRO, ESPÉCIE COMUM";"20";"40,00"
"26427";"Instituto Federal da Bahia";"158590";"INST. FED. DA BAHIA/CAMPUS FEIRA DE SANTANA";"12017";"1585900600005201700001";"FRUTA IN NATURA";"FRUTA IN NATURA, TIPO BANANA, ESPÉCIE PRATA, APLICAÇÃO ALIMENTAR";"320";"1232,00"
"26427";"Instituto Federal da Bahia";"158590";"INST. FED. DA BAHIA/CAMPUS FEIRA DE SANTANA";"12017";"1585900600005201700008";"MANJERICÃO IN - NATURA";"MANJERICÃO IN - NATURA, NOME MANJERICAO IN - NATURA";"50";"87,50"
"26427";"Instituto Federal da Bahia";"158590";"INST. FED. DA BAHIA/CAMPUS FEIRA DE SANTANA";"12017";"1585900600005201700002";"CEBOLA IN NATURA";"CEBOLA IN NATURA, USO USO CULINÁRIO, TIPO BRANCA";"60";"270,00"
"26427";"Instituto Federal da Bahia";"158590";"INST. FED. DA BAHIA/CAMPUS FEIRA DE SANTANA";"12017";"1585900600005201700014";"'OVO'";"'OVO', TAMANHO MÉDIO, ORIGEM GALINHA, CARACTERÍSTICAS ADICIONAIS BRANCO";"180";"1314,00"
"26427";"Instituto Federal da Bahia";"158590";"INST. FED. DA BAHIA/CAMPUS FEIRA DE SANTANA";"12017";"1585900600005201700016";"LEGUME IN NATURA*";"LEGUME IN NATURA*, TIPO PIMENTÃO, ESPÉCIE VERDE";"50";"222,50"
"52121";"Comando do Exército";"160529";"ARSENAL DE GUERRA DE SAO PAULO";"12017";"1605290700001201800001";"ASSISTENCIA MEDICA - HOSPITALAR / DOMICILIAR COMPLEMENTAR DESAUDE / CONVÊNIO";"PRESTAÇÃO DE SERVIÇOS CONTINUADOS DO TIPO MÉDICOS HOSPITALAR, AMBULATORIAIS E APOIO DIAGNÓSTICOS TERAPÊUTICOS NAS ESPECIALIDADES E PROCEDIMENTOS DISCRIMINAD OS NA ANEXO I, VISANDO ATENDER DE FORMA COMPLEMENTAR AOS BENEFICIÁRIOS DO SAMM ED/FUSEX/PASS/SAMEX-CMB.";"1";"8000000,00"
