"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Número Contrato";"Código Item Compra";"Descrição Item Compra";"Descrição Complementar Item Compra";"Quantidade Item";"Valor Item"
"52121";"Comando do Exército";"160360";"6 BATALHAO DE COMUNICACOES";"12018";"1603600700005201800001";"FISIOTERAPIA / MASSOTERAPIA";"PRESTAÇÃO DE SERVIÇO EM REABILITAÇÃO EM FAVOR DOS BENEFICIÁRIOS DOS FUNDOS DE SAÚDE (FUSEX/FUSMA/FUNSA/PASS/SAM EX COMBATENTES).";"1";"200000,00"
"52121";"Comando do Exército";"160360";"6 BATALHAO DE COMUNICACOES";"12018";"1603600700005201800001";"FISIOTERAPIA / MASSOTERAPIA";"PRESTAÇÃO DE SERVIÇO EM REABILITAÇÃO EM FAVOR DOS BENEFICIÁRIOS DOS FUNDOS DE SAÚDE (FUSEX/FUSMA/FUNSA/PASS/SAM EX COMBATENTES).";"1";"40000,00"
"52121";"Comando do Exército";"160226";"34º BATALHAO DE INFANTARIA MECANIZADO";"12018";"1602260500017201800002";"OUTSOURCING DE  IMPRESSAO - PAGINAS A4 - POLICROMATICO - DENTRO DA FRANQUIA SEM PAPEL";"SERVIÇO DE LOCAÇÃO DE 01 EQUIPAMENTO MULTIFUNCIONAI DE IMPRESSÃO LASER COLORID A  DEVIDAMENTE  INSTALADAS, COM  FORNECIMENTO DE EQUIPAMENTOS NOVOS E DE PRIME IRO USO, COM  TODAS AS  PEÇAS,  PARTES, SUPRIMENTOS E COMPONENTES ORIGINAIS DO  FABRICANTE, ALÉM DE ACESSO A UMA FERRAMENTA  COM INTERFACE WEB SEGURA QUE REA LIZE AS FUNÇÕES DE COLETAR CONTADORES DE EQUIPAMENTOS DE IMPRESSÃO REMOTAMENTE , AUTOMATIZAR A TROCA DE SUPRIMENTOS, SERVIÇOS DE RELATÓRIOS DE INFORMAÇÕES PA RA O GERENCIAMENTO DOS EQUIPAMENTOS MULTIFUNCIONAIS E IMPRESSORAS. ESPECIFICAÇ ÕES TÉCNICAS NO TERMO DE REFERÊNCIA";"6000";"5149,90"
"52121";"Comando do Exército";"160226";"34º BATALHAO DE INFANTARIA MECANIZADO";"12018";"1602260500017201800001";"OUTSOURCING DE  IMPRESSAO - PAGINAS A4 - MONOCROMATICO - DENTRO DA FRANQUIA SEM PAPEL";"SERVIÇO DE LOCAÇÃO DE 04 EQUIPAMENTOS MULTIFUNCIONAIS DE IMPRESSÃO LASER MONOC ROMÁTICAS E 6 IMPRESSORAS LASER MONOCROMÁTICAS, DEVIDAMENTE  INSTALADAS, COM FORNECIMENTO DE EQUIPAMENTOS NOVOS E DE PRIMEIRO USO, COM  TODAS AS  PEÇAS,  P ARTES, SUPRIMENTOS E COMPONENTES ORIGINAIS DO FABRICANTE, ALÉM DE ACESSO A UMA  FERRAMENTA  COM INTERFACE WEB SEGURA QUE REALIZE AS FUNÇÕES DE COLETAR CONTAD ORES DE EQUIPAMENTOS DE IMPRESSÃO REMOTAMENTE, AUTOMATIZAR A TROCA DE SUPRIMEN TOS, SERVIÇOS DE RELATÓRIOS DE INFORMAÇÕES PARA O GERENCIAMENTO DOS EQUIPAMENT OS MULTIFUNCIONAIS E IMPRESSORAS. MAIORES ESPECIFICAÇÕES TÉCNICAS NO EDITAL";"600000";"64992,00"
"25000";"Ministério da Economia - Unidades com vínculo";"170028";"DELEGACIA DA RFB EM SAO LUIS";"12018";"1700280500002201800001";"ESTUDOS E PROJETOS DE ARQUITETURA";"CONFECÇÃO DE PROJETO BÁSICO E EXECUTIVO (ARQUITETURA, COMUNICAÇÃO VISUAL,ELÉTR ICO E CABEAMENTO ESTRUTURADO E INSTALAÇÕES HIDROSSANITÁRIAS) DA READEQUAÇÃO DO  CENTRO DE ATENDIMENTO AO CONTRIBUINTE DA RECEITA FEDERAL EM SÃO LUÍS-MA (CAC- DRF/SLS).";"1";"22399,90"
"36000";"Ministério da Saúde - Unidades com vínculo di";"257023";"DISTRITO SANIT.ESP.INDIGENA AL/SE";"12018";"2570230100001201800001";"OBRAS CIVIS DE EDIFICACOES PREDIAIS";"A COORDENADORA DISTRITAL DE SAÚDE INDÍGENA DO DISTRITO SANITÁRIO ESPECIAL INDÍ GENA DE ALAGOAS E SERGIPE, NO USO DAS ATRIBUIÇÕES QUE LHE CONFERE A PORTARIA N º 1.095 DE 28 DE ABRIL DE 2017, PUBLICADA NO DIÁRIO OFICIAL DA UNIÃO DE 02 DE MAIO DE 2017, TORNA PÚBLICO O RESULTADO DA LICITAÇÃO CARTA CONVITE Nº 01/2018,  CUJO OBJETO É A CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA EXECUÇÃO DE SERVIÇOS DE ENGENHARIA, SAGRANDO-SE VENCEDORA A EMPRESA METRO ENGENHARIA EIRELI EPP, CN PJ 15.294.331/0001-59, PELO VALOR TOTAL DE R$ 135.694, 58 (CENTO E TRINTA E CI NCO MIL, SEISCENTOS E NOVENTA E QUATRO REAIS E CINQUENTA E OITO CENTAVO)ESTAN DO DE ACORDO COM A LEI Nº 8.666/93.";"1";"135694,50"
"52121";"Comando do Exército";"160380";"COMANDO 8 BRIGADA DE INFANTARIA MOTORIZADA";"12018";"1603800600002201900001";"ENERGIA ELETRICA - FORNECIMENTO MERCADO REGULADO";"CONTRATAÇÃO DE SERVIÇO DE ENERGIA ELÉTRICA";"1";"17600,00"
"52121";"Comando do Exército";"160226";"34º BATALHAO DE INFANTARIA MECANIZADO";"12018";"1602260500017201800002";"OUTSOURCING DE  IMPRESSAO - PAGINAS A4 - POLICROMATICO - DENTRO DA FRANQUIA SEM PAPEL";"SERVIÇO DE LOCAÇÃO DE 01 EQUIPAMENTO MULTIFUNCIONAI DE IMPRESSÃO LASER COLORID A  DEVIDAMENTE  INSTALADAS, COM  FORNECIMENTO DE EQUIPAMENTOS NOVOS E DE PRIME IRO USO, COM  TODAS AS  PEÇAS,  PARTES, SUPRIMENTOS E COMPONENTES ORIGINAIS DO  FABRICANTE, ALÉM DE ACESSO A UMA FERRAMENTA  COM INTERFACE WEB SEGURA QUE REA LIZE AS FUNÇÕES DE COLETAR CONTADORES DE EQUIPAMENTOS DE IMPRESSÃO REMOTAMENTE , AUTOMATIZAR A TROCA DE SUPRIMENTOS, SERVIÇOS DE RELATÓRIOS DE INFORMAÇÕES PA RA O GERENCIAMENTO DOS EQUIPAMENTOS MULTIFUNCIONAIS E IMPRESSORAS. ESPECIFICAÇ ÕES TÉCNICAS NO TERMO DE REFERÊNCIA";"6000";"0,85"
"52121";"Comando do Exército";"160226";"34º BATALHAO DE INFANTARIA MECANIZADO";"12018";"1602260500017201800001";"OUTSOURCING DE  IMPRESSAO - PAGINAS A4 - MONOCROMATICO - DENTRO DA FRANQUIA SEM PAPEL";"SERVIÇO DE LOCAÇÃO DE 04 EQUIPAMENTOS MULTIFUNCIONAIS DE IMPRESSÃO LASER MONOC ROMÁTICAS E 6 IMPRESSORAS LASER MONOCROMÁTICAS, DEVIDAMENTE  INSTALADAS, COM FORNECIMENTO DE EQUIPAMENTOS NOVOS E DE PRIMEIRO USO, COM  TODAS AS  PEÇAS,  P ARTES, SUPRIMENTOS E COMPONENTES ORIGINAIS DO FABRICANTE, ALÉM DE ACESSO A UMA  FERRAMENTA  COM INTERFACE WEB SEGURA QUE REALIZE AS FUNÇÕES DE COLETAR CONTAD ORES DE EQUIPAMENTOS DE IMPRESSÃO REMOTAMENTE, AUTOMATIZAR A TROCA DE SUPRIMEN TOS, SERVIÇOS DE RELATÓRIOS DE INFORMAÇÕES PARA O GERENCIAMENTO DOS EQUIPAMENT OS MULTIFUNCIONAIS E IMPRESSORAS. MAIORES ESPECIFICAÇÕES TÉCNICAS NO EDITAL";"600000";"0,10"
"26406";"Instituto Federal do Espírito Santo";"158422";"INST.FED. ESPIRITO SANTO/CAMPUS NOVA VENECIA";"12019";"1581510500002201800005";"MANUTENCAO / REFORMA PREDIAL";"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO DE SERVIÇO DE MANUTENÇÃO C ORRETIVA E PREVENTIVA DAS INSTALAÇÕES PREDIAIS, MEDIANTE POSTO DE TRABALHO DE OFICIAL POLIVALENTE, NAS DEPENDÊNCIAS DO CAMPUS NOVA VENÉCIA DO INSTITUTO FEDE RAL DO ESPÍRITO SANTO.";"2";"112304,60"
