"N˙mero Contrato";"CÛdigo ”rg„o Superior";"Nome ”rg„o Superior";"CÛdigo ”rg„o";"Nome ”rg„o";"CÛdigo UG";"Nome UG";"N˙mero Termo Aditivo";"Data PublicaÁ„o";"Objeto"
"132019";"12000";"JustiÁa Federal";"12000";"JustiÁa Federal - Unidades com vÌnculo direto";"090030";"TRIBUNAL REGIONAL FEDERAL DA 4A.REGIAO";"12019";"25/07/2019";"OBJETO: AlteraÁıes nas Cl·usulas III,IX e XII"
"152019";"12000";"JustiÁa Federal";"12000";"JustiÁa Federal - Unidades com vÌnculo direto";"090030";"TRIBUNAL REGIONAL FEDERAL DA 4A.REGIAO";"12020";"09/06/2020";"OBJETO: ProrrogaÁ„o do Contrato de serviÁos de manutenÁ„o preventiva e corretiva, monitoramento remoto_ e suporte tÈcnico para subsistemas de armazenamento de dados, por mais 12 meses, a partir de 10/06/2020."
"82019";"12000";"JustiÁa Federal";"12000";"JustiÁa Federal - Unidades com vÌnculo direto";"090030";"TRIBUNAL REGIONAL FEDERAL DA 4A.REGIAO";"12020";"13/07/2020";"OBJETO: ProrrogaÁ„o do contrato de prestaÁ„o de serviÁo mÛvel pessoal_ e internete mÛvel, por mais 12 meses a partir de 26/03/2020."
"432019";"20000";"PresidÍncia da Rep˙blica";"20101";"PresidÍncia da Rep˙blica";"110001";"SECRETARIA ESPECIAL DE ADMINISTRACAO/PR";"000012020";"11/02/2020";"Objetivo: PRORROGA«√O DO PRAZO DE VIG NCIA CONTRATUAL."
"432019";"20000";"PresidÍncia da Rep˙blica";"20101";"PresidÍncia da Rep˙blica";"110001";"SECRETARIA ESPECIAL DE ADMINISTRACAO/PR";"000022021";"18/03/2021";"Objetivo: PRORROGA«√O DO PRAZO DE VIG NCIA"
"432019";"20000";"PresidÍncia da Rep˙blica";"20101";"PresidÍncia da Rep˙blica";"110001";"SECRETARIA ESPECIAL DE ADMINISTRACAO/PR";"000032021";"16/12/2021";"Objetivo: ALTERA«√O RAZ√O SOCIAL"
"432019";"20000";"PresidÍncia da Rep˙blica";"20101";"PresidÍncia da Rep˙blica";"110001";"SECRETARIA ESPECIAL DE ADMINISTRACAO/PR";"000042022";"24/03/2022";"Objetivo: PRORROGA«√O DO PRAZO DE VIG NCIA"
"432019";"20000";"PresidÍncia da Rep˙blica";"20101";"PresidÍncia da Rep˙blica";"110001";"SECRETARIA ESPECIAL DE ADMINISTRACAO/PR";"12020";"11/02/2020";"Objeto: ProrrogaÁ„o do prazo de vigÍncia contratual."
"472019";"20000";"PresidÍncia da Rep˙blica";"20101";"PresidÍncia da Rep˙blica";"110001";"SECRETARIA ESPECIAL DE ADMINISTRACAO/PR";"000012020";"08/05/2020";"Objetivo: PRORROGA«√O DO PRAZO DE VIG NCIA CONTRATUAL."
"472019";"20000";"PresidÍncia da Rep˙blica";"20101";"PresidÍncia da Rep˙blica";"110001";"SECRETARIA ESPECIAL DE ADMINISTRACAO/PR";"000022021";"26/04/2021";"Objetivo: PRORROGA«√O DO PRAZO DE VIG NCIA CONTRATUAL"
