"Número Contrato";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Número Apostilamento";"Descrição Apostilamento";"Valor Apostilamento";"Data de inclusão";"Situação Apostilamento"
"172014";"20000";"PRESIDENCIA DA REPUBLICA";"20116";"FUNDO DE IMPRENSA NACIONAL";"110245";"FUNDO DE IMPRENSA NACIONAL/EXEC.ORC.FINANC.";"000000000002/2016";"Concessão de reajuste, no percentual de 5% de, considerando o índice do per                                         íodo de agosto/2014 a agosto/2015.";"16431,00";"29/12/2016";"Encerrado"
"172014";"20000";"PRESIDENCIA DA REPUBLICA";"20116";"FUNDO DE IMPRENSA NACIONAL";"110245";"FUNDO DE IMPRENSA NACIONAL/EXEC.ORC.FINANC.";"000000000002/2017";"CONCESSãO DO REAJUSTE, CONFORME DISPõE A CLáUSULA DéCIMA-PRIMEIRA DO CONTRA   TO 17/2014, CONDIDERANDO O IGP-DI DA FGV DO PERíODO DE AGOSTO/2015 A AGO                                      STO/2016 E AGOSTO/2016 A AGOSTO/2017.";"38097,90";"07/12/2017";"Encerrado"
"242014";"20000";"PRESIDENCIA DA REPUBLICA";"20214";"AGENCIA NACIONAL DE AVIAÇÃO CIVIL - ANAC";"113214";"AGENCIA NACIONAL DE AVIACAO CIVIL - ANAC";"000000000001/2016";"REGISTRO DA ALTERAçãO DE VALOR EM RAZãO DE REPACTUAçãO DECORRENTE DA CCT 2016/2016 PARA A CATEGORIA DE MOTORISTA E SUPERVISOR, COM EFEITOS FINANCEIROS                             rETROATIVOS A PARTIR DE 01 DE JANEIRO DE 2016.";"141315,30";"28/06/2016";"Encerrado"
"312014";"20000";"PRESIDENCIA DA REPUBLICA";"20214";"AGENCIA NACIONAL DE AVIAÇÃO CIVIL - ANAC";"113214";"AGENCIA NACIONAL DE AVIACAO CIVIL - ANAC";"000000000001/2015";"REFORçO ORçAMENTáRIO EM R$ 300.000,00 PARA COBERTURA DE DESPESAS REFERENTES  AO CONTRATO N  31/ANAC/2014 EM RAZãO DO AUMENTO DE DEMANDA DE TRANSPORTE.";"300000,00";"02/02/2015";"Encerrado"
"332014";"20000";"PRESIDENCIA DA REPUBLICA";"20214";"AGENCIA NACIONAL DE AVIAÇÃO CIVIL - ANAC";"113214";"AGENCIA NACIONAL DE AVIACAO CIVIL - ANAC";"000000000001/2015";"REGISTRO DA VARIAçãO DO CONTRATO Nº 33/ANAC/2014 EM 9,558% EM DECORRêNCIA D               A CONCESSãO DO 1º REAJUSTE CONTRATUAL COM BASE NO IPCA/IBGE.";"184944,10";"07/12/2015";"Encerrado"
"332014";"20000";"PRESIDENCIA DA REPUBLICA";"20214";"AGENCIA NACIONAL DE AVIAÇÃO CIVIL - ANAC";"113214";"AGENCIA NACIONAL DE AVIACAO CIVIL - ANAC";"000000000003/2018";"Concessão de reajuste, na ordem de 2,71%, previsto na Cláusula Décima Prime                                           IRA DO CONTRATO Nº 33/ANAC/2014.";"57596,80";"03/05/2018";"Encerrado"
"332014";"20000";"PRESIDENCIA DA REPUBLICA";"20214";"AGENCIA NACIONAL DE AVIAÇÃO CIVIL - ANAC";"113214";"AGENCIA NACIONAL DE AVIACAO CIVIL - ANAC";"000000000002/2016";"APOSTILAMENTO REFERENTE AO REAJUSTE CONCEDIDO NO VALOR 8,736% (IPCA) AO CON                                                             TRATO 33/2014.";"186782,50";"07/12/2016";"Encerrado"
"262014";"20000";"PRESIDENCIA DA REPUBLICA";"20214";"AGENCIA NACIONAL DE AVIAÇÃO CIVIL - ANAC";"113216";"UNIDADE REGIONAL DO RIO DE JANEIRO - ANAC";"000000000002/2015";"CONCESSãO DA SEGUNDA REPACTUAçãO DOS PREçOS DO CONTRATO.";"32565,30";"18/12/2015";"Encerrado"
"262014";"20000";"PRESIDENCIA DA REPUBLICA";"20214";"AGENCIA NACIONAL DE AVIAÇÃO CIVIL - ANAC";"113216";"UNIDADE REGIONAL DO RIO DE JANEIRO - ANAC";"000000000001/2015";"REGISTRO DO VALOR DO CONTRATO Nº 26/ANAC/2014 EM DECORRêNCIA DA 1ª REPACTUA                                             çãO DOS PREçOS DESSE CONTRATO.";"71367,60";"16/10/2015";"Encerrado"
"252014";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193099";"MMA-IBAMA - DEFIN/DF";"000000000056/2016";"Repactuação de preços a partir de 1/1/15; supressão itens do submódulo 4.4a partir de 1/3/15 e reequilíbrio econômico-financeiro em razão da majoraçã  o das tarifas de transporte público do DF a partir de 1/10/15 a 31/12/15.";"716923,80";"11/05/2016";"Encerrado"
"252014";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193099";"MMA-IBAMA - DEFIN/DF";"000000000056/2017";"Repactuação do contrato";"562139,00";"23/12/2017";"Encerrado"
"252014";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193099";"MMA-IBAMA - DEFIN/DF";"000000000063/2016";"Repactuação de preços.";"571745,90";"30/08/2016";"Encerrado"
"252014";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193099";"MMA-IBAMA - DEFIN/DF";"00000000063/2016B";"REPACTUAçãO.";"936206,60";"09/11/2016";"Encerrado"
"252014";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193099";"MMA-IBAMA - DEFIN/DF";"00000000063/2016A";"Repactuação de preços.";"122325,30";"09/11/2016";"Encerrado"
"302014";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193099";"MMA-IBAMA - DEFIN/DF";"000000000078/2015";"Reajuste concedido.";"605052,10";"04/11/2015";"Encerrado"
"312014";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193099";"MMA-IBAMA - DEFIN/DF";"000000000084/2015";"REPACTUAçãO DO CONTRATO.";"404797,70";"04/12/2015";"Encerrado"
"312014";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193099";"MMA-IBAMA - DEFIN/DF";"00000000084/2015B";"REPACTUAÇÃO.";"90000,00";"04/12/2015";"Encerrado"
"312014";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193099";"MMA-IBAMA - DEFIN/DF";"000000000075/2016";"REPACTUAçãO.";"735455,90";"14/12/2016";"Encerrado"
"52014";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193114";"IBAMA - SUPERINTENDENCIA ESTADUAL/PA";"00000000000022016";"O PRESENTE TERMO DE APOSTILAMENTO TEM POR OBJETO A REPACTUAçãO DO CONTRATOE O REEQUILIBRIO ECONOMICO-FINANCEIRO, COM PERCENTUAL DE 11,63%( ONZE INTEIROS E SESSENTA E TRêS CENTéSIMOS POR CENTO) POR FORçA DAS DISPOSIçõES INCERTAS NA CONVENçãO COLETIVA DE TRABALHO 2016/2017- A PARTIR D 01 DE JANEIRO DE 2016. FUNDAMENTAçãO LEGAL PARA REPACTUAçãO é A LEI 8666/93 ART. 65 . 8º E";"149873,20";"29/09/2016";"Encerrado"
"52014";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193126";"IBAMA - SUPERINTENDENCIA ESTADUAL/SE";"02028000028201478";"Valor referente a repactuação de contrato.";"76945,40";"30/12/2016";"Pendente"
"32014";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130027";"SUPERINT.FEDERAL DE AGRIC.PECUARIA E ABASTEC.";"001-CONT.003/2014";"REFERENTE REPACTUAçãO DO VALOR CONTRATO, COM VALORES RETROATIVOS.";"10229,30";"20/07/2016";"Encerrado"
"32014";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130027";"SUPERINT.FEDERAL DE AGRIC.PECUARIA E ABASTEC.";"0001-CONT-03/2014";"REFERENTE REPACTUAçãO DO CONTRATO, COM PAGAMENTO DE RETROATIVO.";"10229,30";"20/07/2016";"Pendente"
"112014";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130032";"LABORATÓRIO FEDERAL DE DEFESA AGROPECUÁRIA/GO";"000000000001/2015";"Convenção Coletiva de trabalho da categoria.";"32943,30";"13/05/2015";"Encerrado"
"112014";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130032";"LABORATÓRIO FEDERAL DE DEFESA AGROPECUÁRIA/GO";"000000000002/2014";"REAJUSTE DECORRENTE DA CCT, COM VIGêNCIA NO PERíODO DE 01/03/2014 A 28/02/                                                                      2015.";"31341,80";"24/09/2014";"Encerrado"
