"N˙mero Contrato";"CÛdigo ”rg„o Superior";"Nome ”rg„o Superior";"CÛdigo ”rg„o";"Nome ”rg„o";"CÛdigo UG";"Nome UG";"N˙mero Apostilamento";"DescriÁ„o Apostilamento";"Valor Apostilamento";"Data de inclus„o";"SituaÁ„o Apostilamento"
"52015";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GEST√O";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GEST√O";"201061";"SUPERINTEND NCIA DE ADMINIATRA«√O DO MP";"00000000000012017";"CONTRATO COM PRAZO INDETERMINADO, REALIZADO PARA EFEITO DE CRONOGRAMA E   A                            PREVIS„O ORÁAMENT·RIA PARA O EXERCÌCIO DE 2018.";"39396,00";"29/12/2017";"Efetivado"
"62015";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GEST√O";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GEST√O";"201061";"SUPERINTEND NCIA DE ADMINIATRA«√O DO MP";"00000000000012017";"Contrato com prazo indeterminado, realizado para efeito de cronograma e   a                            previs„o orÁament·ria para o exercÌcio de 2018.";"7359,20";"29/12/2017";"Efetivado"
"62016";"20000";"PRESIDENCIA DA REPUBLICA";"20116";"FUNDO DE IMPRENSA NACIONAL";"110245";"FUNDO DE IMPRENSA NACIONAL/EXEC.ORC.FINANC.";"000000000002/2017";"RepactuaÁ„o do valor contratual relativo ao reajuste dos sal·rios e benefÌc                ios das categorias, e do aumento das tarifas de transporte.";"277341,90";"24/08/2017";"Encerrado"
"62016";"20000";"PRESIDENCIA DA REPUBLICA";"20116";"FUNDO DE IMPRENSA NACIONAL";"110245";"FUNDO DE IMPRENSA NACIONAL/EXEC.ORC.FINANC.";"000000000003/2017";"O presente apostilamento tem por objeto a correÁ„o da repactuaÁ„o do valor           contratual a partir de 19 de maio de 2017, uma vez que quando daelaboraÁ„o das planilhas de formaÁ„o de preÁos o custo dos 3 (trÍs) dias de                                 aviso prÈvio n„o foi computado na fÛrmula.";"76544,70";"06/11/2017";"Encerrado"
"52016";"20000";"PRESIDENCIA DA REPUBLICA";"20214";"AGENCIA NACIONAL DE AVIA«√O CIVIL - ANAC";"113214";"AGENCIA NACIONAL DE AVIACAO CIVIL - ANAC";"00000000000012017";"TEM POR OBJETO A VARIAÁ„O DO VALOR CONTRATUAL DE 4,44% COM BASE NO IST - INDICE DE SERVIÁOS DE TELECOMUNICAÁıES NO PERÌODO DE MARÁO/2016 A MARÁO/2017.";"4164,20";"02/05/2017";"Encerrado"
"12016";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130070";"SUPERINT.FEDERAL DE AGRIC.PECUARIA E ABASTEC.";"000000000001/2018";"REPACTUAÁ„O VALOR CONTRATO CONFORME PREVISTO NA CL·USULA SEXTA, EM CONSONANCIA COM A LEI N∫ 8.666/93, ARTIGO 65, II, ALÌNEA 'D',E,EM RAZ„O DA INCIDÍN-CIA DA CONVENÁ„O COLETIVA DE TRABALHO 2018/2019 - NO PRERÌODO DE 01.02.18 A                                                                  22.05.18.";"285,70";"04/05/2018";"Encerrado"
"22016";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130070";"SUPERINT.FEDERAL DE AGRIC.PECUARIA E ABASTEC.";"000000000001/2018";"REPACTUA«√O VALOR CONTRATO CONFORME PREVISTO NA CL¡USULA SEXTA, EM CONSON¬-CIA COM A LEI N∫ 8.666/93, ARTIGO 65, INCISO II, ALÕNEA 'D', E, EM RAZ√O DAINCID NCIA DA CONVEN«√O COLETIVA DE TRABALHO 2018/2019 - NO PERÕODO DE 01.0                                                       2.2018 A 22.05.2018.";"1091,10";"02/05/2018";"Encerrado"
"42016";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130070";"SUPERINT.FEDERAL DE AGRIC.PECUARIA E ABASTEC.";"000000000001/2018";"REPACTUAÁ„O DO VALOR DO CONTRATO,CONFORME PREVISTO NA CL·USULA SEXTA,EM CONSON‚NCIA COM A LEI N∫ 8.666/93, ART5IGO 65, II,ALÌNEA 'D' E,EM RAZ„O DA IN-                       CIDÍNCIADA CONVENÁ„O COLETIVA DE TRABALHO 2018/2019.";"537,30";"25/04/2018";"Encerrado"
"12016";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130074";"SUPERINT.FEDERAL DE ACRIC.PECUARIA E ABASTEC.";"000000000001/2017";"O SR.SUPERINTENDENTE FEDERAL DE AGRICULTURA NO RS,(ORDENADOR DE DESPESAS),EM EXERCÌCIO,DETERMINA:DE CONFORMIDADE COM A CL·USULA SEXTA DO CONTRATO 01/2016,PLANILHAS DE FORMAÁ„O DE PREÁOS, CCT 2017/2018 E NOTA TÈCNICA, NT/SPA/GAB/SFA-RS, N∫ 08/2017, A REPACTUAÁ„O DE VALORES MENSAIS DO REFERIDO CONTRA                TO,COM VIGÍNCIA,PARA O PERÌODO DE: 01/02/2017 ‡ 31/01/2018.";"36383,60";"11/07/2017";"Encerrado"
"12016";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130074";"SUPERINT.FEDERAL DE ACRIC.PECUARIA E ABASTEC.";"000000000001/2016";"O SR.SUPERINTENDENTE FEDERAL DE AGRICULTURA NO RS, (ORDENADOR DE DESPESAS),EM EXERCÕCIO,NO USO DE SUAS ATRIBUI«’ES LEGAIS,RESOLVE:AUTORIZAR O PRESENTE ATO DE APOSTILAMENTO, COM BASE NA CCT 2016/2017, A PARTIR DE 01/06/2016,VI GINDO AT… 31/05/2017.O PRESENTE ATO REPRESENTA UM REAJUSTE MENSAL NO VALOR                                       DE R$ 3.575,68 E ANUAL DE 42.908,16.";"42908,10";"16/08/2016";"Encerrado"
