"N˙mero Contrato";"CÛdigo ”rg„o Superior";"Nome ”rg„o Superior";"CÛdigo ”rg„o";"Nome ”rg„o";"CÛdigo UG";"Nome UG";"N˙mero Apostilamento";"DescriÁ„o Apostilamento";"Valor Apostilamento";"Data de inclus„o";"SituaÁ„o Apostilamento"
"92015";"20000";"PRESIDENCIA DA REPUBLICA";"20102";"GABINETE DA VICE-PRESIDENCIA DA REPUBLICA";"110101";"VPR_GABIN.DA VICE_PRESIDENCIA DA REPUBLICA/DF";"00000000000000001";"Referente ao processo de repactuaÁ„o dos valores salariais e de vale alimentaÁ„o, destinados aos trabalhadores vinculados ao contrato n∫ 09/2015, do s  erviÁo de limpeza e conservaÁ„o e jardinagem, com base na CCT/2015-00131.";"41601,20";"10/12/2015";"Encerrado"
"92015";"20000";"PRESIDENCIA DA REPUBLICA";"20102";"GABINETE DA VICE-PRESIDENCIA DA REPUBLICA";"110101";"VPR_GABIN.DA VICE_PRESIDENCIA DA REPUBLICA/DF";"00000000000000002";"RETROATIVO SOB O CONTRATO N∫ 09/2015, DO SERVIÁO DE LIMPEZA E CO NSERVAÁ„O E JARDINAGEM, COM BASE NO REAJUSTE PREVISTO NA CCT/2016 N∫ 00051 REFERENTE AOS MESES DE JANEIRO, FEVEREIRO E OITO DIAS DE MARÁO DE 2016, EM              ATENDIMENTO ‡S NECESSIDADES DA VICE-PRESIDÍNCIA DA REP˙BLICA.";"19208,10";"01/01/2016";"Encerrado"
"92015";"20000";"PRESIDENCIA DA REPUBLICA";"20102";"GABINETE DA VICE-PRESIDENCIA DA REPUBLICA";"110101";"VPR_GABIN.DA VICE_PRESIDENCIA DA REPUBLICA/DF";"00000000000000003";"RepactuaÁ„o do contrato n∫ 09/2015, referente ao reajuste previsto na CCT/2016 n∫ 00051, que trata do serviÁo de limpeza e conservaÁ„o e jardinagem em              atendimento ‡s necessidades da Vice-PresidÍncia da Rep˙blica.";"215408,80";"09/03/2016";"Encerrado"
"282015";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GEST√O";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GEST√O";"201013";"COORDENA«√O DE EXECU«√O ORC. E FINANCEIRA";"000000000041/2017";"REPACTUA«√O DE PRE«OS.";"626630,10";"14/09/2017";"Encerrado"
"122015";"20000";"PRESIDENCIA DA REPUBLICA";"20214";"AGENCIA NACIONAL DE AVIA«√O CIVIL - ANAC";"113214";"AGENCIA NACIONAL DE AVIACAO CIVIL - ANAC";"00000000000032017";"O TERMO DE APOSTILAMENTO TEM POR OBJETO O REGISTRO DA VARIAÁ„O DO VALOR DOCONTRATO 12/ANAC/2015 NA ORDEM DE 7,485% TENDO COMO BASE A PORTARIA 2391 DE                                                  04 DE MAIO DE 2017-MCTIC.";"139719,10";"05/06/2017";"Encerrado"
"122015";"20000";"PRESIDENCIA DA REPUBLICA";"20214";"AGENCIA NACIONAL DE AVIA«√O CIVIL - ANAC";"113214";"AGENCIA NACIONAL DE AVIACAO CIVIL - ANAC";"00000000000012016";"TERMO DE APOSTILAMENTO REFERENTE A CONCESS„O DE REAJUSTE NO VALOR 10,07%, C                                               ONFORME PREVIS„O CONTRATUAL.";"275133,50";"12/12/2016";"Encerrado"
"132015";"20000";"PRESIDENCIA DA REPUBLICA";"20214";"AGENCIA NACIONAL DE AVIA«√O CIVIL - ANAC";"113214";"AGENCIA NACIONAL DE AVIACAO CIVIL - ANAC";"000000000001/2016";"APOSTILAMENTO RFERENTE AO REAJUSTE CONCEDIDO NO VALOR DE 10,070% (ISP) AO C                                                      ONTRATO 13/ANAC/2015.";"67270,90";"19/12/2016";"Encerrado"
"72015";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130005";"COORD.-GERAL DE EXECUCAO OR«.E FIN./DA/MAPA";"000000000010/2018";"Promover o reajuste do contrato 7/2015";"1580,90";"03/06/2018";"Encerrado"
"12015";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130028";"SUPERINT.FEDERAL DE AGRIC.PECUARIA E ABASTEC.";"000000000001/2016";"REPACTUAÁ„O DE 2016 N„O FOI LANÁADA.";"4051,10";"04/06/2018";"Encerrado"
"12015";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130028";"SUPERINT.FEDERAL DE AGRIC.PECUARIA E ABASTEC.";"00000000000012017";"RepactuaÁ„o.";"3513,00";"01/04/2017";"Encerrado"
"22015";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130028";"SUPERINT.FEDERAL DE AGRIC.PECUARIA E ABASTEC.";"000000000001/2016";"apostilamento n„o foi lanÁado em 2016.";"1002,60";"04/06/2018";"Encerrado"
"22015";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130028";"SUPERINT.FEDERAL DE AGRIC.PECUARIA E ABASTEC.";"00000000000012017";"REPACTUAÁ„O";"692,90";"01/04/2017";"Encerrado"
"252015";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130056";"SUPERINT.FEDERAL DE AGRIC.PECUARIA E ABASTEC.";"21028001678201566";"REGISTRAR A REPACTUAÁ„O DE PREÁOS DA CCT/2016 RESGISTRADA NP MTE N∫ MG000352/2016 DOS POSTOS DE PRESTAÁ„O DE SERVIÁOS DE VIGILANCIA ARMADA NOTURNA E D                                                 IURNA DO CONTRATO 25/2015.REGISTRAR A REPACTUAÁ„O DE PREÁOS REFERENTE AO REAJUSTE DE TARIFA DE TRANSP              ORTE SUPLEMENTAR DE PASSAGEIROS PELA PORTARIA BHTRANS N∫ 165.";"30560,10";"02/03/2016";"Encerrado"
