"N˙mero Contrato";"CÛdigo ”rg„o Superior";"Nome ”rg„o Superior";"CÛdigo ”rg„o";"Nome ”rg„o";"CÛdigo UG";"Nome UG";"N˙mero Termo Aditivo";"Data PublicaÁ„o";"Objeto"
"122015";"20000";"PRESIDENCIA DA REPUBLICA";"20213";"EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTU¡RIA";"125205";"AEROPORTO DE CARAJ¡S/SBCJ";"12015";"11/05/2017";"Objeto: RepactuaÁ„o contratual 2016/2017 e alteraÁ„o na forma de processamento das repactuaÁıes de preÁos"
"182015";"36000";"MINISTERIO DA SAUDE";"36000";"MINISTERIO DA SAUDE";"925305";"EMPRESA BRAS. DE HEMOD. E BIOTETECNOLOGIA";"12016";"04/08/2016";"OBJETO: Prorrogar a vigÍncia contratual por 12 (doze) meses."
"182015";"36000";"MINISTERIO DA SAUDE";"36000";"MINISTERIO DA SAUDE";"925305";"EMPRESA BRAS. DE HEMOD. E BIOTETECNOLOGIA";"22017";"29/06/2017";"OBJETO: Incluir no contrato o subitem 2.3 da Cl·usula Segunda- Da ExecuÁ„o dos ServiÁos, bem como incluir/excluir serviÁos por meio do(s) anexo(s)."
"182015";"36000";"MINISTERIO DA SAUDE";"36000";"MINISTERIO DA SAUDE";"925305";"EMPRESA BRAS. DE HEMOD. E BIOTETECNOLOGIA";"32017";"04/08/2017";"OBJETO: Prorrogar a vigÍncia contratual por 12(doze) meses."
"192015";"36000";"MINISTERIO DA SAUDE";"36000";"MINISTERIO DA SAUDE";"925305";"EMPRESA BRAS. DE HEMOD. E BIOTETECNOLOGIA";"12016";"04/08/2016";"OBJETO: Prorrogar a vigÍncia contratual por 12 (doze) meses."
"192015";"36000";"MINISTERIO DA SAUDE";"36000";"MINISTERIO DA SAUDE";"925305";"EMPRESA BRAS. DE HEMOD. E BIOTETECNOLOGIA";"22017";"04/08/2017";"OBJETO: Prorrogar a vigÍncia contratual por 12 (doze) meses."
"202015";"36000";"MINISTERIO DA SAUDE";"36000";"MINISTERIO DA SAUDE";"925305";"EMPRESA BRAS. DE HEMOD. E BIOTETECNOLOGIA";"12016";"23/08/2016";"OBJETO: Prorrogar a vigÍncia contratual por mais 12 (doze) meses; pactuar a disponibilidade do processo Detach e alterar as Cl·usulas Segunda e Quarta do Contrato."
"202015";"36000";"MINISTERIO DA SAUDE";"36000";"MINISTERIO DA SAUDE";"925305";"EMPRESA BRAS. DE HEMOD. E BIOTETECNOLOGIA";"22017";"16/08/2017";"OBJETO: Prorrogar a vigÍncia contratual por 12 (doze) meses, e reajustar o valor do contrato em 3,3678%."
"212015";"20000";"PRESIDENCIA DA REPUBLICA";"20213";"EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTU¡RIA";"125080";"AEROPORTO DE PORTO ALEGRE/SBPA";"12015";"19/02/2016";"Objeto: T.a. 1  repactuaÁ„o de valores contratuais a partir de 29/08/2015."
"242015";"20000";"PRESIDENCIA DA REPUBLICA";"20213";"EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTU¡RIA";"125130";"AEROPORTO DE MACEI”/SBMO";"12015";"11/08/2016";"Objeto: ProrrogaÁ„o e repactuaÁ„o contratual"
