"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Número Contrato";"Código Item Compra";"Descrição Item Compra";"Descrição Complementar Item Compra";"Quantidade Item";"Valor Item"
"52111";"Comando da Aeronáutica";"120039";"GRUPAMENTO DE APOIO DO RIO DE JANEIRO";"12012";"1200530500003201200001";"COLETA / TRATAMENTO - ESGOTO SANITARIO";"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM OPERAÇÃO E MANUTENÇÃO DE ESTAÇÕES DE T RATAMENTO DE ESGOTO SANITÁRIO PARA OPERAÇÃO E MANUTENÇÃO DOS DOIS SISTEMAS DE TRATAMENTO DE ESGOTO EXISTENTES NA VILA RESIDENCIAL SOB RESPONSABILIDADE DA PA AF (VILA AZUL), CONFORME CONDIÇÕES, QUANTIDADES E EXIGÊNCIAS ESTABELECIDAS NO EDITAL E SEUS ANEXOS.";"1";"58200,00"
"52121";"Comando do Exército";"160149";"COMANDO 4 BRIGADA DE CAVALARIA MECANIZADA";"12015";"1601490700001201500001";"ASSISTENCIA MEDICA - HOSPITALAR / DOMICILIAR COMPLEMENTAR DESAUDE / CONVÊNIO";"PRESTAÇÃO DE SERVIÇOS DE EXAMES LABORATORIAIS E ANALISES CLÍNICAS, AOS BENEFIC IARIOS DO FUSEX, SAMMED E PASS.";"1";"216000,00"
"20301";"Comissão Nacional de Energia Nuclear";"113207";"COMISSAO NACIONAL DE ENERGIA NUCLEAR-CRCN-CO";"12015";"1132070500001201500001";"PRESTACAO DE SERVICO DE TRANSPORTE PARA SERVIDOR - DIARIA DE2ª A 6ª FEIRA";"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM TRANSPORTE RODOVIÁRIO COLETIVO INTERMU NICIPAL PARA DESLOCAMENTO DE SERVIDORES DO CRCN-CO DE SEGUNDA-FEIRA À SEXTE-FE IRA NO HORÁRIO DAS 08:00 ÀS 17:00 HS";"1";"192000,00"
"52131";"Comando da Marinha";"720000";"ESTADO-MAIOR DA ARMADA";"12015";"7200000700006201500001";"CURSO PROFISSIONALIZANTE";"CAPACITAÇÃO E APERFEIÇOAMENTO DE 01 (UM) MILITAR QUE ATUA NO ASSESSORAMENTO NA  ÁREA DA SUBCHEFIA DE ORÇAMENTO E PLANO DIRETOR DO ESTADO-MAIOR DA ARMADA, POR  MEIO DA PARTICIPAÇÃO NO CURSO PRESENCIAL DE PÓS-GRADUAÇÃO ?LATO SENSU?, EM NÍ VEL DE ESPECIALIZAÇÃO, MBA EM PLANEJAMENTO, ORÇAMENTO E GESTÃO PÚBLICA, PROMOV IDO PELA EMPRESA FUNDAÇÃO GETÚLIO VARGAS (FGV), A SER REALIZADO EM BRASÍLIA ? DF, NO PERÍODO DE ABRIL DE 2015 A JANEIRO DE 2017.";"1";"23100,00"
"26408";"Instituto Federal do Maranhão";"154859";"INST.FED.DO MARANHAO/CAMPUS S.JOSE DE RIBAMAR";"12015";"1548590700001201500001";"PUBLICACAO, IMPRESSAO DE JORNAL / REVISTA / LIVRO";"SERVIÇO DE PUBLICAÇÃO DE MATÉRIAS EM JORNAL DE GRANDE CIRCULAÇÃO.";"1";"10000,00"
"52121";"Comando do Exército";"160345";"HOSPITAL DE GUARNICAO DE NATAL";"12015";"1603450700001201500001";"ASSISTENCIA MEDICA - HOSPITALAR / DOMICILIAR COMPLEMENTAR DESAUDE / CONVÊNIO";"PRESTAÇÃO DE SERVIÇOS DE ASSISTÊNCIA MÉDICO-HOSPITALAR, ODONTOLÓGICOS, LABORAT ORIAIS E OUTROS SERVIÇOS DE SAÚDE A SEREM COMPLEMENTADOS, DE NATUREZA CONTÍNUA .";"1";"25000,00"
"58000";"Ministério da Pesca e Aquicultura - Unidades ";"580013";"SUPERINT.FED.DE PESCA E AQUICULTURA/AM";"12015";"5800130600001201500001";"ENERGIA ELETRICA - FORNECIMENTO MERCADO REGULADO";"";"1";"55000,00"
"25000";"Ministério da Economia - Unidades com vínculo";"170227";"INSPETORIA DA RFB EM BELO HORIZONTE";"12015";"1702270700018201500001";"ARMAZENAGEM EM GERAL";"GUARDA E ARMAZENAGEM EM DEPENDÊNCIAS AEROPORTUÁRIAS DE MERCADORIAS SUJEITAS À APLICAÇÃO DE PENA DE PERDIMENTO POR ABANDONO, NA FORMA DO ART. 31 DO DECRETO-L EI Nº 1.455, DE 07/04/76.";"1";"30000,00"
"52121";"Comando do Exército";"160074";"PARQUE REGIONAL DE MANUTENCAO/8";"12015";"1600740600090201500001";"ENERGIA ELETRICA - FORNECIMENTO MERCADO REGULADO";"FORNECIMENTO DE ENERGIA ELÉTRICA";"12";"216000,00"
"37202";"Instituto Nacional do Seguro Social";"510181";"SUPERINTENDENCIA REGIONAL SUL";"12015";"5120060500025201400001";"EQUIPAMENTO VIDEOCONFERÊNCIA";"EQUIPAMENTO VIDEOCONFERÊNCIA, NOME EQUIPAMENTO VIDEOCONFERÊNCIA - CODEC DE VID EOCONFERÊNCIA TIPO APPLIANCE (NÃO BASEADO EM PC). COMPOSTO DE UMA UNIDADE DE P ROCESSAMENTO DE ÁUDIO E VÍDEO (CPU), 1 CÂMERA PRINCIPAL, 2 MICROFONES, 1 CONTR OLE REMOTO, CABOS DE CONEXÃO E DEMAIS ACESSÓRIOS PREVISTOS NA COMPOSIÇÃO PARA O FUNCIONAMENTO DO EQUIPAMENTO.O CODEC DEVE POSSUIR SUPORTE INTEGRADO PARA QUE  SEJA PERFEITAMENTE APOIADO EM UMA MESA. DEMAIS ESPECIFICAÇÕES ESTÃO DESCRITAS  NO ANEXO I-B DO EDITAL. ENDEREÇOS DE ENTREGA REFERENTES A CADA ÓRGÃO PARTICIP ANTE ESTÃO PREVISTOS NO ANEXO I-D DO EDITAL.";"9";"150455,60"
