"N˙mero Contrato";"CÛdigo ”rg„o Superior";"Nome ”rg„o Superior";"CÛdigo ”rg„o";"Nome ”rg„o";"CÛdigo UG";"Nome UG";"N˙mero Termo Aditivo";"Data PublicaÁ„o";"Objeto"
"102015";"20000";"PRESIDENCIA DA REPUBLICA";"20213";"EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTU¡RIA";"125260";"AEROPORTO PALMAS/SBPJ";"12015";"18/04/2017";"Objeto: RepactuaÁ„o dos valores contratuais devido ao aumento do sal·rio mÌnimo a partir de 16/05/2015, 01/01/2016 e 01/01/2017; reajuste vale transporte a partir de 01/08/2016 e prorrogaÁ„o contratual por mais 24 meses, com inÌcio em 16/05/17 e tÈrmino 15/05/19"
"102015";"20000";"PRESIDENCIA DA REPUBLICA";"20213";"EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTU¡RIA";"125260";"AEROPORTO PALMAS/SBPJ";"22015";"08/06/2018";"Objeto: RepactaÁ„o dos valores contratuais, a partir de 01/01/2018, em virtude do decreto n  9.255/2017 e reajuste de vale transporte, a partir de 26/06/2017, de acordo com o decreto n  1.349/2017"
"132015";"20000";"PRESIDENCIA DA REPUBLICA";"20213";"EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTU¡RIA";"125092";"AEROPORTO DE FOZ DO IGUA«U/SBFI";"12015";"26/02/2016";"Objeto: RepactuaÁ„o do valor contratual passando o valor mensal de r$ 123.463,03 para r$ 136.044,09. aviso previo passa de r4 15.561,62 para r$ 17,255,04."
"132015";"20000";"PRESIDENCIA DA REPUBLICA";"20213";"EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTU¡RIA";"125092";"AEROPORTO DE FOZ DO IGUA«U/SBFI";"22015";"21/10/2016";"Objeto: Revisao e repactuacao contratual passando o valor mensal de r$ 136.044,09 para r$ 154.461,44. aviso previo de r$ 17.255,04 para r$ 19.517,92. adii de r$ 36.789,74 para r$ 37.188,11."
"132015";"20000";"PRESIDENCIA DA REPUBLICA";"20213";"EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTU¡RIA";"125092";"AEROPORTO DE FOZ DO IGUA«U/SBFI";"32015";"19/09/2017";"Objeto: Repactuacao dos valores contratuais 2015 e 2016, bem como prorrogacao contratual por mais 30 meses, passando o valor mensal de r$ 154.461,44 para r$ 163.025,81. adi de r$ 19.517,92 para r$ 20.592,29, adii mantido em r$ 37.188,11."
"262015";"20000";"PRESIDENCIA DA REPUBLICA";"20213";"EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTU¡RIA";"125090";"AEROPORTO DE CURITIBA/SBCT";"12015";"17/11/2015";"Objeto: Supress. contrat., a partir de 01/11/15, de 04 apac s e 01 supervisor; acrÈsc. contrat., a partir de 01/11/15, de 08 apac s, 01 supervisor, 04 detect. de metais e 01 r·dio portatil digital."
"262015";"20000";"PRESIDENCIA DA REPUBLICA";"20213";"EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTU¡RIA";"125090";"AEROPORTO DE CURITIBA/SBCT";"22015";"09/03/2016";"Objeto: RepactuaÁ„o dos valores contratuais a partir de 01/04/2015 cct 2014/2015 e prorrogaÁ„o do prazo contratual por mais 12 meses, com inÌcio em 01/04/2016 e tÈrmino previsto para 31/03/2017"
"312015";"20000";"PRESIDENCIA DA REPUBLICA";"20213";"EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTU¡RIA";"125070";"CENTRO DE SUPORTE ADMINISTRATIVO DE SAO PAULO";"12015";"30/05/2016";"Objeto: ProrrogaÁ„o do prazo contratual por mais 12 meses com inicio em 07/05/2016 e tÈrmino em 06/05/2017 e o reajuste do valor estimado do contrato em 8,12863% a partir de 04/2016."
"322015";"41000";"MINISTERIO DAS COMUNICACOES";"41000";"MINISTERIO DAS COMUNICACOES";"925150";"TELECOMUNICA«’ES BRASILEIRAS S.A.";"12015";"14/03/2016";"OBJETO: ProrrogaÁ„do prazo de vigÍncia do contrato original, por mais 12 meses, a contar de 27/02/2016"
"322015";"41000";"MINISTERIO DAS COMUNICACOES";"41000";"MINISTERIO DAS COMUNICACOES";"925150";"TELECOMUNICA«’ES BRASILEIRAS S.A.";"22015";"24/03/2017";"OBJETO: ProrrogaÁ„o do prazo de vigÍncia do contrato original, por mais 12 meses, a contar de 27/02/2017."
"322015";"41000";"MINISTERIO DAS COMUNICACOES";"41000";"MINISTERIO DAS COMUNICACOES";"925150";"TELECOMUNICA«’ES BRASILEIRAS S.A.";"22018";"24/03/2017";"OBJETO: ProrrogaÁ„o do instrumento contratual por um perÌodo de 12 meses a contar de 27/02/2017."
