"N˙mero Contrato";"CÛdigo ”rg„o Superior";"Nome ”rg„o Superior";"CÛdigo ”rg„o";"Nome ”rg„o";"CÛdigo UG";"Nome UG";"N˙mero Apostilamento";"DescriÁ„o Apostilamento";"Valor Apostilamento";"Data de inclus„o";"SituaÁ„o Apostilamento"
"72015";"20000";"PRESIDENCIA DA REPUBLICA";"20102";"GABINETE DA VICE-PRESIDENCIA DA REPUBLICA";"110101";"VPR_GABIN.DA VICE_PRESIDENCIA DA REPUBLICA/DF";"00300001122201442";"REFERENTE AO PROCESSO DE REPACUTAÁ„O DOS VALORES DOS SAL·RIOS E VALE ALIMENTAÁ„O, DESTINADO AOS TRABALHADORES VINCULADOS AO CONTRATO N∫ 07/2015, COM B                                                     ASE NA CCT/2015-00131.";"50502,10";"17/12/2015";"Encerrado"
"72015";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GEST√O";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GEST√O";"201013";"COORDENA«√O DE EXECU«√O ORC. E FINANCEIRA";"000000000052/2017";"RepactuaÁ„o de preÁos, para o perÌodo de 01/01/2017 a 22/03/2018.";"22766,80";"17/11/2017";"Encerrado"
"72015";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GEST√O";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GEST√O";"201013";"COORDENA«√O DE EXECU«√O ORC. E FINANCEIRA";"000000000042/2016";"REPACTUAÁ„O DE PREÁOS AO CONTRATO N∫07/2015.";"155730,00";"07/11/2016";"Encerrado"
"72015";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GEST√O";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GEST√O";"201013";"COORDENA«√O DE EXECU«√O ORC. E FINANCEIRA";"000000000010/2017";"APOSTILAMENTO";"2000,00";"13/11/2017";"Pendente"
"72015";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GEST√O";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GEST√O";"201013";"COORDENA«√O DE EXECU«√O ORC. E FINANCEIRA";"000000000002/2018";"REVIS„O DA REPACTUAÁ„O AO CONTRATO N.∫ 07/2015.";"37535,50";"07/02/2018";"Encerrado"
"72015";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GEST√O";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GEST√O";"201013";"COORDENA«√O DE EXECU«√O ORC. E FINANCEIRA";"000000000046/2016";"Revis„o da RepactuaÁ„o de PreÁos ocorrida atravÈs da Apostila n∫ 42/2016.";"9992,40";"16/12/2016";"Encerrado"
"12015";"24000";"MINISTERIO DA CIENCIA,TECNOLOGIA E INOVA«√O";"20301";"COMISSAO NACIONAL DE ENERGIA NUCLEAR";"113205";"SAE-CNEN/CENTRO DESENV.TECNOLOGIA NUCLEAR/MG";"000000000002/2018";"REPACTUA«√O EM FUN«√O DOS EFEITOS DECORRENTES DA CCT-2018.";"14896,90";"07/05/2018";"Encerrado"
"12015";"24000";"MINISTERIO DA CIENCIA,TECNOLOGIA E INOVA«√O";"20301";"COMISSAO NACIONAL DE ENERGIA NUCLEAR";"113205";"SAE-CNEN/CENTRO DESENV.TECNOLOGIA NUCLEAR/MG";"00000000000012016";"RepactuaÁ„o em funÁ„o dos efeitos da CCT-2016 e majoraÁ„o da tarifa do vale                                                                 transporte";"14276,60";"07/03/2016";"Encerrado"
"12015";"24000";"MINISTERIO DA CIENCIA,TECNOLOGIA E INOVA«√O";"20301";"COMISSAO NACIONAL DE ENERGIA NUCLEAR";"113205";"SAE-CNEN/CENTRO DESENV.TECNOLOGIA NUCLEAR/MG";"00000000000032017";"REPACTUA«√O DO CONTRATO PARA INCLUS√O DOS EFEITOS DA CCT-2017 E MAJORA«√O D                                               A TARIFA DO VALE TRANSPORTE.";"10230,50";"16/02/2017";"Encerrado"
"32015";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193108";"IBAMA - GER NCIA EXECUTIVA EM GOI¡S";"00000000000022016";"Concess„o de repactuaÁ„o ao Contrato n∫ 3/2015 a partir de abril/2015.";"24485,00";"16/02/2016";"Encerrado"
