"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Número Contrato";"Código Item Compra";"Descrição Item Compra";"Descrição Complementar Item Compra";"Quantidade Item";"Valor Item"
"25000";"Ministério da Economia - Unidades com vínculo";"170041";"DELEGACIA DA RFB EM FORTALEZA";"12013";"1700410600001201300001";"ENERGIA ELETRICA - FORNECIMENTO MERCADO REGULADO";"SERVIÇO DE FORNECIMENTO DE ENERGIA ELÉTRICA ÀS AGÊNCIAS JURISDICIONADAS A DRF/ FOR, LOCALIZADAS NOS MUNICÍPIOS DE ARACATI, BATURITÉ, CAUCAIA, ITAPIPOCA, MARA NGUAPE, QUIXADÁ, QUIXERAMOBIM E RUSSAS.";"1";"210000,00"
"25000";"Ministério da Economia - Unidades com vínculo";"170040";"SUPERINTENDENCIA REGIONAL DA RFB NA 3A RF";"12013";"1700400600001201300001";"ASSINATURA DE JORNAIS, REVISTAS E PERIODICOS";"DESPESA COM RENOVACAO DA ASSINATURA DE PERIODICOS DA REVISTA LILICON, COM SERV ICOS DE CONSULTORIA EM LICITACOES E CONTRATOS ADMINISTRATIVOS, INCLUINDO SENHA  PARA ACESSO A CONSULTORIA VIA WEB NP DIGITAL, PARA O PERIODO DE 12 MESES.";"1";"210000,00"
"52121";"Comando do Exército";"160521";"3ª BATERIA DE ARTILHARIA ANTIAEREA";"12014";"1605210700009201400001";"ASSISTENCIA MEDICA - HOSPITALAR / DOMICILIAR COMPLEMENTAR DESAUDE / CONVÊNIO";"PRESTAÇÃO DE SERVIÇOS MÉDICOS E AMBULATORIAIS EM DIVERSAS ESPECIALIDADES E PRO CEDIMENTOS.";"1";"100000,00"
"52121";"Comando do Exército";"160098";"BASE ADMINISTRATIVA DO CMDO DE OP ESPECIAIS";"12016";"1600980700001201600001";"ASSISTENCIA MEDICA - HOSPITALAR / DOMICILIAR COMPLEMENTAR DESAUDE / CONVÊNIO";"SERVIÇO HOSPITALAR E PATOLOGIA CLÍNICA.";"1";"300000,00"
"26414";"Instituto Federal do Mato Grosso";"158970";"INST.FED.MATO GROSSO/CAMPUS PRIMAVERA DO LEST";"12016";"1584930500009201500012";"INSTALACAO / MANUTENCAO - PECA / ACESSORIO DE VEICULO AUTOMOTIVO";"FORNECIMENTO DE PEÇAS PARA OS VEÍCULOS PERTENCENTES AO IFMT CAMPIS RONDONOPOLI S, PONTES E LACERDA, JUINA, SÃO VICENTE, CONFRESA, PRIMAVERA DO LESTE, CACERES , BELA VISTA.";"12";"90000,00"
"26414";"Instituto Federal do Mato Grosso";"158970";"INST.FED.MATO GROSSO/CAMPUS PRIMAVERA DO LEST";"12016";"0";"Inválido";"Inválido";"96";"7500,00"
"52121";"Comando do Exército";"160529";"ARSENAL DE GUERRA DE SAO PAULO";"12016";"1605290200002201600001";"INSTALACAO/MANUTENCAO - CIRCUITO FECHADO TV";"SERVIÇO DE IMPLANTAÇÃO DA 2ª (SEGUNDA) FASE DO PROJETO DE VIGILÂNCIA (SERVIÇO DE ENGENHARIA)  PROJETO PARA FORNECIMENTO E INSTALAÇÃO DE SISTEMA DE CFTV";"1";"69559,50"
"52121";"Comando do Exército";"160098";"BASE ADMINISTRATIVA DO CMDO DE OP ESPECIAIS";"12016";"1600980700001201600001";"ASSISTENCIA MEDICA - HOSPITALAR / DOMICILIAR COMPLEMENTAR DESAUDE / CONVÊNIO";"SERVIÇO HOSPITALAR E PATOLOGIA CLÍNICA.";"1";"300000,00"
"52111";"Comando da Aeronáutica";"120643";"BASE AEREA DE SANTA MARIA";"12017";"1200760500054201600375";"CONSTRUCAO / MANUTENCAO / REFORMA - TELHADO";"LOTE 8 - COBERTURA DE TELHAS CERÂMICAS TIPO MARSELHA OU FRANCESA - FORNECIMENT O E INSTALAÇÃO  (MATERIAL E MÃO-DE-OBRA), SERVIÇO CONFORME ANEXO A.";"70";"3360,00"
"52111";"Comando da Aeronáutica";"120643";"BASE AEREA DE SANTA MARIA";"12017";"1200760500054201600057";"INSTALACAO / MANUTENCAO DE VIDRO TEMPERADO/ LAMINADO/CRISTALACRILICO/EM PORTA / JANELA / BOX";"LOTE 1 - FORNECIMENTO E INSTALAÇÃO DE PORTA EM VIDRO TEMPERADO, ESPESSURA 8MM,  PARA BOX COM DIVISÓRIAS EM ALVENARIA OU PEDRA NATURA, INCLUINDO-SE ACESSÓRIOS  (BATENTE COM CANTONEIRA DE ALUMÍNIO, DOBRADIÇAS E TARJETA PARA FECHAMENTO CRO MADAS), BEM COMO JATEAMENTO (MATERIAL E MÃO-DE-OBRA), SERVIÇO CONFORME ANEXO A .";"16";"4784,00"
"52111";"Comando da Aeronáutica";"120643";"BASE AEREA DE SANTA MARIA";"12017";"1200760500054201600044";"INSTALACAO / MANUTENCAO DE VIDRO TEMPERADO/ LAMINADO/CRISTALACRILICO/EM PORTA / JANELA / BOX";"LOTE 1 - FORNECIMENTO E INSTALAÇÃO DE  VIDRO TEMPERADO INCOLOR, ESPESSURA 8 MM  INCLUSIVE MASSA PARA VEDAÇÃO, SERVIÇO CONFORME ANEXO A.";"12";"3574,60"
"37202";"Instituto Nacional do Seguro Social";"511080";"GERENCIA EXECUTIVA CUIABA";"12017";"5110800500014201600001";"MANUTENCAO - EQUIPAMENTOS GRAFICOS";"CONTRATAÇÃO DE SERVIÇOS DE ASSISTÊNCIA TÉCNICA AO PARQUE DE EQUIPAMENTOS DE IN FORMÁTICA DA GERÊNCIA EXECUTIVA DO INSS EM CUIABÁ E SINOP/MT E DEMAIS UNIDADES  DE SUA ABRANGÊNCIA, COMPREENDENDO MANUTENÇÃO CORRETIVA DE HARDWARE COM FORNEC IMENTO INTEGRAL DE PEÇAS, COMPONENTES E ACESSÓRIOS.";"1";"86700,00"
"52111";"Comando da Aeronáutica";"120643";"BASE AEREA DE SANTA MARIA";"12017";"1200760500054201600396";"CONFECCAO / INSTALACAO - CALHA";"LOTE 8 - INSTALAÇÃO/SUBSTITUIÇÃO DE CALHA EM CHAPA DE AÇO GALVANIZADO N  24, D ESENVOLVIMENTO 33 CM, INCLUINDO VEDAÇÃO E ACABAMENTOS DIVERSOS (MATERIAL E MÃO -DE-OBRA), SERVIÇO CONFORME ANEXO A.";"98";"5684,00"
"52111";"Comando da Aeronáutica";"120643";"BASE AEREA DE SANTA MARIA";"12017";"1200760500054201600069";"OBRAS CIVIS - PEQUENAS OBRAS / PINTURA EM GERAL";"LOTE 1 - PINTURA ACRÍLICA EM PAREDE INTERNA/EXTERNA, COM DUAS DEMÃOS, SERVIÇO CONFORME ANEXO A.";"1200";"11880,00"
"52111";"Comando da Aeronáutica";"120643";"BASE AEREA DE SANTA MARIA";"12017";"1200760500054201600121";"MANUTENCAO / REFORMA PREDIAL";"LOTE 1 - REMOÇÃO DE TACOS E RODAPÉS DE MADEIRA INCLUSIVE DESTINO DE MATERIAL, SERVIÇO CONFORME ANEXO A.";"70";"769,30"
"52111";"Comando da Aeronáutica";"120643";"BASE AEREA DE SANTA MARIA";"12017";"1200760500054201600376";"CONSTRUCAO / MANUTENCAO / REFORMA - TELHADO";"LOTE 8 - COLOCAÇÃO DE CUMEEIRA CERÂMICA - FORNECIMENTO E INSTALAÇÃO  (MATERIAL  E MÃO-DE-OBRA), SERVIÇO CONFORME ANEXO A.";"20";"460,00"
"52111";"Comando da Aeronáutica";"120643";"BASE AEREA DE SANTA MARIA";"12017";"1200760500054201600056";"INSTALACAO / MANUTENCAO DE VIDRO TEMPERADO/ LAMINADO/CRISTALACRILICO/EM PORTA / JANELA / BOX";"LOTE 1 - FORNECIMENTO E INSTALAÇÃO DE PORTA EM VIDRO TEMPERADO, ESPESSURA 10MM , INCLUINDO ACESSÓRIOS (FECHADURA, PUXADORES, MOLA DE PISO E DEMAIS FERRAGENS) , BEM COMO SERVIÇOS COMPLEMENTARES PARA INSTALAÇÃO, DEMOLIÇÃO DE PISO E ARREMA TES APÓS COLOCAÇÃO DA MOLA E DAS PEÇAS COMPLEMENTARES PARA FUNCIONAMENTO DA PO RTA (MATERIAL E MÃO-DE-OBRA), SERVIÇO CONFORME ANEXO A.";"8";"5592,00"
"52111";"Comando da Aeronáutica";"120643";"BASE AEREA DE SANTA MARIA";"12017";"1200760500054201600186";"CONFECÇÃO DE TRABALHOS EM GRANITO";"LOTE 4 - FORNECIMENTO E INSTALAÇÃO DE CUBA DE LOUÇA REDONDA OU OVAL, DE EMBUTI R, EM BANCADA DE LAVATÓRIO, DIÂMETRO DE 40 CM , INCLUINDO ACESSÓRIOS (VÁLVULAS , SIFÃO, TORNEIRA CROMADA, ETC) E ACABAMENTOS DIVERSOS, SERVIÇO CONFORME ANEXO  A.";"4";"1392,00"
"52111";"Comando da Aeronáutica";"120643";"BASE AEREA DE SANTA MARIA";"12017";"1200760500054201600066";"JATEAMENTO";"LOTE 1 - JATEAMENTO COMERCIAL EM VIDRO TEMPERADO (MATERIAL E MÃO-DE-OBRA), SER VIÇO CONFORME ANEXO A.";"16";"464,00"
"52111";"Comando da Aeronáutica";"120643";"BASE AEREA DE SANTA MARIA";"12017";"1200760500054201600394";"CONSTRUCAO / MANUTENCAO / REFORMA - TELHADO";"LOTE 8 - INSTALAÇÃO DE TUBO DE QUEDA PVC 150MM PARA CALHA EM BEIRAL DE TELHADO , INCLUSIVE ABRAÇADEIRAS E ACESSÓRIOS (MATERIAL E MÃO-DE-OBRA), SERVIÇO CONFOR ME ANEXO A.";"15";"675,00"
"52111";"Comando da Aeronáutica";"120643";"BASE AEREA DE SANTA MARIA";"12017";"1200760500054201600045";"CONFECCAO / INSTALACAO - VIDRO / ESPELHO / MOLDURA";"LOTE 1 - FORNECIMENTO E INSTALAÇÃO DE ESPELHO DE CRISTAL, ESPESSURA DE 4 MM CO M MOLDURA EM ALUMÍNIO E COMPENSADO PLASTIFICADO DE 6 MM, COLADO, SERVIÇO CONFO RME ANEXO A.";"4";"1195,40"
"52111";"Comando da Aeronáutica";"120643";"BASE AEREA DE SANTA MARIA";"12017";"1200760500054201600397";"CONFECCAO / INSTALACAO - CALHA";"LOTE 8 - INSTALAÇÃO/SUBSTITUIÇÃO DE CALHA EM CHAPA DE AÇO GALVANIZADO N  24, D ESENVOLVIMENTO 50 CM INCLUINDO VEDAÇÃO E ACABAMENTOS DIVERSOS (MATERIAL E MÃO- DE-OBRA), SERVIÇO CONFORME ANEXO A.";"12";"780,00"
"52111";"Comando da Aeronáutica";"120643";"BASE AEREA DE SANTA MARIA";"12017";"1200760500054201600079";"OBRAS CIVIS - PEQUENAS OBRAS / PINTURA EM GERAL";"LOTE 1 - PINTURA ESMALTE (FOSCO, ACETINADO E BRILHANTE) PARA MADEIRA, EM DUAS DEMÃOS, INCLUSO APARELHAMENTO COM FUNDO NIVELADOR BRANCO FOSCO, SERVIÇO CONFOR ME ANEXO A.";"65";"1624,30"
"52111";"Comando da Aeronáutica";"120643";"BASE AEREA DE SANTA MARIA";"12017";"1200760500054201600026";"MANUTENCAO / REFORMA PREDIAL";"LOTE 1 - EXECUÇÃO DE REBOCO EM PAREDE INTERNA, ESPESSURA DE 5 MM, SERVIÇO CONF ORME ANEXO A.";"35";"624,40"
"52111";"Comando da Aeronáutica";"120643";"BASE AEREA DE SANTA MARIA";"12017";"1200760500054201600051";"INSTALACAO / MANUTENCAO - ESQUADRIA";"LOTE 1 - FORNECIMENTO E INSTALAÇÃO DE JANELA DE ALUMÍNIO BRANCO, DE CORRER, IN CLUINDO VIDROS LISOS, DUAS FOLHAS A QUATRO FOLHAS, SERVIÇO CONFORME ANEXO A.";"24";"10775,70"
"52111";"Comando da Aeronáutica";"120643";"BASE AEREA DE SANTA MARIA";"12017";"1200760500054201600021";"MANUTENCAO / REFORMA PREDIAL";"LOTE 1 - EXECUÇÃO DE CHAPISCO EM TETO, INTERNO OU EXTERNO, ESPESSURA DE 5 MM, SERVIÇO CONFORME ANEXO A.";"35";"999,90"
"52111";"Comando da Aeronáutica";"120643";"BASE AEREA DE SANTA MARIA";"12017";"1200760500054201600393";"CONSTRUCAO / MANUTENCAO / REFORMA - TELHADO";"LOTE 8 - INSTALAÇÃO DE TUBO DE QUEDA PVC 100MM PARA CALHA EM BEIRAL DE TELHADO , INCLUSIVE ABRAÇADEIRAS E ACESSÓRIOS (MATERIAL E MÃO-DE-OBRA), SERVIÇO CONFOR ME ANEXO A.";"37";"1017,50"
"52111";"Comando da Aeronáutica";"120643";"BASE AEREA DE SANTA MARIA";"12017";"1200760500054201600072";"OBRAS CIVIS - PEQUENAS OBRAS / PINTURA EM GERAL";"LOTE 1 - PINTURA COM TINTA ACRÍLICA EM TELHAS CERÂMICAS, TRÊS DEMÃOS, INCLUIND O LIMPEZA, SERVIÇO CONFORME ANEXO A.";"340";"6966,60"
"25000";"Ministério da Economia - Unidades com vínculo";"170312";"DELEGACIA ESPEC.RFB DE ADMIN. TRIBUTARIA/SP";"12017";"1701410500003201600008";"MANUTENCAO / REFORMA PREDIAL";"SERVIÇO DE REBOCO INCLUINDO CHAPISCO E DESEMPENAMENTO DE PAREDE  , TRAÇO 1:4:5";"1065";"26997,70"
"25000";"Ministério da Economia - Unidades com vínculo";"170312";"DELEGACIA ESPEC.RFB DE ADMIN. TRIBUTARIA/SP";"12017";"1701410500003201600003";"OBRAS CIVIS - PEQUENAS OBRAS / PINTURA EM GERAL";"SERVIÇO DE PINTURA ACRÍLICA EM PAREDE EXTERNA, COM RETOQIE DE REBOCO, APLICAÇÃ O DE ADITIVO IMPERMEABILIZANTE E MASSA ACRÍLICA , COM FORNECIMENTO DE MATERIAL";"2565";"62329,50"
"52111";"Comando da Aeronáutica";"120643";"BASE AEREA DE SANTA MARIA";"12017";"1200760500054201600015";"MANUTENCAO / REFORMA PREDIAL";"LOTE 1 - EMASSAMENTO COM MASSA ACRÍLICA EM PAREDE INTERNA/EXTERNA, EM DUAS DEM ÃOS, SERVIÇO CONFORME ANEXO A.";"340";"4930,00"
"52111";"Comando da Aeronáutica";"120643";"BASE AEREA DE SANTA MARIA";"12017";"1200760500054201600197";"CONFECÇÃO DE TRABALHOS EM GRANITO";"LOTE 4 - INSTALAÇÃO DE SOLEIRA EM GRANITO POLIDO, LARGURA DE 15 CM, ESPESSURA DE 3 CM COM COMPRIMENTO VARIÁVEL - FORNECIMENTO E INSTALAÇÃO, SERVIÇO CONFORME  ANEXO A.";"15";"2100,00"
"52111";"Comando da Aeronáutica";"120643";"BASE AEREA DE SANTA MARIA";"12017";"1200760500054201600087";"INSTALACAO / MANUTENCAO - PISO GERAL";"LOTE 1 - PISO EM CONCRETO SIMPLES, DESEMPENADO, ESPESSURA DE 7 CM, INCLUSO JUN TAS DE DILATAÇÃO E LASTRO IMPERMEABILIZADO, SERVIÇO CONFORME ANEXO A.";"120";"5880,00"
"25000";"Ministério da Economia - Unidades com vínculo";"170312";"DELEGACIA ESPEC.RFB DE ADMIN. TRIBUTARIA/SP";"12017";"1701410500003201600004";"OBRAS CIVIS - PEQUENAS OBRAS / PINTURA EM GERAL";"PINTURA COM TINTA ACRÍLICA PARA INTERIOR , COM DUAS DEMÃOS";"2445";"21516,00"
"52111";"Comando da Aeronáutica";"120643";"BASE AEREA DE SANTA MARIA";"12017";"1200760500054201600405";"CONSTRUCAO / MANUTENCAO / REFORMA - TELHADO";"LOTE 8 - MADEIRAMENTO PARA COBERTURA DE TELHA CERÂMICA - FORNECIMENTO E INSTAL AÇÃO (MATERIAL E MÃO-DE-OBRA), SERVIÇO CONFORME ANEXO A.";"70";"3570,00"
"52111";"Comando da Aeronáutica";"120643";"BASE AEREA DE SANTA MARIA";"12017";"1200760500054201600386";"INSTALACAO - FORRO PVC";"LOTE 8 - FORRO DE PVC, LÂMINAS DE 10 CM X 8 MM X 600 CM INCLUSIVE  ENTARUGAMEN TO (ESTRUTURA) E RODAFORRO DE PVC - FORNECIMENTO E INSTALAÇÃO, SERVIÇO CONFORM E ANEXO A.";"100";"7800,00"
"52111";"Comando da Aeronáutica";"120643";"BASE AEREA DE SANTA MARIA";"12017";"1200760500054201600132";"INSTALAÇAO CORRIMOES DE FERRO";"LOTE 1 - SUBSTITUIÇÃO/INSTALAÇÃO DE CORRIMÃO METÁLICO TUBULAR DE AÇO GALVANIZA DO 1 1/4' INCLUINDO PINTURA DE FUNDO ANTICORROSIVO E PINTURA ESMALTE ALTO BRIL HO PARA ACABAMENTO, SERVIÇO CONFORME ANEXO A.";"12";"4176,00"
"52111";"Comando da Aeronáutica";"120643";"BASE AEREA DE SANTA MARIA";"12017";"1200760500054201600023";"MANUTENCAO / REFORMA PREDIAL";"LOTE 1 - EXECUÇÃO DE EMBOÇO EM TETO, INTERNO OU EXTERNO, ESPESSURA DE 15 MM, S ERVIÇO CONFORME ANEXO A.";"35";"629,30"
"52111";"Comando da Aeronáutica";"120643";"BASE AEREA DE SANTA MARIA";"12017";"1200760500054201600059";"INSTALACAO / MANUTENCAO - PISO GERAL";"LOTE 1 - FORNECIMENTO E INSTALAÇÃO DE REVESTIMENTO TIPO PORCELANATO EM PISO OU  PAREDE, POLIDO E RETIFICADO, INCLUINDO REJUNTAMENTO COM REJUNTE BRANCO, SERVI ÇO CONFORME ANEXO A.";"460";"36105,40"
"52111";"Comando da Aeronáutica";"120643";"BASE AEREA DE SANTA MARIA";"12017";"1200760500054201600365";"CONSTRUCAO / MANUTENCAO / REFORMA - TELHADO";"LOTE 8 - APLICAÇÃO DE SOLUÇÃO IMUNIZANTE INCOLOR PARA MADEIRAMENTO DE COBERTUR A E FORROS (ANTI-CUPIM) - FORNECIMENTO E APLICAÇÃO (MATERIAL E MÃO-DE-OBRA), S ERVIÇO CONFORME ANEXO A.";"150";"450,00"
