"Número Contrato";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Número Apostilamento";"Descrição Apostilamento";"Valor Apostilamento";"Data de inclusão";"Situação Apostilamento"
"42017";"20000";"PRESIDENCIA DA REPUBLICA";"20214";"AGENCIA NACIONAL DE AVIAÇÃO CIVIL - ANAC";"113217";"UNIDADE REGIONAL DE SÃO PAULO - ANAC";"0003/2018/GTAF-SP";"REGISTRO DA VARIAçãO DO VALOR DO CONTRATO Nº 004/ANAC/2017 EM R$ 31.023,87, EM DECORRêNCIA DA CONCESSãO DA SUA 2ª REPACTUAçãO, MOTIVADA PELAS CCTS MR011180/2018 E SP002817/2018, QUE REAJUSTAM O PISO SALARIAL E OUTROS BENEFíCIOS DAS CATEGORIAS DE MENSAGEIRO E RECEPCIONISTA, A PARTIR DE 01/01/2018, CO                                    NFORME PARECER Nº 11(SEI)/2018/GTAF-SP.";"31023,80";"17/05/2018";"Encerrado"
"42017";"20000";"PRESIDENCIA DA REPUBLICA";"20214";"AGENCIA NACIONAL DE AVIAÇÃO CIVIL - ANAC";"113217";"UNIDADE REGIONAL DE SÃO PAULO - ANAC";"0002/2017/GTAF-SP";"Repactuação de preços do CONTRATO ORIGINAL, a partir de 1º de maio de 2017, perfazendo o montante estimado de R$ 31.291,86 (trinta e um mil duzentos e noventa e um reais e oitenta e seis centavos), referente ao período de 01/ 05/2017 a 28/02/2018, conforme Parecer nº 27(SEI)/2017/GTAF-SP/SAF (SEI nº                                                                  1005805).";"31291,80";"05/09/2017";"Encerrado"
"42017";"20000";"PRESIDENCIA DA REPUBLICA";"20214";"AGENCIA NACIONAL DE AVIAÇÃO CIVIL - ANAC";"113217";"UNIDADE REGIONAL DE SÃO PAULO - ANAC";"0001/2017/GTAF-SP";"REPACTUAçãO DE PREçOS DO CONTRATO 04/ANAC/2017, A PARTIR DE 01/03/2017, CON                FORME PARECER Nº 19(SEI)/2017/GTAF-SP/SAF (SEI Nº 0787435).";"51788,20";"23/06/2017";"Encerrado"
"12017";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193113";"MMA-IBAMA-SUPERINTENDENCIA ESTADUAL/MT";"00000000000022018";"Repactuação devido novo Acordo/Convenção Coletiva.";"7688,10";"22/05/2018";"Encerrado"
"42017";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130069";"SUPERINT.FEDERAL DE AGRIC.PECUARIA E ABASTEC.";"000000000001/2017";"POR FORçA DA CONVENçãO COLETIVA D ETRABALHO 2017/2018 DA CATEGORIA, REGISTR                  ADA NO MTE SOB O Nº MA000050/2017, NA DATA DE 07/03/2017.";"17412,90";"04/01/2018";"Encerrado"
"12017";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170018";"SUP.REGIONAL RECEITA FEDERAL 1A.RF/DF";"000000000001/2018";"COM FULCRO NO .8º DO ART.65 DA LEI Nº8.666/93, INDICA-SE MEDIANTE ESTE INSTRUMENTO, A DOTAçãO ORçAMENTáRIA E A NOTA DE EMPENHO POR ONDE CORRERãO AS DE                 SPESAS DO CONTRATO SRRF01 Nº01/2017, NO EXERCíCIO DE 2018.";"0,00";"09/01/2018";"Encerrado"
"12017";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170047";"DELEGACIA DA REC.FEDERAL EM NATAL/RN";"000000000001/2017";"Repactuação  motiva pelo majoração dos salarios na CCT de 2017/2017.";"3059,50";"18/04/2017";"Encerrado"
"62017";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170055";"SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF/PE";"000000000001-2017";"Recaptuação de acordo com a Convenção Coletiva da Categoria a partir de jan                                                              eiro de 2017.";"4754,10";"01/11/2017";"Encerrado"
"72017";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170055";"SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF/PE";"000000000001-2017";"Recaptuação de acordo com  Convenção Coletiva de Trabalho a partir de janei                                                                ro de 2017.";"1322,50";"01/11/2017";"Encerrado"
"42017";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170078";"SUP.REGIONAL RECEITA FEDERAL 5A.RF/BA";"00000000000012018";"SEGUNDA REPACTUAçãO NO PREçO DOS CONTRATOS DE LIMPEZA E COPEIRAGEM, PARA ADEQUAçãO DO PREçO CONTRATUAL AO INCREMENTO NO CUSTO DA MãO DE OBRA DECORRENTE DO AUMENTO DOS SALáRIOS LEVADO A EFEITO POR CONTA DA CONVENçãO DE TRABALH                               O, REGISTRADA NO MTE SOB O Nº BA000584/2017.";"10582,10";"07/03/2018";"Encerrado"
