"N˙mero Contrato";"CÛdigo ”rg„o Superior";"Nome ”rg„o Superior";"CÛdigo ”rg„o";"Nome ”rg„o";"CÛdigo UG";"Nome UG";"N˙mero Apostilamento";"DescriÁ„o Apostilamento";"Valor Apostilamento";"Data de inclus„o";"SituaÁ„o Apostilamento"
"832015";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GEST√O";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GEST√O";"201013";"COORDENA«√O DE EXECU«√O ORC. E FINANCEIRA";"000000000004/2017";"REAJUSTE DE PRE«OS.";"4300,20";"22/02/2017";"Encerrado"
"12016";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193110";"SUPERINTENDENCIA ESTADUAL-IBAMA/MA";"00000000000000002";"RepactuaÁ„o do Contrato.";"56450,80";"01/02/2017";"Encerrado"
"12016";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193110";"SUPERINTENDENCIA ESTADUAL-IBAMA/MA";"00000000000000001";"PAGAMENTO DE DESPESA COM REPACTUAÁ„O DO CONTRATO E O REEQUILÌBRIO ECONÙMICOFINANCEIRO, POR FORÁA DAS DISPOSIÁıES INCERTAS NA CONVENÁ„O COLETIVA DE TRA                    BALHO - SEGURANÁA PRIVADA 2016 N∫ MA000036/2016 DO MTE.";"115994,30";"29/12/2016";"Encerrado"
"12016";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193112";"IBAMA-SUPERINTENDENCIA ESTADUAL/MS";"00000000000012016";"COM AMPARO NO . 8∫ DO 65 DA LEI 8666/93, ESTA SUPES/IBAMA/MS, EM CUMPRIMENTO AO QUE DISPıE A CL·USULA 12™ DO CONTRATO REFERENCIADO, ASSINADO ENTRE EST E INSTITUTO E A EMPRESA GED PRESTADORA DE SERVIÁOS GERAIS LTDA-ME, DECLARAQUE PARA O PERÌODE DE 11/01/2016 A 29/02/2016, O VALOR MENSAL ESTIMADO DO CONTRATO FOI ALTERADO PARA R$ 59.040,93 (CINQUENTA E NOVE MIL,QUARENTA REAIS";"8401,50";"23/03/2016";"Encerrado"
"12016";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193112";"IBAMA-SUPERINTENDENCIA ESTADUAL/MS";"00000000000000001";"PROCESSO SEI 02014.000044/2015-09 - REPACTUAÁ„O GED PRESTADORA DE SERVIÁOS";"10067,10";"15/06/2018";"Encerrado"
"12016";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193112";"IBAMA-SUPERINTENDENCIA ESTADUAL/MS";"000000000001/2017";"Por este Termo e com amparo no . 8  do Art. 65 da Lei n 8666/93, esta SUPES/IBAMA/MS, em cumprimento ao que dispıe a Cl·usula 12™ do Contrato referenciado, assinado entre esta SUPES/IBAMA/MS e a empresa GED Prestadora de ServiÁos Gerais LTDA-ME, declara que para o perÌodo de 01/01/2017 a 10/01/2017,  o valor mensal estimado do contrato foi alterado para R$ 60.239,79 e que,";"19136,40";"16/02/2017";"Encerrado"
"102015";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193129";"IBAMA - SUPERINTENDENCIA ESTADUAL/SP";"00000000000012016";"REPACTUAÁ„O EM RAZ„O DO DISSÌDIO DA CATEGORIA OCORRIDO EM MAIO/2016.";"129094,30";"01/10/2016";"Encerrado"
"12016";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193183";"IBAMA - GER NCIA EXECUTIVA I - TOCANTINS";"00000000000012017";"REPACTUAÁ„O DE PREÁOS RELATIVA AO CONTRATO N∫ 01/2016, EM RAZ„O DA CONVENÁ„            O COLETIVA DA CATEGORIA DE 2017 TER ESTABELECIDO NOVOS VALORES.";"10781,30";"29/12/2017";"Encerrado"
"12016";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193183";"IBAMA - GER NCIA EXECUTIVA I - TOCANTINS";"00000000000000001";"RepactuaÁ„o conforme CCT 2016/2017 das categorias profissionais envolvidasna prestaÁ„o dos serviÁos, cujas disposiÁıes majoraram componentes de custo                                                             s do contrato.";"18389,70";"15/12/2016";"Encerrado"
"12016";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130005";"COORD.-GERAL DE EXECUCAO OR«.E FIN./DA/MAPA";"000000000009/2018";"PORMOVER REAJUSTE AO CONTRATO 1/2016";"1536856,90";"08/06/2018";"Encerrado"
"12016";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130005";"COORD.-GERAL DE EXECUCAO OR«.E FIN./DA/MAPA";"000000000008/2018";"PROMOVER REAJUSTE AO CONTRATO 1/2016";"1687519,80";"08/06/2018";"Encerrado"
"12016";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130032";"LABORAT”RIO FEDERAL DE DEFESA AGROPECU¡RIA/GO";"000000000001/2016";"Reajuste indicado na ConvenÁ„o Coletiva de Trabalho 2015/2016.";"81611,00";"02/06/2016";"Encerrado"
"12016";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130032";"LABORAT”RIO FEDERAL DE DEFESA AGROPECU¡RIA/GO";"000000000002/2017";"REPACTUAÁ„O CONFORME CONVENÁ„O COLETIVA.";"28792,40";"03/11/2017";"Encerrado"
"42016";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130067";"SUPERINTENDENCIA FED DE AGRIC DO EST DE SP";"00000000000012016";"Acerto de R$ 0,30 (trinta centavos)no termo aditivo____________________.";"0,30";"01/07/2016";"Encerrado"
