"N˙mero Contrato";"CÛdigo ”rg„o Superior";"Nome ”rg„o Superior";"CÛdigo ”rg„o";"Nome ”rg„o";"CÛdigo UG";"Nome UG";"N˙mero Apostilamento";"DescriÁ„o Apostilamento";"Valor Apostilamento";"Data de inclus„o";"SituaÁ„o Apostilamento"
"342014";"20000";"PRESIDENCIA DA REPUBLICA";"20214";"AGENCIA NACIONAL DE AVIA«√O CIVIL - ANAC";"113214";"AGENCIA NACIONAL DE AVIACAO CIVIL - ANAC";"000000000002/2016";"APOSTILAMENTO REFERENTE AO REAJUSTE CONCEDIDO NO VALOR DE 8,97%(IPCA) AO CO                                                            NTRATO 34/2014.";"453406,10";"13/12/2016";"Encerrado"
"342014";"20000";"PRESIDENCIA DA REPUBLICA";"20214";"AGENCIA NACIONAL DE AVIA«√O CIVIL - ANAC";"113214";"AGENCIA NACIONAL DE AVIACAO CIVIL - ANAC";"000000000001/2015";"REGISTRO DA VARIA«√O DO VALOR DO CONTRATO N∫ 34/ANAC/2014, A QUAL SE FAZ EM DECORR NCIA DA CONCESS√O DE REAJUSTE DA ORDEM DE 9,56% SOBRE O VALOR ANUALDO CONTRATO EM QUEST√O, TENDO POR BASE O IPCA - AMPLO, DIVULGADO PELO IBGE.";"512577,60";"18/11/2015";"Encerrado"
"412014";"20000";"PRESIDENCIA DA REPUBLICA";"20214";"AGENCIA NACIONAL DE AVIA«√O CIVIL - ANAC";"113217";"UNIDADE REGIONAL DE S√O PAULO - ANAC";"0003/2016/GTAF-SP";"REPACTUAÁ„O DOS PREÁOS DO CONTRATO, A PARTIR DE 01/05/2016, CONFORME PARECE                                R 6(SEI)/2016/GTAF-SP/SAF (SEI N∫ 0172775).";"15944,20";"16/11/2016";"Encerrado"
"412014";"20000";"PRESIDENCIA DA REPUBLICA";"20214";"AGENCIA NACIONAL DE AVIA«√O CIVIL - ANAC";"113217";"UNIDADE REGIONAL DE S√O PAULO - ANAC";"0001/2015/GTAF-SP";"Registro da variaÁ„o do valor do contrato n∫ 041/ANAC/2014 em decorrÍncia da concess„o da sua Primeira RepactuaÁ„o, motivada pela CCT 2014/2015, n˙mero de registro no MTE SP001939/2015, conforme Parecer n∫ 15/2015/GTAF-SP/SAF                                                                          .";"60954,20";"27/11/2015";"Encerrado"
"412014";"20000";"PRESIDENCIA DA REPUBLICA";"20214";"AGENCIA NACIONAL DE AVIA«√O CIVIL - ANAC";"113217";"UNIDADE REGIONAL DE S√O PAULO - ANAC";"0002/2016/GTAF-SP";"Registro da variaÁ„o do valor do contrato em decorrÍncia da concess„o da sua Segunda RepactuaÁ„o motivada pela CCT 2015/2016, registro no MTE SP001131                             /2106, conforme Parecer n∫ 8/2016/GTAF-SP/SAF.";"54692,90";"07/04/2016";"Encerrado"
"152014";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193124";"IBAMA-SUPERINTENDENCIA ESTADUAL/RS";"000000000006/2016";"MONTANTE RELATIVO A DESPESA COM REEQUILIBRIO ECONOMICO-FINANCEIRO DO CONTRA                                 TO 15/2014, RELATIVO AO EXERCICIO DE 2016.";"41085,90";"08/12/2016";"Encerrado"
"152014";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193124";"IBAMA-SUPERINTENDENCIA ESTADUAL/RS";"000000000007/2016";"MONTANTE APARA PAGAMENTO DO REEQUILIBRIO ECONOMICO-FINANCEIRO DO CONTRATO 1                             5/2014 IBAMA-RS, RELATIVO AO EXERCICO DE 2015.";"27111,10";"09/12/2016";"Encerrado"
"152014";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193124";"IBAMA-SUPERINTENDENCIA ESTADUAL/RS";"000000000004/2018";"O PRESENTE APOSTILAMENTO È REFERENTE AO REEQUILÌBRIO ECONÙMICO-FINANCEIRO D     EVIDO AO ACT 2018/2018 E ABRANGE O PERÌODO DE 01/01/2018 A 22/01/2018.";"3022,10";"13/04/2018";"Encerrado"
"152014";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193124";"IBAMA-SUPERINTENDENCIA ESTADUAL/RS";"000000000004/2017";"PAGAMENTO DE RETROATIVOS,DE ACORDO COM A CONVENÁ„O COLETETIVA DE TRABALHO,N∫ RS000087/2017 DE 10/01/2017, ABRANGENDO DESDE ESTA DATA ATÈ A ADITIVAÁ„O                  DO CONTRATO, QUANDO FOI INCORPORADO O RESPECTIVO AUMENTO.";"32413,00";"30/11/2017";"Encerrado"
"212014";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130032";"LABORAT”RIO FEDERAL DE DEFESA AGROPECU¡RIA/GO";"000000000001/2016";"Reajuste de valores.";"620,70";"28/11/2016";"Encerrado"
