"N˙mero Contrato";"CÛdigo ”rg„o Superior";"Nome ”rg„o Superior";"CÛdigo ”rg„o";"Nome ”rg„o";"CÛdigo UG";"Nome UG";"N˙mero Termo Aditivo";"Data PublicaÁ„o";"Objeto"
"132016";"20000";"PRESIDENCIA DA REPUBLICA";"20213";"EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTU¡RIA";"125111";"AEROPORTO DE ILH…US/SBIL";"12016";"";"Objeto: RepactuaÁ„o contratual"
"1352015";"32000";"MINISTERIO DE MINAS E ENERGIA";"91081";"FURNAS-CENTRAIS ELETRICAS S.A.";"926524";"AMAZONAS GERA«√O E TRANSMISS√O DE ENERGIA S.A";"22017";"28/11/2016";"OBJETO: ManutenÁao oreventiva e corretiva da frota de veiculos maquinas e equipamentos alem deabastecimentos_de combustiveis________________,"
"292016";"41000";"MINISTERIO DAS COMUNICACOES";"41000";"MINISTERIO DAS COMUNICACOES";"925150";"TELECOMUNICA«’ES BRASILEIRAS S.A.";"12016";"16/11/2016";"OBJETO: AlteraÁ„o quantitativa mediante acrÈscimo ao valor do contrato original no percentual de 24,67%"
"32016";"36000";"MINISTERIO DA SAUDE";"36000";"MINISTERIO DA SAUDE";"925305";"EMPRESA BRAS. DE HEMOD. E BIOTETECNOLOGIA";"12016";"22/06/2016";"OBJETO: Exclus„o do serviÁo de acesso ‡ internet para a unidade da Hemobr·s de Cola de Fibrina(Hemope), o que corresponde a uma supress„o de 14,04% (catorze inteiros e quatro centÈsimos p or cento) do valor total do contrato."
"32016";"36000";"MINISTERIO DA SAUDE";"36000";"MINISTERIO DA SAUDE";"925305";"EMPRESA BRAS. DE HEMOD. E BIOTETECNOLOGIA";"22017";"24/02/2017";"OBJETO: Prorrogar a vigÍncia contratual por 12 (doze) meses,nas mesmas condiÁıes, inclusive preÁo."
"32016";"36000";"MINISTERIO DA SAUDE";"36000";"MINISTERIO DA SAUDE";"925305";"EMPRESA BRAS. DE HEMOD. E BIOTETECNOLOGIA";"32017";"30/06/2017";"OBJETO: Acrescer o valor total do contrato em 21,79% (vinte e um vÌrgula setenta e nove pÛr cento)."
"3212016";"32000";"MINISTERIO DE MINAS E ENERGIA";"91081";"FURNAS-CENTRAIS ELETRICAS S.A.";"926524";"AMAZONAS GERA«√O E TRANSMISS√O DE ENERGIA S.A";"12017";"12/05/2017";"OBJETO: ContrataÁao de empresa para confecÁao de cracha funcionalde identificaÁao"
"352015";"36000";"MINISTERIO DA SAUDE";"36000";"MINISTERIO DA SAUDE";"925305";"EMPRESA BRAS. DE HEMOD. E BIOTETECNOLOGIA";"12016";"26/12/2016";"OBJETO: Retificar a vigÍncia contratual, passando de 11 de dezembro de 2016 para 13 de abril de 2017."
"362016";"41000";"MINISTERIO DAS COMUNICACOES";"41000";"MINISTERIO DAS COMUNICACOES";"925150";"TELECOMUNICA«’ES BRASILEIRAS S.A.";"12019";"29/03/2019";"OBJETO: O presente Termo Aditivo tem por objeto a alteraÁ„o quantitativa, visando atender o interesse da Telebras mediante a reduÁ„o de 25% do valor estimado do Contrato nÅ 36/2016/2600 a contar da data de assinatura."
"42016";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"925185";"COMPANHIA DE ARMAZ…NS E SILOS DO EST. DE MG";"12016";"26/09/2016";"OBJETO: AlteraÁ„o qualitativa do objeto do contrato 004/2016."
