"Número Contrato";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Número Apostilamento";"Descrição Apostilamento";"Valor Apostilamento";"Data de inclusão";"Situação Apostilamento"
"52016";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GESTÃO";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GESTÃO";"201063";"SUPERINTENDENCIA DE ADMINISTRACAO DO MP RR";"000000000002/2018";"Reajuste do valor contratado pela variação do IPCA.";"1573,20";"15/03/2018";"Encerrado"
"52016";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GESTÃO";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GESTÃO";"201063";"SUPERINTENDENCIA DE ADMINISTRACAO DO MP RR";"000000000001/2017";"REAJUSTE DE ACORDO COM A VARIAçãO DO INDICE IPCA";"2425,90";"30/03/2017";"Encerrado"
"22016";"20000";"PRESIDENCIA DA REPUBLICA";"20214";"AGENCIA NACIONAL DE AVIAÇÃO CIVIL - ANAC";"113214";"AGENCIA NACIONAL DE AVIACAO CIVIL - ANAC";"00000000000012017";"CONCESSãO DE REAJUSTE AO CONTRATO 02/ANAC/2016 NO VALOR PERCENTUAL DE 7,15%                                         REFERENTE AO PERíODO DE 2016/2017.";"3212,90";"14/08/2017";"Encerrado"
"32016";"20000";"PRESIDENCIA DA REPUBLICA";"20214";"AGENCIA NACIONAL DE AVIAÇÃO CIVIL - ANAC";"113214";"AGENCIA NACIONAL DE AVIACAO CIVIL - ANAC";"000000000001/2017";"CONCESSãO DE REAJUSTE APROXIMADO DE 3,61%, TENDO POR BASE O ÍNDICE DE SERVI çOS DE TELECOMUNICAçõES - IST/ANATEL, TENDO EM VISTA A PREVISãO CONTIDA NO         ITEM 11.1 DA CLáUSULA DéCIMA PRIMEIRA DO CONTRATO Nº 03/ANAC/2016.";"49693,30";"27/09/2017";"Encerrado"
"32016";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193108";"IBAMA - GERÊNCIA EXECUTIVA EM GOIÁS";"00000000000022017";"Complementar o ITEM III, parcela 22, que ficou menor quando do lançamento d                                                      os valores no SERPRO.";"1056,50";"23/05/2017";"Encerrado"
"32016";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193108";"IBAMA - GERÊNCIA EXECUTIVA EM GOIÁS";"00000000000012017";"Reequilíbrio econômico-financeiro do Contrato nº 03/2016.";"90234,60";"23/05/2017";"Encerrado"
"32016";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193122";"IBAMA - SUPERINTENDENCIA ESTADUAL/RR";"000000000002/2017";"VALORES REAJUSTADOS CONFORME PREVISãO DO CONTRATO 3/2016";"18835,00";"27/12/2017";"Encerrado"
"32016";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193122";"IBAMA - SUPERINTENDENCIA ESTADUAL/RR";"000000000001/2016";"O presente termo de apostilamento tem como objetivo a repactuaçao dos valor                                                  es do contrato n.03/2016.";"3085,30";"25/07/2016";"Encerrado"
"42016";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130016";"LABORATÓRIO FEDERAL DE DEFESA AGROPECURIO/PE";"000000000002/2017";"CONCESSãO DA REPACTUAçãO SOBRE O VALOR DO CONTRATO Nº 04/2016, EM DECORRêNC IA DE APURADA VARIAçãO DOS CUSTOS DA PRESTAçãO DOS SERVIçOS, RELATIVAMENTEàS CATEGORIAS PROFISSIONAIS DE SERVENTE DE LIMPEZA, ENCARREGADO E JARDINEIR                                            O, COM DATA-BASE EM 01/01/2017.";"84411,70";"03/04/2017";"Encerrado"
"42016";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130016";"LABORATÓRIO FEDERAL DE DEFESA AGROPECURIO/PE";"000000000003/2018";"CONCESSãO DA REPACTUAçãO SOBRE O VALOR DO CONTRATO Nº 04/2016, EM DECORRêNC IA DE APURADA VARIAçãO DOS CUSTOS DA PRESTAçãO DOS SERVIçOS, RELATIVAMENTEàS CATEGORIAS PROFISSIONAIS DE SERVENTE DE LIMPEZA, ENCARREGADO E JARDINEIR                                            O, COM DATA-BASE EM 01/01/2018.";"22562,00";"09/04/2018";"Encerrado"
