"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Número Contrato";"Código Item Compra";"Descrição Item Compra";"Descrição Complementar Item Compra";"Quantidade Item";"Valor Item"
"52121";"Comando do Exército";"160027";"4º BATALHAO DE ENGENHARIA DE CONSTRUCAO";"12014";"1600270700002201400001";"PUBLICACAO, IMPRESSAO DE JORNAL / REVISTA / LIVRO";"CONTRATAÇÃO DE SERVIÇO DE PUBLICIDADE LEGAL IMPRESSA";"36";"50000,00"
"52121";"Comando do Exército";"160319";"ESCOLA DE SAUDE DO EXERCITO";"12015";"1603190500001201500006";"TELEFONIA FIXA COMUTADA / CONVENCIONAL";"SERVIÇO DE LONGA DISTÂNCIA FIXO-FIXO INTRA-REGIONAL";"1590";"969,90"
"52121";"Comando do Exército";"160319";"ESCOLA DE SAUDE DO EXERCITO";"12015";"1603190500001201500002";"TELEFONIA FIXA COMUTADA / CONVENCIONAL";"ASSINATURA DDR (MÓDULOS COM 50 RAMAIS)";"12";"1908,70"
"52121";"Comando do Exército";"160319";"ESCOLA DE SAUDE DO EXERCITO";"12015";"1603190500001201500004";"TELEFONIA FIXA COMUTADA / CONVENCIONAL";"TRÁFEGO FIXO-FIXO LOCAL";"13882";"2082,30"
"52121";"Comando do Exército";"160319";"ESCOLA DE SAUDE DO EXERCITO";"12015";"1603190500001201500003";"TELEFONIA FIXA COMUTADA / CONVENCIONAL";"INSTALAÇÃO DE FEIXE E1L";"1";"2955,40"
"52121";"Comando do Exército";"160319";"ESCOLA DE SAUDE DO EXERCITO";"12015";"1603190500001201500007";"TELEFONIA FIXA COMUTADA / CONVENCIONAL";"SERVIÇO DE LONGA DISTÂNCIA FIXO-FIXO INTER-REGIONAL";"4769";"3290,60"
"52121";"Comando do Exército";"160319";"ESCOLA DE SAUDE DO EXERCITO";"12015";"1603190500001201500001";"TELEFONIA FIXA COMUTADA / CONVENCIONAL";"ASSINATURA MENSAL FEIXE E1 30 CANAIS";"12";"9738,90"
"52121";"Comando do Exército";"160319";"ESCOLA DE SAUDE DO EXERCITO";"12015";"1603190500001201500008";"TELEFONIA FIXA COMUTADA / CONVENCIONAL";"SERVIÇO DE LONGA DISTÂNCIA FIXO-MÓVEL";"2530";"2783,00"
"52121";"Comando do Exército";"160319";"ESCOLA DE SAUDE DO EXERCITO";"12015";"1603190500001201500005";"TELEFONIA FIXA COMUTADA / CONVENCIONAL";"TRÁFEGO FIXO-MÓVEL LOCAL";"26054";"17456,10"
"36000";"Ministério da Saúde - Unidades com vínculo di";"250025";"SUPERINTENDENCIA ESTADUAL DO MS/MG";"12015";"2500250700005201400001";"FORNECIMENTO DE AGUA E COLETA DE ESGOTO SANITARIO";"FORNECIMENTO DE ÁGUA TRATADA, COLETA E TRATAMENTO DE EFLUENTES DE ESGOTOS SANI TÁRIOS E DE SUAS INSTALAÇÕES, PARA O PRÉDIO DO EDIFÍCIO-SEDE DO NÚCLEO ESTADUA L DO MINISTÉRIO DA SAÚDE EM MINAS, LOCALIZADO NA RUA ESPÍRITO SANTO Nº 500 E P ARA O IMÓVEL DA RUA DOS GUARANIS, Nº 334, CENTRO ? BELO HORIZONTE PARA O FIM D O EXERCÍCIO DE 2014 E PARA OS EXERCÍCIOS SEGUINTES.";"1";"420000,00"
"52121";"Comando do Exército";"160251";"BATALHAO ESCOLA DE COMUNICACOES";"12016";"1602950500001201500010";"TELEFONIA - CONVENCIONAL / CELULAR";"CHAMADAS VC1 MM( MÓVEL - MÓVEL)  QUANTIDADE MENSAL ESTIMADA: 2000 MINUTOS";"1920";"422,40"
"52121";"Comando do Exército";"160251";"BATALHAO ESCOLA DE COMUNICACOES";"12016";"1602950500001201500001";"TELEFONIA - CONVENCIONAL / CELULAR";"ASSINATURA BÁSICA MENSAL POR LINHA, COM FORNECIMENTO DE APARELHO DE TELEFONIA CELULAR PADRÃO TOP, VIA COMODATO  QUANTIDADE MENSAL ESTIMADA: 10 LINHAS";"24";"240,00"
"52121";"Comando do Exército";"160251";"BATALHAO ESCOLA DE COMUNICACOES";"12016";"1602950500001201500003";"INFORMATICA - INTERNET";"ASSINATURA DE SERVIÇO DE ACESSO À INTERNET 3G (OU 4G) E FRANQUIA MENSAL DE 02 GB, COM REDUÇÃO DE VELOCIDADE APÓS SER ATINGIDO O CONSUMO DA FRANQUIA DE INTER NET    QUANTIDADE MENSAL ESTIMADA: 10 LINHAS";"24";"1920,00"
"52121";"Comando do Exército";"160251";"BATALHAO ESCOLA DE COMUNICACOES";"12016";"1602950500001201500015";"TELEFONIA - CONVENCIONAL / CELULAR";"ENVIO DE SMS (MENSAGENS)  QUANTIDADE MENSAL ESTIMADA: 1000 MENSAGENS";"240";"24,00"
"52121";"Comando do Exército";"160251";"BATALHAO ESCOLA DE COMUNICACOES";"12016";"1602950500001201500013";"TELEFONIA - CONVENCIONAL / CELULAR";"CHAMADAS VC3 MF (MÓVEL - FIXO)  QUANTIDADE MENSAL ESTIMADA: 500 MINUTOS";"240";"132,00"
"52121";"Comando do Exército";"160251";"BATALHAO ESCOLA DE COMUNICACOES";"12016";"1602950500001201500009";"TELEFONIA - CONVENCIONAL / CELULAR";"CHAMADAS VC1 MF (MÓVEL - FIXO)  QUANTIDADE MENSAL ESTIMADA: 600 MINUTOS";"960";"192,00"
"52121";"Comando do Exército";"160251";"BATALHAO ESCOLA DE COMUNICACOES";"12016";"1602950500001201500016";"TELEFONIA - CONVENCIONAL / CELULAR";"ACESSO À CAIXA POSTAL  QUANTIDADE MENSAL ESTIMADA: 500 MENSAGENS";"96";"17,20"
"52121";"Comando do Exército";"160251";"BATALHAO ESCOLA DE COMUNICACOES";"12016";"1602950500001201500014";"TELEFONIA - CONVENCIONAL / CELULAR";"CHAMADAS VC3 MM (MÓVEL - MÓVEL)  QUANTIDADE MENSAL ESTIMADA: 300 MINUTOS";"720";"648,00"
"44000";"Ministério do Meio Ambiente - Unidades com ví";"440108";"BOLSA VERDE - SEDR";"12016";"4401080700002201600001";"PRESTACAO DE SERVICOS BANCARIOS";"OPERAÇÃO DE PAGAMENTO DE AUXÍLIOS FINANCEIROS DO PROGRAMA DE APOIO A CONSERVAÇ ÃO AMBIENTAL, CONFORME LEI Nº 12.512, DE 14 DE OUTUBRO DE 2011, REGULAMENTADA PELO DECRETO Nº 7.572/2011.";"1";"1005807,60"
