"N˙mero Contrato";"CÛdigo ”rg„o Superior";"Nome ”rg„o Superior";"CÛdigo ”rg„o";"Nome ”rg„o";"CÛdigo UG";"Nome UG";"N˙mero Termo Aditivo";"Data PublicaÁ„o";"Objeto"
"312020";"20000";"PresidÍncia da Rep˙blica";"20101";"PresidÍncia da Rep˙blica";"110001";"SECRETARIA ESPECIAL DE ADMINISTRACAO/PR";"000012020";"04/01/2021";"Objetivo: ACR…SCIMO E A SUPRESS√O DE SERVI«OS."
"312020";"20000";"PresidÍncia da Rep˙blica";"20101";"PresidÍncia da Rep˙blica";"110001";"SECRETARIA ESPECIAL DE ADMINISTRACAO/PR";"12020";"04/01/2021";"Objeto: AcrÈscimo e a supress„o de serviÁos."
"342020";"20000";"PresidÍncia da Rep˙blica";"20101";"PresidÍncia da Rep˙blica";"110001";"SECRETARIA ESPECIAL DE ADMINISTRACAO/PR";"000012021";"24/06/2021";"Objetivo: PRORROGA«√O DO PRAZO DE VIG NCIA"
"342020";"20000";"PresidÍncia da Rep˙blica";"20101";"PresidÍncia da Rep˙blica";"110001";"SECRETARIA ESPECIAL DE ADMINISTRACAO/PR";"000022022";"03/05/2022";"Objetivo: PRORROGA«√O DE VIG NCIA CONTRATUAL"
"352020";"20000";"PresidÍncia da Rep˙blica";"20101";"PresidÍncia da Rep˙blica";"110001";"SECRETARIA ESPECIAL DE ADMINISTRACAO/PR";"000012021";"27/07/2021";"Objetivo: PRORROGA«√O DO PRAZO DE VIG NCIA"
"352020";"20000";"PresidÍncia da Rep˙blica";"20101";"PresidÍncia da Rep˙blica";"110001";"SECRETARIA ESPECIAL DE ADMINISTRACAO/PR";"000022022";"02/06/2022";"Objetivo: PRORROGA«√O DO PRAZO DE VIG NCIA"
"132020";"63000";"Advocacia-Geral da Uni„o";"63000";"Advocacia-Geral da Uni„o - Unidades com vÌncu";"110099";"SUPERINTENDENCIA ADMINISTRACAO EM SAO PAULO";"000012021";"28/05/2021";"Objetivo: PRORROGAR A VIG NCIA DO CONTRATO POR MAIS 12 (DOZE) MESES, RESSALVADO O DIREITO ¿ REPACTUA«√O DE 2021."
"132020";"63000";"Advocacia-Geral da Uni„o";"63000";"Advocacia-Geral da Uni„o - Unidades com vÌncu";"110099";"SUPERINTENDENCIA ADMINISTRACAO EM SAO PAULO";"000022022";"14/06/2022";"Objetivo: PRORROGAR O PRAZO DA VIG NCIA DO CONTRATO N∫ 13/2020, REFERENTE AOS SERVI«OS DE RECEP«√O, VISANDO ATENDER ¿S NECESSIDADES DAS UNIDADES DA AGU NA PSU BAURU, PSU MARÕLIA, PSF OSASCO, PSU RIBEIR√O PRETO, PSF/PSU S√O JOS… DO RIO PRETO, PSU/PSF/CJU S√O JOS… DOS CAMPOS E PSU/PSF SOROCABA, POR 12 (DOZE) MESES, CONTEMPLANDO-SE, NESTA OCASI√O, O PERÕODO DE 07/07/2022 A 06/07/2023, NOS TERMOS DO ART. 57, II, DA LEI N.∫ 8.666, DE 1993."
"62020";"63000";"Advocacia-Geral da Uni„o";"63000";"Advocacia-Geral da Uni„o - Unidades com vÌncu";"110102";"SUPERINTENDENCIA ADMINISTRACAO RIO DE JANEIRO";"000012020";"22/06/2021";"Objetivo: REVIS√O DO CONTRATO EM ATENDIMENTO AO ART. 12 DA LEI 13.932/2019. ACR…SCIMO DE 24,54913%. REMANEJAMENTO DE POSTOS; ALTERA«√O DA CL¡USULA OITAVA DO CONTRATO."
"62020";"63000";"Advocacia-Geral da Uni„o";"63000";"Advocacia-Geral da Uni„o - Unidades com vÌncu";"110102";"SUPERINTENDENCIA ADMINISTRACAO RIO DE JANEIRO";"000022021";"24/06/2021";"Objetivo: O PRESENTE TERMO ADITIVO TEM POR OBJETO PRORROGAR A VIG NCIA DO CONTRATO ORIGINAL POR UM PERÕODO DE 12 (DOZE) MESES, COM FULCRO, RESPECTIVAMENTE, NOS PRECEITOS DAS CL¡USULAS MODIFICADAS E NO ART. 57, INCISO II, DA LEI N∫ 8.666/93, COM O DIREITO PRESERVADO AO PEDIDO DE REPACTUA«√O REFERENTE AO PERÕODO DA CCT 2021/2022"
"62020";"63000";"Advocacia-Geral da Uni„o";"63000";"Advocacia-Geral da Uni„o - Unidades com vÌncu";"110102";"SUPERINTENDENCIA ADMINISTRACAO RIO DE JANEIRO";"000032022";"21/06/2022";"Objetivo: PRORROGA«√O DO PRAZO DE VIG NCIA DO CONTRATO N∞ 006/2020/AGU, POR  DOZE MESES, CONTEMPLANDO-SE, NESTA OCASI√O, O PERÕODO DE 11/06/2022 A 10/06/2023, NOS TERMOS DO ART. 57, INCISO II, DA LEI N∞ 8.666/93."
"62020";"63000";"Advocacia-Geral da Uni„o";"63000";"Advocacia-Geral da Uni„o - Unidades com vÌncu";"110102";"SUPERINTENDENCIA ADMINISTRACAO RIO DE JANEIRO";"000042022";"19/09/2022";"Objetivo: ALTERA«√O CONTRATUAL COM O REMANEJAMENTO DE 03 (TR S) POSTOS DAS UNIDADES PRU/RJ PARA A PRF/RJ, A CONTAR DE 01 DE SETEMBRO DE 2022, NOS TERMOS DO ART. 65, INCISO II, DA LEI N.∫ 8.666, DE 1993"
"62020";"63000";"Advocacia-Geral da Uni„o";"63000";"Advocacia-Geral da Uni„o - Unidades com vÌncu";"110102";"SUPERINTENDENCIA ADMINISTRACAO RIO DE JANEIRO";"000052022";"18/10/2022";"Objetivo: ADEQUAR OS PERCENTUAIS DAS PARCELAS PAGAS A TÕTULO DE AVISO PR…VIO, CONFORME PREVISTO NA SUBCL¡USULA 5.17 DO CONTRATO, COMO DESCRITO NO ANEXO I DO PRESENTE INSTRUMENTO E  REPACTUAR OS VALORES DO CONTRATO, EM RAZ√O DOS REAJUSTES DOS ITENS ENVOLVENDO OS INSUMOS, COM BASE NA VARIA«√O DO PCA/IBGE, DA FOLHA DE SAL¡RIOS, COM BASE NA CONVEN«√O COLETIVA DE TRABALHO 2022/2023, E NO REAJUSTE DA TARIFA P⁄BLICA NO MUNICÕPIO DE PETR”POLIS."
