"N˙mero Contrato";"CÛdigo ”rg„o Superior";"Nome ”rg„o Superior";"CÛdigo ”rg„o";"Nome ”rg„o";"CÛdigo UG";"Nome UG";"N˙mero Apostilamento";"DescriÁ„o Apostilamento";"Valor Apostilamento";"Data de inclus„o";"SituaÁ„o Apostilamento"
"62016";"20000";"PRESIDENCIA DA REPUBLICA";"20214";"AGENCIA NACIONAL DE AVIA«√O CIVIL - ANAC";"113214";"AGENCIA NACIONAL DE AVIACAO CIVIL - ANAC";"00000000000012017";"Registro da variaÁ„o do contrato 06/ANAC/2016 no valor de R$20.746,29 em de                          corrÍncia do reajuste de 1,57% com base no IGP-M.";"20746,20";"27/07/2017";"Encerrado"
"192016";"24000";"MINISTERIO DA CIENCIA,TECNOLOGIA E INOVA«√O";"20301";"COMISSAO NACIONAL DE ENERGIA NUCLEAR";"113201";"SAE-CNEN-COMIS.NACIONAL DE ENERGIA NUCLEAR/RJ";"00000000000012016";"REPACTUAÁ„O PELO DISSÌDIO DA CATEGORIA.";"202151,80";"11/08/2016";"Encerrado"
"192016";"24000";"MINISTERIO DA CIENCIA,TECNOLOGIA E INOVA«√O";"20301";"COMISSAO NACIONAL DE ENERGIA NUCLEAR";"113201";"SAE-CNEN-COMIS.NACIONAL DE ENERGIA NUCLEAR/RJ";"000000000002/2017";"REPACTUAÁ„O DO VALOR CONFORME ACORDO COLETIVO. (ESRES/DIANG).";"4766,30";"05/07/2017";"Encerrado"
"192016";"24000";"MINISTERIO DA CIENCIA,TECNOLOGIA E INOVA«√O";"20301";"COMISSAO NACIONAL DE ENERGIA NUCLEAR";"113201";"SAE-CNEN-COMIS.NACIONAL DE ENERGIA NUCLEAR/RJ";"000000000003/2017";"repactuaÁ„o do valor do contrato - dissidio coletivo da categoria (rj).";"226434,90";"05/07/2017";"Encerrado"
"62016";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193117";"IBAMA - SUPERINTENDENCIA ESTADUAL/PI";"00000000000022017";"CONCESS„O DE REPACTUAÁ„O. REAJUSTE DE VALORES, CONFORME CCT 2016.";"3924,90";"21/12/2017";"Encerrado"
"62016";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193117";"IBAMA - SUPERINTENDENCIA ESTADUAL/PI";"00000000000012017";"CONCESS„O DE REPACTUAÁ„O. REAJUSTE DE VALORES, CONFORME CCT 2017.";"5819,70";"21/12/2017";"Encerrado"
"22016";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193119";"IBAMA - SUPERINTENDENCIA ESTADUAL/RJ";"000000000002/2018";"CONCESS„O DO PAGAMENTO DA DIFERENÁA DE REPACTUAÁ„O SOBRE O VALOR CONTRATUAL DOS SERVIÁOS DE VIGILANCIA ARMADA, PARA ATENDER A SEDE DA SUPES/RJ E UNIDA DES VIMCULADAS: CETAS E ESCRITÛRIO REGIONAL DE ANGRA DOS REIS NO ESTADO DO                                                            RIO DE JANEIRO.";"18495,30";"09/05/2018";"Encerrado"
"22016";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193119";"IBAMA - SUPERINTENDENCIA ESTADUAL/RJ";"000000000003/2018";"CONCESS„O DA REPACTUAÁ„O SOBRE O VALOR CONTRATUAL COM O PAGAMENTO DO VALORDA DIFERENÁA DE REPACTUAÁ„O DOS MESES DE MARÁO A SETEMBRO DE 2017, REFERENTE AOS SERVIÁOS DE VIGILANCIA ARMADA, PARA ATENDER A SEDE DA SUPES RJ E UNIDADES VINCULADAS: CETAS E ESREG DE ANGRA DOS REIS, CONFORME CONDIÁıES EXPLIC   ITADAS NO TERMO DE REFERENCIA, EDITAL E ANEXOS E PROPOSTA DA CONTRATADA.";"71716,90";"21/02/2018";"Encerrado"
"142016";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130005";"COORD.-GERAL DE EXECUCAO OR«.E FIN./DA/MAPA";"000000000004/2017";"PROMOVER A REPACTUAÁ„O DO CONTRATO POR CCT";"26116,90";"10/04/2017";"Encerrado"
"142016";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130005";"COORD.-GERAL DE EXECUCAO OR«.E FIN./DA/MAPA";"000000000006/2018";"PROMOVER A REPACTUAÁ„O DO CONTRATO 14/2016";"10418,90";"04/05/2018";"Encerrado"
