"N˙mero Contrato";"CÛdigo ”rg„o Superior";"Nome ”rg„o Superior";"CÛdigo ”rg„o";"Nome ”rg„o";"CÛdigo UG";"Nome UG";"N˙mero Termo Aditivo";"Data PublicaÁ„o";"Objeto"
"1082014";"20000";"PRESIDENCIA DA REPUBLICA";"20213";"EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTU¡RIA";"125240";"AEROPORTO DE RIO BRANCO/SBRB";"12014";"16/12/2016";"Objeto: RepactuaÁ„o dos valores contratuais a partir de 01/01/2015 e 01/01/2016, prorrogaÁ„o da vigÍncia contratual por mais 12 meses de 01/01/2017 a 31/12/2017 e alteraÁ„o da forma de processamento das repactuaÁıes - subitem 8.8 do termo de contrato"
"22014";"20000";"PRESIDENCIA DA REPUBLICA";"20213";"EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTU¡RIA";"125030";"AEROPORTO DE CAMPO GRANDE - SBCG";"12014";"14/12/2015";"Objeto: ProrrogaÁ„o do prazo contratual por mais 12 meses com inicio em 15/12/2015 e tÈrmino em 14/12/2016."
"22014";"20000";"PRESIDENCIA DA REPUBLICA";"20213";"EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTU¡RIA";"125030";"AEROPORTO DE CAMPO GRANDE - SBCG";"22014";"02/09/2016";"Objeto: RepactuaÁ„o dos valores contratuais a partir de 15/12/2015, em virtude do reajuste de 10.47618%"
"22015";"20000";"PRESIDENCIA DA REPUBLICA";"20213";"EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTU¡RIA";"125140";"CENTRO DE SUPORTE ADMINISTRATIVO DE RECIFE";"12015";"08/09/2015";"Objeto: AlteraÁ„o dos subitens 2.2, 2.2.1 da cl·usula 2 , 6.1, 6.6.1 da cl·usula 6 , 7.2 da cl·usula 7  e inclus„o subitem 12.9.2 na cl·usula 12  das disposiÁıes gerais no contrato m˙ltiplo origin·rio n  9912248112."
"352014";"36000";"MINISTERIO DA SAUDE";"36000";"MINISTERIO DA SAUDE";"925305";"EMPRESA BRAS. DE HEMOD. E BIOTETECNOLOGIA";"12015";"10/02/2016";"OBJETO: Prorrogar a vigÍncia contratual por 12 (doze) meses, a contar de 02/12/2015."
"352014";"36000";"MINISTERIO DA SAUDE";"36000";"MINISTERIO DA SAUDE";"925305";"EMPRESA BRAS. DE HEMOD. E BIOTETECNOLOGIA";"22016";"09/01/2017";"OBJETO: Prorrogar a vigÍncia contratual por 12 (doze) meses."
"382014";"36000";"MINISTERIO DA SAUDE";"36000";"MINISTERIO DA SAUDE";"925305";"EMPRESA BRAS. DE HEMOD. E BIOTETECNOLOGIA";"12015";"07/01/2016";"OBJETO: Prorrogar a vigÍncia contratual por 6 (seis) meses sem Ùnus para a Hemobr·s."
"382014";"36000";"MINISTERIO DA SAUDE";"36000";"MINISTERIO DA SAUDE";"925305";"EMPRESA BRAS. DE HEMOD. E BIOTETECNOLOGIA";"22016";"22/09/2016";"OBJETO: Prorrogar a vigÍncia contratual por 06 (seis) meses, sem Ùnus para a Hemobr·s."
"392014";"36000";"MINISTERIO DA SAUDE";"36000";"MINISTERIO DA SAUDE";"925305";"EMPRESA BRAS. DE HEMOD. E BIOTETECNOLOGIA";"12015";"07/01/2016";"OBJETO: Prorrogar a vigÍncia contratual por 6 (seis) meses sem Ùnus para a Hemobr·s."
"472014";"20000";"PRESIDENCIA DA REPUBLICA";"20213";"EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTU¡RIA";"125190";"AEROPORTO DE S√O LUIS/SBSL";"12014";"08/07/2015";"Objeto: RepactuaÁ„o a partir de 01/01/2015"
"512014";"20000";"PRESIDENCIA DA REPUBLICA";"20213";"EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTU¡RIA";"125110";"AEROPORTO DE SALVADOR/SBSV";"12014";"08/04/2016";"Objeto: ProrrogaÁ„o do prazo por mais 12 meses, com inÌcio em 17/03/16 e tÈrmino em 16/03/17."
"652014";"20000";"PRESIDENCIA DA REPUBLICA";"20213";"EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTU¡RIA";"125140";"CENTRO DE SUPORTE ADMINISTRATIVO DE RECIFE";"12014";"12/06/2015";"Objeto: AlteraÁ„o centro de custo e repactuaÁ„o contratual, alterando o valor mensal para r$ 29.331,05 com direito ‡ indenizaÁ„o a partir de 05/01/2015."
"652014";"20000";"PRESIDENCIA DA REPUBLICA";"20213";"EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTU¡RIA";"125140";"CENTRO DE SUPORTE ADMINISTRATIVO DE RECIFE";"22014";"23/11/2016";"Objeto: AlteraÁ„o da cl·usula 4.9 do tc e repactuaÁ„o dos valores contratuais."
"682014";"20000";"PRESIDENCIA DA REPUBLICA";"20213";"EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTU¡RIA";"125192";"AEROPORTO DE IMPERATRIZ/SBIZ";"12014";"16/11/2016";"Objeto: RepactuaÁ„o a partir de 23/11/15 conforme cct 2015/2016, supress„o a partir de 01/11/2016 conforme ofÌcio n  0103/sbiz/2016 e prorrogaÁ„o contratual a partir de 23/11/16 atÈ 22/11/17conforme memorando n  141/sbiz/2016"
"702014";"20000";"PRESIDENCIA DA REPUBLICA";"20213";"EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTU¡RIA";"125190";"AEROPORTO DE S√O LUIS/SBSL";"12014";"06/11/2015";"Objeto: ProrrogaÁ„o contratual a partir de 12/01/2016 a 11/01/2017"
"702014";"20000";"PRESIDENCIA DA REPUBLICA";"20213";"EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTU¡RIA";"125190";"AEROPORTO DE S√O LUIS/SBSL";"22014";"23/01/2017";"Objeto: ProrrogaÁ„o contratual por 12 meses com inÌcio em 12/01/2017 e tÈrmino em 11/01/2018"
