"N˙mero Contrato";"CÛdigo ”rg„o Superior";"Nome ”rg„o Superior";"CÛdigo ”rg„o";"Nome ”rg„o";"CÛdigo UG";"Nome UG";"N˙mero Apostilamento";"DescriÁ„o Apostilamento";"Valor Apostilamento";"Data de inclus„o";"SituaÁ„o Apostilamento"
"102014";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GEST√O";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GEST√O";"201062";"SUPERINTENDENCIA DE ADMINISTRA«AO DO MP_RO";"000000000001/2017";"CONVENÁ„O COLETIVA DE TRABALHO 2017/2017.";"7690,10";"22/08/2017";"Encerrado"
"102014";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GEST√O";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GEST√O";"201062";"SUPERINTENDENCIA DE ADMINISTRA«AO DO MP_RO";"000000000001/2015";"CONVENÁ„O COLETIVA DE TRABALHO 2015/2015.";"13830,20";"22/12/2015";"Encerrado"
"102014";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GEST√O";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GEST√O";"201062";"SUPERINTENDENCIA DE ADMINISTRA«AO DO MP_RO";"000000000002/2016";"REPACTUAÁ„O EM FACE DA CONVENÁ„O COLETIVA DE TRABALHO - 2016/2016";"20510,40";"14/10/2016";"Encerrado"
"92014";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GEST√O";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GEST√O";"201062";"SUPERINTENDENCIA DE ADMINISTRA«AO DO MP_RO";"000000000001/2016";"REPACTUAÁ„O EM FASE DA CONVENÁ„O COLETIVA DE TRABALHO 2016/2017.";"12887,20";"16/11/2016";"Encerrado"
"122014";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GEST√O";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GEST√O";"201063";"SUPERINTENDENCIA DE ADMINISTRACAO DO MP RR";"00000000000012015";"PRIMEIRO REAJUSTE DO CONTRATO SAMP/RR N∫ 012/2014, DO IMÛVEL LOCALIZADO NA                      RUA FLORIANO PEIXOTO, N∫ 214 - CENTRO - BOA VISTA/RR.";"45013,40";"06/01/2016";"Encerrado"
"122014";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GEST√O";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GEST√O";"201063";"SUPERINTENDENCIA DE ADMINISTRACAO DO MP RR";"000000000002/2017";"REAJUSTE DE PREÁO DO ALUGUEL PELO ÌNDICE DE VARIAÁ„O DO IGP-M.";"33274,60";"03/02/2017";"Encerrado"
"202014";"20000";"PRESIDENCIA DA REPUBLICA";"20116";"FUNDO DE IMPRENSA NACIONAL";"110245";"FUNDO DE IMPRENSA NACIONAL/EXEC.ORC.FINANC.";"000000000002/2017";"DIFERENÁA DO REAJUSTE CONCEDIDO, REFERENTE AO PERÌODO COMPREENDIDO ENTRE 17                                   DE NOVEMBRO DE 2015 A FEVEREIRO DE 2017.";"623,00";"10/04/2017";"Encerrado"
"202014";"20000";"PRESIDENCIA DA REPUBLICA";"20116";"FUNDO DE IMPRENSA NACIONAL";"110245";"FUNDO DE IMPRENSA NACIONAL/EXEC.ORC.FINANC.";"000000000003/2017";"Concess„o do reajuste correspondente de novembro/2015 a novembro/2016.";"434,10";"24/07/2017";"Encerrado"
"222014";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GEST√O";"20202";"FUNDACAO ESCOLA NACIONAL DE ADM. PUBLICA";"114702";"ENAP-ESCOLA NACIONAL DE ADM.PUBLICA/DF";"000000000050/2015";"REPACTUAÁ„O DO VALOR DO CONTRATO RETROATIVA AO DIA 05/01/2015, FULCRO NA CL                ·USULA PRIMEIRA DA CCT 2015/2015 DA CATEGORIA PROFISSIONAL.";"10500,10";"05/05/2015";"Encerrado"
"222014";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GEST√O";"20202";"FUNDACAO ESCOLA NACIONAL DE ADM. PUBLICA";"114702";"ENAP-ESCOLA NACIONAL DE ADM.PUBLICA/DF";"000000000003/2016";"Registrar os novos valores contratuais, com efeitos financeiros a partir de1∫ de janeiro de 2016, referentes ‡ repactuaÁ„o de preÁos do contrato n∫ 22/2014, em virtude da celebraÁ„o da ConvenÁ„o Coletiva de Trabalho 2016/2016";"14414,40";"24/05/2016";"Encerrado"
