"N˙mero Contrato";"CÛdigo ”rg„o Superior";"Nome ”rg„o Superior";"CÛdigo ”rg„o";"Nome ”rg„o";"CÛdigo UG";"Nome UG";"N˙mero Termo Aditivo";"Data PublicaÁ„o";"Objeto"
"202018";"41000";"MINISTERIO DAS COMUNICACOES";"41000";"MINISTERIO DAS COMUNICACOES";"925150";"TELECOMUNICA«’ES BRASILEIRAS S.A.";"12019";"18/06/2019";"OBJETO: ProrrogaÁ„o do contrato pelo perÌodo de 12 meses, a contar da data de 04/06/2019."
"202018";"41000";"MINISTERIO DAS COMUNICACOES";"41000";"MINISTERIO DAS COMUNICACOES";"925150";"TELECOMUNICA«’ES BRASILEIRAS S.A.";"22020";"16/06/2020";"OBJETO: ProrrogaÁ„o do Contrato n∫ 20/2018 pelo perÌodo de 12 meses, a contar da data de 04 de junho de 2020."
"222018";"41000";"MINISTERIO DAS COMUNICACOES";"41000";"MINISTERIO DAS COMUNICACOES";"925150";"TELECOMUNICA«’ES BRASILEIRAS S.A.";"12019";"18/06/2019";"OBJETO: Constitui objeto deste termo aditivo a prorrogaÁ„o do contrato administrativo n∫ 22/2018 pelo periodo de 12 (doze)meses, a contar da data de 14/06/2019, bem como a alteraÁ„o do valor total do contrato, em raz„o do desconto ofertado."
"222018";"41000";"MINISTERIO DAS COMUNICACOES";"41000";"MINISTERIO DAS COMUNICACOES";"925150";"TELECOMUNICA«’ES BRASILEIRAS S.A.";"22020";"16/06/2020";"OBJETO: Aumento dos itens 4.Fixo Interestadual VCI e 5.MÛvel, do ServiÁo de Voz 0800 (Receptivo) do Contrato n∫ 22/2018, o que equivale a um acrÈscimo no valor do Contrato Original no percentual de 24,99%, visando atender os interesses da Telebras, bem como prorrog·-lo por 12 meses, a contar da data de 14 de junho de 2020, nas mesmas condiÁıes originalmente pactuadas, conforme Cl·usula Terceira do Contrato Original."
"28942018";"32000";"MINISTERIO DE MINAS E ENERGIA";"91081";"FURNAS-CENTRAIS ELETRICAS S.A.";"926524";"AMAZONAS GERA«√O E TRANSMISS√O DE ENERGIA S.A";"12019";"04/07/2019";"OBJETO: Seguro riscos operacionais"
"29062018";"32000";"MINISTERIO DE MINAS E ENERGIA";"91081";"FURNAS-CENTRAIS ELETRICAS S.A.";"926524";"AMAZONAS GERA«√O E TRANSMISS√O DE ENERGIA S.A";"12018";"22/11/2018";"OBJETO: Reforma e adequaÁao de Lay out na AMG&T"
"877312018";"32000";"MINISTERIO DE MINAS E ENERGIA";"91081";"FURNAS-CENTRAIS ELETRICAS S.A.";"925148";"SUPERINTEND NCIA DE GERA«√O HIDR¡ULICA - OGH";"12018";"11/07/2018";"OBJETO: AlteraÁ„o das clausulas Decima Primeira-Do prazo de execuÁ„o dos serviÁos e Decima Seguna - Da vigÍncia do contrato."
"877472018";"32000";"MINISTERIO DE MINAS E ENERGIA";"91081";"FURNAS-CENTRAIS ELETRICAS S.A.";"925148";"SUPERINTEND NCIA DE GERA«√O HIDR¡ULICA - OGH";"12019";"28/06/2019";"OBJETO: Constitui objeto deste termo, a alteraÁ„o das cl·usulas quarta, quinta, dÈcima primeira, dÈcima segunda e dÈcima quarta, prorrogando prazos e reajustando valor conforme preconizadono referido contrato."
"877702018";"32000";"MINISTERIO DE MINAS E ENERGIA";"91081";"FURNAS-CENTRAIS ELETRICAS S.A.";"925148";"SUPERINTEND NCIA DE GERA«√O HIDR¡ULICA - OGH";"12019";"16/05/2019";"OBJETO: AlteraÁ„o das cl·usulas Quarta - do valor, DÈcima Primeira - do prazo de execuÁ„o  dosserviÁos e DÈcima Segunda - da vigÍncia do contrato, em raz„o de sua prorrogaÁ„o por mais 12 meses."
"222018";"20000";"PresidÍncia da Rep˙blica";"20101";"PresidÍncia da Rep˙blica";"110001";"SECRETARIA ESPECIAL DE ADMINISTRACAO/PR";"000012019";"15/05/2019";"Objetivo: PRORROGA«√O DE VIG NCIA. FUNDAMENTO LEGAL 8666/93."
"222018";"20000";"PresidÍncia da Rep˙blica";"20101";"PresidÍncia da Rep˙blica";"110001";"SECRETARIA ESPECIAL DE ADMINISTRACAO/PR";"000022020";"01/06/2020";"Objetivo: PRORROGA«√O DO PRAZO DE VIG NCIA."
"222018";"20000";"PresidÍncia da Rep˙blica";"20101";"PresidÍncia da Rep˙blica";"110001";"SECRETARIA ESPECIAL DE ADMINISTRACAO/PR";"000032021";"14/05/2021";"Objetivo: PRORROGA«√O DO PRAZO DE VIG NCIA"
"222018";"20000";"PresidÍncia da Rep˙blica";"20101";"PresidÍncia da Rep˙blica";"110001";"SECRETARIA ESPECIAL DE ADMINISTRACAO/PR";"000042022";"25/04/2022";"Objetivo: PRORROGA«√O DO PRAZO DE VIG NCIA"
"222018";"20000";"PresidÍncia da Rep˙blica";"20101";"PresidÍncia da Rep˙blica";"110001";"SECRETARIA ESPECIAL DE ADMINISTRACAO/PR";"12019";"15/05/2019";"Objeto: ProrrogaÁ„o de vigÍncia. Fundamento legal 8666/93."
"222018";"20000";"PresidÍncia da Rep˙blica";"20101";"PresidÍncia da Rep˙blica";"110001";"SECRETARIA ESPECIAL DE ADMINISTRACAO/PR";"22020";"01/06/2020";"Objeto: ProrrogaÁ„o do prazo de vigÍncia."
"252018";"20000";"PresidÍncia da Rep˙blica";"20101";"PresidÍncia da Rep˙blica";"110001";"SECRETARIA ESPECIAL DE ADMINISTRACAO/PR";"000012019";"04/07/2019";"Objetivo: PRORROGA«√O DO PRAZO DE VIG NCIA, BEM COMO A ALTERA«√O DO QUADRO CONSTANTE NA CL¡USULA TERCEIRA."
"252018";"20000";"PresidÍncia da Rep˙blica";"20101";"PresidÍncia da Rep˙blica";"110001";"SECRETARIA ESPECIAL DE ADMINISTRACAO/PR";"000022020";"18/06/2020";"Objetivo: PRORROGA«AO DO PRAZO DE VIGENCIA CONTRATUAL."
"252018";"20000";"PresidÍncia da Rep˙blica";"20101";"PresidÍncia da Rep˙blica";"110001";"SECRETARIA ESPECIAL DE ADMINISTRACAO/PR";"000032021";"30/04/2021";"Objetivo: PRORROGA«√O DE VIG NCIA CONTRATUAL"
"252018";"20000";"PresidÍncia da Rep˙blica";"20101";"PresidÍncia da Rep˙blica";"110001";"SECRETARIA ESPECIAL DE ADMINISTRACAO/PR";"12019";"04/07/2019";"Objeto: ProrrogaÁ„o do prazo de vigÍncia, bem como a alteraÁ„o do quadro constante na Cl·usula Terceira."
"252018";"20000";"PresidÍncia da Rep˙blica";"20101";"PresidÍncia da Rep˙blica";"110001";"SECRETARIA ESPECIAL DE ADMINISTRACAO/PR";"22020";"18/06/2020";"Objeto: ProrrogaÁao do prazo de vigencia contratual."
"262018";"20000";"PresidÍncia da Rep˙blica";"20101";"PresidÍncia da Rep˙blica";"110001";"SECRETARIA ESPECIAL DE ADMINISTRACAO/PR";"12019";"16/05/2019";"Objeto: ProrrogaÁ„o do prazo de vigÍncia, bem como o reequilÌbrio econÙmico-financeiro dos preÁos contratados."
"92018";"63000";"Advocacia-Geral da Uni„o";"63000";"Advocacia-Geral da Uni„o - Unidades com vÌncu";"110096";"SUPERINTENDENCIA ADMINISTRACAO EM PERNAMBUCO";"000012021";"29/03/2021";"Objetivo: ALTERA«√O DA CL¡USULA 1™ E SUPRESS√O DE 16,12 % NO VALOR INICIAL ATUALIZADO DO CONTRATO."
"92018";"63000";"Advocacia-Geral da Uni„o";"63000";"Advocacia-Geral da Uni„o - Unidades com vÌncu";"110096";"SUPERINTENDENCIA ADMINISTRACAO EM PERNAMBUCO";"000022022";"01/06/2022";"Objetivo: PRORROGAR A VIG NCIA CONTRATUAL POR 12 (DOZE) MESES E SUPRIMIR 30 (TRINTA) EQUIPAMENTOS, REDUZINDO EM 22,89% O VALOR ORIGINAL ATUALIZADO DO CONTRATO."
"102018";"63000";"Advocacia-Geral da Uni„o";"63000";"Advocacia-Geral da Uni„o - Unidades com vÌncu";"110099";"SUPERINTENDENCIA ADMINISTRACAO EM SAO PAULO";"000012019";"01/07/2019";"Objetivo: PRORROGAR A VIGENCIA DO CONTRATO POR MAIS 12 MESES RESSALVADO O DIREITO A REPACTUA«√ODE 2019."
"102018";"63000";"Advocacia-Geral da Uni„o";"63000";"Advocacia-Geral da Uni„o - Unidades com vÌncu";"110099";"SUPERINTENDENCIA ADMINISTRACAO EM SAO PAULO";"000022020";"17/07/2020";"Objetivo: PRORROGAR A VIGENCIA DO CONTRATO POR MAIS 12 MESES, ADEQUAR AS ALTERA«’ES IMPOSTAS PELA MP 932/2020, PROCEDER A INCLUS√O DE NOVAS OBRIGA«’ES ¿ CONTRATADA DE CORDO COM O DECRETO 9507 DE 21/09/2018, RESSALVADO O DIREITO A REPACTUA«√O DE 2019 E 2020."
"102018";"63000";"Advocacia-Geral da Uni„o";"63000";"Advocacia-Geral da Uni„o - Unidades com vÌncu";"110099";"SUPERINTENDENCIA ADMINISTRACAO EM SAO PAULO";"12019";"01/07/2019";"Objeto: Prorrogar a vigencia do contrato por mais 12 meses ressalvado o direito a repactuaÁ„o de 2019."
