"Número Contrato";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Número Termo Aditivo";"Data Publicação";"Objeto"
"302021";"20000";"Presidência da República";"20101";"Presidência da República";"110001";"SECRETARIA ESPECIAL DE ADMINISTRACAO/PR";"000012022";"11/10/2022";"Objetivo: PRORROGAÇÃO DO PRAAZO DE VIGÊNCIA"
"232021";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110099";"SUPERINTENDENCIA ADMINISTRACAO EM SAO PAULO";"000012022";"13/07/2022";"Objetivo: ACRÉSCIMO DE 01 POSTO DE AUXILIAR DE ESCRITÓRIO PARA ATENDIMENTO DA PSF RIBEIRÃO PRETO, COM EFEITOS FINANCEIROS A PARTIR DE 20/06/2022, NO PERCENTUAL DE 12,51%."
"232021";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110099";"SUPERINTENDENCIA ADMINISTRACAO EM SAO PAULO";"000022022";"21/09/2022";"Objetivo: PRORROGAR O PRAZO DA VIGÊNCIA DO CONTRATO Nº 23/2021, REFERENTE AOS SERVIÇOS DE AUXILIAR DE ESCRITÓRIO PARA A AGU NA PSF SÃO JOSÉ DOS CAMPOS, PSF BAURU, PSF E PSU RIBEIRÃO PRETO POR 120 (CENTO E VINTE) DIAS OU ATÉ QUE SE ENCERRE O PROCESSO LICITATÓRIO, CONTEMPLANDO-SE, NESTA OCASIÃO, O PERÍODO DE 02/10/2022 A 01/02/2023, NOS TERMOS DO ART. 57, II, DA LEI N.º 8.666, DE 1993."
"252021";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110099";"SUPERINTENDENCIA ADMINISTRACAO EM SAO PAULO";"000012022";"05/10/2022";"Objetivo: PRORROGAR O PRAZO DA VIGÊNCIA DO CONTRATO Nº 25/2021, REFERENTE AOS SERVIÇOS DE AUXILIAR DE ESCRITÓRIO, VISANDO ATENDER ÀS NECESSIDADES DA AGU NAS UNIDADES PSF ARAÇATUBA, PSF ARARAQUARA, PSU CAMPINAS, PSF OSASCO, AGU PRESIDENTE PRUDENTE, PSF SANTOS, PSU SANTOS, PSF SÃO JOÃO DA BOA VISTA, PRF SÃO PAULO, PRU SÃO PAULO E PSF TAUBATÉ, POR 12 (DOZE) MESES, CONTEMPLANDO-SE, NESTA OCASIÃO, O PERÍODO DE 02/10/2022 A 01/10/2023, NOS TERMOS DO ART. 57, II, DA LEI N.º 8.666, DE 1993."
"262021";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110099";"SUPERINTENDENCIA ADMINISTRACAO EM SAO PAULO";"000012022";"13/10/2022";"Objetivo: 1.1.1. PRORROGAR O PRAZO DA VIGÊNCIA DO CONTRATO Nº 26/2021, REFERENTE AOS SERVIÇOS DE AUXILIAR DE ESCRITÓRIO PARA A AGU NA PSF BAURU, POR 120 (CENTO E VINTE) DIAS, CONTEMPLANDO-SE,NESTA OCASIÃO, O PERÍODO DE 15/10/2022 A 12/02/2023, NOS TERMOS DO ART. 57, II, DA LEI N.º 8.666, DE 1993."
"22021";"20000";"Presidência da República";"60000";"Gabinete da Vice-Presidência da República";"110101";"GABINETE DA VICE-PRESIDENCIA DA REPUBLICA";"000012022";"21/09/2022";"Objetivo: PRORROGAR O PRAZO DA VIGÊNCIA DO CONTRATO Nº 02/2021, POR 12 (DOZE) MESES, CONTEMPLANDO-SE, NESTA OCASIÃO, O PERÍODO DE 1º/10/2022 A 30/09/2023, NOS TERMOS DO ART. 57, (II OU IV), DA LEI N.º 8.666, DE 1993.ALTERAR A CLÁUSULA QUINTA - PAGAMENTO, DE ACORDO COM INSTRUÇÃO NORMATIVA SEGES/ME Nº 53, DE 8 DE JULHO DE 2020."
"22021";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110156";"ESCOLA DA ADVOCACIA-GERAL DA UNIAO";"000012022";"21/10/2022";"Objetivo: ACRÉSCIMO DE 25% (VINTE E CINCO POR CENTO) NO VALOR TOTAL DOS ITENS DO CONTRATO Nº 02/2021, NOS TERMOS DO ART. 65, INCISO I, ALÍNEA 'B', E § 1º DA LEI N.º 8.666, DE 1993"
"52021";"20000";"Presidência da República";"20101";"Presidência da República";"110322";"GABINETE DE SEGURANCA INSTITUCIONAL/PR";"000012022";"13/09/2022";"Objetivo: PRORROGAÇÃO DO PRAZO DE VIGÊNCIA"
"592021";"52000";"Ministério da Defesa";"52000";"Ministério da Defesa - Unidades com vínculo d";"110511";"CENTRO GESTOR OP. SISTEMA PROTECAO AMAZONIA";"000012022";"15/08/2022";"Objetivo: PRORROGAR O PRAZO DE VIGÊNCIA CONTRATUAL POR 12 (DOZE) MESES, CONTADOS DE 14/10/2022 A 13/10/2023.EXCLUIR OS CUSTOS NÃO RENOVÁVEIS, PAGOS OU AMORTIZADOS NO PRIMEIRO ANO DA CONTRATAÇÃO, PASSANDO O VALOR DA CONTRAPRESTAÇÃO DOS SERVIÇOS DOS ATUAIS R$ 9.148,05 (NOVE MIL CENTO E QUARENTA E OITO REAIS E CINCO CENTAVOS), PARA R$ 8.557,89 (OITO MIL QUINHENTOS E CINQUENTA E SETE REAIS E OITENTA E NOVE CENTAVOS), PERFAZENDO O VALOR ANUAL DE R$ 102.694,68 (CENTO E DOIS MIL SEISCENTOS E NOVENTA E QUATRO REAIS"
"252021";"52000";"Ministério da Defesa";"52000";"Ministério da Defesa - Unidades com vínculo d";"110794";"SECRETARIA EXECUTIVA/OPERACAO ACOLHIDA";"000012021";"24/12/2021";"Objetivo: ACRÉSCIMO DE 25 POR CENTO"
"252021";"52000";"Ministério da Defesa";"52000";"Ministério da Defesa - Unidades com vínculo d";"110794";"SECRETARIA EXECUTIVA/OPERACAO ACOLHIDA";"000022022";"12/04/2022";"Objetivo: PRORROGAR A VIGÊNCIA E REAJUSTAR VALORES REFERENTES AO CONTRATO 25/2021, COM A EMPRESA ISM GOMES DE MATTOS EIRELI"
