"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Número Contrato";"Código Item Compra";"Descrição Item Compra";"Descrição Complementar Item Compra";"Quantidade Item";"Valor Item"
"26416";"Instituto Federal do Pará";"158162";"INST.FED.DO PARA/CAMPUS BREVES";"12015";"1581620500001201500002";"SERVICO DE VIGILANCIA ARMADA";"POSTO DE 12 (DOZE) HORAS NOTURNAS, DE SEGUNDA-FEIRA A DOMINGO, ENVOLVENDO 2 (D OIS) VIGILANTES EM TURNOS DE 12 (DOZE) X 36 (TRINTA E SEIS) HORAS";"4";"451752,90"
"26416";"Instituto Federal do Pará";"158162";"INST.FED.DO PARA/CAMPUS BREVES";"12015";"1581620500001201500001";"SERVICO DE VIGILANCIA ARMADA";"POSTO DE 12 (DOZE) HORAS DIURNAS, DE SEGUNDA-FEIRA A DOMINGO, ENVOLVENDO 2 (DO IS) VIGILANTES EM TURNOS DE 12 (DOZE) X 36 (TRINTA E SEIS) HORAS";"4";"361010,80"
"20301";"Comissão Nacional de Energia Nuclear";"113210";"COMISSAO NACIONAL DE ENERGIA NUCLEAR-LAPOC";"12015";"1132100500005201500001";"PRESTACAO DE SERVICO DE VIGILANCIA E SEGURANCA - ORGANICA - OUTRAS NECESSIDADES (INATIVO)";"PRESTAÇÃO DE SERVIÇOS CONTÍNUOS DE VIGILÂNCIA E SEGURANÇA, ORGÂNICA, ARMADA, C OM FORNECIMENTO E MATERIAL E EQUIPAMENTOS NECESSÁRIOS, CONFORME CONDIÇÕES ESTA BELECIDAS NO EDITAL E SEUS ANEXOS.";"1";"609000,00"
"26403";"Instituto Federal do Amazonas";"155440";"IFAM - CAMPUS TEFE";"12015";"1554400600001201500001";"PUBLICACAO LIVRO / MATERIA - PERIODICA / OFICIAL";"SERVIÇOS DE PUBLICAÇÃO NO DIÁRIO OFICIAL DA UNIÃO DE ATOS OFICIAIS E DEMAIS MA TÉRIAS DE INTERESSE DO INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO AMAZONAS CAMPUS TEFÉ.";"1";"5000,00"
"52121";"Comando do Exército";"160081";"23 ESQUADRAO DE CAVALARIA DE SELVA";"12015";"1600810700001201500001";"PUBLICACOES PROMOCIONAIS / EDITAIS";"SERVIÇOS DE PUBLICIDADE LEGAL - PUBLICAÇÃO DE AVISOS E EXTRATOS DE LICITAÇÃO A  SEREM VEICULADOS EM JORNAL DE GRANDE CIRCULAÇÃO.";"1";"8000,00"
"41231";"Agêncial Nacional de Telecomunicações";"413002";"AGENCIA NACIONAL DE TELECOMUNICACOES-SP";"12015";"0";"Não se aplica";"Não se aplica";"1";"87994,50"
"58000";"Ministério da Pesca e Aquicultura - Unidades ";"580022";"SUPERINT.FED.DE PESCA E AQUICULTURA/MS";"12015";"5800220500001201500003";"PRESTACAO DE SERVICOS DE PORTARIA / RECEPCAO";"";"2";"50325,30"
"58000";"Ministério da Pesca e Aquicultura - Unidades ";"580022";"SUPERINT.FED.DE PESCA E AQUICULTURA/MS";"12015";"5800220500001201500002";"PRESTACAO DE SERVICOS DE MOTORISTA";"PRESTAÇÃO DE SERVIÇO DE MOTORISTA CNH CATEGORIA D";"1";"35507,10"
"58000";"Ministério da Pesca e Aquicultura - Unidades ";"580022";"SUPERINT.FED.DE PESCA E AQUICULTURA/MS";"12015";"5800220500001201500001";"PRESTACAO DE SERVICOS DE MOTORISTA";"PRESTAÇÃO DE SERVIÇO DE MOTORISTA CNH CATEGORIA C";"1";"34270,20"
"26238";"Universidade Federal de Minas Gerais";"153280";"ESCOLA DE ENGENHARIA/UFMG";"12015";"1532800600121201400001";"PRESTACAO DE SERVICOS DE APOIO ADMINISTRATIVO";"CONTRATAÇÃO DA FUNDAÇÃO CHISTIANO OTTONI PARA DAR APOIO AO PROGRAMA NACIONAL D E SANEAMENTO RURAL - PLANSAB";"1";"1293492,90"
"26236";"Universidade Federal Fluminense";"153248";"PRO-REIT.DE PESQ.E POS-GRAD. E INOVACAO";"12015";"1532480500004201500001";"DESPACHOS ADUANEIROS";"PRESTAÇÃO DE SERVIÇOS DE APOIO LOGÍSTICO EM TODO TERRITÓRIO NACIONAL, COM SERV IÇOS DE DESPACHANTE ADUANEIRO E SERVIÇOS CORRELATOS, PARA ATENDER AS NECESSIDA DES DOS DIVERSOS CURSOS DA UFF.";"150";"14082,50"
"26236";"Universidade Federal Fluminense";"153248";"PRO-REIT.DE PESQ.E POS-GRAD. E INOVACAO";"12015";"1532480500004201500002";"DESPACHOS ADUANEIROS";"DESPESAS ESTIMATIVAS ENVOLVENDO TAXAS ACESSÓRIAS, TAIS COMO, FRETE NACIONAL E INTERNACIONAL, AGENTES DE CARGA NACIONAL E INTERNACIONAL, SEGUROS, TAXAS DE AR MAZENAMENTO, TAXA SINDICAL, TAXA SISCOMEX, ÓRGÃOS ANUENTES, CAPATAZIA, ENTRE O UTRAS DESPESAS NECESSÁRIAS PARA REGULAR INGRESSO DE BENS OU PRODUTOS ADQUIRIDO S PELA UFF.";"1";"500000,00"
"26424";"Instituto Federal do Tocantins";"158556";"INST.FED.DO TOCANTINS/CAMPUS GURUPI";"12015";"1581310500004201500011";"TELEFONIA FIXA COMUTADA / CONVENCIONAL";"SERVIÇOS DE TELEFONIA FIXA COMUTADA LOCAL, (FIXO-FIXO), ASSIM ENTENDIDAS AS LI GAÇÕES ORIUNDAS DA ÁREA LOCAL EM QUE ESTÃO COMPREENDIDAS AS UNIDADES PARA OS T ELEFONES FIXO DA MESMA ÁREA (FIXO/FIXO).";"6";"4477,20"
"26424";"Instituto Federal do Tocantins";"158556";"INST.FED.DO TOCANTINS/CAMPUS GURUPI";"12015";"1581310500004201500016";"TELEFONIA FIXA COMUTADA / CONVENCIONAL";"SERVIÇOS DE TELEFONIA FIXA ? MÓVEL COMUTADA DE LONGA DISTÂNCIA NACIONAL (VC3),  ASSIM ENTENDIDAS AS LIGAÇÕES ORIUNDAS DA ÁREA LOCAL EM QUE ESTÃO COMPREENDIDA S AS UNIDADES PARA OS TELEFONES MÓVEL EM AÉREAS COMPREENDIDAS POR CÓDIGOS NACI ONAIS (DDD) COM PRIMEIRO DIGITO DIFERENTE AO DA UNIDADE ORIGINÁRIA DA LIGAÇÃO.";"6";"8665,80"
"26424";"Instituto Federal do Tocantins";"158556";"INST.FED.DO TOCANTINS/CAMPUS GURUPI";"12015";"1581310500004201500015";"TELEFONIA FIXA COMUTADA / CONVENCIONAL";"SERVIÇOS DE TELEFONIA FIXA ?MÓVEL COMUTADA DE LONGA DISTÂNCIA NACIONAL (VC2), ASSIM ENTENDIDAS AS LIGAÇÕES ORIUNDAS DA ÁREA LOCAL EM QUE ESTÃO COMPREENDIDAS  AS UNIDADES PARA OS TELEFONES MÓVEL EM AÉREAS COMPREENDIDAS POR CÓDIGOS NACIO NAIS (DDD) COM PRIMEIRO DIGITO IGUAL E O SEGUNDO DIFERENTE AO DA UNIDADE ORIGI NÁRIA DA LIGAÇÃO.";"6";"9616,20"
"26424";"Instituto Federal do Tocantins";"158556";"INST.FED.DO TOCANTINS/CAMPUS GURUPI";"12015";"1581310500004201500012";"TELEFONIA FIXA COMUTADA / CONVENCIONAL";"SERVIÇOS DE TELEFONIA FIXO-MÓVEL COMUTADA LOCAL, (VC1) ASSIM ENTENDIDAS AS LIG AÇÕES ORIUNDAS DA ÁREA LOCAL EM QUE ESTÃO COMPREENDIDAS AS UNIDADES PARA OS TE LEFONES MÓVEL DA MESMA ÁREA. (FIXO/MÓVEL).";"6";"24696,00"
"26424";"Instituto Federal do Tocantins";"158556";"INST.FED.DO TOCANTINS/CAMPUS GURUPI";"12015";"1581310500004201500018";"TELEFONIA FIXA COMUTADA / CONVENCIONAL";"SERVIÇO DE TELEFONIA COMUTADA FIXO/FIXO NA MODALIDADE DE LONGA DISTÂNCIA INTER -REGIONAL, OU SEJA, PARA A REGIÃO I, ASSIM ENTENDIDAS AS LIGAÇÕES ORIUNDAS DA ÁREA LOCAL EM QUE ESTÃO COMPREENDIDAS AS UNIDADES PARA OS TELEFONES FIXO DENTR O DA REGIÃO I.";"6";"3568,50"
"26424";"Instituto Federal do Tocantins";"158556";"INST.FED.DO TOCANTINS/CAMPUS GURUPI";"12015";"1581310500004201500019";"TELEFONIA FIXA COMUTADA / CONVENCIONAL";"SERVIÇO DE TELEFONIA COMUTADA FIXO/FIXO NA MODALIDADE DE LONGA DISTÂNCIA INTER -REGIONAL, OU SEJA, PARA A REGIÃO III, ASSIM ENTENDIDAS AS LIGAÇÕES ORIUNDAS D A ÁREA LOCAL EM QUE ESTÃO COMPREENDIDAS AS UNIDADES PARA OS TELEFONES FIXO DA REGIÃO III.";"6";"2106,00"
"26424";"Instituto Federal do Tocantins";"158556";"INST.FED.DO TOCANTINS/CAMPUS GURUPI";"12015";"1581310500004201500020";"TELEFONIA FIXA COMUTADA / CONVENCIONAL";"SERVIÇO TELEFONIA COMUTADA FIXO/FIXO NA MODALIDADE DE LONGA DISTÂNCIA INTERNAC IONAL, OU SEJA, ASSIM ENTENDIDAS AS LIGAÇÕES ORIUNDAS DA ÁREA LOCAL EM QUE EST ÃO COMPREENDIDAS AS UNIDADES PARA A REGIÃO COMPOSTA PELOS PAÍSES DO MERCOSUL.";"6";"8400,00"
"26424";"Instituto Federal do Tocantins";"158556";"INST.FED.DO TOCANTINS/CAMPUS GURUPI";"12015";"1581310500004201500017";"TELEFONIA FIXA COMUTADA / CONVENCIONAL";"SERVIÇO DE TELEFONIA COMUTADA FIXO/FIXO NA MODALIDADE DE LONGA DISTÂNCIA INTRA -REGIONAL, OU SEJA, DENTRO DA REGIÃO II, ASSIM ENTENDIDAS AS LIGAÇÕES ORIUNDAS  DA ÁREA LOCAL EM QUE ESTÃO COMPREENDIDAS AS UNIDADES PARA OS TELEFONES FIXO D ENTRO DA REGIÃO II.";"6";"5391,00"
"52121";"Comando do Exército";"160363";"3 REGIMENTO DE CAVALARIA MECANIZADO";"12015";"1603640500001201500022";"INFORMATICA - INTERNET";"PRESTAÇÃO DOS SERVIÇOS DE ACESSO A INTERNET MÓVEL BANDA LARGA SEM FIO COM VELO CIDADE NOMINAL COMPATÍVEL COM O PRATICADO NO MERCADO DE ACORDO COM A TECNOLOGI A UTILIZADA E PACOTE DE DADOS MENSAL  DE 2GB (DOIS GIGABYTES), COM REDUÇÃO DA VELOCIDADE APÓS O CONSUMO DA FRANQUIA, ATRAVÉS DE REDE 3G OU 4G COM COBERTURA MÍNIMA DE 80% (OITENTA POR CENTO) NA TECNOLOGIA 3G E 70% (SETENTA POR CENTO) N A TECNOLOGIA 4G NAS SEDES (ÁREAS URBANAS) NOS MUNICÍPIOS DE ALEGRETE, BAGÉ, BE NTO GONÇALVES, DOM PEDRITO, FORTALEZA, SANT?ANA DO LIVRAMENTO, SANTIAGO, SÃO L EOPOLDO E URUGUAIANA, SEM NECESSIDADE DE REDE FIXA, PARA COMPUTADOR PORTÁTIL, COM O FORNECIMENTO DE MODEMS USB (UNIVERSAL SERIAL BUS) COM CHIP, EM ?REGIME D E COMODATO?;";"1";"49,90"
"52121";"Comando do Exército";"160363";"3 REGIMENTO DE CAVALARIA MECANIZADO";"12015";"1603640500001201500021";"TELEFONIA - CONVENCIONAL / CELULAR";"3.1.2.15  ITEM 21 - ACESSO À INTERNET, PACOTE DE DADOS DE FRANQUIA DE 2 GB MEN SAL COM COM REDUÇÃO DA VELOCIDADE APÓS O CONSUMO DA FRANQUIA E COM COBERTURA M ÍNIMA DE 80% (OITENTA POR CENTO) NA TECNOLOGIA 3G E 70% (SETENTA POR CENTO) NA  TECNOLOGIA 4G NAS SEDES (ÁREAS URBANAS) NOS MUNICÍPIOS DE ALEGRETE, BAGÉ, BEN TO GONÇALVES, DOM PEDRITO, FORTALEZA, SANT?ANA DO LIVRAMENTO, SANTIAGO, SÃO LE OPOLDO E URUGUAIANA.";"1";"49,90"
"52121";"Comando do Exército";"160363";"3 REGIMENTO DE CAVALARIA MECANIZADO";"12015";"1603640500001201500001";"TELEFONIA - CONVENCIONAL / CELULAR";"ASSINATURAS  TARIFA ZERO , GERENCIAMENTO ON LINE E BÁSICA SOBRE A PRESTAÇÃO DE  SERVIÇO DE TELEFONIA MÓVEL PESSOAL - STMP, COM O FORNECIMENTO DE APARELHOS, E M  REGIME DE COMODATO , HABILITADOS NO PLANO PÓS-PAGO";"6";"48,00"
"38901";"Fundo de Amparo ao Trabalhador";"380940";"SUPERINTENDENCIA REGIONAL DO TRABALHO/MS";"12015";"3809400500002201500001";"PRESTACAO DE SERVICOS DE MOTORISTA";"PRESTAÇÃO DE SERVIÇO DE MOTORISTA PARA CONDUZIR OS VEÍCULOS DA FROTA DENTRO DA  UNIDADE EM QUE ESTIVER LOTADO (01 MOTORISTA PARA SRTE/MS EM CAMPO GRANDE/MS E  01 MOTORISTA PARA GRTE/MS EM DOURADOS/MS).";"2";"68443,20"
"38901";"Fundo de Amparo ao Trabalhador";"380940";"SUPERINTENDENCIA REGIONAL DO TRABALHO/MS";"12015";"3809400500002201500002";"PRESTACAO DE SERVICOS DE PORTARIA / RECEPCAO";"PRESTAÇÃO DE SERVIÇO DE RECEPCIONISTA COMO AUXÍLIO OPERACIONAL ÀS ATIVIDADES D ESENVOLVIDAS (07 RECEPCIONISTAS PARA SRTE/MS EM CAMPO GRANDE/MS, 01 PARA GRTE/ MS SITUADA EM DOURADOS/MS E 01 RECEPCIONISTA PARA AAT EM NAVIRAÍ/MS).";"9";"220299,40"
"52131";"Comando da Marinha";"784311";"CAPITANIA FLUVIAL DE SANTAREM";"12015";"7843110500001201500001";"SALGADOS DIVERSOS";"SALGADOS DIVERSOS, NOME SALGADOS DIVERSOS";"4335";"21544,90"
"38901";"Fundo de Amparo ao Trabalhador";"380940";"SUPERINTENDENCIA REGIONAL DO TRABALHO/MS";"12015";"3809400500002201500003";"PRESTACAO DE SERVICOS DE APOIO ADMINISTRATIVO";"PRESTAÇÃO DE SERVIÇO DE CONTÍNUO COMO AUXÍLIO OPERACIONAL ÀS ATIVIDADES DESENV OLVIDAS (02 PARA SRTE/MS EM CAMPO GRANDE/MS).";"2";"52869,30"
