"N˙mero Contrato";"CÛdigo ”rg„o Superior";"Nome ”rg„o Superior";"CÛdigo ”rg„o";"Nome ”rg„o";"CÛdigo UG";"Nome UG";"N˙mero Apostilamento";"DescriÁ„o Apostilamento";"Valor Apostilamento";"Data de inclus„o";"SituaÁ„o Apostilamento"
"72015";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GEST√O";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GEST√O";"201062";"SUPERINTENDENCIA DE ADMINISTRA«AO DO MP_RO";"000000000001/2017";"REPACTUAÁ„O DOS PREÁOS, CONVENÁ„O COLETIVA DE TRABALHO-2017/2017.";"4454,50";"23/06/2017";"Encerrado"
"72015";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GEST√O";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GEST√O";"201062";"SUPERINTENDENCIA DE ADMINISTRA«AO DO MP_RO";"000000000001/2016";"REPACTUAÁ„O EM FACE DA CONVENÁ„O COLETIVA DE TRABALHO - 2016/2016";"18596,00";"11/10/2016";"Encerrado"
"82015";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GEST√O";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GEST√O";"201062";"SUPERINTENDENCIA DE ADMINISTRA«AO DO MP_RO";"000000000001/2016";"REPACTUÁ„O EM FACE CONVENÁ„O COLETIVA DE TRABALHO ANO 2016/2016.";"33567,70";"23/08/2016";"Encerrado"
"82015";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GEST√O";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GEST√O";"201062";"SUPERINTENDENCIA DE ADMINISTRA«AO DO MP_RO";"000000000001/2017";"CONVEN«√O COLETIVA DE TRABALHO 2017/2017.";"5648,30";"26/07/2017";"Encerrado"
"122015";"20000";"PRESIDENCIA DA REPUBLICA";"20116";"FUNDO DE IMPRENSA NACIONAL";"110245";"FUNDO DE IMPRENSA NACIONAL/EXEC.ORC.FINANC.";"000000000001/2016";"VALOR ATUALIZADO";"102606,70";"25/02/2016";"Encerrado"
"122015";"20000";"PRESIDENCIA DA REPUBLICA";"20116";"FUNDO DE IMPRENSA NACIONAL";"110245";"FUNDO DE IMPRENSA NACIONAL/EXEC.ORC.FINANC.";"000000000002/2016";"Apostilamento tem por objeto o reajuste do valor mensal do contrato, com ba                     se na variaÁ„o do IPCA, conforme cl·usula de contrato.";"66359,80";"28/11/2016";"Encerrado"
"122015";"20000";"PRESIDENCIA DA REPUBLICA";"20116";"FUNDO DE IMPRENSA NACIONAL";"110245";"FUNDO DE IMPRENSA NACIONAL/EXEC.ORC.FINANC.";"000000000002/2017";"REAJUSTE CONCEDIDO A PARTIR DE 22/04/2017.";"22887,80";"10/05/2018";"Encerrado"
"212015";"20000";"PRESIDENCIA DA REPUBLICA";"20214";"AGENCIA NACIONAL DE AVIA«√O CIVIL - ANAC";"113214";"AGENCIA NACIONAL DE AVIACAO CIVIL - ANAC";"000000000001/2016";"REGISTRO DA VARIAÁ„O DO VALOR DO CONTRATO EM DECORRÍNCIA DA CONCESS„O DA 1™ REPACTUAÁ„O CONTRATUAL MOTIVADA PELO DECRETO N  36.762/2015-DF, QUE REAJUS TOU O VALOR DA TARIFA DE TRANSPORTE P˙BLICO NO DF, E PELA APLICAÁ„O DA CCT                                     16/16 DA CATEGORIA DE VIGILANTE DO DF.";"112728,20";"28/03/2016";"Encerrado"
"212015";"20000";"PRESIDENCIA DA REPUBLICA";"20214";"AGENCIA NACIONAL DE AVIA«√O CIVIL - ANAC";"113214";"AGENCIA NACIONAL DE AVIACAO CIVIL - ANAC";"000000000002/2018";"REGISTRO DA VARIAÁ„O DO VALOR DO CONTRATO N∫ 21/ANAC/2015, COM ACRÈSCIMO FINANCEIRO ESTIMADO EM R$ 161.816,10 AO MONTANTE GLOBAL DA CONTRATAÁ„O, EM DECORRÍNCIA DA 2™ REPACTUAÁ„O CONCEDIDA POR FORÁA: REAJUSTE TARIF·RIO DE TRANSPORTE; DISSÌDIO COLETIVO-DC N∫ 0000271-15.2017.5.10.0000, PARA O ANO EXERCÌCIO 2017; MAJORAÁ„O DO SEGURO ACIDENTE DO TRABALHO (SAT); REAJUSTE APROXIM";"161816,10";"07/05/2018";"Encerrado"
"32015";"24000";"MINISTERIO DA CIENCIA,TECNOLOGIA E INOVA«√O";"20301";"COMISSAO NACIONAL DE ENERGIA NUCLEAR";"113205";"SAE-CNEN/CENTRO DESENV.TECNOLOGIA NUCLEAR/MG";"000000000004/2017";"REAJUSTE DOS COMPONENTES DE CUSTOS RELATIVOS A INSUMOS E MATERIAIS.";"2005,20";"24/02/2017";"Encerrado"
"32015";"24000";"MINISTERIO DA CIENCIA,TECNOLOGIA E INOVA«√O";"20301";"COMISSAO NACIONAL DE ENERGIA NUCLEAR";"113205";"SAE-CNEN/CENTRO DESENV.TECNOLOGIA NUCLEAR/MG";"000000000008/2017";"REPACTUAÁ„O DO CONTRATO EM FUNÁ„O DOS EFEITOS DA CCT-2017 E  MAJORAÁ„O DA                                                 TARIFA DO VALE TRANSPORTE.";"48367,10";"11/05/2017";"Encerrado"
"32015";"24000";"MINISTERIO DA CIENCIA,TECNOLOGIA E INOVA«√O";"20301";"COMISSAO NACIONAL DE ENERGIA NUCLEAR";"113205";"SAE-CNEN/CENTRO DESENV.TECNOLOGIA NUCLEAR/MG";"000000000011/2018";"REAJUSTE DOS INSUMOS DO CONTRATO COM BASE NA VARIA«√O DO IPCA/IBGE RELATIVA                                    AO PERÕODO DE AGOSTO/2016 A JULHO/2017.";"702,20";"30/07/2018";"Encerrado"
