"Número Contrato";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Número Apostilamento";"Descrição Apostilamento";"Valor Apostilamento";"Data de inclusão";"Situação Apostilamento"
"1052014";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GESTÃO";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GESTÃO";"201013";"COORDENAÇÃO DE EXECUÇÃO ORC. E FINANCEIRA";"000000000029/2016";"Repactuação de preços.";"92124,80";"25/05/2016";"Encerrado"
"1082014";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GESTÃO";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GESTÃO";"201013";"COORDENAÇÃO DE EXECUÇÃO ORC. E FINANCEIRA";"000000000021/2016";"Repactuação de preços.";"448434,10";"19/05/2016";"Encerrado"
"122014";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GESTÃO";"20202";"FUNDACAO ESCOLA NACIONAL DE ADM. PUBLICA";"114702";"ENAP-ESCOLA NACIONAL DE ADM.PUBLICA/DF";"000000000002/2016";"Registrar os novos valores contratuais, com efeitos financeiros a partir de1º de janeiro de 2016, referentes à repactuação de preços do contrato nº12/2014, em virtude da celebração da Convenção Coletiva de Trabalho 2016/2016.";"23654,80";"17/05/2016";"Encerrado"
"122014";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GESTÃO";"20202";"FUNDACAO ESCOLA NACIONAL DE ADM. PUBLICA";"114702";"ENAP-ESCOLA NACIONAL DE ADM.PUBLICA/DF";"00000000000022015";"REPACTUAçãO CONFORME A CCT/2015.";"24133,20";"10/07/2015";"Encerrado"
"122014";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GESTÃO";"20202";"FUNDACAO ESCOLA NACIONAL DE ADM. PUBLICA";"114702";"ENAP-ESCOLA NACIONAL DE ADM.PUBLICA/DF";"00000000000032016";"Registrar os novos valores contratuais, com efeitos financeiros no períodode setembro a dezembro de 2016, referentes ao reequilíbrio econômico em fun         ção do reajuste dos preços de tarifas de transporte público no DF.";"687,80";"30/08/2016";"Encerrado"
"132014";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193124";"IBAMA-SUPERINTENDENCIA ESTADUAL/RS";"000000000003/2014";"PARA AJUSTE DO VALOR GLOBAL ANUAL DO CONTRATO, DE ACORDO COM A RETEFICAçãO                        PUBLICADA NO DOU DE 03/10/2014,SEçãO 3, PáGINA 137.";"70,00";"08/10/2014";"Encerrado"
"22014";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193129";"IBAMA - SUPERINTENDENCIA ESTADUAL/SP";"00000000000000002";"REPACTUAÇÃO CONTRATUAL CONFORME A CONVENÇÃO COLETIVA DE TRABALHO DA CATEGOR              IA DOS VIGILANTES EM VIGOR A PARTIR DE 1  DE JANEIRO DE 2016.                                            REF. AOS MESES DE JAN A AGO/16.    CERTIFICAÇÃO ORÇAMENTÁRIA CONCEDIDA POR MEIO DA NOTA TÉCNICA N  95/2016";"105910,00";"03/03/2016";"Encerrado"
"22014";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193129";"IBAMA - SUPERINTENDENCIA ESTADUAL/SP";"000000000001-2018";"O PRESENTE TERMO DE APOSTILAMENTO TEM POR OBJETO A REPACTUAçãO, A PARTIR DE01.01.2018, PERFAZENDO O MONTANTE ESTIMADO DE R$ 15.736,32 (QUINZE MIL, SETECENTOS E TRINTA E SEIS REAIS E TRINTA E DOIS CENTAVOS) E DE 1,71%, REFEREN                                  TE AO PERíODO DE 01.01.2018 A 31.08.2018.";"15736,30";"01/01/2018";"Encerrado"
"22014";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193129";"IBAMA - SUPERINTENDENCIA ESTADUAL/SP";"00000000000000004";"REPACTUAçãO REFERENTE AO PERíODO DE JAN A AGO DE 2015, CONFORME CONNVENCAO                                  COLETIVA DE TRABALHO DA CATEGORIA CCT2015";"43625,30";"31/03/2016";"Encerrado"
"62014";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130011";"INSTITUTO NAC. DE METEOROLOGIA";"00000000000000001";"Adequação orçamentária ao exercício de 2015, onde as despesas estão estimad                                                            as em 8.533,00.";"0,00";"26/02/2015";"Encerrado"
"472014";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130056";"SUPERINT.FEDERAL DE AGRIC.PECUARIA E ABASTEC.";"000000000007/2017";"Efetuar o pagamento das parcelas retroativas da repactuação de preços registradas no MTE nºs MG000826/17 Barbacena/Viçosa, MG005290/16 Caxambu, MG000464/17 Divinopolis, MG005219/16 Juiz de Fora, MG000676/17 Lavras, Pouso Aleg re e Varginha, MG000168/17 Muriae, MG000557/17 Patos de Minas, MG000757/17poços de Caldas, mg000556/17 Uberaba, MG000022/17 Uberlandia, relativo ao p";"21892,60";"27/03/2017";"Encerrado"
"472014";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130056";"SUPERINT.FEDERAL DE AGRIC.PECUARIA E ABASTEC.";"000000000008/2016";"APOSTILAMENTO REF. A REPACTUAçãO DE PREçOS DAS CCTS DE LAVRAS, POUSO ALEGRE, VARGINHA, JUIZ DE FORA E TEOFILO OTONI E VALES TRANSPORTE DAS LOCALIDADES DE POUSO ALEGRE(DEC.4459/15)TEOFILO OTONI(DEC.7375/15) E JUIZ DE FORA (DE.                            12626/16, RETROATIVO A 01/01/2016 A 15/09/2016.";"13098,90";"13/07/2016";"Encerrado"
"472014";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130056";"SUPERINT.FEDERAL DE AGRIC.PECUARIA E ABASTEC.";"000000000008/2015";"REGISTRAR A REPACTUAçãO DE PREçOS COM FUNDAMENTO NA HOMOLOGAçãO DA CCT/2015       NAS CIDADES DE LAVRAS,PASSOS,POUSO ALEGRE, TEOFILO OTONI E VARGINHA.";"9490,50";"21/08/2015";"Encerrado"
"472014";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130056";"SUPERINT.FEDERAL DE AGRIC.PECUARIA E ABASTEC.";"000000000006/2016";"APOSTILAMENTO CONFOME CCTS REGISTRADAS NO MTE DOS MUNICIPIOS DE BARBACENA E VIçOSA, CARATINGA, DIVINOPOLIS, MONTES CLAROS, MURIAE, PATOS DE MINAS, CAXAMBU, POçOS DE CALDAS, UBERABA E UBERLANDIA, REFERENTE A 2016, BEM COMO VAL                                                            ES TRANSPORTES.";"20049,60";"06/05/2014";"Encerrado"
"472014";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130056";"SUPERINT.FEDERAL DE AGRIC.PECUARIA E ABASTEC.";"02102800002201211";"REGISTRAR A REPACTUAçãO DE PREçOS DA CCT/2015 NAS CIDADES DE BARBACENA,CARATINGA,CAXAMBU,DIVINOPOLIS,JUIZ DE FORA, MONTES CLAROS,MURIAE,PATOS DE MINAS                            POCOS DE CALDAS,UBERABA,UBERLANDIA E VICOSA/MG.";"19784,30";"13/08/2015";"Encerrado"
"472014";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130056";"SUPERINT.FEDERAL DE AGRIC.PECUARIA E ABASTEC.";"000000000012/2017";"EFETUAR O PAGAMENTO DAS PARCELAS RETROATIVAS DA REPACTUAçãO DE PREçOS   DAS CCT'S REGISTRADAS NO MTE DAS CIDADES DE CARATINGA, MONTES CLAROS E TéOFILO                       OTONI RELATIVO AO PERíODO DE 01/01/2017 A 15/9/2017.";"4097,30";"10/08/2017";"Encerrado"
"32014";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130067";"SUPERINTENDENCIA FED DE AGRIC DO EST DE SP";"00000000000032014";"DEVIDO PELA CCT/2016.";"295864,60";"31/05/2016";"Encerrado"
"32014";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130067";"SUPERINTENDENCIA FED DE AGRIC DO EST DE SP";"21052001691201356";"REPACTUAçãO DOS VALORES CONTRATUAIS DEVIDOS PELA CONVENçãO COLETIVA DE TRAB                                           ALHO DA CATEGORIA DE VIGILANTES.";"228928,50";"15/07/2015";"Encerrado"
"32014";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130067";"SUPERINTENDENCIA FED DE AGRIC DO EST DE SP";"00000000000000003";"APOSTILAMENTO PROVOCADO PELA CONVEÇÃO COLETIVA DE TRABALHO 2017 DA CATEGORI                                                           A DE VIGILÂNTES.";"300607,90";"07/03/2017";"Encerrado"
"1052014";"49000";"MINISTERIO DO DESENVOLVIMENTO AGRARIO";"22201";"INSTIT. NAC. DE COLONIZACAO E REFORMA AGRARIA";"133003";"SUPERINT. NAC.REGULARIZ. FUND. AMAZONIA LEGAL";"00000000000000001";"REPACTUAçãO CONTRATUAL CONFORME CONVENçãO COLETIVA DE TRABALHO REGISTRADA                                  SO O NúMERO MR006918/2015 E MR005932/2015";"162521,40";"27/07/2015";"Encerrado"
"1082014";"49000";"MINISTERIO DO DESENVOLVIMENTO AGRARIO";"22201";"INSTIT. NAC. DE COLONIZACAO E REFORMA AGRARIA";"133003";"SUPERINT. NAC.REGULARIZ. FUND. AMAZONIA LEGAL";"000000000001/2015";"APOSTILAMENTO REFERENTE A CONVENçãO COLETIVA DE TRABALHO 2015/2015 REGISTRA                                      DO NO MTE SOB O NúMERO AP000005/2015.";"11549,50";"04/08/2015";"Encerrado"
"230002014";"49000";"MINISTERIO DO DESENVOLVIMENTO AGRARIO";"22201";"INSTIT. NAC. DE COLONIZACAO E REFORMA AGRARIA";"373055";"SUPERINTEND.ESTADUAL DE M.GERAIS - INCRA";"00373055230022016";"PRORROGAÇÃO DO CONTRATO DE MANUTENÇÃO PREDIAL";"164856,00";"06/06/2017";"Pendente"
"4902014";"24000";"MINISTERIO DA CIENCIA,TECNOLOGIA E INOVAÇÃO";"24000";"MINISTERIO DA CIENCIA,TECNOLOGIA E INOVAÇÃO";"240106";"INSTIT.NAC.DE PESQ.ESPACIAIS-S.J.CAMPOS - MCT";"0000000049.2/2017";"REAJUSTE DO PREÇO DO CONTRATO NO PERCENTUAL DE 8,97% CONFORME CLÁUSULA SEXT                                                A DO INSTRUMENTO CONTRATUAL";"103652,00";"25/05/2017";"Encerrado"
"4902014";"24000";"MINISTERIO DA CIENCIA,TECNOLOGIA E INOVAÇÃO";"24000";"MINISTERIO DA CIENCIA,TECNOLOGIA E INOVAÇÃO";"240106";"INSTIT.NAC.DE PESQ.ESPACIAIS-S.J.CAMPOS - MCT";"0000000049.1/2016";"REAJUSTE DOS PREÇOS DO CONTRATO COM FUNDAMENTO NO ART.65 DA LEI 8.666/93 E                                   CLÁUSULA SEXTA DO INSTRUMENTO CONTRATUAL";"100541,50";"22/02/2016";"Encerrado"
"232014";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170010";"MF-SRF-SECRETARIA DA RECEITA FEDERAL/DF";"000000000001/2017";"REAJUSTE PREVISTO CONTRATUALMENTE, CONFORME CLáUSULA DéCIMA DO CONTRATO SRR F08 23/2014 E PARáGRAFO úNICO DA CLáUSULA SEGUNDA DO QUARTO TERMO ADITIVO.";"14101,10";"28/09/2017";"Encerrado"
"72014";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170028";"DELEGACIA DA RECEITA FEDERAL - SAO LUIS/MA";"00000000000012015";"Repactuação de ajustes de preços em decorrência da Convenção Coletiva de Tr                 abalho com vigência no período de janeiro a dezembro 2015.";"11795,30";"02/09/2015";"Encerrado"
"72014";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170028";"DELEGACIA DA RECEITA FEDERAL - SAO LUIS/MA";"00000000000022016";"RESTABELECIMENTO DE VALOR EM DECORRêNCIA DE CONVENçãO COLETIVA DE TRABALHO    COM VIGENCIA NO PERíODO DE 1º DE JANEIRO DE 2016 A 31 DEZEMBRO DE 2016.";"15668,40";"06/06/2016";"Encerrado"
"72014";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170028";"DELEGACIA DA RECEITA FEDERAL - SAO LUIS/MA";"000000000003/2017";"REAJUSTAMENTO EM RAZãO DE CONVENçãO COLETIVA DE TRABALHO 2017/2017.";"16006,70";"25/08/2017";"Encerrado"
"162014";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170064";"SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF/AL";"00000000000012015";"cadastro de nova nota de empenho para o exercício 2015.";"0,00";"02/03/2015";"Encerrado"
"112014";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170078";"SUP.REGIONAL RECEITA FEDERAL 5A.RF/BA";"00000000000012015";"INFORMAR A DOTAçãO ORçAMENTáRIA E NOTA DE EMPENHO PARA ATENDER PARTE DAS DE                SPESAS INERENTES AO PRESENTE CONTRATO NO EXERCíCIO DE 2015.";"0,00";"11/03/2015";"Encerrado"
"112014";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170078";"SUP.REGIONAL RECEITA FEDERAL 5A.RF/BA";"00000000000022015";"1ª REPACTUAçãO DO CONTRATO.";"7929,10";"09/10/2015";"Encerrado"
"122014";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170091";"DELEGACIA DA REC.FEDERAL EM GOV.VALADARES/MG";"00000000000012017";"PROMOVER A REPACTUAçãO DO CONTRATO 12/2014 EM FACE DA ELEVAçãO DA PLANILHA DE CUSTOS E FORMAçãO DE PREçOS DA EMPRESA, PROVOCADA PELA VIGêNCIA DA NOVA                                            CONVENçãO COLETIVA DE TRABALHO.";"3906,00";"23/08/2017";"Encerrado"
"122014";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170091";"DELEGACIA DA REC.FEDERAL EM GOV.VALADARES/MG";"00000000000012016";"PROMOVER A REPACTUAçãO DO CONTRATO 12/2014 EM FACE DA ELEVAçãO DA PLANILHADE CUSTOS E FORMAçãO DE PREçOS DA CONTRATADA, PROVOCADA PELA VIGêNCIA DA NO                                 VA CONVENçãO COLETIVA DE TRABALHO DE 2016.";"2199,10";"21/07/2016";"Encerrado"
"122014";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170091";"DELEGACIA DA REC.FEDERAL EM GOV.VALADARES/MG";"00000000000012015";"PROMOVER A REPACTUAçãO DO CONTRATO 12/2014 EM FACE DA ELEVAçãO DA PLANILHA DE CUSTOS E FORMAçãO DE PREçOS DA EMPRESA, PROVOCADA PELA VIGêNCIA DA NOVA                                    CONVENçãO COLETIVA DE TRABALHO DE 2015.";"2379,20";"21/07/2015";"Encerrado"
"62014";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170095";"DELEGACIA DA REC.FEDERAL EM DIVINOPOLIS/MG";"000000000002/2015";"Repactuação de valores ao contrato 06/2014 referente aos municípios de Camp                                                  o Belo, Formiga e Passos.";"5820,80";"03/09/2015";"Encerrado"
"62014";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170095";"DELEGACIA DA REC.FEDERAL EM DIVINOPOLIS/MG";"000000000001/2015";"REPACTUAçãO AO VALOR DO CONTRATO DE ACORDO COM AS CONVENçõES COLETIVAS DE T                                                          RABALHOS DE 2015.";"16353,20";"16/06/2015";"Encerrado"
"112014";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170097";"DELEGACIA DA REC.FEDERAL EM UBERLANDIA/MG";"000000000001/2015";"REAJUSTAMENTO DE SALáRIO E BENEFíCIOS PARA O POSTO DE TELEFONISTA DE ACORDO                                                     COM CCT MG003064/2014.";"4266,90";"02/01/2015";"Encerrado"
"112014";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170097";"DELEGACIA DA REC.FEDERAL EM UBERLANDIA/MG";"000000000003/2015";"De acordo com CCT 2015 REAJUSTE DE SALÁRIOS E BENEFÍCIOS.";"8341,40";"01/07/2015";"Encerrado"
