"Número Contrato";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Número Apostilamento";"Descrição Apostilamento";"Valor Apostilamento";"Data de inclusão";"Situação Apostilamento"
"22017";"24000";"MINISTERIO DA CIENCIA,TECNOLOGIA E INOVAÇÃO";"20301";"COMISSAO NACIONAL DE ENERGIA NUCLEAR";"113210";"SAE-CNEN-DLAB-LABOR.DE POCOS DE CALDAS/MG";"000000000001/2018";"RSTABELECIMENTO DO EQUILíBRIO ECONôMICO E FINANCEIRO AO CONTRATO Nº 02/2017 POR MEIO DE APLICAçãO DE REAJUSTE SOBRE OS SALáRIOS PAGOS AOS FUNCIONáRIOSLIGADOS A PRESTAçãO DE SERVIçOS CONTRATADO A PARTIR DAS DATAS DE ENTRADA EMVIGOR DAS CONVENçõES COLETIVAS DE TRABALHOS DA CATEGORIA CCT/2016-2017 DE 01/09/2017, CCT/2016-2017 DE 01/11/2017, CCT/2018 DE 01/03/2018, DE ACORDO C";"36061,50";"29/06/2018";"Encerrado"
"42017";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130094";"SUPERINT.FEDERAL DE AGRIC.PECUARIA E ABASTEC.";"21030001983201771";"REAJUSTE SALARIAL DA CATEGORIA, BEM COMO AUMENTO DO TICKET ALIMENTAçãO E VA       LE TRANSPORTE CONFORME CONVENçãO COLETIVA E TERMO ADITIVO 2018/2019.";"13452,40";"10/07/2018";"Efetivado"
"212017";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130102";"LABORATÓRIO FED. DE DEFESA AGROPECUÁRIA/SP";"00000000000000001";"REEQUILíBRIO ECONôMICO-FINANCEIRO DECORRENTE DE AUMENTO REPASSADO PELAS REF                                                       INARIAS DA PETROBRáS";"17472,00";"23/01/2018";"Encerrado"
"602017";"24000";"MINISTERIO DA CIENCIA,TECNOLOGIA E INOVAÇÃO";"24000";"MINISTERIO DA CIENCIA,TECNOLOGIA E INOVAÇÃO";"240107";"INSTITUTO NACIONAL DE PESQUISAS ESPACIAIS";"003.06.006.2/2018";"REPACTUAÇÃO DO VALOR MENSAL DO CONTRATO, EM CONFORMIDADE COM A NOTA TÉCNICA                                            5/2018/SEI-INPE, DE 17/01/2018.";"4972,40";"23/01/2018";"Encerrado"
"602017";"24000";"MINISTERIO DA CIENCIA,TECNOLOGIA E INOVAÇÃO";"24000";"MINISTERIO DA CIENCIA,TECNOLOGIA E INOVAÇÃO";"240107";"INSTITUTO NACIONAL DE PESQUISAS ESPACIAIS";"003.06.006.1/2018";"REPACTUAÇÃO DO VALOR MENSAL DO CONTRATO, EM CONFORMIDADE COM A NOTA TÉCNICA                                            5/2018/SEI-INPE, DE 17/01/2018.";"1657,40";"23/01/2018";"Encerrado"
"602017";"24000";"MINISTERIO DA CIENCIA,TECNOLOGIA E INOVAÇÃO";"24000";"MINISTERIO DA CIENCIA,TECNOLOGIA E INOVAÇÃO";"240107";"INSTITUTO NACIONAL DE PESQUISAS ESPACIAIS";"003.06.006.3/2018";"REPACTUAÇÃO DO VALOR MENSAL DO CONTRATO, EM CONFORMIDADE COM A NOTA TÉCNICA                                           60/2018/SEI-INPE, DE 23/05/2018.";"1822,20";"24/05/2018";"Encerrado"
"42017";"24000";"MINISTERIO DA CIENCIA,TECNOLOGIA E INOVAÇÃO";"24000";"MINISTERIO DA CIENCIA,TECNOLOGIA E INOVAÇÃO";"240125";"MUSEU PARAENSE EMILIO GOELDI";"0000000TP001/2018";"O PREZSENTE TERMO DE APOSTILAMENTO TEM COMO OBJETO A REPACTUAçãO DO CUSTO MENSAL POR DELIBERAçãO DA CCT2018/2018, REGISTRADA SOB O Nº PA000032/2018, S                                                              EI (3091914).";"1751239,40";"27/06/2018";"Encerrado"
"32017";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170080";"DELEGACIA DA REC.FEDERAL EM F.SANTANA/BA";"000000000001/2018";"INFORMAR DOTAçãO ORçAMENTáRIA";"0,00";"08/02/2018";"Encerrado"
"42017";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170080";"DELEGACIA DA REC.FEDERAL EM F.SANTANA/BA";"000000000001/2018";"INFORMAR DOTAçãO ORçAMENTáRIA";"0,00";"08/02/2018";"Encerrado"
"22017";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170147";"DELEGACIA DA REC.FEDERAL EM SANTO ANDRE/SP";"00000000000012018";"Repactuação mão de obra CCT 2017";"4248,80";"14/05/2018";"Encerrado"
