"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Número Contrato";"Código Item Compra";"Descrição Item Compra";"Descrição Complementar Item Compra";"Quantidade Item";"Valor Item"
"26428";"Instituto Federal de Brasília";"152139";"IFB - CAMPUS GAMA";"12013";"1521390700001201300002";"RECOLHIMENTO DE TAXA / IMPOSTO / MULTA";"TAXA DE ILUMINAÇÃO PÚBLICA";"1";"8329,90"
"26428";"Instituto Federal de Brasília";"152139";"IFB - CAMPUS GAMA";"12013";"1521390700001201300001";"ENERGIA ELETRICA - FORNECIMENTO MERCADO REGULADO";"FORNECIMENTO DE ENERGIA ELÉTRICA NECESSÁRIA AO FUNCIONAMENTO DAS INSTALAÇÕES P ERTENCENTES AO GRUPO A DO INSTITUTO FEDERAL DE BRASÍLIA CAMPUS GAMA, LOCALIZAD O NO LOTE 01, DF 480, SETOR DE MÚLTIPLAS ATIVIDADES, GAMA/DF.";"200";"49928,00"
"52121";"Comando do Exército";"160401";"5 REGIMENTO DE CAVALARIA MECANIZADO";"12013";"1604010600133201300001";"ENERGIA ELETRICA - FORNECIMENTO MERCADO REGULADO";"FORNECIMENTO DE ENERGIA ELÉTRICA.";"12";"156000,00"
"52121";"Comando do Exército";"160401";"5 REGIMENTO DE CAVALARIA MECANIZADO";"12013";"1604010600133201300001";"ENERGIA ELETRICA - FORNECIMENTO MERCADO REGULADO";"FORNECIMENTO DE ENERGIA ELÉTRICA.";"12";"13000,00"
"52121";"Comando do Exército";"160156";"44 BATALHAO DE INFANTARIA MOTORIZADO";"12013";"1601560500015201300001";"PRESTACAO DE SERVICOS DE LAVANDERIA";"PRESTAÇÃO DE SERVIÇOS PARA LAVAGEM DO ENXOVAL DE CAMA, MESA E BANHO.";"0";"0,00"
"52121";"Comando do Exército";"160202";"3º BATALHAO DE ENGENHARIA DE CONSTRUCAO";"12013";"1602020700012201300001";"CONSULTA MEDICA - PEDIATRIA";"ATENDIMENTO ESPECIALIZADO EM PEDIATRIA ATRAVÉS DE PROFISSIONAL DE SAÚDE ALTÔNO MO (PSA)";"1";"30000,00"
"36000";"Ministério da Saúde - Unidades com vínculo di";"257024";"DISTRITO SANIT.ESP.INDIGENA - ALTO RIO NEGRO";"12014";"2570240500016201300001";"PRATICAGEM - FLUVIAL / MARITIMA";"SERVIÇO DE MARINHEIRO FLUVIAL DE CONVÉS.";"0";"0,00"
"52131";"Comando da Marinha";"765720";"HOSPITAL NAVAL MARCILIO DIAS";"12014";"7657200500059201300001";"MANUTENCAO DE CALDEIRAS E ESTUFAS";"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA EM AQUECEDORES DE ÁGUA E CALDEIRAS, COM FORNECIMENTO DE  MÃO DE OBRA ESPECIALIZADA, FERRAMENTAL ESPECÍFICO E MATERIAIS, CONFORME CONDI ÇÕES E EXIGÊNCIAS ESTABELECIDAS NO TERMO DE REFERÊNCIA.";"1";"147000,00"
"39000";"Ministério da Infraestrutura - Unidades com v";"399004";"COMPANHIA DOCAS DO MARANHAO";"12014";"0";"Não se aplica";"Não se aplica";"1";"4920,00"
"26439";"Instituto Federal de São Paulo";"158710";"IFSP - CAMPUS BOITUVA";"12014";"1587100500004201400001";"PRESTACAO DE SERVICO DE  VIGILANCIA E SEGURANCA - ORGANICA -24 HORAS DIUTURNAS";"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A PRESTAÇÃO DE SERVIÇOS CONTINUADOS DE VIGILÂNCIA ARMADA E DESARMADA E SEGURANÇA PATRIMONIAL PARA O CAMPUS BOITUVA  DO INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO   IFSP CO NFORME ANEXO I.";"1";"345909,60"
