"N˙mero Contrato";"CÛdigo ”rg„o Superior";"Nome ”rg„o Superior";"CÛdigo ”rg„o";"Nome ”rg„o";"CÛdigo UG";"Nome UG";"N˙mero Apostilamento";"DescriÁ„o Apostilamento";"Valor Apostilamento";"Data de inclus„o";"SituaÁ„o Apostilamento"
"112014";"20000";"PRESIDENCIA DA REPUBLICA";"20116";"FUNDO DE IMPRENSA NACIONAL";"110245";"FUNDO DE IMPRENSA NACIONAL/EXEC.ORC.FINANC.";"000000000002/2016";"O presente apostilamento tem por objeto o reajuste do valor mensal do contr            ato, com base do IGP-DI, no perÌodo de abril/2015 a abril/2016.";"5170,40";"02/12/2016";"Encerrado"
"112014";"20000";"PRESIDENCIA DA REPUBLICA";"20116";"FUNDO DE IMPRENSA NACIONAL";"110245";"FUNDO DE IMPRENSA NACIONAL/EXEC.ORC.FINANC.";"000000000002/2017";"REAJUSTE DO VALOR MENSAL DO CONTRATO, COM BASE NA VARIAÁ„O DO IGP-DI, CONSI       DERANDO O PERCENTUAL ACUMULADO NO PERÌODO DE ABRIL/2016 A ABRIL/2017";"1491,00";"15/12/2017";"Encerrado"
"112014";"20000";"PRESIDENCIA DA REPUBLICA";"20116";"FUNDO DE IMPRENSA NACIONAL";"110245";"FUNDO DE IMPRENSA NACIONAL/EXEC.ORC.FINANC.";"000000000002/2018";"Tem objeto o reajuste do valor mensal do contrato com base na variaÁ„o do IGP-DI, considerando o percentual acumulado no perÌodo de abril/2017 a abril                                                                     /2018.";"631,30";"18/07/2018";"Encerrado"
"132014";"20000";"PRESIDENCIA DA REPUBLICA";"20116";"FUNDO DE IMPRENSA NACIONAL";"110245";"FUNDO DE IMPRENSA NACIONAL/EXEC.ORC.FINANC.";"00000000002/2017.";"COMPLEMENTO AO APOSTILAMENTO N 2/2017, UMA VEZ QUE O CRONOGRAMA COM R$ 227,            18 A MENOS, REFERENTE AO PERÌODO DE 17 A 31 DE DEZEMBRO DE 2016";"227,10";"31/10/2017";"Encerrado"
"132014";"20000";"PRESIDENCIA DA REPUBLICA";"20116";"FUNDO DE IMPRENSA NACIONAL";"110245";"FUNDO DE IMPRENSA NACIONAL/EXEC.ORC.FINANC.";"000000000002/2017";"REAJUSTE DO VALOR CONTRATUAL COM BASE NO IPCA ACUMULADO DE DEZEMBRO/2015 A                                                              DEZEMBRO/2016";"42315,60";"31/10/2017";"Encerrado"
"142014";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193099";"MMA-IBAMA - DEFIN/DF";"000000000073/2015";"Equilibrio economico";"92092,00";"20/10/2015";"Encerrado"
"142014";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193099";"MMA-IBAMA - DEFIN/DF";"00000000000732015";"REPACTUAÁ„O";"96838,90";"20/10/2015";"Encerrado"
"172014";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193099";"MMA-IBAMA - DEFIN/DF";"00000000000582017";"CONFORME ACORDO ART. 65, . 8∫ DA LEI 8.666/93 E A CL·USULA DÈCIMA SÈTIMA.";"1152,50";"21/12/2017";"Encerrado"
"172014";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193099";"MMA-IBAMA - DEFIN/DF";"000000000054/2016";"REAJUSTE DO VALOR CONTRATUAL.";"1969,10";"10/05/2016";"Encerrado"
"172014";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193099";"MMA-IBAMA - DEFIN/DF";"000000000059/2014";"Reajuste do valor contratual.";"2676,10";"08/07/2016";"Encerrado"
"52014";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193107";"IBAMA - SUPERINTENDENCIA ESTADUAL/ES";"00000000000222017";"CONCESS√O DE REPACTUA«√O DE VALORES COM BASE NA CCT 2017.";"42760,80";"28/11/2017";"Encerrado"
"52014";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193107";"IBAMA - SUPERINTENDENCIA ESTADUAL/ES";"000000000010/2018";"REPACTUAÁ„O DO VALOR CONTRATO, COM BASE NA CCT 2017, PARA O EXERCÌCIO DE 20                                           18 - DE 01/01/2018 A 29/04/2018.";"14483,00";"24/01/2018";"Encerrado"
"52014";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193107";"IBAMA - SUPERINTENDENCIA ESTADUAL/ES";"000000000018/2017";"VISA O AJUSTE CONTRATUAL CO VISTAS A REPACTUACAO DECORRENTE DE CONVENCAO CO  LETIVA DE TRABALHO 2016, REFERENTE AO PERIODO DE 01.01.2017 A 29.04.2017.";"24685,80";"15/02/2017";"Encerrado"
