"N˙mero Contrato";"CÛdigo ”rg„o Superior";"Nome ”rg„o Superior";"CÛdigo ”rg„o";"Nome ”rg„o";"CÛdigo UG";"Nome UG";"N˙mero Apostilamento";"DescriÁ„o Apostilamento";"Valor Apostilamento";"Data de inclus„o";"SituaÁ„o Apostilamento"
"642017";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GEST√O";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GEST√O";"201013";"COORDENA«√O DE EXECU«√O ORC. E FINANCEIRA";"000000000009/2018";"REPACTUACAO DE PRECOS DO CONTRATO ADMINISTRATIVO 64/2017, FIRMADO COM A WR                                                                 COMERCIAL.";"8408,70";"16/04/2018";"Encerrado"
"152017";"20000";"PRESIDENCIA DA REPUBLICA";"20116";"FUNDO DE IMPRENSA NACIONAL";"110245";"FUNDO DE IMPRENSA NACIONAL/EXEC.ORC.FINANC.";"000000000002/2018";"RepactuaÁ„o do valor contratual relativo ao reajuste dos sal·rios e benefic                                                          ios da categoria.";"16292,00";"14/06/2018";"Encerrado"
"162017";"20000";"PRESIDENCIA DA REPUBLICA";"20116";"FUNDO DE IMPRENSA NACIONAL";"110245";"FUNDO DE IMPRENSA NACIONAL/EXEC.ORC.FINANC.";"000000000002/2018";"TEM POR OBJETO A REPACTUAÁ„O DO VALOR CONTRATUAL RELATIVO AO REAJUSTE   DOS                                     CONTRATOS E BENEFÌCIOS DAS CATEGORIAS.";"79083,50";"09/07/2018";"Encerrado"
"42017";"24000";"MINISTERIO DA CIENCIA,TECNOLOGIA E INOVA«√O";"20301";"COMISSAO NACIONAL DE ENERGIA NUCLEAR";"113205";"SAE-CNEN/CENTRO DESENV.TECNOLOGIA NUCLEAR/MG";"000000000003/2018";"REPACTUA«√O EM FUN«√O DOS EFEITOS DECORRENTES DA CCT-2018.";"6031,30";"10/05/2018";"Encerrado"
"22017";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193112";"IBAMA-SUPERINTENDENCIA ESTADUAL/MS";"000000000001/2018";"POR ESTE TERMO, E COM AMPARO NO . 8∫ DO ARTIGO 65 DA LEI N 8.666/93, ESTA SUPERINTENDÍNCIA DO IBAMA EM MS, EM CUMPRIMENTO AO QUE DISPıE A CL·USULA SEXTA DO CONTRATO REFERENCIADO ASSINADO ENTRE ESTA SUPES/MS E A EMPRESA PGA SERVI«OS TERCEIRIZADOS EIRELI EPP, DECLARA QUE PARA O PERÌODO DE 01/01/2018 A 30/11/2018, O VALOR MENSAL ESTIMADO DO CONTRATO FOI ALTERADO PARA R$ 18.51";"5152,10";"22/02/2018";"Encerrado"
"62017";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130074";"SUPERINT.FEDERAL DE ACRIC.PECUARIA E ABASTEC.";"000000000001/2018";"POSTILAMENTO 01/2018 - CCT/2018 - AUTORIZA«√O DO SENHOR SUPERINTENDENTE FE ERAL DE AGRICULTURA-ORDENADOR DE DESPESAS,EM EXERCÕCIO A PARTIR DE 01/01/2 018, VALOR MENSAL DO PRESENTE CONTRATO PASSAR¡ PARA R$ 2.842,67 E ANUAL PA                                                          RA R$ 170.560,20.";"6060,20";"20/02/2018";"Encerrado"
"112017";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170078";"SUP.REGIONAL RECEITA FEDERAL 5A.RF/BA";"00000000000012018";"REPACTUAÁ„O DOS PREÁOS";"12266,40";"22/01/2018";"Encerrado"
"62017";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170111";"INSP.REC.FEDERAL CL.A EM PONTA PORA/MS";"00000000000012018";"Valores repactuados conforme ConvenÁ„o Coletiva de Trabalho - CCT MS000004/                       2018, com efeitos a partir de 01 de janeiro de 2018.";"12183,40";"01/03/2018";"Encerrado"
"82017";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170114";"SUPERINTEND NCIA DE ADMINISTRA«√O DO MF - RJ";"000000000002/2018";"RepactuaÁ„o contratual (dissÌdio coletivo) do exercicio 2018 no perÌodo de                          27/07/2018 a 01/11/2018 no valor de R$ 19.832,67.";"19832,60";"30/07/2018";"Encerrado"
"52017";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170156";"SUP.REGIONAL RECEITA FEDERAL 9A.RF/PR";"000000000002/2018";"REPACTUAÁ„O EM RAZ„O DA ENTRADA EM VIGOR DA CONVENÁ„O COLETIVA DE TRABALHO                                                                 2018/2019.";"682,90";"20/03/2018";"Encerrado"
"32017";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170160";"DELEGACIA DA REC.FEDERAL EM P.GROSSA/PR";"000000000001/2018";"REPACTUA«√O DEVIDO A CCT PR000105/2018";"3856,80";"10/04/2018";"Encerrado"
"122017";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170175";"SUPERINTEND NCIA DE ADMINISTRA«√O DO MF - RS";"00000000000022018";"REPACTUACAO 2018.";"3290,60";"02/04/2018";"Encerrado"
"122017";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170175";"SUPERINTEND NCIA DE ADMINISTRA«√O DO MF - RS";"00000000000012018";"EMPENHO GERADO PARA O EXERCICIO";"10,00";"02/04/2018";"Encerrado"
"132017";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170175";"SUPERINTEND NCIA DE ADMINISTRA«√O DO MF - RS";"000000000001/2018";"AJUSTAR OS VALORES DAS PARCELAS MENSAIS PARA VIABILIZAR OS ATESTES E PAGAME                                                                      NTOS.";"2491872,60";"01/02/2018";"Encerrado"
"42017";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170328";"MF - DELEGACIA DA REC. FED. DE SETE LAGOAS/MG";"00000000000012018";"repactuaÁ„o de valores do contrato";"16272,00";"28/05/2018";"Encerrado"
"82017";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GEST√O";"25205";"FUND.INST.BRASILEIRO DE GEOG.E ESTATISTICA";"114619";"UNIDADE ESTADUAL DO IBGE NO ESPÕRITO SANTO";"000000000001/2018";"REPACTUAÁ„O CONTRATUAL PREVISTA EM CONTRATO DEVIDO A HOMOLOGAÁ„O DA CONVENÁ„O COLETIVA SINDILIMPE 2018/2018 COM REAJUSTES NO PISO SALARIAL, VALE ALIME                                  NTAÁ„O E VALE TRANSPORTE DE FUNCION·RIOS.";"5720,40";"11/05/2018";"Encerrado"
"102017";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GEST√O";"25205";"FUND.INST.BRASILEIRO DE GEOG.E ESTATISTICA";"114624";"UNIDADE ESTADUAL DO IBGE EM SANTA CATARINA";"03642000729201511";"REAJUSTE CONTRATUAL, PREVIAMENTE ESTABELECIDO, COM BASE NO INPC ACUMULADO D                                      E 12 MESES DE AGOSTO DE 2017 - 1,73%.";"839,70";"08/10/2017";"Efetivado"
"202017";"26000";"MINISTERIO DA EDUCACAO";"26000";"MINISTERIO DA EDUCACAO";"158565";"UNIV.DA INTEG.INTERN.DA LUSOF.AFRO-BRASILEIRA";"00000000000000001";"ATUALIZAÁ„O DE DOTAÁ„O ORÁAMENT·RIA PARA EMPENHO DAS DESPESAS RELATIVAS AOCONTRATO N∫ 20/2017, REFERENTE ‡ PRESTAÁ„O DE SERVIÁOS E VENDAS DE PRODUTOS                                              , CONFORME EXERCÌCIO DE 2018.";"0,00";"23/01/2018";"Encerrado"
"342017";"26000";"MINISTERIO DA EDUCACAO";"26248";"UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO";"153165";"UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO";"1∫APOST-012754/17";"CCT 2018/2018 (REGISTRO MTE: PE000205/2018) E REAJUSTE DO SAL¡RIO MÕNIMO.";"25836,20";"08/05/2018";"Encerrado"
"362017";"26000";"MINISTERIO DA EDUCACAO";"26251";"FUNDACAO UNIVERSIDADE FEDERAL DO TOCANTINS";"154419";"FUNDACAO UNIVERSIDADE FEDERAL DO TOCANTINS";"000000000005/2018";"REPACTUAÁ„O DOS POSTOS DE LIMPEZA PARA ATENDER ‡ CONVENÁ„O COLETIVA DO SINT    ECAP-TO, RETROATIVO A 01/01/2018, REGISTRADA PELO N˙MERO TO000011/2018.";"90618,40";"06/06/2018";"Encerrado"
"102017";"26000";"MINISTERIO DA EDUCACAO";"26405";"INST.FED.DE EDUC.,CIENC.E TEC.DO CEAR¡";"158960";"INSTITUTO FEDERAL DO CEAR¡ - CAMPUS CAUCAIA";"23486051281201713";"Para fazer face a elevaÁ„o dos custos da contratada em raz„o da celebraÁ„o                                         de convenÁ„o coletiva de trabalho.";"2592,30";"12/06/2018";"Encerrado"
"112017";"26000";"MINISTERIO DA EDUCACAO";"26405";"INST.FED.DE EDUC.,CIENC.E TEC.DO CEAR¡";"158960";"INSTITUTO FEDERAL DO CEAR¡ - CAMPUS CAUCAIA";"23486051452201704";"FAZER FACE ‡ ELEVAÁ„O DOS CUSTOS DA CONTRATADA EM VIRTUDE DA CELEBRAÁ„O DE                                                                        CCT";"2957,60";"24/04/2018";"Encerrado"
"102017";"26000";"MINISTERIO DA EDUCACAO";"26422";"INST.FED. DE EDUC., CIENC. E TEC. CATARINENSE";"154706";"INST.FED.CATARINENSE/CAMPUS BRUSQUE";"000000000terceiro";"Terceiro termo de apostilamento ao contrato 10/2017 apÛs solicitaÁ„o da contratada para reajuste de preÁos com base nas alteraÁıes consignadas pela co                         nvenÁ„o Coletiva de Trabalho (CCT) do ano de 2018.";"3114,20";"15/05/2018";"Encerrado"
"1242017";"26000";"MINISTERIO DA EDUCACAO";"26422";"INST.FED. DE EDUC., CIENC. E TEC. CATARINENSE";"158125";"INST.FED.DE EDUC., CIENC. E TEC. CATARINENSE";"23348002485201705";"RepactuaÁ„o da CCT 2018/2019 ‡ partir de 01/02/2018.";"441,60";"10/07/2018";"Encerrado"
"152017";"26000";"MINISTERIO DA EDUCACAO";"26443";"EMPRESA BRASILEIRA DE SERVI«OS HOSPITALARES";"155023";"HOSPITAL UNIVERSIT¡RIO LAURO WANDERLEY";"000000000001/2018";"READEQUA«√O DO CRONOGRAMA FINANCEIRO DO CONTRATO";"0,00";"06/02/2018";"Encerrado"
