"N˙mero Contrato";"CÛdigo ”rg„o Superior";"Nome ”rg„o Superior";"CÛdigo ”rg„o";"Nome ”rg„o";"CÛdigo UG";"Nome UG";"N˙mero Apostilamento";"DescriÁ„o Apostilamento";"Valor Apostilamento";"Data de inclus„o";"SituaÁ„o Apostilamento"
"522014";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GEST√O";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GEST√O";"201013";"COORDENA«√O DE EXECU«√O ORC. E FINANCEIRA";"000000000014/2015";"REPACTUAÁ„O DE PREÁOS 2015.";"35882,80";"29/05/2015";"Encerrado"
"522014";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GEST√O";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GEST√O";"201013";"COORDENA«√O DE EXECU«√O ORC. E FINANCEIRA";"000000000019/2016";"REPACTUAÁ„O";"49622,50";"13/05/2016";"Encerrado"
"142014";"20000";"PRESIDENCIA DA REPUBLICA";"20116";"FUNDO DE IMPRENSA NACIONAL";"110245";"FUNDO DE IMPRENSA NACIONAL/EXEC.ORC.FINANC.";"000000000002/2016";"REPACTUA«√O CONCEDIDA REFERENTE ¿ CCT 2015 E DA MUDAN«A DO PERCENTUAL DORAT (FAPXSAT) DE JANEIRO, FEVEREIRO E AINDA PELA INCLUS√O DO BENEFÕCIO CONTIDO NA LEI N∫ 12506/2011 E A RETIRADA DOS ITENS N√O RENOV¡VEIS E SEUS REFLE                                     XOS DA PLANILHA DE FORMA«√O DE PRE«OS.";"677082,60";"03/02/2016";"Encerrado"
"142014";"20000";"PRESIDENCIA DA REPUBLICA";"20116";"FUNDO DE IMPRENSA NACIONAL";"110245";"FUNDO DE IMPRENSA NACIONAL/EXEC.ORC.FINANC.";"000000000003/2016";"DECORRENTE DA RECPACTUAÁ„O CONCEDIDA COM BASE NAS CONVENÁıES COLETIVAS DE TRABALHO 2016. TAMBÈM EST· SENDO INSERIDO O AJUSTE DO 4∫ TERMO ADITIVO RELAT IVO A 32 HORAS EXTRAS MENSAIS, PERFAZENDO UM LIMITE MENSAL DE R$ 1.016,32.";"397125,70";"16/05/2016";"Encerrado"
"142014";"20000";"PRESIDENCIA DA REPUBLICA";"20116";"FUNDO DE IMPRENSA NACIONAL";"110245";"FUNDO DE IMPRENSA NACIONAL/EXEC.ORC.FINANC.";"000000000004/2017";"REPACTUAÁ„O DO VALOR CONTRATUAL RELATIVO AO REJUSTE SALARIAL DA CATEGORIA TÈCNICO EM TELEATENDIMENTO E MOTORISTA, BEM COMO DOS CUSTOS DO PLANO DE SA˙D                                                                         E.";"95304,60";"20/09/2017";"Encerrado"
"142014";"20000";"PRESIDENCIA DA REPUBLICA";"20116";"FUNDO DE IMPRENSA NACIONAL";"110245";"FUNDO DE IMPRENSA NACIONAL/EXEC.ORC.FINANC.";"000000000003/2017";"RepactuÁ„o no valor contratual relativo ao reajuste dos sal·rios das categorias de tÈcnico em secretariado e continuo, do tÌquete alimentaÁ„o, da redu                                                     Á„o do seguro de vida.";"92247,90";"12/05/2017";"Encerrado"
"142014";"20000";"PRESIDENCIA DA REPUBLICA";"20116";"FUNDO DE IMPRENSA NACIONAL";"110245";"FUNDO DE IMPRENSA NACIONAL/EXEC.ORC.FINANC.";"000000000002/2017";"REPACTUAÁ„O DO VALOR CONTRATUAL, PASSANDO A PARTIR DE 2 DE JANEIRO DE 2017, O VALOR MENSAL PASSOU PARA R$ 388.874,83 ACRESCIDO DE R$ 1.016,32 DOS SERV                                                               IÁOS EXTRAS.";"20931,00";"20/03/2017";"Encerrado"
"142014";"20000";"PRESIDENCIA DA REPUBLICA";"20116";"FUNDO DE IMPRENSA NACIONAL";"110245";"FUNDO DE IMPRENSA NACIONAL/EXEC.ORC.FINANC.";"000000000001/2017";"AJUSTE NO VALOR MENSAL DAS PARCELAS 38, 39 E 40, QUE FORAM INSERIDAS COM VA                       LOR A MENOR NA HORA DA INCLUS„O DO 3∫ APOSTILAMENTO.";"1436,10";"12/05/2017";"Encerrado"
"142014";"20000";"PRESIDENCIA DA REPUBLICA";"20214";"AGENCIA NACIONAL DE AVIA«√O CIVIL - ANAC";"113214";"AGENCIA NACIONAL DE AVIACAO CIVIL - ANAC";"000000000002/2016";"REPACTUAÁ„O CONTRATUAL EM VIRTUDE DO REGITRO JUNTO AO MTE DAS CCTS 2016 PARA OS POSTOS DE RECEPCIONISTA NAS LOCALIDADES DE BRASÌLIA-DF, V·REZEA GRANDE-MT, MANAUS-AM, S„O GONÁALO DO AMARANTE-RN, RECIFE-PE, SALVADOR-BA E FORTAL                                                                    EZA-CE.";"390094,30";"09/09/2016";"Encerrado"
"142014";"20000";"PRESIDENCIA DA REPUBLICA";"20214";"AGENCIA NACIONAL DE AVIA«√O CIVIL - ANAC";"113214";"AGENCIA NACIONAL DE AVIACAO CIVIL - ANAC";"000000000003/2017";"Concess„o da terceira repactuaÁ„o ao contrato, decorrente das ConvenÁıes Co                                               letivas de Trabalho de 2017.";"294432,00";"15/12/2017";"Encerrado"
