"N˙mero Contrato";"CÛdigo ”rg„o Superior";"Nome ”rg„o Superior";"CÛdigo ”rg„o";"Nome ”rg„o";"CÛdigo UG";"Nome UG";"N˙mero Termo Aditivo";"Data PublicaÁ„o";"Objeto"
"1082015";"20000";"PRESIDENCIA DA REPUBLICA";"20213";"EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTU¡RIA";"125120";"AEROPORTO DE ARACAJU/SBAR";"12015";"16/12/2016";"Objeto: RepactuaÁ„o dos valores contratuais, ajuste de data por erro material e alteraÁ„o de clausula contratual."
"1082015";"20000";"PRESIDENCIA DA REPUBLICA";"20213";"EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTU¡RIA";"125120";"AEROPORTO DE ARACAJU/SBAR";"22015";"29/05/2018";"Objeto: ProrrogaÁ„o do prazo de vigÍncia contratual, por mais 30 meses, de 01/06/2018 a 30/11/2020; ajuste do efetivo - supress„o de 09 postos de trabalho, a partir de 01/06/2018"
"122015";"32000";"MINISTERIO DE MINAS E ENERGIA";"91081";"FURNAS-CENTRAIS ELETRICAS S.A.";"926524";"AMAZONAS GERA«√O E TRANSMISS√O DE ENERGIA S.A";"52015";"06/06/2016";"OBJETO: ManutenÁao instalaÁao e desinstalaÁao de equipamentos do CKT fechado de televisao da Amazonas GeraÁao e Transmissao de Energia SA"
"122015";"32000";"MINISTERIO DE MINAS E ENERGIA";"91081";"FURNAS-CENTRAIS ELETRICAS S.A.";"926524";"AMAZONAS GERA«√O E TRANSMISS√O DE ENERGIA S.A";"62015";"31/03/2017";"OBJETO: ManutenÁao instalaÁao e desinstaalaÁao de equipamenntos do CKT de televisao CFTV Amazonas GeraÁao e Transmissao de Energia SA"
"1432015";"41000";"MINISTERIO DAS COMUNICACOES";"41000";"MINISTERIO DAS COMUNICACOES";"925150";"TELECOMUNICA«’ES BRASILEIRAS S.A.";"12017";"12/12/2017";"OBJETO: ProrrogaÁ„o do prazo de vigÍncia do contrato original pelo perÌodo de 24 meses, contados a partir de 30/10/2017"
"1612015";"41000";"MINISTERIO DAS COMUNICACOES";"41000";"MINISTERIO DAS COMUNICACOES";"925150";"TELECOMUNICA«’ES BRASILEIRAS S.A.";"12015";"30/11/2016";"OBJETO: ProrrogaÁ„o do prazo de vigÍncia do contrato original pelo perÌodo de 12 meses."
"1612015";"41000";"MINISTERIO DAS COMUNICACOES";"41000";"MINISTERIO DAS COMUNICACOES";"925150";"TELECOMUNICA«’ES BRASILEIRAS S.A.";"12016";"30/11/2016";"OBJETO: ProrrogaÁ„o do prazo de vigÍncia do contrato original pelo perÌodo de 12 meses."
"1612015";"41000";"MINISTERIO DAS COMUNICACOES";"41000";"MINISTERIO DAS COMUNICACOES";"925150";"TELECOMUNICA«’ES BRASILEIRAS S.A.";"22017";"10/11/2017";"OBJETO: ProrrogaÁ„o do prazo de vigÍncia do contrato original pelo perÌodo de 12 meses."
"1612015";"41000";"MINISTERIO DAS COMUNICACOES";"41000";"MINISTERIO DAS COMUNICACOES";"925150";"TELECOMUNICA«’ES BRASILEIRAS S.A.";"22017";"10/11/2017";"OBJETO: ProrrogaÁ„o do prazo de vigÍncia do contrato original pelo perÌodo de 12 meses"
"1612015";"41000";"MINISTERIO DAS COMUNICACOES";"41000";"MINISTERIO DAS COMUNICACOES";"925150";"TELECOMUNICA«’ES BRASILEIRAS S.A.";"32018";"24/10/2018";"OBJETO: ProrrogaÁ„o do prazo de vigÍncia do contrato original pelo perÌodo de 12 meses."
"1612015";"41000";"MINISTERIO DAS COMUNICACOES";"41000";"MINISTERIO DAS COMUNICACOES";"925150";"TELECOMUNICA«’ES BRASILEIRAS S.A.";"42019";"30/10/2019";"OBJETO: ProrrogaÁ„o pelo perÌodo de 12 meses do contrato nÅ 161/2015/3700 a contar da data de 30/10/2019."
"222015";"20000";"PRESIDENCIA DA REPUBLICA";"20213";"EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTU¡RIA";"125192";"AEROPORTO DE IMPERATRIZ/SBIZ";"12015";"10/11/2016";"Objeto: ProrrogaÁ„o contratual por mais 12 meses a contar de 16/11/2016 e alteraÁ„o na forma de processamento das repactuaÁıes"
"242015";"32000";"MINISTERIO DE MINAS E ENERGIA";"91081";"FURNAS-CENTRAIS ELETRICAS S.A.";"926524";"AMAZONAS GERA«√O E TRANSMISS√O DE ENERGIA S.A";"32016";"26/11/2015";"OBJETO: ServiÁos de conduÁao de veicuÁos leves e pesados"
"242015";"32000";"MINISTERIO DE MINAS E ENERGIA";"91081";"FURNAS-CENTRAIS ELETRICAS S.A.";"926524";"AMAZONAS GERA«√O E TRANSMISS√O DE ENERGIA S.A";"42017";"14/03/2017";"OBJETO: ServiÁo de conduÁao de veiculos leves e pesados"
