"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Número Contrato";"Código Item Compra";"Descrição Item Compra";"Descrição Complementar Item Compra";"Quantidade Item";"Valor Item"
"52131";"Comando da Marinha";"743000";"DIRETORIA DE AERONAUTICA DA MARINHA";"12009";"0";"Não se aplica";"Não se aplica";"1";"106916441,10"
"52131";"Comando da Marinha";"764200";"SERVICO DE VETERANOS E PENS. DA MARINHA";"12016";"0";"Não se aplica";"Não se aplica";"12";"200000,00"
"52121";"Comando do Exército";"160173";"31º BATALHAO DE INFANTARIA MOTORIZADO";"12016";"1601730700001201600001";"ASSISTENCIA MEDICA - HOSPITALAR / DOMICILIAR COMPLEMENTAR DESAUDE / CONVÊNIO";"PRESTAÇÃO DE SERVIÇO DE ASSISTÊNCIA MÉDICO-HOSPITALAR, UTI-MÓVEL E HOME CARE.";"8";"600000,00"
"52121";"Comando do Exército";"160056";"2º CENTRO DE GEOINFORMACAO";"12016";"1600560700001201600001";"PUBLICACAO, IMPRESSAO DE JORNAL / REVISTA / LIVRO";"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS DE DISTRIBUIÇÃO DA PUBLICIDADE LEGAL IMPRESSA E/OU ELETRÔNICA DE INTERESSE DO CIGEX.";"1";"15000,00"
"52904";"Fundo do Exército";"167173";"31º BATALHAO DE INFANTARIA MOTORIZADO";"12017";"1601730700005201700001";"ASSISTENCIA MEDICA - HOSPITALAR / DOMICILIAR COMPLEMENTAR DESAUDE / CONVÊNIO";"CONTRATAÇÃO DE SERVIÇO DE ATENDIMENTO AMBULATORIAL DE ONCOLOGIA.";"6";"200000,00"
"52121";"Comando do Exército";"160160";"51 BATALHAO DE INFANTARIA DE SELVA";"12018";"1601600500006201800003";"CHAMADAS LOCAIS FIXO-FIXO STFC-LOCAL-FF";"PRESTAÇÃO DE SERVIÇO TELEFÔNICO FIXO COMUTADO (STFC) POR MEIO DE ENTRONCAMENTO  ANALÓGICO/DIGITAL - LIGAÇÕES LOCAIS: FIXO-FIXO (LL)";"1000";"312,13"
"36000";"Ministério da Saúde - Unidades com vínculo di";"257045";"DISTRITO SANIT.ESP.INDIGENA - TAPAJOS";"12018";"2570450200001201800001";"OBRAS CIVIS PUBLICAS ( CONSTRUCAO )";"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DE SERVIÇO DE CONSTRUÇÃO DA  UNIDADE BÁSICA DE SAÚDE TIPO II, COM ALOJAMENTO NA ALDEIA KUBENKOKRE, ÁREA RU RAL DO MUNICÍPIO DE ALTAMIRA/PA, MEDIANTE O REGIME DE EMPREITADA, POR MENOR PR EÇO GLOBAL, CONFORME ESPECIFICAÇÕES CONSTANTE NO PROJETO BÁSICO.";"1";"1169804,40"
"62201";"Agência Nacional de Aviação Civil";"113217";"REPRESENTACAO REGIONAL SAO PAULO-ANAC";"12018";"1132140500009201800001";"PRESTACAO DE SERVICOS DE COPEIRAGEM";"SERVIÇOS DE COPEIRAGEM, COMPREENDENDO A DISPONIBILIZAÇÃO DE MÃO DE OBRA NA CAT EGORIA FUNCIONAL DE COPEIRO(A), INCLUINDO TODOS OS INSUMOS PREVISTOS E UTENSÍL IOS NECESSÁRIOS À EXECUÇÃO DOS SERVIÇOS NAS DEPENDÊNCIAS DA AGÊNCIA NACIONAL D E AVIAÇÃO CIVIL - ANAC EM SÃO PAULO/SP, CONFORME CONDIÇÕES, QUANTIDADES E EXIG ÊNCIAS ESTABELECIDAS NO EDITAL E SEUS ANEXOS";"12";"63414,90"
"22000";"Ministério da Agricultura, Pecuária e Abastec";"130126";"SUPERINT.REG.DE DESENV.DA LAV.CACAUEIRA/PA";"12018";"1301260600002201800010";"AR CONDICIONADO - MANUTENCAO DE SISTEMAS / LIMPEZA";"RECUPERAÇÃO DE UMA CENTRAL SPLIT DE 12000BTUS, REG. PAT. NRO. 70.563-EVAPORADO RA 2, COMPREENDENDO:   LIMPEZA EXTERNA E INTERNA, LIMPEZA DA EVAPORADORA, LUBR IFICAÇÃO DA VENTOINA, LUBRIFICAÇÃO DO VENTILADOR, REVISÃO DO TERMOSTATO, MEDIÇ ÃO DA AMPERAGEM DO COMPRESSOR, INSTALAÇÃO DE UM DISJUNTOR DE 16A E CAIXA PARA CORREÇÃO DA REDE ELETRICA.";"1";"350,00"
"22000";"Ministério da Agricultura, Pecuária e Abastec";"130126";"SUPERINT.REG.DE DESENV.DA LAV.CACAUEIRA/PA";"12018";"1301260600002201800016";"AR CONDICIONADO - MANUTENCAO DE SISTEMAS / LIMPEZA";"RECUPERAÇÃO DE UMA CENTRAL SPLIT DE 18000BTUS, REG. PAT. NRO. 70.526, COMPREEN DENDO: TROCA DO CAPACITOR DE PARTIDA, REVISÃO ELETROELETRÔNICA, MEDIÇÃO DA AMP ERAGEM DO COMPRESSOR, INSTALAÇÃO DE UM DISJUNTOR DE 16A E CAIXA PARA CORREÇÃO DA REDE ELÉTRICA.";"1";"225,00"
"22000";"Ministério da Agricultura, Pecuária e Abastec";"130126";"SUPERINT.REG.DE DESENV.DA LAV.CACAUEIRA/PA";"12018";"1301260600002201800011";"AR CONDICIONADO - MANUTENCAO DE SISTEMAS / LIMPEZA";"RECUPERAÇÃO DE UM AR CONDICIONADO TIPO JANELA DE 10000BTUS, REG. PAT. NRO. 69. 656, COMPREENDENDO:   LIMPEZA EXTERNA E INTERNA, LIMPEZA DA CONDENSADORA, REVI SÃO DO TERMOSTATO, TROCA DA VENTOINA, TROCA DO CAPACITOR, REPOSIÇÃO DE GAS R13 4A, MEDIÇÃO DA AMPERAGEM DO COMPRESSOR, INSTALAÇÃO DE UM DISJUNTOR DE 16A E CA IXA PARA CORREÇÃO DA REDE ELETRICA.";"1";"400,00"
