"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Número Contrato";"Código Item Compra";"Descrição Item Compra";"Descrição Complementar Item Compra";"Quantidade Item";"Valor Item"
"52131";"Comando da Marinha";"764100";"SERVICO DE IDENTIFICACAO DA MARINHA";"12017";"0";"Não se aplica";"Não se aplica";"1";"5567,20"
"52131";"Comando da Marinha";"781333";"DELEGACIA DA CAPITANIA DOS PORTOS EM MACAE";"12017";"0";"Não se aplica";"Não se aplica";"10000000";"100000,00"
"26427";"Instituto Federal da Bahia";"158407";"INST. FED.DA BAHIA/CAMPUS SIMOES FILHO";"12017";"1584070500002201600001";"TOLDO";"TOLDO EM PLACA DE POLICARBONATO DE 06 MM DE ESPESSURA, ALVEOLARES COM TRATAMEN TO ANTI-RAIOS ULTRAVIOLETAS PARA O MÁXIMO DE SOMBREAMENTO POSSÍVEL DE ESTACION AMENTO, COM AS SEGUINTES DIMENSÕES: 4,5 METROS DE COMPRIMENTO, 2,5 METROS DE L ARGURA COM 3,0 METROS DE ALTURA, COM ESTRUTURADO EM TUBOS API 5L GRAU B, SCH 4 0 DE 03 POLEGADAS, TUBOS API 5L GRAU B, SCH 40 DE 2,5 POLEGADAS, TUBOS API 5L GRAU B, SCH 40 DE 02 POLEGADAS, PERFIS TIPO W 100X30, CHAPA A/C ASTM A238, 1/4 X500X500, TIRANTES A/C ASTM A-1020 DE 0,5 POLEGADAS, PARAFUSOS DE CÁDMIO 3/8 P OLEGADAS 1045, CHUMBADORES A/C1020 E 3/4 POLEGADAS POR 750 MM, TODA ESTRUTURA METÁLICA EM PINTURA EPÓXI DE 250 MICRA, NA COR CINZA .";"35";"98000,00"
"26238";"Universidade Federal de Minas Gerais";"153293";"INSTITUTO DE GEO-CIENCIAS/UFMG";"12017";"1532930600090201700004";"DISCO RÍGIDO REMOVÍVEL";"DISCO RÍGIDO REMOVÍVEL, CAPACIDADE MEMÓRIA 320 GB, INTERFACE SATA II, 7.200 RPM, APLICAÇÃO MICROCOMPUTADOR, CARACTERÍSTICAS ADICIONAIS BUFFER MÍNIMO 16MB";"1";"2400,00"
"26238";"Universidade Federal de Minas Gerais";"153293";"INSTITUTO DE GEO-CIENCIAS/UFMG";"12017";"1532930600090201700002";"ADMINISTRACAO / EXECUCAO PROJETO EDUCACIONAL / CONVENIO / ESTAGIO / UNIVERSITARIO / MONITOR";"PAGAMENTO DE BOLSISTAS DO PROJETO RELATIVO AO TERMO DE EXECUÇÃO DESCENTRALIZAD A DE NÚMERO SEI/MP 4975935, CELEBRADO ENTRE A UFMG E A SUPERINTENDÊNCIA DE PAT RIMÔNIO DA UNIÃO - SPU";"1";"36000,00"
"26238";"Universidade Federal de Minas Gerais";"153293";"INSTITUTO DE GEO-CIENCIAS/UFMG";"12017";"1532930600090201700005";"TINTA IMPRESSORA";"TINTA IMPRESSORA, MATERIAL BASE ÁLCOOL, COR PRETA, APLICAÇÃO IMPRESSORA, CARGA CARTUCHO";"1";"275,00"
"26238";"Universidade Federal de Minas Gerais";"153293";"INSTITUTO DE GEO-CIENCIAS/UFMG";"12017";"1532930600090201700003";"ADMINISTRACAO / EXECUCAO PROJETO EDUCACIONAL / CONVENIO / ESTAGIO / UNIVERSITARIO / MONITOR";"PAGAMENTO DA EXECUÇÃO DO PROJETO RELATIVO AO TERMO DE EXECUÇÃO DESCENTRALIZADA  DE NÚMERO SEI/MP 4975935, CELEBRADO ENTRE A UFMG E A SUPERINTENDÊNCIA DE PATR IMÔNIO DA UNIÃO - SPU";"1";"16125,00"
"52131";"Comando da Marinha";"710100";"TRIBUNAL MARITIMO";"12017";"0";"Não se aplica";"Não se aplica";"1";"72000,00"
"25000";"Ministério da Economia - Unidades com vínculo";"170385";"DELEGACIA DA RFB DE FISCALIZACAO EM SAO PAULO";"12017";"1701330500009201600001";"INFORMATICA - DIGITALIZACAO DE DOCUMENTO";"";"19291500";"578745,00"
"26418";"Instituto Federal de Pernambuco";"158477";"IFPE - CAMPUS PESQUEIRA";"12017";"1581360500006201600015";"LOCACAO / MONTAGEM / DESMONTAGEM DE STANDS E PROJETOS EM FEIRAS E EXPOSICOES";"ESTANDE   BÁSICO INTERNO ESTRUTURA COMPLETA DE ESTANDE, COM PAINEL DE TS DUPLA  FACE EM SISTEMA PADRONIZADO OCTANORM, COM 2,20M ALTURA, REVESTIMENTO EM CARPE TE, ILUMINAÇÃO TIPO SPOT COM ARANDELA A CADA 0,5 METRO E TESTEIRA 1 X 0,5M EM POLICARBONATO, COM IDENTIFICAÇÃO. (LOCAÇÃO DIÁRIA).";"12";"720,00"
