"N˙mero Contrato";"CÛdigo ”rg„o Superior";"Nome ”rg„o Superior";"CÛdigo ”rg„o";"Nome ”rg„o";"CÛdigo UG";"Nome UG";"N˙mero Apostilamento";"DescriÁ„o Apostilamento";"Valor Apostilamento";"Data de inclus„o";"SituaÁ„o Apostilamento"
"22018";"20000";"PRESIDENCIA DA REPUBLICA";"20214";"AGENCIA NACIONAL DE AVIA«√O CIVIL - ANAC";"113214";"AGENCIA NACIONAL DE AVIACAO CIVIL - ANAC";"000000000001/2018";"TRATA-SE DA PRIMEIRA REPACTUÁ„O CONTRATUAL EM DECORRÍNCIA DO REGISTRO DA NOVA CCT 2018 VIGENTE PARA AS CATEGORIAS DE TRABALHADORES ENVOLVIDOS NA CONTR               ATAÁ„O E DA ALTERAÁ„O DO FAP, EXERCÌCIO 2018, DA CONTRATADA.";"20904,30";"28/03/2018";"Encerrado"
"12018";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193125";"IBAMA - SUPERINTENDENCIA ESTADUAL/SC";"000000000007/2018";"REPACTUAÁ„O DOS CARGOS DE MOTORISTA, OFICIAL DE MANUTENÁ„O PREDIAL, RECEPCIONISTA E TELEFONISTA, PARA O IBAMA EM SANTA CATARINA, CONFORME CONVENÁ„O CO    LETIVA DE TRABALHO N∫ SC000236/2018, A PARTIR DE 01 DE JANEIRO DE 2018.";"8768,60";"10/04/2018";"Encerrado"
"12018";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130058";"LABORAT”RIO FEDERAL DE DEFESA AGROPECU¡RIA";"000000000014/2018";"O presente Termo de Apostilamento tem como escopo informar a alteraÁ„o da d                                                       otaÁ„o orÁament·ria.";"0,00";"11/06/2018";"Encerrado"
"32018";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130103";"LABORAT”RIO FEDERAL DE DEFESA AGROPECURIO/RS";"000000000001/2018";"RepactuaÁ„o do contrato n∫ 03/2018 devido ‡ homologaÁ„o da CCT 2018/2018 do                                                                   SEAC/RS.";"173,40";"21/03/2018";"Encerrado"
"32018";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130103";"LABORAT”RIO FEDERAL DE DEFESA AGROPECURIO/RS";"000000000002/2018";"Apostilamento decorrente da correÁ„o da planilha de custos utilizada no apostilamento anterior e atualizaÁ„o do valor do vale-transporte de acordo com         o Decreto n∫ 19.949 de 09/03/2018 do MunicÌpio de Porto Alegre/RS.";"1601,50";"26/04/2018";"Encerrado"
"1002017";"24000";"MINISTERIO DA CIENCIA,TECNOLOGIA E INOVA«√O";"24000";"MINISTERIO DA CIENCIA,TECNOLOGIA E INOVA«√O";"240107";"INSTITUTO NACIONAL DE PESQUISAS ESPACIAIS";"003.06.010.1/2018";"REPACTUA«√O DO VALOR MENSAL DO CONTRATO, EM CONFORMIDADE COM A NOTA T…CNICA                                           88/2018/SEI-INPE, DE 03/07/2018.";"11488,40";"04/07/2018";"Encerrado"
"12018";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170045";"SUPERINTEND NCIA DE ADMINISTRA«√O DO MF - RN";"000000000001/2018";"Em raz„o da ConvenÁ„o Coletiva de Trabalho Registro MTE sob n∫ RN000112/2018, que reajustou o preÁo do sal·rio e benefÌcios dos trabalhadores do Sindicato dos Trabalhadores em Asseio, ConservaÁ„o, HigienizaÁ„o e Limpeza Urban                                                        a do RN - SINDLIMP.";"6303,60";"08/06/2018";"Encerrado"
"12018";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170064";"SUPERINTEND NCIA DE ADMINISTRA«√O DO MF/AL";"00000000000032018";"O PRESENTE TERMO DE APOSTILAMENTO TEM COMO OBJETO REPACTUAR O CONTRATO ORIG  INAL COM FUNDAMENTO NA CONVENÁ„O COLETIVA DE TRABALHO (CCT) 2018/2018, DOSINDICATO DOS EMPREGADOS DE EMPRESAS DE ASSEIO, CONSERVAÁ„O E LIMPEZA URBANA NO ESTADO DE ALAGOAS - COM REGISTRO NO MTE SOB O N∫ AL000056/2018, COM DA                                                 TA DE REGISTRO 12/03/2018.";"5941,60";"08/06/2018";"Encerrado"
"12018";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170146";"DELEGACIA DA REC.FEDERAL EM OSASCO/SP";"000000000001/2018";"REPACTUA«√O DOS VALORES CONTRATUAIS, EM VIRTUDE DA CONVEN«√O COLETIVA DE TR                                          ABALHO SIEMACO/SEAC/SP 2018/2018.";"4177,50";"04/07/2018";"Encerrado"
"12018";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170160";"DELEGACIA DA REC.FEDERAL EM P.GROSSA/PR";"00000000000012018";"NOVA CCT SIEMACO 2018";"7031,50";"28/02/2018";"Encerrado"
"12018";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170163";"ALFANDEGA DO PORTO DE PARANAGUA PR";"000000000001/2018";"APOSTILAMENTO REALIZADO PARA INFORMAÁ„O REFERENTE ‡ NOTA DE EMPENHO 2018.";"0,00";"15/03/2018";"Encerrado"
"12018";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170175";"SUPERINTEND NCIA DE ADMINISTRA«√O DO MF - RS";"00000000000012018";"REPACTUACAO DE 2018 DO CONTRATO";"43173,80";"16/04/2018";"Encerrado"
"22017";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170179";"DELEGACIA DA REC.FEDERAL EM P.FUNDO/RS";"000000000001/2018";"FIXA«√O DO VALOR MENSAL DOS SERVI«OS EM DECORR NCIA DA CONCESS√O DA PRIMEIR                                     A REPACTUA«√O DOS VALORES CONTRATUAIS.";"9591,20";"27/03/2018";"Encerrado"
"12018";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170182";"ALFANDEGA DA RFB NO PORTO DO RIO GRANDE-RS";"00000000000022018";"REPACTUA«√O DO CONTRATO EM VIRTUDE DO REAJUSTE PROMOVIDO PELA CCT 2018/2018 A PARTIR DE 01/02/2018, BEM COMO DO AUMENTO DO VALOR DO TRANSPORTE COLETIV                   O NO MUNICIPIO DO RIO GRANDE/RS, A PARTIR DE 07/05/2018.";"39337,30";"05/07/2018";"Encerrado"
"32017";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170182";"ALFANDEGA DA RFB NO PORTO DO RIO GRANDE-RS";"00000000000012018";"REAJUSTE DA M„O DEOBRA DECORRENTE DO REGISTRO DE CONVENÁ„O COLETIVA DE 2017                                      QUE CONTEMPLA A CATEGORIA EM QUEST„O.";"15426,10";"27/02/2018";"Encerrado"
