"Número Contrato";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Número Termo Aditivo";"Data Publicação";"Objeto"
"382021";"20000";"Presidência da República";"20101";"Presidência da República";"110001";"SECRETARIA ESPECIAL DE ADMINISTRACAO/PR";"000012022";"14/06/2022";"Objetivo: PRORROGAÇÃO CONTRATUAL"
"462021";"20000";"Presidência da República";"20101";"Presidência da República";"110001";"SECRETARIA ESPECIAL DE ADMINISTRACAO/PR";"000012022";"24/05/2022";"Objetivo: ACRÉSCIMO DE SERVIÇOS"
"472021";"20000";"Presidência da República";"20101";"Presidência da República";"110001";"SECRETARIA ESPECIAL DE ADMINISTRACAO/PR";"000012022";"17/11/2022";"Objetivo: ACRÉSCIMO DE SERVIÇOS."
"492021";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110062";"DIRETORIA DE GESTAO E DESENVOLVIMENTO DE PESS";"000012022";"26/09/2022";"Objetivo: ACRESCENTAR 17% (DEZESSETE POR CENTO), AO ITEM 1 DO CONTRATO (PROFESSIONAL PUBLIC COACH CERTIFICATION), CORRESPONDENTE A 17 (DEZESSETE) VAGAS, EQUIVALENTE A R$ 196.704,96 (CENTO E NOVENTA E SEIS MIL SETECENTOS E QUATRO REAIS E NOVENTA E SEIS CENTAVOS) NOS MOLDES DO ART. 65, INCISO I, ALÍNEA 'B', § 1º, DA LEI N. 8.666/1993."
"192021";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110096";"SUPERINTENDENCIA ADMINISTRACAO EM PERNAMBUCO";"000012022";"07/07/2022";"Objetivo: PRORROGAR, SUPRIMIR E ACRESCER O CONTRATO"
"900622007";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110097";"SUPERINTENDENCIA ADMINISTRACAO NO RIO G. SUL";"000092015";"18/11/2015";"Objetivo: NONO TERMO ADITIVO AO CONTRATO 62/2007 FIRMADO COM A JBC NEGÓCIOS IMOBILIÁRIOS LTDA"
"900622007";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110097";"SUPERINTENDENCIA ADMINISTRACAO NO RIO G. SUL";"000102017";"29/11/2017";"Objetivo: TERMO ADITIVO PRORROGAÇÃO 10/2017"
"900622007";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110097";"SUPERINTENDENCIA ADMINISTRACAO NO RIO G. SUL";"000112018";"09/11/2018";"Objetivo: PRORROGAR O PRAZO DE VIGÊNCIA DO CONTRATO ORIGINAL POR MAIS 12 MESES"
"900622007";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110097";"SUPERINTENDENCIA ADMINISTRACAO NO RIO G. SUL";"000122019";"29/11/2019";"Objetivo: TERMO ADITIVO DE PRORROGAÇÃO."
"900622007";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110097";"SUPERINTENDENCIA ADMINISTRACAO NO RIO G. SUL";"000132020";"16/09/2020";"Objetivo: 13° TA DE ALTERAÇÃO"
"900622007";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110097";"SUPERINTENDENCIA ADMINISTRACAO NO RIO G. SUL";"000142020";"16/11/2020";"Objetivo: 14º TERMO ADITIVO PRORROGAÇÃO"
"122021";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110102";"SUPERINTENDENCIA ADMINISTRACAO RIO DE JANEIRO";"000012022";"28/11/2022";"Objetivo: SUPRIMIR 9,17% (NOVE INTEIROS E DEZESSETE CENTÉSIMO POR CENTO) DO VALOR INICIAL ATUALIZADO DO CONTRATO, A PARTIR DA DATA DE ASSINATURA DESTE INSTRUMENTO, EQUIVALENTE A R$ 10.287,95 (DEZ MIL, DUZENTOS E OITENTA E SETE REAIS E NOVENTA E CINCO CENTAVOS) DO VALOR MENSAL, NOS MOLDES DO ART. 65, INCISO I, ALÍNEA 'B', § 1º, DA LEI N.º 8.666/1993."
"32021";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110156";"ESCOLA DA ADVOCACIA-GERAL DA UNIAO";"000012021";"31/12/2021";"Objetivo: ALTERAÇÃO DA REDAÇÃO DA CLAUSULA PRIMEIRA - OBJETO DO CONTRATO INICIAL Nº 003/2021. ONDE SE LÊ: 'CONTRATAÇÃO DE SERVIÇOS DE ACESSO À BASE DE DADOS ZÊNITE FÁCIL DE CONTRATAÇÃO PÚBLICA, DO TIPO ON-LINE, LIMITADO A 10 ACESSOS SIMULTÂNEOS A CADA PERIÓDICO.'  LEIA-SE: 'FORNECIMENTO DE ASSINATURA COM 10 ACESSOS SIMULTÂNEOS EM PLATAFORMA DIGITAL COMPOSTA POR BANCO DE DADOS, COM ACESSO ON-LINE A CONTEÚDOS NA ÁREA DE CONTRATAÇÃO PÚBLICA.'"
"32021";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110156";"ESCOLA DA ADVOCACIA-GERAL DA UNIAO";"000022022";"28/04/2022";"Objetivo: ALTERAÇÃO DA CLÁUSULA DÉCIMA SEGUNDA - VEDAÇÕES E PERMISSÕES DO CONTRATO INICIAL Nº 003/2021, DE MODO A ATENDER AO DISPOSTO NA INSTRUÇÃO NORMATIVA Nº 53, DE 8 DE JULHO DE 2020."
"462021";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110161";"SUPERINTENDENCIA DE ADM. NO DISTRITO FEDERAL";"000012022";"24/11/2022";"Objetivo: PRORROGAR O PRAZO DA VIGÊNCIA DO CONTRATO Nº 046/2021-AGU., POR 12 (DOZE) MESES,  PELO PERÍODO DE 3 DE DEZEMBRO DE 2022 A 2 DE DEZEMBRO DE 2023, NOS TERMOS DO ART. 57, II, DA LEI N.º 8.666, DE 1993."
"272021";"52000";"Ministério da Defesa";"52000";"Ministério da Defesa - Unidades com vínculo d";"112408";"HOSPITAL DAS FORCAS ARMADAS";"000442022";"29/11/2022";"Objetivo: PRORROGAR, COM FUNDAMENTO NO ART. 57, INCISO II, §2° DA LEI N° 8.666, DE 21 DE JUNHO DE 1993, A VIGÊNCIA DO CONTRATO Nº 27/2021-HFA, POR UM PERÍODO DE 12 (DOZE) MESES, CONTADOS DE 23 DE NOVEMBRO DE 2022 ATÉ 22 DE NOVEMBRO DE 2023.RATIFICAR O VALOR GLOBAL DA CONTRAPRESTAÇÃO ANUAL DOS SERVIÇOS ESTIMADO EM R$ 3.400,00 (TRÊS MIL E QUATROCENTOS REAIS)."
"352021";"52000";"Ministério da Defesa";"52000";"Ministério da Defesa - Unidades com vínculo d";"112408";"HOSPITAL DAS FORCAS ARMADAS";"000292022";"20/06/2022";"Objetivo: PRORROGAR, A VIGÊNCIA DO CONTRATO Nº  35/2021-HFA, POR UM PERÍODO DE 135 (CENTO E TRINTA E CINCO) DIAS, CONTADOS DE 19 DE JUNHO DE 2022 A 1° DE NOVEMBRO DE 2022."
"442021";"24000";"Ministério da Ciência, Tecnologia, Inovações ";"20301";"Comissão Nacional de Energia Nuclear";"113202";"COMISSAO NACIONAL DE ENERGIA NUCLEAR-IPEN";"000012022";"10/11/2022";"Objetivo: PRORROGAR A VIGÊNCIA DO CONTRATO EM REFERÊNCIA POR MAIS 12 (DOZE) MESES, REAJUSTANDO O SEU VALOR COM BASE NO IPCA ACUMULADO NOS ÚLTIMOS 12 (DOZE) MESES DE 7,1686% SOBRE O VALOR ATUAL DO CONTRATO, PASSANDO O VALOR GLOBAL DE R$ 828.798,00 COM A AUTORIZAÇÃO DO REAJUSTE PLEITEADO DE R$ 59.413,18 PARA O VALOR GLOBAL DE R$ 888.211,18?, PERMANECENDO AS DEMAIS CLÁUSULAS CONTRATUAIS PACTUADAS INALTERADAS E RATIFICADAS."
"292021";"39000";"Ministério da Infraestrutura";"62201";"Agência Nacional de Aviação Civil";"113214";"AGENCIA NACIONAL DE AVIACAO CIVIL";"000012022";"18/11/2022";"Objetivo: PRORROGAÇÃO DO SERVIÇO CONTINUADO DE LICENCIAMENTO DE CONTEÚDOS NOTICIOSOS E INFORMES ECONÔMICOS E FINANCEIROS, EM TEMPO REAL, DISPONIBILIZADOS POR MEIO DO SISTEMA AE BROADCAST."
"142021";"25000";"Ministério da Economia";"61201";"Instituto de Pesquisa Econômica Aplicada";"113601";"INSTITUTO DE PESQUISA ECONOMICA APLICADA";"000012022";"26/04/2022";"Objetivo: O OBJETO DO PRESENTE INSTRUMENTO É I) ACRESCENTAR 24,12% (VINTE E QUATRO VÍRGULA DOZE POR CENTO), DO VALOR INICIAL DO CONTRATO, A PARTIR DA DATA DE ASSINATURA DESDE INSTRUMENTO, EQUIVALENTE A R$ 159.376,08 (CENTO E CINQUENTA E NOVE MIL TREZENTOS E SETENTA E SEIS REAIS E OITO CENTAVOS), NOS MOLDES DO ART. 65, INCISO I, ALÍNEA 'B', §1º. DA LEI Nº. 8.666/93, E II) ALTERAR A CLÁUSULA SEGUNDA - DO PREÇO E DOTAÇÃO ORÇAMENTÁRIA, PARA O VALOR GLOBAL ANUAL PARA R$ 820.242,48 (OITOCENTOS E VINTE MIL DUZENTOS E Q"
"142021";"25000";"Ministério da Economia";"61201";"Instituto de Pesquisa Econômica Aplicada";"113601";"INSTITUTO DE PESQUISA ECONOMICA APLICADA";"000022022";"11/11/2022";"Objetivo: PRORROGAÇÃO DO PRAZO DA VIGÊNCIA CONTRATUAL, A PARTIR DE 01/01/2023 A 01/01/2024, BEM COMO A REDUÇÃO DOS VALORES DOS CUSTOS FIXOS OU VARIÁVEIS NÃO RENOVÁVEIS, QUE JÁ TENHAM SIDO AMORTIZADOS OU PAGOS NO PRIMEIRO ANO DA CONTRATAÇÃO, CONFORME PREVISTO NO ITEM 9 DO ANEXO IX DA IN Nº. 05/2017, BEM COMO PREVISTO NO ACÓRDÃO Nº. 1186/2017, SERÁ REDUZIDO O PERCENTUAL DE 0,226% (ZERO VÍRGULA DUZENTOS E VINTE E SEIS POR CENTO) DO MÓDULO 3, REFERENTE AO AVISO PRÉVIO TRABALHADO REFERENTE À PROVISÃO PARA RESCISÃO DA"
"152021";"25000";"Ministério da Economia";"61201";"Instituto de Pesquisa Econômica Aplicada";"113601";"INSTITUTO DE PESQUISA ECONOMICA APLICADA";"000012022";"31/10/2022";"Objetivo: O OBJETO DO PRESENTE INSTRUMENTO É A PRORROGAÇÃO DO PRAZO DA VIGÊNCIA CONTRATUAL, A PARTIR DE 01/01/2023 A 01/01/2024, BEM COMO A REDUÇÃO DOS VALORES DOS CUSTOS FIXOS OU VARIÁVEIS NÃO RENOVÁVEIS, QUE JÁ TENHAM SIDO AMORTIZADOS OU PAGOS NO PRIMEIRO ANO DA CONTRATAÇÃO, CONFORME PREVISTO NO ITEM 9 DO ANEXO IX DA IN Nº. 05/2017, BEM COMO PREVISTO NO ACÓRDÃO Nº. 1186/2017, SERÁ REDUZIDO O PERCENTUAL DE 0,194% (ZERO VIRGULA CENTO E NOVENTA E QUATRO POR CENTO) DO MÓDULO 3, REFERENTE A PROVISÃO PARA RESCISÃO D"
"332021";"25000";"Ministério da Economia";"25205";"Fundação Instituto Brasileiro de Geografia e ";"114601";"FUNDACAO IBGE-ADMINISTRACAO CENTRAL/RJ";"000012022";"11/07/2022";"Objetivo: NOS TERMOS DA CLÁUSULA SEGUNDA DO CONTRATO, ALTERA-SE O PRAZO DE EXECUÇÃO DOS SERVIÇOS PARA 86 (OITENTA E SEIS) DIAS, CONTADOS A PARTIR DE 18/05/2022, CUJAS ETAPAS SERÃO CUMPRIDAS DE ACORDO COM O CRONOGRAMA FÍSICO-FINANCEIRO APRESENTADO NO ANEXO I DO TERMO.O PRAZO DE VIGÊNCIA CONTRATUAL PASSARÁ A SER ENCERRADO EM 12/09/2022."
"332021";"25000";"Ministério da Economia";"25205";"Fundação Instituto Brasileiro de Geografia e ";"114601";"FUNDACAO IBGE-ADMINISTRACAO CENTRAL/RJ";"000022022";"01/09/2022";"Objetivo: NOS TERMOS DA CLÁUSULA SEGUNDA DO CONTRATO E NA CLÁUSULA PRIMEIRA DO PRIMEIRO TERMO ADITIVO, ALTERA-SE O PRAZO DE EXECUÇÃO DOS SERVIÇOS PARA 131 (CENTO E TRINTA E UM) DIAS, CONTADOS A PARTIR DE 18/05/2022, CUJAS ETAPAS SERÃO CUMPRIDAS DE ACORDO COM O CRONOGRAMA FÍSICO-FINANCEIRO APRESENTADO NO ANEXO I DESTE TERMO."
"102017";"25000";"Ministério da Economia";"25205";"Fundação Instituto Brasileiro de Geografia e ";"114616";"UNIDADE ESTADUAL DO IBGE EM SERGIPE";"000102018";"29/12/2021";"Objetivo: PRORROGAÇÃO DO PRAZO DE VIGÊNCIA POR MAIS 12 (DOZE) MESES."
"102017";"25000";"Ministério da Economia";"25205";"Fundação Instituto Brasileiro de Geografia e ";"114616";"UNIDADE ESTADUAL DO IBGE EM SERGIPE";"000182021";"08/02/2022";"Objetivo: PRORROGAÇÃO DO PRAZO DE VIGÊNCIA DO CONTRATO DE PRESTAÇÃO DE SERVIÇOS DE COMUNICAÇÃO MULTIMÍDIA (BANDA LARGA), CELEBRADO ENTRE O IBGE E A EMPRESA JF SOLUÇÕES INFORMÁTICA LTDA"
"102017";"25000";"Ministério da Economia";"25205";"Fundação Instituto Brasileiro de Geografia e ";"114616";"UNIDADE ESTADUAL DO IBGE EM SERGIPE";"000192019";"29/12/2021";"Objetivo: PRORROGAÇÃO DO PRAZO DE VIGÊNCIA POR MAIS 12 (DOZE) MESES."
"92017";"25000";"Ministério da Economia";"25205";"Fundação Instituto Brasileiro de Geografia e ";"114616";"UNIDADE ESTADUAL DO IBGE EM SERGIPE";"000082019";"29/12/2021";"Objetivo: PRORROGAÇÃO DO PRAZO DE VIGÊNCIA DO CONTRATO 09/2017 POR MAIS 12 (DOZE) MESES."
