"N˙mero Contrato";"CÛdigo ”rg„o Superior";"Nome ”rg„o Superior";"CÛdigo ”rg„o";"Nome ”rg„o";"CÛdigo UG";"Nome UG";"N˙mero Termo Aditivo";"Data PublicaÁ„o";"Objeto"
"11192016";"32000";"MINISTERIO DE MINAS E ENERGIA";"91081";"FURNAS-CENTRAIS ELETRICAS S.A.";"926524";"AMAZONAS GERA«√O E TRANSMISS√O DE ENERGIA S.A";"12017";"21/02/2019";"OBJETO: ServiÁos continuados de vigilancia"
"11192016";"32000";"MINISTERIO DE MINAS E ENERGIA";"91081";"FURNAS-CENTRAIS ELETRICAS S.A.";"926524";"AMAZONAS GERA«√O E TRANSMISS√O DE ENERGIA S.A";"12018";"11/01/2018";"OBJETO: PrestaÁao de srviÁoscontinuadosde vigilancia patrimonial armada a serexecutada nas dependencias do escritorio central suestaÁoes i usinas de Manaus e interior do estado do AMAZONAS"
"11192016";"32000";"MINISTERIO DE MINAS E ENERGIA";"91081";"FURNAS-CENTRAIS ELETRICAS S.A.";"926524";"AMAZONAS GERA«√O E TRANSMISS√O DE ENERGIA S.A";"12019";"11/01/2018";"OBJETO: ServiÁos continuados de vivilancia"
"11192016";"32000";"MINISTERIO DE MINAS E ENERGIA";"91081";"FURNAS-CENTRAIS ELETRICAS S.A.";"926524";"AMAZONAS GERA«√O E TRANSMISS√O DE ENERGIA S.A";"22019";"21/02/2019";"OBJETO: ServiÁos de vigilancia contnuado"
"11352016";"32000";"MINISTERIO DE MINAS E ENERGIA";"91081";"FURNAS-CENTRAIS ELETRICAS S.A.";"926524";"AMAZONAS GERA«√O E TRANSMISS√O DE ENERGIA S.A";"22017";"31/08/2017";"OBJETO: ExeCU«AO DE PROJETO E obra de terraplenagem, pavimentaÁao, drenagem equipamentos de seguranÁa rodoviaria e urbanizaÁao da pista de acesso da usina de Maua 3"
"12082016";"32000";"MINISTERIO DE MINAS E ENERGIA";"91081";"FURNAS-CENTRAIS ELETRICAS S.A.";"925143";"REGIONAL DE TRANSMISS√O DO MARANH√O";"12017";"05/05/2017";"OBJETO: AlteraÁ„o da cl·usula 11™ -DO PRAZO E DAS CONDI«’ES DE EXECU«√O DOS SERVI«OS; AlteraÁ„o da Cl·usula 12™ - DA VIGE NCIA."
"152016";"20000";"PRESIDENCIA DA REPUBLICA";"20213";"EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTU¡RIA";"125190";"AEROPORTO DE S√O LUIS/SBSL";"12016";"26/01/2017";"Objeto: AcrÈscimo de serviÁos no valor de r$ 53.003,86, correspondente a 3,36% do valor inicial do contrato"
"1662016";"41000";"MINISTERIO DAS COMUNICACOES";"41000";"MINISTERIO DAS COMUNICACOES";"925150";"TELECOMUNICA«’ES BRASILEIRAS S.A.";"12017";"09/11/2017";"OBJETO: ProrrogaÁ„o do prazo de vigÍncia do contrato original, pelo perÌodo de 3 meses"
"1722016";"41000";"MINISTERIO DAS COMUNICACOES";"41000";"MINISTERIO DAS COMUNICACOES";"925150";"TELECOMUNICA«’ES BRASILEIRAS S.A.";"12017";"12/12/2017";"OBJETO: ProrrogaÁ„o do contrato n∫172/2016/3700pelo pÈriodo de 12 meses, a contar do interesseda TELEBRAS, mediante ao acrescimo ao valor do contrato original, no percentual de 10,26%, em raz„o da necessidade de aumento do n˙mero de parametrizaÁıes em ambiente SAP."
"1722016";"41000";"MINISTERIO DAS COMUNICACOES";"41000";"MINISTERIO DAS COMUNICACOES";"925150";"TELECOMUNICA«’ES BRASILEIRAS S.A.";"12017";"12/12/2017";"OBJETO: ProrrogaÁ„o plo perÌodo de 12 meses, a contar de 23 de novembro de 2017, bem como acrÈscimo ao valor do contrato original, no percentual de 10,26%, em raz„o da necessidade de aumento do n˙mero de parametrizaÁıes em ambiente SAP(USP)"
"1722016";"41000";"MINISTERIO DAS COMUNICACOES";"41000";"MINISTERIO DAS COMUNICACOES";"925150";"TELECOMUNICA«’ES BRASILEIRAS S.A.";"22018";"03/12/2018";"OBJETO: ProrrogaÁ„o do contrato n∫ 172/2016/3700 pelo perÌodo de 12 meses, a contar da data de 23 de novembro de 2018, bem como a alteraÁ„o quantitativa deste, visando atender o interesse da TELEBRAS."
"1722016";"41000";"MINISTERIO DAS COMUNICACOES";"41000";"MINISTERIO DAS COMUNICACOES";"925150";"TELECOMUNICA«’ES BRASILEIRAS S.A.";"22020";"03/12/2018";"OBJETO: ProrrogaÁ„o do contrato n∫ 172/2016 pelo perÌodo de 12 meses, a contar da data de 23 de novembro de 2018, bem como a alteraÁ„o quantitativa deste, visando atender o interesse da TELEBRAS."
"1722016";"41000";"MINISTERIO DAS COMUNICACOES";"41000";"MINISTERIO DAS COMUNICACOES";"925150";"TELECOMUNICA«’ES BRASILEIRAS S.A.";"32019";"06/12/2019";"OBJETO: ProrrogaÁ„o pelo perÌodo de 6 meses do contrato n∫ 172/2016/3700 a contar da data de 22 de novembro de 2019, prorrogando a vigÍncia do contrato atÈ 22 de maio de 2020."
"1722016";"41000";"MINISTERIO DAS COMUNICACOES";"41000";"MINISTERIO DAS COMUNICACOES";"925150";"TELECOMUNICA«’ES BRASILEIRAS S.A.";"42020";"27/05/2020";"OBJETO: ProrrogaÁ„o do Contrato n∫ 172/2016 pelo perÌodo de 6 (seis) meses."
"1722016";"41000";"MINISTERIO DAS COMUNICACOES";"41000";"MINISTERIO DAS COMUNICACOES";"925150";"TELECOMUNICA«’ES BRASILEIRAS S.A.";"52020";"19/11/2020";"OBJETO: ProrrogaÁ„o do Contrato n∫ 172/2016 pelo perÌodo de 12 meses."
"372016";"20000";"PRESIDENCIA DA REPUBLICA";"20213";"EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTU¡RIA";"125070";"CENTRO DE SUPORTE ADMINISTRATIVO DE SAO PAULO";"12016";"13/11/2017";"Objeto: ProrrogaÁ„o contratual por mais 12 meses como inÌcio em 01/11/2017 e tÈrmino em 30/10/2018"
"742016";"20000";"PRESIDENCIA DA REPUBLICA";"20213";"EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTU¡RIA";"125070";"CENTRO DE SUPORTE ADMINISTRATIVO DE SAO PAULO";"12016";"09/08/2017";"Objeto: AcrÈscimo de serviÁos referente ‡ quantidade de postos de impress„o e a quantidade de milheiros impressos, a partir de 20/07/2017"
"862722016";"32000";"MINISTERIO DE MINAS E ENERGIA";"91081";"FURNAS-CENTRAIS ELETRICAS S.A.";"925148";"SUPERINTEND NCIA DE GERA«√O HIDR¡ULICA - OGH";"12017";"28/11/2017";"OBJETO: Constitui objeto deste termo, a alteraÁ„o das seguintes cl·usulas: sexta - do valor docontrato; dÈcima primeira - do prazo e das condiÁıes de execuÁ„o dos serviÁos."
"862722016";"32000";"MINISTERIO DE MINAS E ENERGIA";"91081";"FURNAS-CENTRAIS ELETRICAS S.A.";"925148";"SUPERINTEND NCIA DE GERA«√O HIDR¡ULICA - OGH";"22018";"30/03/2018";"OBJETO: Constitui objeto deste termo, a alteraÁ„o da seguinte cl·usula: sexta - do valor do contrato."
"862752016";"32000";"MINISTERIO DE MINAS E ENERGIA";"91081";"FURNAS-CENTRAIS ELETRICAS S.A.";"925143";"REGIONAL DE TRANSMISS√O DO MARANH√O";"12017";"31/10/2017";"OBJETO: AlteraÁ„o das cl·usulas do contrato e item do projeto b·sico: Cl·usula 6™ - DO VALOR DO CONTRATO; Cl·usula 9™ - DO PRAZO E DAS CONDI«’ES DE EXECU«√O DOS SERVI«OS;  Cl·usula 10™- DA VIG NCIA E ITEM 8 DO PROJETO B¡SICO - VIAGEM A SERVI«O."
"862862016";"32000";"MINISTERIO DE MINAS E ENERGIA";"91081";"FURNAS-CENTRAIS ELETRICAS S.A.";"925145";"REGIONAL DE TRANSMISS√O DO PAR¡";"12017";"23/02/2018";"OBJETO: ProrrogaÁ„o do prazo de execuÁ„o por mais um periodo de 04 meses a contar de 09.11.2017."
