"Número Contrato";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Número Termo Aditivo";"Data Publicação";"Objeto"
"262021";"20000";"Presidência da República";"20101";"Presidência da República";"110001";"SECRETARIA ESPECIAL DE ADMINISTRACAO/PR";"000012022";"09/08/2022";"Objetivo: PRORROGAÇÃO DO PRAZO DE VIGÊNCIA"
"92021";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110097";"SUPERINTENDENCIA ADMINISTRACAO NO RIO G. SUL";"000012022";"17/10/2022";"Objetivo: PRORROGAR O PRAZO DE VIGÊNCIA DO CONTRATO ORIGINAL POR MAIS 12 (DOZE) MESES"
"212021";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110099";"SUPERINTENDENCIA ADMINISTRACAO EM SAO PAULO";"000012021";"09/09/2021";"Objetivo: PRORROGAR A VIGÊNCIA DO CONTRATO Nº 21/2021, DO SERVIÇO DE LIMPEZA, PARA A AGU SOROCABA POR MAIS 12 (DOZE) MESES."
"212021";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110099";"SUPERINTENDENCIA ADMINISTRACAO EM SAO PAULO";"000022022";"06/09/2022";"Objetivo: PRORROGAR O PRAZO DA VIGÊNCIA DO CONTRATO Nº 21/2021, REFERENTE AOS SERVIÇOS DE LIMPEZA, ASSEIO E CONSERVAÇÃO, COM FORNECIMENTO DE MATERIAIS, VISANDO ATENDER ÀS NECESSIDADES DAS UNIDADES DA AGU SOROCABA, POR 12 (DOZE) MESES, CONTEMPLANDO-SE, NESTA OCASIÃO, O PERÍODO DE 10/09/2022 A 09/09/2023, NOS TERMOS DO ART. 57, II, DA LEI N.º 8.666, DE 1993."
"222021";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110099";"SUPERINTENDENCIA ADMINISTRACAO EM SAO PAULO";"000012021";"16/09/2021";"Objetivo: PRORROGAR A VIGÊNCIA DO CONTRATO Nº 22/2021, DO SERVIÇO DE LIMPEZA, PARA AS UNIDADES DA AGU - PSF E PSU CAMPINAS POR MAIS 12 (DOZE) MESES."
"222021";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110099";"SUPERINTENDENCIA ADMINISTRACAO EM SAO PAULO";"000022022";"03/08/2022";"Objetivo: PRORROGAR O PRAZO DA VIGÊNCIA DO CONTRATO Nº 22/2021, REFERENTE AOS SERVIÇOS DE LIMPEZA, ASSEIO E CONSERVAÇÃO, COM FORNECIMENTO DE MATERIAIS, VISANDO ATENDER ÀSNECESSIDADES DAS UNIDADES DA AGU - PSF E PSU CAMPINAS, POR 12 (DOZE) MESES, CONTEMPLANDO-SE, NESTA OCASIÃO, O PERÍODO DE 10/09/2022 A 09/09/2023, NOS TERMOSDO ART. 57, II, DA LEI N.º 8.666, DE 1993."
"362021";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110161";"SUPERINTENDENCIA DE ADM. NO DISTRITO FEDERAL";"000012022";"26/08/2022";"Objetivo: PRORROGAR SEU PRAZO DE VIGÊNCIA POR MAIS 12 (DOZE) MESES E REAJUSTAR O VALOR DO CONTRATO"
"22021";"20000";"Presidência da República";"20116";"Fundo de Imprensa Nacional";"110245";"FUNDO DE IMPRENSA NACIONAL/EXEC.ORC.FINANC.";"000012022";"30/08/2022";"Objetivo: TEM POR OBJETO A PRORROGAÇÃO DO PRAZO DE VIGÊNCIA, BEM COMO A ALTERAÇÃO DA CLÁUSULA DÉCIMA SEGUNDA DO INSTRUMENTO ORIGINAL."
"152021";"52000";"Ministério da Defesa";"52000";"Ministério da Defesa - Unidades com vínculo d";"110404";"DEPARTAMENTO DE ADMINISTRACAO INTERNA-MD";"000302022";"14/06/2022";"Objetivo: PRORROGAR A VIGÊNCIA CONTRATUAL POR UM PERÍODO DE 12 (DOZE) MESES."
"162021";"52000";"Ministério da Defesa";"52000";"Ministério da Defesa - Unidades com vínculo d";"110404";"DEPARTAMENTO DE ADMINISTRACAO INTERNA-MD";"000082022";"15/03/2022";"Objetivo: ACRESCER 11 (ONZE) POSTOS DE TRABALHO PARA A FUNÇÃO DE SUPERVISOR ADMINISTRATIVO, 17 (DEZESSETE) SERVIÇOS REEMBOLSÁVEIS DE DESLOCAMENTO E 08 (OITO) SERVIÇOS REEMBOLSÁVEIS DE HOSPEDAGEM REFERENTE AO CONTRATO Nº 016/2021-MD (ID 4019270), A PARTIR DE 09/03/2022."
"162021";"52000";"Ministério da Defesa";"52000";"Ministério da Defesa - Unidades com vínculo d";"110404";"DEPARTAMENTO DE ADMINISTRACAO INTERNA-MD";"000442022";"13/09/2022";"Objetivo: PRORROGAR A VIGÊNCIA CONTRATUAL POR UM PERÍODO DE 8 (OITO) MESES, CONTADOS DE 10/09/2022 ATÉ 09/05/2023."
