"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Número Contrato";"Código Item Compra";"Descrição Item Compra";"Descrição Complementar Item Compra";"Quantidade Item";"Valor Item"
"39253";"Empresa de Planejamento e Logística S.A.";"395001";"EMPRESA DE PLANEJAMENTO E LOGISTICA S.A - EPL";"12015";"3950010500011201400001";"MEDICINA TRABALHO - PERICIA SERVICO MEDICO / ENGENHARIA";"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA  E MEDICINA DO TRABALHO, CONFORME ESPECIFICAÇÕES E EXIGÊNCIAS CONSTANTES DO ED ITAL E SEUS ANEXOS, A SEREM PRESTADOS EM BRASÍLIA/DF.";"1";"39990,90"
"52121";"Comando do Exército";"160093";"38º BATALHAO DE INFANTARIA";"12016";"1600930500035201500001";"TELEFONIA FIXA COMUTADA / CONVENCIONAL";"LOCAÇÃO DA CENTRAL TELEFÔNICA DIGITAL COM ASSINATURA MENSAL DE DIGITRONCO COM 30 CANAIS.";"1";"6640,00"
"52121";"Comando do Exército";"160093";"38º BATALHAO DE INFANTARIA";"12016";"1600930500035201500001";"TELEFONIA FIXA COMUTADA / CONVENCIONAL";"LOCAÇÃO DA CENTRAL TELEFÔNICA DIGITAL COM ASSINATURA MENSAL DE DIGITRONCO COM 30 CANAIS.";"1";"6640,00"
"41231";"Agêncial Nacional de Telecomunicações";"413001";"AGENCIA NACIONAL DE TELECOMUNICACOES-SEDE";"12017";"4130010500018201600001";"INFORMATICA - SUPORTE TECNICO ( SOFTWARE / EQUIPAMENTOS )";"SERVIÇO DE SUPORTE TÉCNICO AO USUÁRIO DE TIC DA ANATEL - 1º NÍVEL.";"16";"27846,85"
"41231";"Agêncial Nacional de Telecomunicações";"413001";"AGENCIA NACIONAL DE TELECOMUNICACOES-SEDE";"12017";"4130010500018201600002";"INFORMATICA - SUPORTE TECNICO ( SOFTWARE / EQUIPAMENTOS )";"SERVIÇO DE SUPORTE TÉCNICO AO USUÁRIO DE TIC DA ANATEL - 2º NÍVEL.";"16";"31404,73"
"26404";"Instituto Federal Baiano";"154580";"INSTITUTO FEDERAL BAIANO - CAMPUS ITAPETINGA";"12019";"1545800500003201900001";"SERVICO DE VIGILANCIA ARMADA";"POSTO DE VIGILÂNCIA, VIGILANTE ARMADO, MOTORIZADO 12 HORAS DIURNAS (06H00 ÀS 1 8H00), DE SEGUNDA-FEIRA A DOMINGO, EM TURNOS DE 12 ' 36 HORAS, ENVOLVENDO 1 VI GILANTE POR TURNO, POR UM PERÍODO DE 12(DOZE) MESES. CBO 5173-30";"1";"144243,93"
"26404";"Instituto Federal Baiano";"154580";"INSTITUTO FEDERAL BAIANO - CAMPUS ITAPETINGA";"12019";"1545800500003201900002";"SERVICO DE VIGILANCIA ARMADA";"POSTO DE VIGILÂNCIA, VIGILANTE ARMADO, 12 HORAS NOTURNAS (18H00 ÀS 06H00), DE SEGUNDA-FEIRA A DOMINGO, EM TURNOS DE 12 ' 36 HORAS, ENVOLVENDO 1 VIGILANTE PO R TURNO, POR UM PERÍODO DE 12(DOZE) MESES. CBO 5173-30";"1";"159641,80"
"26404";"Instituto Federal Baiano";"154580";"INSTITUTO FEDERAL BAIANO - CAMPUS ITAPETINGA";"12019";"1545800500003201900003";"SERVICO DE VIGILANCIA ARMADA";"POSTO DE VIGILÂNCIA, VIGILANTE ARMADO, MOTORIZADO 12 HORAS NOTURNAS (18H00 ÀS 06H00), DE SEGUNDA-FEIRA A DOMINGO, EM TURNOS DE 12 ' 36 HORAS, ENVOLVENDO 1 V IGILANTE POR TURNO, POR UM PERÍODO DE 12(DOZE) MESES. CBO 5173-30";"1";"130658,40"
"20701";"Instituto Brasileiro do Meio Ambiente e dos R";"193183";"IBAMA - SUPERINTENDENCIA DO TOCANTINS/TO";"12019";"1931830500001201900001";"SERVICO DE VIGILANCIA ARMADA";"CONTRATAÇÃO DE SERVIÇOS DE VIGILÂNCIA ARMADA 12 (DOZE) HORAS NOTURNAS - ESCALA  12 X 36   DE SEGUNDA-FEIRA A DOMINGO.";"1";"10268,47"
"20701";"Instituto Brasileiro do Meio Ambiente e dos R";"193183";"IBAMA - SUPERINTENDENCIA DO TOCANTINS/TO";"12019";"1931830500001201900002";"SERVICO DE VIGILANCIA ARMADA";"CONTRATAÇÃO SERVIÇOS DE VIGILÂNCIA ARMADA 12 (DOZE) HORAS DIURNAS - ESCALA 12 X 36   DE SEGUNDA-FEIRA A DOMINGO.";"1";"11496,90"
