"N˙mero Contrato";"CÛdigo ”rg„o Superior";"Nome ”rg„o Superior";"CÛdigo ”rg„o";"Nome ”rg„o";"CÛdigo UG";"Nome UG";"N˙mero Apostilamento";"DescriÁ„o Apostilamento";"Valor Apostilamento";"Data de inclus„o";"SituaÁ„o Apostilamento"
"402014";"20000";"PRESIDENCIA DA REPUBLICA";"20214";"AGENCIA NACIONAL DE AVIA«√O CIVIL - ANAC";"113214";"AGENCIA NACIONAL DE AVIACAO CIVIL - ANAC";"000000000001/2015";"TRATA-SE DE REPACTUAÁ„O CONTRATUAL EM RAZ„O DA HOMOLOGAÁ„O DO ACT 2015/2016ENTRE A EMPRESA TELLUS S.A E SINTTEL-DF, COM REGISTRO NO MTE N  DF000698/20                                                                        15.";"641772,80";"18/12/2015";"Encerrado"
"402014";"20000";"PRESIDENCIA DA REPUBLICA";"20214";"AGENCIA NACIONAL DE AVIA«√O CIVIL - ANAC";"113214";"AGENCIA NACIONAL DE AVIACAO CIVIL - ANAC";"000000000003/2017";"CONCESS„O DE REPACTUAÁ„O EM VIRTUDE DA HOMOLOGAÁ„O DA NOVA CONVENÁ„O COLETI                                                            VA DE TRABALHO.";"295168,90";"27/12/2017";"Encerrado"
"402014";"20000";"PRESIDENCIA DA REPUBLICA";"20214";"AGENCIA NACIONAL DE AVIA«√O CIVIL - ANAC";"113214";"AGENCIA NACIONAL DE AVIACAO CIVIL - ANAC";"000000000002/2017";"TRATA-SE DE APOSTILAMENTO EM RAZ„O DE PEDIDO DA CONTRATADA DA 2™ REPACTUAÁ„O SOLICITADA A PARTIR DO REGISTRO DAS NOVAS CCTS 2016/2017 DAS CATEGRIAS DE                          TRABALHADORES ENVOLVIDOS NA PRESTAÁ„O DO SERVIÁO.";"573969,20";"13/01/2017";"Encerrado"
"472014";"20000";"PRESIDENCIA DA REPUBLICA";"20214";"AGENCIA NACIONAL DE AVIA«√O CIVIL - ANAC";"113214";"AGENCIA NACIONAL DE AVIACAO CIVIL - ANAC";"000000000001/2016";"TRATA-SE DO PRIMEIRO TERMO DE APOSTILAMENTO AO CONTRATO 47/ANAC/2014 PARA REGISTRO DO REAJUSTE PROMOVIDO EM DECORRENTE DE CL¡USULA CONTRATUAL, A PARTIR DA APURA«√O DO IGPM/FGV ACUMULADO DE 06/OUT/2014 A 05/OUT/2015, ÕNDICE ES               QUE TOTALIZOU 8,3588% PARA O MENCIONADO PERÕODO DE APURA«√O.";"58903,80";"27/07/2016";"Encerrado"
"472014";"20000";"PRESIDENCIA DA REPUBLICA";"20214";"AGENCIA NACIONAL DE AVIA«√O CIVIL - ANAC";"113214";"AGENCIA NACIONAL DE AVIACAO CIVIL - ANAC";"000000000003/2017";"Concess„o de reajuste com base na cl·usula DÈcima Quarta do Contrato n∫ 47/                                                                 ANAC/2014.";"81753,30";"09/08/2017";"Encerrado"
"512014";"20000";"PRESIDENCIA DA REPUBLICA";"20214";"AGENCIA NACIONAL DE AVIA«√O CIVIL - ANAC";"113219";"UNIDADE REGIONAL DE PORTO ALEGRE - ANAC";"000000000003/2017";"REAJUSTE PELO ÕNDICE DE SERVIÁOS DE TELECOMUNICAÁıES - IST, A PARTIR DE 01/12/2017, PARA REGISTRAR A VARIAÁ„O DO VALOR DO CONTRATO EM R$ 269,42 (DUZENTOS E SESSENTA E NOVE REAIS E QUARENTA E DOIS CENTAVOS) PELA APLICAÁ„O DE 2,51% DE IST, PARA O PERÌODO DE 01/12/2017 A 01/12/2018, CONFORME PLANILHA D   E CUSTOS E FORMAÁ„O DE PREÁOS ANEXA A ESTE INSTRUMENTO (SEI N∫ 1269023).";"269,40";"29/11/2017";"Encerrado"
"512014";"20000";"PRESIDENCIA DA REPUBLICA";"20214";"AGENCIA NACIONAL DE AVIA«√O CIVIL - ANAC";"113219";"UNIDADE REGIONAL DE PORTO ALEGRE - ANAC";"00000000000012015";"REGISTRO DA VARIAÁ„O DO VALOR DO CONTRATO 51/ANAC/2014, PARA O PERÌODO ENTR E 01/12/2015 A 01/12/2016, O QUAL SE FAZ EM DECORRÍNCIA DA CONCESS„O DO 1∫ REAJUSTE DO CONTRATO, EM FUNÁ„O DA VARIAÁ„O DE 9,21% DO ÕNDICE DE SERVIÁOSDE TELECOMUNICAÁıES - IST, CONFORME A NOTA TÈCNICA 47/2015/DAF/SAF/UR PORTO                                                                     ALEGRE";"783,80";"01/12/2015";"Encerrado"
"512014";"20000";"PRESIDENCIA DA REPUBLICA";"20214";"AGENCIA NACIONAL DE AVIA«√O CIVIL - ANAC";"113219";"UNIDADE REGIONAL DE PORTO ALEGRE - ANAC";"000000000002/2016";"Registro da variaÁ„o do valor estimado do Contrato n∫ 51/ANAC/2014 em R$ 67 9,65 (sesicentos e setenta e nove reais e sessenta e cinco centavos), parao perÌodo compreendido entre 01/12/2016 a 01/12/2017, o qual se faz pela concess„o do 2∫ Reajuste do Contrato, em decorrÍncia da variaÁ„o do Õndice de ServiÁos de TelecomunicaÁıes - IST - no percentual de 7,31%, de acordo com";"679,60";"16/11/2016";"Encerrado"
"112014";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193118";"IBAMA - SUPERINTENDENCIA ESTADUAL/PR";"000000000001/2016";"Valores retroativos referente a repactuaÁ„o do Contrato n  11/2014, emfunÁ„o da ConvenÁ„o Coletiva do Trabalho do Sindicato dos Empregados de Processamento de Dados do Estado do Paran·- SINDPD, de 2015/2016, com data base de 01/05/2015, alÈm dos reajustes de Vale Transporte em funÁ„o de Decretos Municipais. Valor Total ser· lanÁado no Item 1, apesar de englobar reajus";"20040,30";"13/07/2016";"Encerrado"
"112014";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193118";"IBAMA - SUPERINTENDENCIA ESTADUAL/PR";"000000000001/2017";"REPACTUAÁ„O DO CONTRATO N  11/2014, EM FUNÁ„O DOS REAJUSTES DECORRENTES DA CONVENÁ„O COLETIVA DE TRABALHO 2016/2017 DO SINDICATO DOS TRABALHADORES EMEMPRESAS DE PROCESSAMENTO DE DADOS DO ESTADO DO PARAN· - SINDP, COM REGISTRO MTE PR003166/2016, E DE ALTERAÁ„O DE VALE TRANSPORTE, COM EFEITOS A PARTI                                                           R DE 01/01/2016.";"55998,00";"30/10/2017";"Encerrado"
"112014";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193118";"IBAMA - SUPERINTENDENCIA ESTADUAL/PR";"00000000000000002";"Valores retroativos referente a repactuaÁ„o do Contrato n  11/2014, em funÁ„o da ConvenÁ„o Coletiva do Trabalho do Sindicato dos Empregados de Pr cessamento de Dados do Estado do Paran·- SINDPD, de 2016/2017, com data ba                    e de 01/05/2016, bem como alteraÁ„o do Vale Transporte.";"72145,60";"04/07/2017";"Encerrado"
"42014";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193122";"IBAMA - SUPERINTENDENCIA ESTADUAL/RR";"00000000000000002";"REPACTUAÁ„O DOS VALORES DO CONTRATO 04/2014 A PARTIR DE 1 DE JANEIRO DE 201                                                                          7";"3272,00";"20/02/2018";"Encerrado"
"42014";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193122";"IBAMA - SUPERINTENDENCIA ESTADUAL/RR";"000000000000002.1";"REFERENTE A REPACTUAÁ„O DOS VALORES DO CONTRATO 04/2014 A PARTIR DE JANEIRO                                                                       2017";"4757,10";"20/02/2018";"Encerrado"
"42014";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193122";"IBAMA - SUPERINTENDENCIA ESTADUAL/RR";"000000000001/2016";"O PRESENTE TERMO DE APOSTILAMENTO TEM COMO OBJETO A REPACTUAÁ„O DOS VALORES                                                     DO CONTRATO N∫04/2014.";"1380,00";"27/01/2017";"Encerrado"
"72014";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130017";"LABORATORIO NACIONAL AGROPECUARIO NO PARA";"000000000001/2016";"APOSTILAMENTO AUTORIZADO PELA CONVENÁ„O COLETIVA DE TRABALHO DA CATEGORIA   IN 02/2008, CONCEDEU REAJUSTE A CATEGORIA NA ORDEM DE 10.57% A PARTIR DE              01  DE JANEIRO DE 2016.AUTORIZADO PELA AUTORIDADE COMPETENTE.";"93104,10";"31/08/2016";"Encerrado"
