"N˙mero Contrato";"CÛdigo ”rg„o Superior";"Nome ”rg„o Superior";"CÛdigo ”rg„o";"Nome ”rg„o";"CÛdigo UG";"Nome UG";"N˙mero Apostilamento";"DescriÁ„o Apostilamento";"Valor Apostilamento";"Data de inclus„o";"SituaÁ„o Apostilamento"
"82016";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193099";"MMA-IBAMA - DEFIN/DF";"000000000053/2017";"REAJUSTE DO CONTRATO.";"3814,80";"31/03/2017";"Encerrado"
"22016";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193122";"IBAMA - SUPERINTENDENCIA ESTADUAL/RR";"00000000000000001";"SOLICITAÁ„O PELA CONTRATADA BASEADA NA CONVENÁ„O COLETIVA DE TRABALHO - CCT/2017, FIRMADA ENTRE OS SINDICATOS LABORAL E PATRONAL, VIGENTE NO PERÌODO DE 01.01.2017 A 31.12.2017 FAZENDO-SE NECESS·RIO O APOSTILAMENTO APROVADO PE                                                  LA AUTORIDADE COMPETENTE.";"99036,10";"04/01/2018";"Encerrado"
"192015";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130032";"LABORAT”RIO FEDERAL DE DEFESA AGROPECU¡RIA/GO";"000000000001/2017";"REAJUSTE DE VALORES.";"12373,40";"11/04/2017";"Encerrado"
"12016";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130063";"SUPERINT.FEDERAL DE AGRIC.PECUARIA E ABASTEC.";"00000000000012017";"PARA ATENDER A CLAUSULA SEXTA DO CONTRATO EM REFERÍNCIA.";"559,40";"11/04/2017";"Encerrado"
"172016";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130102";"LABORAT”RIO FED. DE DEFESA AGROPECU¡RIA/SP";"00000000000000001";"MAJORAÁ„O DO PREÁO COM BASE NO IGP-M/FGV DE ACORDO COM A CL·USULA 14∫ DO CO                                                                     NTRATO";"1049,10";"27/11/2017";"Encerrado"
"12016";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170010";"MF-SRF-SECRETARIA DA RECEITA FEDERAL/DF";"000000000001/2018";"RepactuaÁ„o do contrato nos termos da sua cl·usula sexta e .8∫ do art. 65 d                                                         a Lei n∫ 8.666/93.";"452704,60";"16/03/2018";"Encerrado"
"12016";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170038";"SUPERINTEND NCIA DE ADMINISTRA«√O DO MF - CE";"000000000008/2016";"Repactuar o Contrato n∫ 1/2016, de serviÁo de limpeza, em virtude do advento de Nova ConvenÁ„o Coletiva de Trabalho, que majorou o piso salarial da categoria, o auxilio alimentaÁ„o, cesta b·sica, plano de sa˙de e auxilio crec                                                                        he.";"67714,10";"17/10/2016";"Encerrado"
"22016";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170055";"SUPERINTEND NCIA DE ADMINISTRA«√O DO MF/PE";"000000000002/2017";"RepacruaÁ„o do contrato pela CCT da categoria.";"1018,00";"01/12/2017";"Encerrado"
"32016";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170055";"SUPERINTEND NCIA DE ADMINISTRA«√O DO MF/PE";"000000000003/2017";"RepatuaÁ„o do contrato pela CCT da categoria.";"568,60";"01/12/2017";"Encerrado"
"12016";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170058";"SUP.REGIONAL RECEITA FEDERAL 4A.RF/PE";"000000000001/2018";"AUMENTO DE SEUS CUSTOS, DECORRENTE DE REAJUSTE, POR CONVENÁ„O COLETIVA DE T                                    RABALHO E DO AUMENTO DO SAL·RIO MÌNIMO.";"16323,10";"27/03/2018";"Encerrado"
