"N˙mero Contrato";"CÛdigo ”rg„o Superior";"Nome ”rg„o Superior";"CÛdigo ”rg„o";"Nome ”rg„o";"CÛdigo UG";"Nome UG";"N˙mero Apostilamento";"DescriÁ„o Apostilamento";"Valor Apostilamento";"Data de inclus„o";"SituaÁ„o Apostilamento"
"102015";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GEST√O";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GEST√O";"201013";"COORDENA«√O DE EXECU«√O ORC. E FINANCEIRA";"000000000032/2016";"REPACTUAÁ„O DE PREÁOS.";"21608,40";"15/07/2016";"Encerrado"
"102015";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GEST√O";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GEST√O";"201013";"COORDENA«√O DE EXECU«√O ORC. E FINANCEIRA";"000000000010/2018";"REPACTUA«√O";"14229,00";"04/04/2018";"Encerrado"
"102015";"20000";"PRESIDENCIA DA REPUBLICA";"20116";"FUNDO DE IMPRENSA NACIONAL";"110245";"FUNDO DE IMPRENSA NACIONAL/EXEC.ORC.FINANC.";"000000000001/2015";"REPACTUAÁ„O CONCEDIDA DECORRENTE DA REPACTUA«√O CONCEDIDA COM BASE NA CONVEN«√O COLETIVA DE TRABALHO DO CCT N∫ MET/DF 184/2015, CELEBRADO ENTRE O SIND BOMBEIROS/DF E O SINDICATO DE ASSEIO, CONSERVA«√O, TRABALHOS TEMPOR¡RIOS ESERVI«OS TERCEIRIZ¡VEIS DO DISTRITO FEDERAL, O VALOR MENSAL DO CONTRATO, PA SSOU A SER DE R$ 120.542,18, PERFAZENDO UM VALOR ANUAL DE R$ 1.446.506,16.";"88928,10";"04/12/2015";"Encerrado"
"92015";"20000";"PRESIDENCIA DA REPUBLICA";"20116";"FUNDO DE IMPRENSA NACIONAL";"110245";"FUNDO DE IMPRENSA NACIONAL/EXEC.ORC.FINANC.";"000000000002/2018";"REPACTUAÁ„O DO VALOR CONTRATUAL RELATIVO AO REAJUSTE DOS SAL·RIOS, BENEFÌCI                          OS E RECEONHECIMENTO DE DÌVIDA DO EXERCÌCIO/2017.";"898244,10";"11/05/2018";"Encerrado"
"92015";"20000";"PRESIDENCIA DA REPUBLICA";"20116";"FUNDO DE IMPRENSA NACIONAL";"110245";"FUNDO DE IMPRENSA NACIONAL/EXEC.ORC.FINANC.";"000000000004/2016";"DiferenÁa do perÌodo de janeiro a abril de 2016.";"52480,60";"30/12/2016";"Encerrado"
"92015";"20000";"PRESIDENCIA DA REPUBLICA";"20116";"FUNDO DE IMPRENSA NACIONAL";"110245";"FUNDO DE IMPRENSA NACIONAL/EXEC.ORC.FINANC.";"000000000003/2016";"Novo valor repactuado do contrato, em decorrÍncia da convenÁ„o coletiva de                  trabalho firmada entre o SINDESP-DF e o SINDESV-DF, 2016.";"671484,90";"12/07/2016";"Encerrado"
"62015";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GEST√O";"20202";"FUNDACAO ESCOLA NACIONAL DE ADM. PUBLICA";"114702";"ENAP-ESCOLA NACIONAL DE ADM.PUBLICA/DF";"000000000002/2017";"FIXAR OS NOVOS VALORES CONTRATUAIS, COM EFEITOS FINANCEIROS A PARTIR DE 1∫DE MAIO DE 2016 E1∫ DE DEZEMBRO DE 2016, REFERENTES ‡ REPACTUAÁ„O DE PREÁOS DO CONTRATO N∫ 6/2015, EM VIRTUDE DA CELEBRAÁ„O DE T.A. CCT 2016/2017 ENTRE O SINDICATO DOS TRABALHADORES E O SINDICATO DA IND˙STRIA DA CONSTRUÁ„O CIVIL DO DF, E TAMBÈM O T.A. DA CCT 2016/2017-SENGE (SIND. DOS ENG. DO DF). T";"140089,60";"13/02/2017";"Encerrado"
"62015";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GEST√O";"20202";"FUNDACAO ESCOLA NACIONAL DE ADM. PUBLICA";"114702";"ENAP-ESCOLA NACIONAL DE ADM.PUBLICA/DF";"000000000004/2017";"Fixar os novos valores contratuais, com efeitos financeiros a partir de 1∫/05/2017, referentes ‡ RepactuaÁ„o do Contrato em virtude dos reajustes defi  nidos nas ConvenÁıes Coletivas de Trabalho - 2017/2019 do Sind. dos Trab. nas Ind. da Constr. e do Mob de Brasilia e do Sindicato dos Engenheiros do                                                                DF (SENGE).";"96200,30";"22/11/2017";"Encerrado"
"62015";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GEST√O";"20202";"FUNDACAO ESCOLA NACIONAL DE ADM. PUBLICA";"114702";"ENAP-ESCOLA NACIONAL DE ADM.PUBLICA/DF";"00000000000032017";"Fixar os novos valores contratuais, com efeitos financeiros a partir de 1∫de fevereiro de 2016, referentes ao ReequilÌbrio EconÙmico-Financeiro do Contrato n∫ 6/2015, em virtude do aumento do percentual da ContribuiÁ„o Patro nal ‡ PrevidÍncia Social (CPRB), passando de 2% (dois por cento) para 4,5%(quatro inteiros e cinco dÈcimos por cento) sobre a receita bruta, conforme";"74346,30";"24/07/2017";"Encerrado"
"82015";"24000";"MINISTERIO DA CIENCIA,TECNOLOGIA E INOVA«√O";"20301";"COMISSAO NACIONAL DE ENERGIA NUCLEAR";"113201";"SAE-CNEN-COMIS.NACIONAL DE ENERGIA NUCLEAR/RJ";"000000000002/2018";"REPACTUA«AO DO VALOR CONTRATUAL NOS TERMOS DA CONVEN«√O COLETIVA DE TRABALH                       O DE 2017/2018 - REGISTRADA NO MTE - RJ 000016/2018.";"76492,40";"26/02/2018";"Encerrado"
