"Número Contrato";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Número Termo Aditivo";"Data Publicação";"Objeto"
"322021";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110062";"DIRETORIA DE GESTAO E DESENVOLVIMENTO DE PESS";"000012022";"28/07/2022";"Objetivo: PRORROGAR O PRAZO DA VIGÊNCIA DO CONTRATO Nº 032/2021-AGU, POR MAIS 12 (DOZE) MESES, 1.1.2. ACRESCENTAR 15,49% AO OBJETO DO CONTRATO, EQUIVALENTE A 154 (CENTO E CINQUENTA E QUATRO) VAGAS, BEM COMO, REAJUSTAR OS VALORES CONTRATUAIS COM BASE NO  IPCA."
"102021";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110096";"SUPERINTENDENCIA ADMINISTRACAO EM PERNAMBUCO";"000012021";"05/01/2022";"Objetivo: SUPRESSÃO DE 617,16 M² DA ÁREA LOCADA DO IMÓVEL DA PF-PU/BA, REDUZINDO 1 POSTO DE SERVENTE NO CONTRATO"
"122021";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110096";"SUPERINTENDENCIA ADMINISTRACAO EM PERNAMBUCO";"000012022";"06/09/2022";"Objetivo: PRORROGAÇÃO DA VIGÊNCIA CONTRATUAL POR 12 MESES"
"342021";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110161";"SUPERINTENDENCIA DE ADM. NO DISTRITO FEDERAL";"000012022";"20/07/2022";"Objetivo: PRORROGAR O PRAZO DE VIGÊNCIA DO CONTRATO Nº 034/2021-AGU, POR MAIS 12 (DOZE) MESES, TENDO POR TERMO INICIAL O DIA 21 DE AGOSTO  DE 2022 E POR TERMO FINAL O DIA 20 DE AGOSTO DE 2023, BEM COMO PROCEDER AO REAJUSTE DO VALOR INICIALMENTE CONTRATADO, NOS TERMOS DO INCISO II, DO ARTIGO 57, DA LEI Nº 8.666/1993 E DA CLÁUSULA SEXTA DO TERMO INICIAL."
"352021";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110161";"SUPERINTENDENCIA DE ADM. NO DISTRITO FEDERAL";"000012022";"10/08/2022";"Objetivo: O PRESENTE TERMO ADITIVO TEM POR OBJETO PRORROGAR O PRAZO DE VIGÊNCIA DO CONTRATO Nº 035/2021-AGU, POR MAIS 10 (DEZ) MESES, TENDO POR TERMO INICIAL O DIA 10 DE AGOSTO DE 2022 E POR TERMO FINAL O DIA 09 DE JUNHO DE 2023, DE ACORDO COM O QUE DISPÕE O INCISO II, DO ARTIGO 57, COMBINADO COM O INCISO II, DO ARTIGO 24, DA LEI Nº 8.666/93, BEM COMO, PROCEDER O REAJUSTE O VALOR ATUALMENTE CONTRATADO."
"372021";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110161";"SUPERINTENDENCIA DE ADM. NO DISTRITO FEDERAL";"000012021";"05/11/2021";"Objetivo: ACRESCER, A PARTIR 01/11/2021, 01 (UM) POSTO DE SERVIÇO DE AUXILIAR ADMINISTRATIVO PARA A UNIDADE DA ADVOCACIA-GERAL DA UNIÃO NA CIDADE DE BELÉM, CORRESPONDENDO A UM AUMENTO DE 4,36% (QUATRO INTEIROS E TRINTA E SEIS CENTÉSIMOS POR CENTO) DO VALOR INICIAL DO CONTRATO."
"372021";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110161";"SUPERINTENDENCIA DE ADM. NO DISTRITO FEDERAL";"000022022";"26/07/2022";"Objetivo: ACRESCER,  A PARTIR 01/08/2022, 01 (UM) POSTO DE SERVIÇO DE AUXILIAR ADMINISTRATIVO PARA A UNIDADE DA ADVOCACIA-GERAL DA UNIÃO NA CIDADE DE BELÉM/PA, CORRESPONDENDO A UM AUMENTO DE 4,18% (QUATRO INTEIROS E DEZOITO CENTÉSIMOS POR CENTO)."
"372021";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110161";"SUPERINTENDENCIA DE ADM. NO DISTRITO FEDERAL";"000032022";"23/08/2022";"Objetivo: O PRESENTE TERMO ADITIVO TEM POR OBJETO PRORROGAR O PRAZO DE VIGÊNCIA DO CONTRATO Nº  037/2021-AGU, POR MAIS 12 (DOZE) MESES, TENDO POR TERMO INICIAL O DIA 02 DE SETEMBRO DE 2022 E POR TERMO FINAL O DIA 01 DE SETEMBRO DE 2023 NOS TERMOS DO INCISO II, DO ARTIGO 57, DA LEI Nº8.666/93."
"382021";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110161";"SUPERINTENDENCIA DE ADM. NO DISTRITO FEDERAL";"000012022";"26/07/2022";"Objetivo: PRORROGAR O PRAZO DE VIGÊNCIA DO CONTRATO POR MAIS 12 (DOZE) MESES."
"392021";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110161";"SUPERINTENDENCIA DE ADM. NO DISTRITO FEDERAL";"000012022";"20/07/2022";"Objetivo: PRORROGAR O PRAZO DE VIGÊNCIA DO CONTRATO Nº 039/2021-AGU, POR MAIS 12 (DOZE) MESES, TENDO POR TERMO INICIAL O DIA 02 DE SETEMBRO DE 2022 E POR TERMO FINAL O DIA 01 DE SETEMBRO DE 2023, BEM COMO PROCEDER AO REAJUSTE DO VALOR INICIALMENTE CONTRATADO, NOS TERMOS DO INCISO II, DO ARTIGO 57, DA LEI Nº 8.666/1993 E DA CLÁUSULA SEXTA DO TERMO INICIAL."
