"N˙mero Contrato";"CÛdigo ”rg„o Superior";"Nome ”rg„o Superior";"CÛdigo ”rg„o";"Nome ”rg„o";"CÛdigo UG";"Nome UG";"N˙mero Termo Aditivo";"Data PublicaÁ„o";"Objeto"
"1002013";"20000";"PRESIDENCIA DA REPUBLICA";"20213";"EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTU¡RIA";"125080";"AEROPORTO DE PORTO ALEGRE/SBPA";"12013";"03/07/2014";"Objeto: ProrrogaÁ„o de prazo contratual por mais 12 meses a partir de 26/08/2014."
"1002013";"20000";"PRESIDENCIA DA REPUBLICA";"20213";"EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTU¡RIA";"125080";"AEROPORTO DE PORTO ALEGRE/SBPA";"22013";"05/08/2015";"Objeto: T.a. 2 : alteraÁ„o; prorrogaÁ„o de prazo contratual."
"102013";"36000";"MINISTERIO DA SAUDE";"36000";"MINISTERIO DA SAUDE";"925305";"EMPRESA BRAS. DE HEMOD. E BIOTETECNOLOGIA";"12013";"05/12/2013";"OBJETO: AcrÈscimo de serviÁo na ordem de 23,59%."
"102013";"36000";"MINISTERIO DA SAUDE";"36000";"MINISTERIO DA SAUDE";"925305";"EMPRESA BRAS. DE HEMOD. E BIOTETECNOLOGIA";"22013";"09/01/2014";"OBJETO: Prorrogar a vigÍncia contratual por mais 90 dias"
"102013";"36000";"MINISTERIO DA SAUDE";"36000";"MINISTERIO DA SAUDE";"925305";"EMPRESA BRAS. DE HEMOD. E BIOTETECNOLOGIA";"32014";"26/03/2014";"OBJETO: Prorrogar o prazo de vigÍncia contratual e supress„o do item 16.1 do contrato."
"1052013";"20000";"PRESIDENCIA DA REPUBLICA";"20213";"EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTU¡RIA";"125080";"AEROPORTO DE PORTO ALEGRE/SBPA";"12013";"22/11/2013";"Objeto: ProrrogaÁ„o de prazo"
"112013";"36000";"MINISTERIO DA SAUDE";"36000";"MINISTERIO DA SAUDE";"925305";"EMPRESA BRAS. DE HEMOD. E BIOTETECNOLOGIA";"12014";"09/05/2014";"OBJETO: Reequilibrar econÙmica financeiramente o valor do contrato."
"132013";"20000";"PRESIDENCIA DA REPUBLICA";"20213";"EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTU¡RIA";"125072";"AEROPORTO DE S√O PAULO - CONGONHAS - SBSP";"12013";"11/07/2014";"Objeto: RepactuaÁ„o dos valores contratuais a partir de 10/08/2013, em virtude da cct 2013/2015; reajuste da alÌquota do sat a partir de 10/08/2013 e reajuste do preÁo unit·rio do combustÌvel, correspondente a 0,6611500% reajuste ipc-a perÌodo maio a julho/2013."
"132013";"20000";"PRESIDENCIA DA REPUBLICA";"20213";"EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTU¡RIA";"125072";"AEROPORTO DE S√O PAULO - CONGONHAS - SBSP";"22013";"30/07/2014";"Objeto: ProrrogaÁ„o do prazo contratual por mais 12 meses, com inÌcio em 10/08/2014 e tÈrmino em 09/08/2015"
"132013";"20000";"PRESIDENCIA DA REPUBLICA";"20213";"EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTU¡RIA";"125072";"AEROPORTO DE S√O PAULO - CONGONHAS - SBSP";"32013";"12/03/2015";"Objeto: RepactuaÁ„o dos valores contratuais a partir de 01/05/2014 cfe. cct de 01/05/2014 a 30/04/2016."
"152013";"20000";"PRESIDENCIA DA REPUBLICA";"20213";"EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTU¡RIA";"125040";"AEROPORTO DE CUIAB¡/SBCY";"12013";"16/01/2015";"Objeto: AlteraÁ„o da modalidade tarif·ria hor·ria de azul para verde com reduÁ„o no valor global"
"172013";"36000";"MINISTERIO DA SAUDE";"36000";"MINISTERIO DA SAUDE";"925305";"EMPRESA BRAS. DE HEMOD. E BIOTETECNOLOGIA";"12013";"29/08/2013";"OBJETO: Aterar as cl·usulas 4™, 6™ e 8™ do contrato."
"182013";"20000";"PRESIDENCIA DA REPUBLICA";"20213";"EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTU¡RIA";"125073";"AEROPORTO DE S√O PAULO - CAMPO DE MARTE/SBMT";"12013";"06/03/2014";"Objeto: AdequaÁ„o do cronograma fisico financeiro e da planilha de serv. e quantidades a partir de 10/02/2014 com acrÈscimos e supressıes."
"192013";"20000";"PRESIDENCIA DA REPUBLICA";"20213";"EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTU¡RIA";"125074";"AEROPORTO DE S√O JOSE DO CAMPOS/SBSJ";"12013";"30/10/2013";"Objeto: AlteraÁ„o da cl·usula contratual, atravÈs da alinea 'a' dos subitens 5.3.1, 5.3.2, 5.3.3 e 5.3.4, visando a alteraÁ„o de apresentaÁ„o do seguro de garantia de antecipaÁ„o de pagamento em alternativa ‡ carta fianÁa banc·ria."
"192013";"20000";"PRESIDENCIA DA REPUBLICA";"20213";"EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTU¡RIA";"125074";"AEROPORTO DE S√O JOSE DO CAMPOS/SBSJ";"22013";"16/06/2014";"Objeto: AdequaÁ„o do cronograma fisico financeiro e da planilha de serviÁos e quantidades com alteraÁıes de quantitativo, inserÁ„o de novos itens e prorrogaÁ„o de prazo por mais 95 dias"
"252013";"20000";"PRESIDENCIA DA REPUBLICA";"20213";"EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTU¡RIA";"125212";"AEROPORTO DE MANAUS/SBEG";"12013";"15/04/2014";"Objeto: AlteraÁ„o contratual para alteraÁ„o da escala de revezamento na planilha de custos e formaÁ„o de preÁos, passando de 5 x 1 para 6 x 2, contemplando todos os reflexos de valores decorrente da referida alteraÁ„o."
"252013";"20000";"PRESIDENCIA DA REPUBLICA";"20213";"EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTU¡RIA";"125055";"AEROPORTO DE UBERL¬NDIA/SBUL";"12013";"18/11/2013";"Objeto: AcrÈscimo de valor de r$ 111.012,02 em funÁ„o de adequaÁıes de eventos previstos e n„o previstos no projeto original, conforme despacho n  569/egse(egse-4)/2013 de 05/11/2013 e carta da contratada s/n - prot. ost. n  13619-srse de 30/10/2013."
"252013";"20000";"PRESIDENCIA DA REPUBLICA";"20213";"EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTU¡RIA";"125012";"AEROPORTO DO RJ - SANTOS DUMONT/SBRJ";"12013";"22/10/2013";"Objeto: AdequaÁ„o bdi, acrÈscimo de quantitativo ‡ psq, supress„o de quantitativo do item 04.04.01 e prorrogaÁ„o do prazo de execuÁ„o e vigÍncia contratual."
"252013";"20000";"PRESIDENCIA DA REPUBLICA";"20213";"EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTU¡RIA";"125220";"AEROPORTO DE MACAP¡/SBMQ";"12013";"15/10/2014";"Objeto: ProrrogaÁ„o contratual - 01/10/2014 a 30/09/2015"
"252013";"20000";"PRESIDENCIA DA REPUBLICA";"20213";"EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTU¡RIA";"125212";"AEROPORTO DE MANAUS/SBEG";"22013";"20/06/2014";"Objeto: ProrrogaÁ„o de prazo contratual por mais 12 (dozes) meses, com inÌcio em 23/07/2014 e tÈrmino em 22/07/2015, alteraÁ„o contratual para inclus„o de posto de trabalho, passando de 183 para 218 e revis„o dos valores contratuais, a partir de 01/06/2014."
"252013";"20000";"PRESIDENCIA DA REPUBLICA";"20213";"EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTU¡RIA";"125220";"AEROPORTO DE MACAP¡/SBMQ";"22013";"17/08/2015";"Objeto: ProrrogaÁ„o contratual a partir de 01/10/2015 a 30/09/2016"
"252013";"20000";"PRESIDENCIA DA REPUBLICA";"20213";"EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTU¡RIA";"125212";"AEROPORTO DE MANAUS/SBEG";"32013";"11/11/2014";"Objeto: RepactuaÁ„o dos valores contratuais, a partir de 01/12/2013, de acordo com o item 4 do termo de contrato, considerando solicitaÁ„o da contratada e em virtude da convenÁ„o coletiva de trabalho vigente entre 01/12/2013 a 30/11/2014, registrado no mte.(1.1)"
"252013";"20000";"PRESIDENCIA DA REPUBLICA";"20213";"EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTU¡RIA";"125220";"AEROPORTO DE MACAP¡/SBMQ";"32013";"20/09/2016";"Objeto: ProrrogaÁ„o contratual por mais 12 meses a contar de 01/10/2016 a 30/09/2017 e alteraÁ„o na forma de processamento das repactuaÁıes e prorrogaÁıes"
"252013";"20000";"PRESIDENCIA DA REPUBLICA";"20213";"EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTU¡RIA";"125212";"AEROPORTO DE MANAUS/SBEG";"42013";"08/07/2016";"Objeto: ProrrogaÁ„o e repactuaÁ„o contratual"
"252013";"20000";"PRESIDENCIA DA REPUBLICA";"20213";"EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTU¡RIA";"125220";"AEROPORTO DE MACAP¡/SBMQ";"42013";"18/09/2017";"Objeto: ProrrogaÁ„o do prazo contratual por mais 12 meses, iniciando em 01/10/2017 e tÈrmino em 30/09/2018, mantendo-se o valor mensal do contrato em r$ 900.00."
"252013";"20000";"PRESIDENCIA DA REPUBLICA";"20213";"EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTU¡RIA";"125212";"AEROPORTO DE MANAUS/SBEG";"52013";"19/08/2016";"Objeto: Supress„o contratual em funÁ„o da reduÁ„o de 35 postos de trabalho."
"252013";"20000";"PRESIDENCIA DA REPUBLICA";"20213";"EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTU¡RIA";"125212";"AEROPORTO DE MANAUS/SBEG";"62013";"12/06/2017";"Objeto: ProrrogaÁ„o por mais 12 meses com inÌcio em 23/07/2017 e tÈrmino em 23/07/2018. desoneraÁ„o do valor com redeÁ„o de r$ 661.333,91 para r$ 494.791,92."
"252013";"20000";"PRESIDENCIA DA REPUBLICA";"20213";"EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTU¡RIA";"125212";"AEROPORTO DE MANAUS/SBEG";"72013";"09/08/2017";"Objeto: CorreÁ„o do valor mensal de r$ 494.791,92 para r$ 590.757,33."
"282013";"20000";"PRESIDENCIA DA REPUBLICA";"20213";"EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTU¡RIA";"125060";"AEROPORTO DE VIT”RIA/SBVT";"12013";"06/01/2014";"Objeto: ProrrogaÁ„o do prazo de execuÁ„o e vigÍncia por mais 120 dias corridos, passando o final de execuÁ„o 15/10/13 para 12/02/14 e o final da vigÍncia de 13/01/14 a 13/05/14."
"282013";"20000";"PRESIDENCIA DA REPUBLICA";"20213";"EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTU¡RIA";"125060";"AEROPORTO DE VIT”RIA/SBVT";"22013";"20/04/2015";"Objeto: ProrrogaÁ„o do prazo de vigÍncia contratual por mais 120 dias corridos, prorrogando a data do tÈrmino da vigÍncia de 18/04/15 para 16/08/15."
"292013";"20000";"PRESIDENCIA DA REPUBLICA";"20213";"EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTU¡RIA";"125050";"AEROPORTO DE CONFINS/SBCF";"12013";"29/01/2015";"Objeto: Supress„o no valor de r$254.849,00 e o acrÈscimo no valor de r$2.476.330,22. prorrogaÁ„o de execuÁ„o e vigÍncia contratual por mais 525 dias corridos, passando a data final de execuÁ„o para 01/06/16 e data de tÈrmino da vigÍncia para 31/07/16."
"322013";"20000";"PRESIDENCIA DA REPUBLICA";"20213";"EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTU¡RIA";"125013";"AEROPORTO DO RIO DE JANEIRO - GALE√O/SBGL";"12013";"14/04/2014";"Objeto: ProrrogaÁ„o do prazo de execuÁ„o e de vigÍncia, por mais 45 dias."
